contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $60K Fadeaway [$20K to 1st],8250,Classic,122926227,15,141,60000,Thu 7:30PM,2532,4705,62612
NBA $5K Alley Oop [Single Entry],305250,Classic,122927959,555,1,5000,Thu 7:30PM,4,10,62612
NBA $200K Alley Oop [$50K to 1st],305250,Classic,122889179,555,12,2e+05,Thu 7:30PM,364,400,62612
NBA Showdown $150K Fadeaway [$50K to 1st] (IND vs GSW),8250,Showdown Captain Mode,122899180,15,150,150000,Thu 10:00PM,4256,11764,62617
NBA $4K Four Point Play,2200,Classic,122926709,4,20,4000,Thu 7:30PM,610,1189,62612
NBA $80K Four Point Play [20 Entry Max],2200,Classic,122889175,4,20,80000,Thu 7:30PM,22525,23781,62612
NBA $30K Hall of Famer [$15K to 1st],1166000,Classic,122889177,2120,1,30000,Thu 7:30PM,11,15,62612
NBA $30K Box Out,48400,Classic,122889174,88,11,30000,Thu 7:30PM,380,387,62612
NBA Showdown $30K Jab Step [$5K to 1st] (IND vs GSW),3300,Showdown Captain Mode,122880056,6,150,30000,Thu 10:00PM,1904,5882,62617
NBA Showdown $20K And-One (IND vs GSW),550,Showdown Captain Mode,122880059,1,20,20000,Thu 10:00PM,8768,23781,62617
NBA Tiers $1K Zone,2750,Tiers,122927598,5,7,1000,Thu 7:30PM,53,237,62614
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,122880038,5,150,30000,Thu 7:30PM,6586,7134,62614
NBA Tiers $625 And-One [20 Entry Max],550,Tiers,122928852,1,20,625,Thu 7:30PM,4,743,62614
NBA Tiers $2K And-One,550,Tiers,122916813,1,20,2000,Thu 7:30PM,2087,2378,62614
NBA Tiers $1.5K Posterizer [Single Entry],82500,Tiers,122926836,150,1,1500,Thu 7:30PM,4,11,62614
NBA Showdown $35K Pull Up Jumper [$10K to 1st] (PHX vs DAL),5500,Showdown Captain Mode,122880047,10,123,35000,Thu 7:30PM,3608,4117,62615
NBA Showdown $5.2K Windmill [$2K to 1st] (PHX vs DAL),99000,Showdown Captain Mode,122880045,180,1,5200,Thu 7:30PM,21,32,62615
NBA Showdown $1.35K 3-Ball [Single Entry] (PHX vs DAL),165000,Showdown Captain Mode,122917239,300,1,1350,Thu 7:30PM,2,5,62615
NBA Showdown $750 High Five [Single Entry] (PHX vs DAL),2750,Showdown Captain Mode,122927622,5,1,750,Thu 7:30PM,46,178,62615
NBA Showdown $250 Sharpshooter (PHX vs DAL),1650,Showdown Captain Mode,122927875,3,2,250,Thu 7:30PM,17,99,62615
NBA Showdown $2K Sharpshooter [20 Entry Max] (PHX vs DAL),1650,Showdown Captain Mode,122880043,3,20,2000,Thu 7:30PM,785,792,62615
NBA $15K All-Star [$8K to 1st],583000,Classic,122889180,1060,1,15000,Thu 7:30PM,11,15,62612
NBA $7.5K And-One,550,Classic,122926566,1,20,7500,Thu 7:30PM,4753,8917,62612
NBA $4K mini-MAX [150 Entry Max],275,Classic,122927999,0,150,4000,Thu 7:30PM,1378,9512,62612
 NBA Single Entry $5 Double Up,2750,Classic,122922419,5,1,1500,Thu 7:30PM,280,344,62612
NBA Single Entry $25 Double Up,13750,Classic,122928426,25,1,3000,Thu 7:30PM,19,137,62612
NBA Showdown $33.4K SLAM Jam [$10K to 1st] (IND vs GSW),122100,Showdown Captain Mode,122899181,222,5,33400,Thu 10:00PM,63,167,62617
NBA Showdown $10K Showtime [Single Entry] (IND vs GSW),55000,Showdown Captain Mode,122880052,100,1,10000,Thu 10:00PM,15,111,62617
NBA Showdown $10K High Five [Single Entry] (IND vs GSW),2750,Showdown Captain Mode,122880053,5,1,10000,Thu 10:00PM,527,2378,62617
NBA Showdown $8K Triple Threat [$2K to 1st] (IND vs GSW),18150,Showdown Captain Mode,122880055,33,8,8000,Thu 10:00PM,98,282,62617
NBA Showdown $10K All-Star [Single Entry] (IND vs GSW),583000,Showdown Captain Mode,122899179,1060,1,10000,Thu 10:00PM,2,10,62617
NBA $5 Double Up,2750,Classic,122917582,5,10,1500,Thu 7:30PM,294,344,62612
NBA $2 Double Up,1100,Classic,122928859,2,20,1500,Thu 7:30PM,20,862,62612
NBA Single Entry $50 Double Up,27500,Classic,122880030,50,1,4000,Thu 7:30PM,81,90,62612
NBA $2500 MEGA Millionaire Satellite,305250,Classic,122881445,555,1,2500,Thu 7:30PM,2,5,62612
NBA Satellite to NBA $888 Mega 8's Special,49500,Classic,122881442,90,1,888,Thu 7:30PM,8,11,62612
NBA $2500 MEGA Millionaire Satellite,137500,Classic,122881447,250,1,2500,Thu 7:30PM,10,11,62612
NBA $3K High Five [Single Entry],2750,Classic,122928729,5,1,3000,Thu 7:30PM,33,713,62612
NBA $3K High Five [Single Entry],2750,Classic,122920136,5,1,3000,Thu 7:30PM,679,713,62612
NBA $5K Pick and Pop [2 Entry Max],41250,Classic,122879995,75,2,5000,Thu 7:30PM,51,75,62612
NBA $8.5K mini-MAX [150 Entry Max],1100,Classic,122879998,2,150,8500,Thu 7:30PM,4365,5053,62612
NBA $3.6K Showtime [Single Entry],55000,Classic,122928555,100,1,3600,Thu 7:30PM,2,40,62612
NBA $2.5K Fast Break [Single Entry],14850,Classic,122928050,27,1,2500,Thu 7:30PM,49,107,62612
NBA $30K Thunderdome [Must Fill],2915000,Classic,122889173,5300,1,30000,Thu 7:30PM,5,6,62612
NBA $30K Thunderdome [Must Fill],2915000,Classic,122880028,5300,1,30000,Thu 7:30PM,1,6,62612
NBA $1.5K Pick and Roll [Single Entry],6600,Classic,122921794,12,1,1500,Thu 7:30PM,109,147,62612
NBA $4K Pick and Roll [Single Entry],6600,Classic,122919546,12,1,4000,Thu 7:30PM,320,392,62612
NBA $2K High Five [Single Entry] ,2750,Classic,122921265,5,1,2000,Thu 7:30PM,373,475,62612
NBA $5K Finger Roll [3 Entry Max],4400,Classic,122880029,8,3,5000,Thu 7:30PM,622,735,62612
NBA $1.25K Sharpshooter,1650,Classic,122916179,3,14,1250,Thu 7:30PM,156,495,62612
NBA $1.5K Quarter Jukebox [Just $0.25!],138,Classic,122919618,0,20,1500,Thu 7:30PM,6896,7134,62612
NBA $2K Quarter Jukebox [Just $0.25!],138,Classic,122928391,0,20,2000,Thu 7:30PM,1099,9512,62612
NBA $2K Buzzer Beater [3 Entry Max],11000,Classic,122921896,20,3,2000,Thu 7:30PM,58,117,62612
NBA $1K Zone,2750,Classic,122919230,5,7,1000,Thu 7:30PM,145,237,62612
NBA $2K Hot Shot [3 Entry Max],1650,Classic,122916781,3,3,2000,Thu 7:30PM,587,792,62612
NBA $1.5K Money Ball [Single Entry],183150,Classic,122917246,333,1,1500,Thu 7:30PM,2,5,62612
NBA $1K Daily Dollar [Single Entry],550,Classic,122928768,1,1,1000,Thu 7:30PM,36,1189,62612
NBA $1K Daily Dollar [Single Entry],550,Classic,122919690,1,1,1000,Thu 7:30PM,1069,1189,62612
NBA $1K Ankle Breaker [Single Entry],27500,Classic,122927896,50,1,1000,Thu 7:30PM,5,22,62612
NBA $1K Elbow Shot [Single Entry] ,1100,Classic,122925360,2,1,1000,Thu 7:30PM,390,594,62612
NBA $1K Mid Range Jumper,22000,Classic,122923633,40,1,1000,Thu 7:30PM,14,29,62612
NBA $1K Mid Range Jumper,22000,Classic,122917821,40,1,1000,Thu 7:30PM,19,29,62612
NBA Single Entry $10 Double Up,5500,Classic,122928825,10,1,1000,Thu 7:30PM,4,114,62612
NBA Single Entry $50 Double Up,27500,Classic,122917249,50,1,2000,Thu 7:30PM,33,45,62612
NBA Single Entry $50 Double Up,27500,Classic,122928022,50,1,1000,Thu 7:30PM,5,22,62612
NBA $10 Double Up,5500,Classic,122880024,10,6,2000,Thu 7:30PM,187,229,62612
NBA Single Entry $50 Double Up,27500,Classic,122927917,50,1,1000,Thu 7:30PM,3,22,62612
NBA $2500 MEGA Millionaire Satellite,23100,Classic,122881446,42,2,2500,Thu 7:30PM,64,69,62612
NBA Satellite to NBA $888 Mega 8's Special,77000,Classic,122926422,140,1,888,Thu 7:30PM,2,7,62612
NBA Satellite to NBA $888 Mega 8's Special,24750,Classic,122881443,45,1,888,Thu 7:30PM,18,23,62612
NBA Satellite to $895 FBWC Qualifier,50600,Classic,122881228,92,1,895,Thu 7:30PM,9,11,62612
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill],517000,Classic,122880605,940,1,4444,Thu 7:30PM,0,5,62612
NBA $2 Double Up,1100,Classic,122918003,2,20,1500,Thu 7:30PM,756,862,62612
NBA Single Entry $10 Double Up,5500,Classic,122926226,10,1,1000,Thu 7:30PM,105,114,62612
NBA $5 Double Up,2750,Classic,122928895,5,3,500,Thu 7:30PM,0,114,62612
NBA $500 Layup,1100,Classic,122928797,2,8,500,Thu 7:30PM,2,297,62612
NBA Tiers $750 Ankle Breaker [Single Entry],27500,Tiers,122927580,50,1,750,Thu 7:30PM,4,17,62614
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (NBA Tiers),517000,Tiers,122881001,940,1,4444,Thu 7:30PM,0,5,62614
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,122881005,880,1,2500,Thu 7:30PM,0,3,62614
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,122881006,880,1,2500,Thu 7:30PM,0,3,62614
"NBA Tiers $408 Winner Take All [$1.5K to 1st, Must Fill]",224400,Tiers,122880997,408,1,1500,Thu 7:30PM,2,4,62614
NBA $4K All Star [Single Entry] (Must Fill),583000,Classic,122917595,1060,1,4000,Thu 7:30PM,1,4,62612
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,122880610,880,1,2500,Thu 7:30PM,1,3,62612
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,122880609,880,1,2500,Thu 7:30PM,2,3,62612
NBA Showdown $750 Triple Threat [Single Entry] (PHX vs DAL),18150,Showdown Captain Mode,122928378,33,1,750,Thu 7:30PM,3,26,62615
NBA Showdown $2K Quarter Jukebox [Just $0.25!] (PHX vs DAL),138,Showdown Captain Mode,122880042,0,20,2000,Thu 7:30PM,7804,9512,62615
NBA Showdown $1K Pick and Roll [Single Entry] (PHX vs DAL),6600,Showdown Captain Mode,122880049,12,1,1000,Thu 7:30PM,77,98,62615
NBA Showdown $660 Ankle Breaker [Single Entry] (PHX vs DAL),27500,Showdown Captain Mode,122926726,50,1,660,Thu 7:30PM,7,15,62615
NBA $5M Fantasy Basketball World Championship Qualifier #49,492250,Classic,122923266,895,2,54000,Fri 7:00PM,0,70,62621
NBA $10K Showtime [Single Entry],55000,Classic,122923233,100,1,10000,Fri 7:00PM,1,111,62621
NBA $40K Showtime [Single Entry],55000,Classic,122923250,100,1,40000,Fri 7:00PM,1,444,62621
NBA $10K Mid Range Jumper [Single Entry],22000,Classic,122923234,40,1,10000,Fri 7:00PM,2,291,62621
NBA $30K Mid Range Jumper [Single Entry],22000,Classic,122923251,40,1,30000,Fri 7:00PM,2,874,62621
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,122923271,5,150,30000,Fri 7:00PM,34,7134,62623
NBA Tiers $6K And-One,550,Tiers,122923273,1,20,6000,Fri 7:00PM,70,7134,62623
NBA Tiers $1.5K High Five [Single Entry],2750,Tiers,122923275,5,1,1500,Fri 7:00PM,3,356,62623
NBA Tiers $2.2K Posterizer [Single Entry],82500,Tiers,122923267,150,1,2200,Fri 7:00PM,0,16,62623
NBA Tiers $1K Hot Shot [3 Entry Max],1650,Tiers,122923272,3,3,1000,Fri 7:00PM,2,396,62623
NBA Showdown $5K Sharpshooter [20 Entry Max] (IND vs GSW),1650,Showdown Captain Mode,122880058,3,20,5000,Thu 10:00PM,744,1981,62617
NBA Showdown $3K Pick and Roll [Single Entry] (IND vs GSW),6600,Showdown Captain Mode,122880061,12,1,3000,Thu 10:00PM,76,294,62617
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (IND vs GSW),517000,Showdown Captain Mode,122880744,940,1,4444,Thu 10:00PM,1,5,62617
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (IND vs GSW),484000,Showdown Captain Mode,122880748,880,1,2500,Thu 10:00PM,1,3,62617
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (IND vs GSW),484000,Showdown Captain Mode,122880749,880,1,2500,Thu 10:00PM,1,3,62617
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (PHX vs DAL),517000,Showdown Captain Mode,122880874,940,1,4444,Thu 7:30PM,0,5,62615
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (PHX vs DAL),484000,Showdown Captain Mode,122880878,880,1,2500,Thu 7:30PM,0,3,62615
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (PHX vs DAL),484000,Showdown Captain Mode,122880879,880,1,2500,Thu 7:30PM,0,3,62615
NBA Showdown $500 And-One (PHX vs DAL),550,Showdown Captain Mode,122922839,1,17,500,Thu 7:30PM,390,594,62615
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (PHX vs DAL),146850,Showdown Captain Mode,122928441,267,1,1000,Thu 7:30PM,2,4,62615
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (PHX vs DAL),146850,Showdown Captain Mode,122928036,267,1,1000,Thu 7:30PM,3,4,62615
NBA Showdown $4K All Star [Single Entry] (Must Fill) (PHX vs DAL),583000,Showdown Captain Mode,122926515,1060,1,4000,Thu 7:30PM,1,4,62615
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (PHX vs DAL)",224400,Showdown Captain Mode,122911378,408,1,1500,Thu 7:30PM,2,4,62615
NBA Showdown Satellite to NAS 2-20 Screaming Eagle [Must Fill] (PHX vs DAL),99550,Showdown Captain Mode,122880873,181,1,500,Thu 7:30PM,0,3,62615
