contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $8K Fadeaway [$2K to 1st] (Night),8250,Classic,121034420,15,18,8000,Mon 10:00PM,15,627,61027
NBA $80K Fadeaway [$20K to 1st] (Night),8250,Classic,120968215,15,150,80000,Mon 10:00PM,5577,6274,61027
NBA Showdown $60K Fadeaway [$20K to 1st] (SAS vs LAC),8250,Showdown Captain Mode,120968271,15,141,60000,Mon 10:30PM,2757,4705,61030
NBA $26.8K Slam Jam [$5K to 1st] (Night),122100,Classic,120968216,222,4,26800,Mon 10:00PM,92,134,61027
$2.25M Holiday Basketball Millionaire [$1M to 1st + ToC Entry],13750,Classic,120113923,25,150,2271052.63,Sat 12:00PM,4446,106873,60618
NBA $2.25M MEGA Millionaire [$1M to 1st + ToC Entry],1375000,Classic,121019126,2500,30,2271052.63,Wed 7:00PM,3,1009,61237
NBA $2K And-One (Night),550,Classic,121033777,1,20,2000,Mon 10:00PM,325,2378,61027
NBA $10K And-One (Night),550,Classic,120955545,1,20,10000,Mon 10:00PM,11305,11890,61027
NBA $8K All-Star [Single Entry] (Night),583000,Classic,120955541,1060,1,8000,Mon 10:00PM,6,8,61027
NBA $2K High Five [Single Entry]  (Night),2750,Classic,121033402,5,1,2000,Mon 10:00PM,180,475,61027
NBA $5K Showtime [Single Entry] (Night),55000,Classic,120955547,100,1,5000,Mon 10:00PM,46,55,61027
NBA $500 Four Point Play (Night),2200,Classic,121033510,4,4,500,Mon 10:00PM,26,148,61027
NBA $4K Four Point Play (Night),2200,Classic,120955544,4,20,4000,Mon 10:00PM,1148,1189,61027
NBA Showdown $6K Windmill [$2K to 1st] (SAS vs LAC),99000,Showdown Captain Mode,120968272,180,1,6000,Mon 10:30PM,19,37,61030
NBA Showdown $7K And-One (SAS vs LAC),550,Showdown Captain Mode,120955562,1,20,7000,Mon 10:30PM,5371,8323,61030
NBA Showdown $3K High Five [Single Entry] (SAS vs LAC),2750,Showdown Captain Mode,120955566,5,1,3000,Mon 10:30PM,357,713,61030
NBA Showdown $2K Sharpshooter [20 Entry Max] (SAS vs LAC),1650,Showdown Captain Mode,120955561,3,20,2000,Mon 10:30PM,436,792,61030
NBA Showdown $3K Showtime [Single Entry] (SAS vs LAC),55000,Showdown Captain Mode,120955564,100,1,3000,Mon 10:30PM,24,33,61030
NBA Tiers $4K Zone [$1K to 1st] (Night),2750,Tiers,120955553,5,28,4000,Mon 10:00PM,849,951,61028
NBA Tiers $50 And-One (Night),550,Tiers,121033488,1,1,50,Mon 10:00PM,10,59,61028
NBA Tiers $2K And-One (Night),550,Tiers,120955550,1,20,2000,Mon 10:00PM,2141,2378,61028
"NBA Tiers $720 Showtime [Single Entry, Top 2 Win] (Night)",55000,Tiers,120955556,100,1,720,Mon 10:00PM,4,8,61028
NBA Tiers $750 Quarter Jukebox [Just $0.25!]  (Night),138,Tiers,120955555,0,20,750,Mon 10:00PM,3155,3567,61028
NBA Showdown $750 Pick and Roll [Single Entry] (SAS vs LAC),6600,Showdown Captain Mode,120955565,12,1,750,Mon 10:30PM,37,73,61030
NBA Showdown $1.35K 3-Ball [Single Entry] (SAS vs LAC),165000,Showdown Captain Mode,121013428,300,1,1350,Mon 10:30PM,2,5,61030
NBA Showdown $1K Ankle Breaker [Single Entry] (SAS vs LAC),27500,Showdown Captain Mode,120955558,50,1,1000,Mon 10:30PM,18,22,61030
NBA Showdown $1.5K Quarter Jukebox [Just $0.25!] (SAS vs LAC),138,Showdown Captain Mode,120955563,0,20,1500,Mon 10:30PM,5244,7134,61030
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (SAS vs LAC),517000,Showdown Captain Mode,120956849,940,1,4444,Mon 10:30PM,1,5,61030
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (Night),517000,Classic,120956601,940,1,4444,Mon 10:00PM,1,5,61027
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,120956598,880,1,2500,Mon 10:00PM,1,3,61027
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,120956599,880,1,2500,Mon 10:00PM,1,3,61027
NBA $750 Pick and Roll [Single Entry] (Night),6600,Classic,121033296,12,1,750,Mon 10:00PM,22,73,61027
NBA $1.62K 3-Ball [Single Entry] (Night),165000,Classic,121031987,300,1,1620,Mon 10:00PM,5,6,61027
NBA $300 Quarter Jukebox [Just $0.25!]  (Night),138,Classic,121033822,0,20,300,Mon 10:00PM,263,1426,61027
NBA $2K Quarter Jukebox [Just $0.25!] (Night),138,Classic,120955546,0,20,2000,Mon 10:00PM,8735,9512,61027
NBA $500 Ankle Breaker [Single Entry] (Night),27500,Classic,121033823,50,1,500,Mon 10:00PM,5,11,61027
NBA $455 Triple Threat [Single Entry] (Night),18150,Classic,121033125,33,1,455,Mon 10:00PM,14,16,61027
"NBA $408 Winner Take All [$1.5K to 1st, Must Fill] (Night)",224400,Classic,120956595,408,1,1500,Mon 10:00PM,3,4,61027
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (NBA Tiers Night),517000,Tiers,120956725,940,1,4444,Mon 10:00PM,0,5,61028
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Tiers,120956722,880,1,2500,Mon 10:00PM,0,3,61028
NBA Tiers Satellite to NAS 2-20 Fantasy Racing Millionaire [Must Fill] (Night),4400,Tiers,120956720,8,1,36,Mon 10:00PM,3,5,61028
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Tiers,120956723,880,1,2500,Mon 10:00PM,0,3,61028
NBA Tiers $4K All Star [Single Entry] (Must Fill) (Night),583000,Tiers,120956717,1060,1,4000,Mon 10:00PM,0,4,61028
NBA $10K Showtime [Single Entry],55000,Classic,121023813,100,1,10000,Tue 7:30PM,0,111,61033
NBA $30K Showtime [Single Entry],55000,Classic,121023812,100,1,30100,Tue 7:30PM,1,334,61033
NBA $10K Mid Range Jumper [Single Entry],22000,Classic,121023815,40,1,10000,Tue 7:30PM,0,291,61033
NBA $20K Mid Range Jumper [Single Entry],22000,Classic,121023814,40,1,20000,Tue 7:30PM,3,583,61033
NBA $26K Jab Step [$5K to 1st],3300,Classic,121023805,6,150,26000,Tue 7:30PM,10,5098,61033
NBA $22K Zone [$5K to 1st],2750,Classic,121023806,5,150,22000,Tue 7:30PM,9,5231,61033
NBA $10K High Five [Single Entry],2750,Classic,121023839,5,1,10000,Tue 7:30PM,8,2378,61033
NBA $10K High Five [Single Entry],2750,Classic,121023818,5,1,10000,Tue 7:30PM,4,2378,61033
NBA $10K Pick and Roll [Single Entry],6600,Classic,121023838,12,1,10000,Tue 7:30PM,1,980,61033
NBA $10K Pick and Roll [Single Entry],6600,Classic,121023817,12,1,10000,Tue 7:30PM,2,980,61033
NBA Tiers $20K Zone [$5K to 1st],2750,Tiers,121023846,5,142,20000,Tue 7:30PM,28,4756,61035
NBA Tiers $5K And-One,550,Tiers,121023848,1,20,5000,Tue 7:30PM,73,5945,61035
NBA Tiers $2K Hot Shot [3 Entry Max],1650,Tiers,121023847,3,3,2000,Tue 7:30PM,4,792,61035
NBA Tiers $2.2K Posterizer [Single Entry],82500,Tiers,121023844,150,1,2200,Tue 7:30PM,0,16,61035
NBA Tiers $1K High Five [Single Entry],2750,Tiers,121023851,5,1,1000,Tue 7:30PM,2,237,61035
NBA $4K All Star [Single Entry] (Must Fill) (Night),583000,Classic,120956593,1060,1,4000,Mon 10:00PM,3,4,61027
NBA $267 Winner Take All [$1K to 1st] (Must Fill) (Night),146850,Classic,121034010,267,1,1000,Mon 10:00PM,1,4,61027
NBA Satellite to NAS 2-20 Screaming Eagle [Must Fill] (Night),99550,Classic,120956600,181,1,500,Mon 10:00PM,1,3,61027
NBA Satellite to NAS 2-20 Screaming Eagle [Must Fill] (Night),99550,Classic,120964745,181,1,500,Mon 10:00PM,0,3,61027
"NBA Tiers $408 Winner Take All [$1.5K to 1st, Must Fill] (Night)",224400,Tiers,120956719,408,1,1500,Mon 10:00PM,0,4,61028
NBA Tiers Satellite to NAS 2-20 Screaming Eagle [Must Fill] (Night),99550,Tiers,120956724,181,1,500,Mon 10:00PM,0,3,61028
NBA Tiers $267 Winner Take All [$1K to 1st] (Must Fill) (Night),146850,Tiers,120956718,267,1,1000,Mon 10:00PM,1,4,61028
NBA Tiers $155 Pick and Roll [Single Entry] (Night),6600,Tiers,121033770,12,1,155,Mon 10:00PM,3,15,61028
NBA Tiers $200 Sharpshooter [2 Entry Max] (Night),1650,Tiers,120955554,3,2,200,Mon 10:00PM,77,79,61028
NBA In-Game $1K Pull Up Jumper (2H SAS vs LAC),5500,In-Game Showdown (H2),120955570,10,3,1000,Mon 11:30PM,11,117,61031
"NBA In-Game $720 Showtime [Single Entry, Top 2 Win] (2H SAS vs LAC)",55000,In-Game Showdown (H2),120955567,100,1,720,Mon 11:30PM,0,8,61031
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (2H SAS vs LAC),517000,In-Game Showdown (H2),120956974,940,1,4444,Mon 11:30PM,0,5,61031
NBA In-Game $400 Ankle Breaker [Single Entry] (2H SAS vs LAC),27500,In-Game Showdown (H2),120955569,50,1,400,Mon 11:30PM,1,9,61031
NBA In-Game $2500 MEGA Millionaire Satellite [Must Fill] (2H SAS vs LAC),484000,In-Game Showdown (H2),120956971,880,1,2500,Mon 11:30PM,0,3,61031
