abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
A. Wiggins,Andrew Wiggins,SG/SF,ATL,32.2,"$5,500",5.85,34.16,17.6,5.3,2.4,1.0,1.1,1.7
J. Collins,John Collins,PF/C,ATL,32.0,"$6,800",4.71,31.42,15.6,8.7,1.6,0.7,1.0,1.5
K. Lowry,Kyle Lowry,PG,MIA,31.8,"$6,200",5.12,33.27,13.8,4.8,7.2,1.0,0.3,2.5
T. Haliburton,Tyrese Haliburton,PG/SG,PHX,30.3,"$6,800",4.46,32.14,13.7,3.4,5.7,1.3,0.6,1.7
T. Maxey,Tyrese Maxey,PG/SG,NY,30.0,"$5,800",5.17,32.29,15.9,3.6,4.7,0.9,0.5,1.5
N. Alexander-Walker,Nickeil Alexander-Walker,SG/SF,NO,29.8,"$5,900",5.06,32.18,15.4,4.7,3.2,1.3,0.7,2.0
G. Hayward,Gordon Hayward,SF/SG,CHA,29.7,"$6,100",4.88,32.43,16.2,5.2,3.6,1.0,0.3,2.0
T. Rozier,Terry Rozier,SG/PG,CHA,29.5,"$5,300",5.57,31.99,16.6,3.9,3.7,1.1,0.4,1.8
D. Graham,Devonte' Graham,PG/SG,NO,29.3,"$6,500",4.51,31.86,15.5,2.9,5.7,1.1,0.1,1.8
T. Herro,Tyler Herro,SG/SF,MIA,29.0,"$6,400",4.53,30.62,16.6,4.9,3.6,0.7,0.3,1.9
J. Poole,Jordan Poole,PG/SG,ATL,28.4,"$6,000",4.73,29.76,18.1,3,3.2,0.9,0.3,1.7
D. Melton,De'Anthony Melton,SG/PG,MIN,28.1,"$5,000",5.62,30.02,12.2,4.7,3.5,1.5,0.8,1.9
P. Reed,Paul Reed,SG,NY,28.0,"$4,100",6.82,25.13,10.6,7.3,2.0,0.8,1.5,1.3
B. Hield,Buddy Hield,SG/SF,PHX,27.8,"$6,000",4.63,29.64,16.0,4.4,3.0,0.8,0.4,1.6
R. Barrett,RJ Barrett,SF/SG,NY,27.7,"$6,400",4.33,34.33,15.6,5.6,2.8,0.7,0.3,1.8
M. Bridges,Mikal Bridges,SF/PF,PHX,27.7,"$5,000",5.54,34.09,13.7,4.8,2.1,1.1,0.9,0.9
K. Anderson,Kyle Anderson,SF/PF,MIN,27.7,"$4,700",5.89,25.78,11.8,5.6,3.3,1.0,0.8,1.2
W. Barton,Will Barton,SG/SF,MIA,27.3,"$5,800",4.71,32.06,14.8,4.2,3.2,1.0,0.5,1.8
B. Bogdanovic,Bogdan Bogdanovic,SF/SG,ATL,27.2,"$4,800",5.66,30.28,14.9,3.7,3.5,1.0,0.3,1.3
S. Curry,Seth Curry,PG/SG,NY,26.7,"$5,200",5.13,34.38,15.9,3,3.5,0.9,0.2,1.4
M. Plumlee,Mason Plumlee,C,CHA,26.5,"$5,300",5,27.91,8.1,8.2,3.3,0.8,1.0,1.8
J. Brunson,Jalen Brunson,PG/SG,NO,26.5,"$5,400",4.9,30.21,14.3,4.1,4.3,0.8,0.0,1.6
S. Milton,Shake Milton,PG/SG,NY,26.3,"$5,600",4.7,27.14,14.5,4.1,3.8,0.7,0.3,1.8
A. Gordon,Aaron Gordon,PF,MIA,26.3,"$5,000",5.26,30.08,11.4,6.3,3.1,0.8,0.8,2.1
E. Fournier,Evan Fournier,SF/SG,NY,25.9,"$5,300",4.89,31.35,14.4,3.2,3.2,1.1,0.4,1.6
K. Walker,Kemba Walker,PG,NY,25.8,"$4,800",5.38,28.40,13.5,3.4,4.1,1.0,0.3,1.8
F. Kaminsky,Frank Kaminsky,PF/C,PHX,25.8,"$4,300",6,25.08,10.9,7,2.6,0.6,0.6,1.0
N. Noel,Nerlens Noel,C,NY,25.8,"$4,500",5.73,28.72,6.3,7.6,0.9,1.1,2.3,1.2
F. Korkmaz,Furkan Korkmaz,SG,NY,25.7,"$4,700",5.47,30.95,14.4,3.2,2.9,1.2,0.3,1.4
D. Bane,Desmond Bane,SG,MIN,25.4,"$5,000",5.07,30.38,14.3,4.3,2.4,0.9,0.3,1.3
C. Anthony,Carmelo Anthony,SF/PF,CHA,25.3,"$6,300",4.02,28.04,15.4,3.6,1.6,0.8,0.6,1.0
J. McGee,JaVale McGee,C,PHX,24.8,"$4,200",5.9,20.10,10.0,7.6,1.1,0.5,1.4,1.7
T. Hardaway Jr.,Tim Hardaway Jr.,SG/SF,NO,24.7,"$5,100",4.85,31.91,15.8,3.6,2.0,0.7,0.2,1.1
D. Hunter,De'Andre Hunter,SF,ATL,24.7,"$4,300",5.74,31.58,13.4,4.7,1.9,0.9,0.5,1.4
K. Oubre,Kelly Oubre,SF/SG,CHA,24.7,"$4,700",5.25,28.10,13.0,5.4,1.2,0.9,0.6,1.1
J. Hart,Josh Hart,SG/SF,NO,24.4,"$5,300",4.6,27.70,9.6,7.5,2.4,0.8,0.3,1.1
D. Green,Danny Green,SG/SF,NY,23.6,"$4,600",5.13,30.00,10.1,4.1,2.0,1.3,0.9,1.0
L. Aldridge,LaMarcus Aldridge,C/PF,BKN,23.2,"$4,800",4.83,25.39,11.1,5.1,1.5,0.5,1.1,1.1
J. Vanderbilt,Jarred Vanderbilt,PF,MIN,22.8,"$4,500",5.07,22.80,6.6,7.8,1.5,1.1,0.8,1.1
S. Adams,Steven Adams,C,MIN,22.7,"$5,600",4.05,24.90,7.5,8,1.8,0.8,0.6,1.3
A. Caruso,Alex Caruso,PG/SG,BKN,22.5,"$4,500",5.01,29.87,8.4,3.9,3.7,1.5,0.4,1.8
D. Finney-Smith,Dorian Finney-Smith,SF/SG,NO,22.2,"$4,600",4.82,31.88,9.8,5.4,1.6,1.0,0.5,1.0
D. Mitchell,Davion Mitchell,PG,PHX,22.0,"$4,800",4.58,26.59,11.5,2.6,3.5,0.9,0.3,1.5
B. Brown,Bruce Brown Jr.,SG,BKN,21.8,"$4,200",5.2,26.16,8.6,6.1,1.6,1.0,0.5,1.0
D. Lee,Damion Lee,SG/PG,ATL,21.7,"$4,000",5.43,29.39,12.0,3.6,2.0,0.9,0.2,0.9
J. Crowder,Jae Crowder,PF/SF,PHX,21.7,"$4,600",4.71,27.30,9.6,5,2.1,0.9,0.4,1.0
D. Rose,Derrick Rose,PG/SG,NY,21.4,"$4,800",4.46,22.88,11.4,2.4,3.5,0.8,0.3,1.4
D. Powell,Dwight Powell,C/PF,NO,21.0,"$4,400",4.77,26.02,7.8,5.5,1.6,1.0,0.8,1.2
M. Morris,Monte Morris,PG,MIA,20.7,"$4,300",4.81,29.08,10.5,2.4,3.4,0.8,0.3,1.1
D. Robinson,Duncan Robinson,SG/SF,MIA,20.2,"$3,900",5.19,30.13,11.7,3.4,1.7,0.7,0.3,1.1
G. Niang,Georges Niang,PF,NY,20.2,"$4,700",4.3,26.16,11.3,4.1,1.6,0.6,0.3,1.1
M. Beasley,Malik Beasley,SF/SG,MIN,20.0,"$4,600",4.35,23.28,12.1,3.2,1.9,0.7,0.1,1.2
K. Bazemore,Kent Bazemore,SF/SG,CHA,19.8,"$4,300",4.6,26.01,8.2,4,2.0,1.2,0.5,1.3
J. Green,JaMychal Green,PF/C,MIA,19.3,"$3,800",5.08,23.08,8.8,5.6,1.0,0.7,0.5,1.3
J. Harris,Joe Harris,SG/SF,BKN,19.3,"$4,200",4.59,30.72,10.7,3.6,1.7,0.7,0.2,1.0
C. Reddish,Cam Reddish,SG/SF,ATL,19.1,"$4,500",4.24,26.08,10.2,3.6,1.3,1.0,0.3,1.3
A. Iguodala,Andre Iguodala,SF/SG,ATL,19.0,"$3,900",4.86,24.29,6.2,4.3,2.6,0.9,0.7,1.1
P. Dozier,P.J. Dozier,SG/SF,MIA,18.9,"$3,600",5.26,25.08,8.2,4.1,2.0,0.8,0.5,1.1
P. Beverley,Patrick Beverley,PG,MIN,18.8,"$4,800",3.91,22.03,7.7,3.3,2.4,0.8,0.7,1.0
N. Hyland,Nah'Shon Hyland,PG,MIA,18.6,"$3,600",5.17,20.13,9.0,2.1,3.2,0.9,0.3,1.3
T. Jones,Tyus Jones,PG,MIN,18.6,"$3,900",4.76,19.06,7.6,2.3,4.0,0.9,0.1,0.8
C. Martin,Cody Martin,SG,CHA,18.4,"$5,000",3.68,22.84,7.6,4.2,2.1,0.9,0.3,1.0
B. Griffin,Blake Griffin,PF/C,BKN,18.0,"$3,900",4.6,21.77,7.8,4.5,2.1,0.6,0.3,1.1
T. Thompson,Tristan Thompson,C/PF,PHX,17.4,"$3,600",4.83,18.31,6.4,6.4,1.0,0.4,0.5,0.9
C. Johnson,Cameron Johnson,SF,PHX,17.3,"$3,700",4.67,23.46,8.8,3.4,1.4,0.7,0.3,0.7
D. Howard,Dwight Howard,C,CHA,17.0,"$4,000",4.26,15.01,5.8,6.6,0.8,0.4,0.7,1.2
H. Jones,Herbert Jones,PF,NO,16.6,"$4,000",4.15,23.74,8.0,2.9,1.6,0.8,0.5,1.2
M. Monk,Malik Monk,SG,CHA,16.5,"$3,600",4.58,19.98,10.4,2.1,1.9,0.5,0.1,1.1
J. McDaniels,Jaden McDaniels,PF,MIN,16.4,"$3,900",4.22,29.50,5.2,3.7,1.4,0.8,1.1,1.0
I. Smith,Ish Smith,PG/SG,CHA,16.4,"$3,700",4.44,18.13,6.9,2.6,3.2,0.6,0.2,0.8
K. Looney,Kevon Looney,C/PF,ATL,16.2,"$3,600",4.5,20.07,5.0,5.3,1.9,0.4,0.5,0.7
D. Jordan,DeAndre Jordan,C,CHA,16.1,"$4,000",4.01,15.95,5.5,5.5,1.1,0.3,0.8,1.0
X. Tillman,Xavier Tillman,PF,MIN,15.7,"$3,600",4.37,17.01,6.4,4.2,1.2,0.6,0.5,0.8
D. Dedmon,Dewayne Dedmon,C,MIA,15.7,"$3,800",4.13,13.99,6.1,5.5,0.8,0.4,0.5,0.9
T. Gibson,Taj Gibson,C,NY,15.6,"$3,800",4.1,18.29,4.9,4.9,0.8,0.5,0.9,0.6
J. Green,Jeff Green,PF/SF,MIA,15.5,"$3,700",4.18,22.07,8.2,3.1,1.3,0.5,0.3,0.8
M. Morris,Markieff Morris,PF/SF,MIA,15.3,"$3,600",4.25,20.02,7.1,4.2,1.3,0.4,0.3,0.9
A. Dosunmu,Ayo Dosunmu,SG,BKN,15.0,"$3,500",4.28,18.01,6.8,2.6,2.3,0.6,0.3,1.1
A. Bradley,Avery Bradley,SG,CHA,14.9,"$3,600",4.15,25.93,7.1,2.4,1.9,0.9,0.2,1.2
C. Payne,Cameron Payne,PG/SG,PHX,14.8,"$3,600",4.1,15.00,6.7,2.1,2.9,0.5,0.2,0.9
D. Gallinari,Danilo Gallinari,SF/PF,ATL,14.8,"$3,600",4.1,17.70,8.4,3,1.1,0.5,0.1,0.7
M. Harkless,Maurice Harkless,SF/PF,PHX,14.7,"$3,700",3.98,21.19,6.4,2.9,1.1,0.7,0.6,0.7
P. Mills,Patrick Mills,SG/PG,BKN,14.6,"$4,200",3.49,22.09,8.4,1.7,2.0,0.6,0.1,0.9
J. Toscano-Anderson,Juan Toscano-Anderson,SF/PF,ATL,14.6,"$3,700",3.95,16.09,5.2,3.4,2.1,0.6,0.4,0.8
N. Reid,Naz Reid,C,MIN,14.2,"$4,200",3.38,13.03,6.6,3.3,0.7,0.4,0.7,0.7
D. Jones Jr.,Derrick Jones Jr.,SG/SF,BKN,14.2,"$3,800",3.73,20.03,5.4,3.1,0.7,0.6,0.9,0.5
P. Millsap,Paul Millsap,PF/C,BKN,14.1,"$3,500",4.02,14.93,5.5,3.6,1.1,0.6,0.5,0.7
A. Burks,Alec Burks,SG/SF,NY,14.1,"$3,800",3.7,16.39,7.5,2.8,1.4,0.4,0.2,0.7
K. Huerter,Kevin Huerter,SG/SF,ATL,13.9,"$3,600",3.85,17.98,6.6,2,2.1,0.7,0.1,0.7
P. Tucker,P.J. Tucker,PF/C,MIA,13.6,"$3,700",3.69,28.08,3.8,4.2,1.4,0.8,0.4,0.9
J. Green,Javonte Green,SG,BKN,13.6,"$3,700",3.68,22.00,5.2,3.3,0.9,0.9,0.4,0.8
R. Bullock,Reggie Bullock,SG,NO,13.1,"$3,700",3.53,19.93,7.2,2.3,1.0,0.6,0.1,0.5
F. Campazzo,Facundo Campazzo,PG/SG,MIA,12.9,"$3,600",3.59,17.06,4.7,1.7,2.6,0.9,0.2,1.0
G. Dieng,Gorgui Dieng,C,ATL,12.5,"$3,500",3.56,12.00,4.9,3.5,1.1,0.4,0.4,0.7
J. Hayes,Jaxson Hayes,PF,NO,12.3,"$4,000",3.08,12.74,5.7,3.4,0.5,0.3,0.5,0.6
T. Bradley,Tony Bradley,PF,BKN,12.3,"$3,500",3.52,12.05,4.4,4.1,0.6,0.3,0.6,0.6
N. Marshall,Naji Marshall,SF,NO,12.3,"$3,500",3.5,13.90,4.8,3,1.7,0.5,0.2,0.8
C. Martin,Caleb Martin,SG/SF,MIA,12.2,"$3,600",3.39,15.20,5.1,2.5,1.4,0.7,0.2,0.7
K. Lewis Jr.,Kira Lewis Jr.,PG,NO,12.2,"$3,600",3.38,14.50,5.6,1.3,2.2,0.6,0.2,0.7
W. Cauley-Stein,Willie Cauley-Stein,C/PF,NO,12.1,"$3,500",3.47,13.99,4.3,3.7,0.6,0.4,0.6,0.5
A. Reaves,Austin Reaves,SG,CHA,12.0,"$3,600",3.34,18.01,7.0,1.7,1.2,0.5,0.2,0.9
J. Konchar,John Konchar,SG,MIN,12.0,"$3,500",3.42,13.81,4.9,2.8,1.2,0.6,0.2,0.5
T. Prince,Taurean Prince,SF/PF,MIN,11.9,"$3,600",3.29,14.64,5.6,2.3,1.2,0.5,0.3,0.7
T. Murphy III,Trey Murphy III,SF,NO,11.6,"$3,600",3.22,16.91,6.2,2.4,0.8,0.5,0.2,0.8
L. Shamet,Landry Shamet,SG,PHX,11.2,"$3,700",3.02,17.01,6.5,1.6,1.3,0.4,0.1,0.7
J. Carter,Jevon Carter,PG/SG,BKN,10.7,"$3,500",3.05,14.75,4.5,1.8,1.4,0.6,0.2,0.5
D. Bembry,DeAndre Bembry,SG/SF,BKN,10.5,"$3,500",3,13.97,3.8,2.2,1.3,0.7,0.3,0.9
Z. Williams,Ziaire Williams,SF,MIN,10.1,"$3,600",2.81,13.83,5.4,1.8,0.7,0.4,0.3,0.6
W. Ellington,Wayne Ellington,SG,CHA,10.1,"$3,600",2.8,13.99,6.6,1.2,0.9,0.3,0.1,0.5
N. Bjelica,Nemanja Bjelica,PF,ATL,9.9,"$4,400",2.24,10.20,4.4,2.6,1.1,0.3,0.1,0.5
G. Payton II,Gary Payton II,SG,ATL,9.7,"$5,200",1.87,10.11,5.2,1.6,1.2,0.4,0.1,0.7
D. Wright,Delon Wright,PG/SG,ATL,9.7,"$3,600",2.69,10.26,3.6,1.6,1.7,0.5,0.2,0.5
J. McLaughlin,Jordan McLaughlin,PG,MIN,9.3,"$3,600",2.58,10.90,3.1,1.4,2.2,0.5,0.1,0.6
F. Ntilikina,Frank Ntilikina,PG,NO,9.3,"$3,500",2.65,12.20,4.4,1.3,1.0,0.6,0.2,0.6
O. Toppin,Obi Toppin,PF,NY,9.2,"$3,600",2.56,11.76,4.2,2.4,0.5,0.3,0.3,0.4
I. Quickley,Immanuel Quickley,SG/PG,NY,9.1,"$3,700",2.45,10.43,5.4,1.1,1.1,0.3,0.1,0.5
A. Nader,Abdel Nader,SF,PHX,8.7,"$3,500",2.49,11.02,4.5,2,0.6,0.3,0.2,0.6
R. Rondo,Rajon Rondo,PG,CHA,7.6,"$3,500",2.16,8.07,2.9,1.1,1.9,0.4,0.0,0.7
S. Brown,Sterling Brown,SG,NO,7.4,"$3,500",2.1,10.14,3.5,1.8,0.6,0.3,0.1,0.4
T. Davis,Terence Davis II,SG/SF,PHX,7.1,"$3,500",2.04,8.00,4.1,1.2,0.6,0.3,0.1,0.5
J. McDaniels,Jalen McDaniels,PF,CHA,6.9,"$3,800",1.8,8.07,3.5,1.5,0.5,0.2,0.2,0.4
Z. Nnaji,Zeke Nnaji,PF/C,MIA,5.1,"$3,500",1.45,7.07,2.5,1.3,0.2,0.2,0.1,0.2
J. Bouknight,James Bouknight,SG,CHA,1.7,"$3,500",0.5,2.06,1.0,0.2,0.2,0.1,0.0,0.1
T. Satoransky,Tomas Satoransky,PG,NO,0.6,"$3,700",0.17,0.97,0.3,0.1,0.2,0.0,0.0,0.1
G. Temple,Garrett Temple,SF,NO,0.6,"$3,700",0.15,0.97,0.3,0.1,0.1,0.0,0.0,0.0
E. Omoruyi,Eugene Omoruyi,SF,NO,0.4,"$3,500",0.12,0.64,0.3,0.1,0.0,0.0,0.0,0.0
J. Johnson,James Johnson,SF/PF,BKN,0.3,"$3,500",0.09,0.57,0.2,0.1,0.0,0.0,0.0,0.0
K. Knox,Kevin Knox,SF/PF,NY,0.3,"$3,500",0.09,0.45,0.2,0.1,0.0,0.0,0.0,0.0
N. Knight,Nathan Knight,PF,MIN,0.2,"$3,500",0.06,0.39,0.1,0.1,0.0,0.0,0.0,0.0
J. Okogie,Josh Okogie,SF/SG,MIN,0.2,"$3,600",0.06,0.57,0.2,0,0.0,0.0,0.0,0.0
T. Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,SF/SG,ATL,0.1,"$3,500",0.03,0.32,0.1,0,0.0,0.0,0.0,0.0
J. Layman,Jake Layman,SF/PF,MIN,0.1,"$3,500",0.03,0.20,0.1,0,0.0,0.0,0.0,0.0
K. Okpala,KZ Okpala,SF,MIA,0.1,"$3,500",0.03,0.40,0.1,0,0.0,0.0,0.0,0.0
J. Nowell,Jaylen Nowell,PG,MIN,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
B. Clarke,Brandon Clarke,PF,MIN,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
J. Culver,Jarrett Culver,SF/SG,MIN,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
C. Thomas,Cameron Thomas,SG,BKN,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
S. Merrill,Sam Merrill,PG,MIN,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
D. Dotson,Devon Dotson,SG,BKN,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Sharpe,Day'Ron Sharpe,PF,BKN,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
K. Edwards,Kessler Edwards,SF,BKN,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
B. Marjanovic,Boban Marjanovic,C,NO,0.0,"$3,700",0,0.04,0.0,0,0.0,0.0,0.0,0.0
M. Kleber,Maxi Kleber,PF,NO,0.0,"$4,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Brown,Moses Brown,C,NO,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Green,Josh Green,SG,NO,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
N. Claxton,Nicolas Claxton,C/PF,BKN,0.0,"$3,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
W. Hernangomez,Willy Hernangomez,PF/C,NO,0.0,"$3,500",0,0.06,0.0,0,0.0,0.0,0.0,0.0
S. Aldama,Santi Aldama,PF,MIN,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
M. Wright,McKinley Wright IV,PG,MIN,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Burke,Trey Burke,PG/SG,NO,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Tillie,Killian Tillie,PF,MIN,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Sims,Jericho Sims,C,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
L. Samanic,Luka Samanic,PF,NY,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
M. Thybulle,Matisse Thybulle,SF,NY,0.0,"$4,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Louzada,Didi Louzada,SG,NO,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
M. Robinson,Mitchell Robinson,C,NY,0.0,"$5,300",0,0.00,0.0,0,0.0,0.0,0.0,0.0
W. Selden Jr.,Wayne Selden Jr.,SG,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
T. Harris,Tobias Harris,PF/SF,NY,0.0,"$7,400",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Embiid,Joel Embiid,C,NY,0.0,"$9,300",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Joe,Isaiah Joe,PG,NY,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Riller,Grant Riller,SG,NY,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
A. Henry,Aaron Henry,SF,NY,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
T. Brown,Troy Brown,SG,BKN,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
A. Johnson,Alize Johnson,PF,BKN,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
J. Springer,Jaden Springer,PG,NY,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
C. Bassey,Charles Bassey,C,NY,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
Q. Grimes,Quentin Grimes,SG,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
M. McBride,Miles McBride,PG,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
C. White,Coby White,PG/SG,BKN,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
P. Washington,PJ Washington,PF/C,CHA,0.0,"$4,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Ayton,Deandre Ayton,C,PHX,0.0,"$7,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Metu,Chimezie Metu,C,PHX,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
L. King,Louis King,SF/PF,PHX,0.0,"$3,500",0,0.06,0.0,0,0.0,0.0,0.0,0.0
M. Bagley III,Marvin Bagley III,PF/C,PHX,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
D. Saric,Dario Saric,PF,PHX,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
E. Payton,Elfrid Payton,PG,PHX,0.0,"$3,900",0,0.03,0.0,0,0.0,0.0,0.0,0.0
D. Jones,Damian Jones,C,PHX,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
J. Smith,Jalen Smith,PF/C,PHX,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Ramsey,Jahmi'us Ramsey,PG,PHX,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
K. Jones,Kai Jones,SF,CHA,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
J. Thor,JT Thor,PF,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
S. Lewis,Scottie Lewis,SG,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
