name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
A. Edwards Q,$8.2k,SG/SF,0,MIN,SAC,17,-8,234.5,121.3,10.5,22.9,32.3,36.5,4.45
D. Garland Q,$8.4k,PG,9,CLE,SA,29,-5.5,216.5,111,36.5,39.8,44.3,36.5,4.35
D. Russell Q,$7.0k,PG/SG,0,MIN,SAC,28,-8,234.5,121.3,23.0,34.4,47.8,36.5,5.21
J. Allen,$8.1k,C,2,CLE,SA,28,-5.5,216.5,111,22.5,38.3,62.5,36.5,4.51
Josh Giddey,$7.6k,PG/SG,1,OKC,TOR,14,+10,204,97,30.3,37.7,41.8,34.5,4.54
Kevin Love,$7.1k,PF/C,2,CLE,SA,11,-5.5,216.5,111,19.8,37.3,45.3,34.5,4.86
OG Anunoby,$7.2k,SG/SF,1,TOR,OKC,11,-10,204,107,21.8,32.5,40.3,34.0,4.72
K. Oubre Jr.,$5.6k,SG/SF,1,CHA,CHI,18,+1.5,236.5,117.5,21.0,36.4,58.3,34.0,6.07
J. Poeltl,$7.5k,C,4,SA,CLE,17,+5.5,216.5,105.5,18.3,38.5,46.5,34.0,4.53
H. Barnes,$6.6k,SF/PF,0,SAC,MIN,29,+8,234.5,113.3,21.3,35.8,49.8,33.5,5.08
S. Barnes,$6.7k,PG/SF,1,TOR,OKC,30,-10,204,107,23.0,30.2,36.5,33.0,4.93
Luguentz Dort,$6.2k,SF/PF,1,OKC,TOR,25,+10,204,97,35.5,40.9,47.5,32.5,5.24
D. Bazley,$5.6k,PF,1,OKC,TOR,5,+10,204,97,26.8,31.3,35.8,32.5,5.8
Evan Mobley,$6.8k,PF/C,2,CLE,SA,11,-5.5,216.5,111,19.0,30.7,48.5,32.0,4.71
A. Wiggins,$6.3k,SF,1,GSW,UTA,14,+1.5,224.5,111.5,19.8,35.3,49.0,31.5,5
Gary Trent Jr.,$6.5k,SG,1,TOR,OKC,11,-10,204,107,25.3,36.0,46.0,30.8,4.73
PJ Washington,$4.9k,PF/C,1,CHA,CHI,29,+1.5,236.5,117.5,18.5,25.6,33.8,30.5,6.22
Mike Conley,$6.5k,PG,1,UTA,GSW,23,-1.5,224.5,113,30.3,34.6,39.5,30.3,4.65
C. LeVert,$9.0k,SG/SF,4,CLE,SA,21,-5.5,216.5,111,22.3,38.1,59.3,30.0,3.33
Malik Monk,$6.0k,PG/SG,0,LAL,POR,3,-7.5,222,114.8,15.5,36.8,57.5,29.8,4.96
J. Poole,$5.8k,PG/SG,1,GSW,UTA,16,+1.5,224.5,111.5,10.0,31.5,51.5,29.3,5.04
Coby White,$5.1k,PG,1,CHI,CHA,12,-1.5,236.5,119,16.3,22.7,31.8,29.3,5.74
D. White,$6.1k,PG/SG,4,SA,CLE,6,+5.5,216.5,105.5,28.3,30.0,33.0,29.3,4.8
D. Mitchell,$5.6k,PG/SG,0,SAC,MIN,5,+8,234.5,113.3,17.0,29.0,40.5,28.8,5.13
B. Bogdanovic,$6.4k,SF/PF,1,UTA,GSW,21,-1.5,224.5,113,16.0,29.2,40.8,28.0,4.38
M. Plumlee,$5.5k,C,1,CHA,CHI,15,+1.5,236.5,117.5,24.3,28.5,33.5,27.8,5.05
K. Johnson,$6.2k,PF,4,SA,CLE,6,+5.5,216.5,105.5,15.3,32.0,42.8,27.3,4.4
J. Winslow,$4.5k,PF,0,POR,LAL,23,+7.5,222,107.3,6.5,24.7,35.0,26.5,5.89
Tre Mann,$4.9k,PG/SG,1,OKC,TOR,14,+10,204,97,15.3,25.5,39.5,26.3,5.36
P. Beverley Q,$5.1k,PG,0,MIN,SAC,28,-8,234.5,121.3,4.3,22.0,33.5,26.0,5.1
K. Williams,$4.4k,SF/PF,1,OKC,TOR,25,+10,204,97,13.8,22.6,32.3,24.5,5.57
K. Looney Q,$4.8k,C,1,GSW,UTA,10,+1.5,224.5,111.5,23.3,27.3,34.0,24.5,5.1
J. Clarkson,$5.5k,PG/SG,1,UTA,GSW,23,-1.5,224.5,113,22.5,30.7,39.3,24.3,4.41
R. Holmes,$5.0k,C,3,SAC,MIN,5,+8,234.5,113.3,14.5,20.6,24.0,24.3,4.85
H. Whiteside,$5.4k,C,1,UTA,GSW,7,-1.5,224.5,113,14.5,26.1,36.3,24.0,4.44
J. Green,$4.4k,SF,1,CHI,CHA,13,-1.5,236.5,119,20.5,26.5,31.0,23.8,5.4
J. Vanderbilt,$5.3k,PF/C,0,MIN,SAC,16,-8,234.5,121.3,11.3,24.4,35.8,23.8,4.48
CJ Elleby,$4.4k,SG/SF,0,POR,LAL,2,+7.5,222,107.3,5.8,18.4,31.8,23.5,5.34
Ben McLemore,$4.3k,SG/SF,0,POR,LAL,2,+7.5,222,107.3,0.8,11.8,28.5,23.3,5.41
U. Azubuike,$4.0k,C,1,UTA,GSW,7,-1.5,224.5,113,0.0,16.4,30.0,23.3,5.81
Otto Porter Jr.,$4.7k,SF/PF,1,GSW,UTA,14,+1.5,224.5,111.5,5.5,24.1,35.5,22.5,4.79
D. Vassell,$4.1k,SG/SF,4,SA,CLE,23,+5.5,216.5,105.5,14.8,21.7,36.0,21.3,5.18
R. O'Neale,$3.9k,SF/PF,1,UTA,GSW,21,-1.5,224.5,113,13.5,19.5,24.8,21.0,5.38
D. Favors,$3.3k,C,1,OKC,TOR,21,+10,204,97,5.3,12.5,17.5,20.8,6.29
T. Watford,$3.1k,C,0,POR,LAL,23,+7.5,222,107.3,11.3,14.3,16.5,20.5,6.61
J. Kuminga,$4.4k,PF,1,GSW,UTA,18,+1.5,224.5,111.5,7.0,19.8,29.3,20.5,4.66
C. Boucher,$4.8k,PF/C,1,TOR,OKC,1,-10,204,107,7.8,21.8,37.5,20.0,4.17
Ty Jerome,$4.0k,SG,1,OKC,TOR,6,+10,204,97,11.8,19.6,27.8,18.5,4.63
D. Smith Jr.,$4.1k,PG,0,POR,LAL,27,+7.5,222,107.3,10.8,15.0,21.0,18.5,4.51
L. Walker IV,$4.2k,SG/SF,5,SA,CLE,23,+5.5,216.5,105.5,15.3,22.2,33.8,18.0,4.29
D. Jones,$3.7k,C,0,SAC,MIN,5,+8,234.5,113.3,14.3,25.6,36.0,18.0,4.86
Troy Brown Jr.,$3.4k,SF/PF,1,CHI,CHA,13,-1.5,236.5,119,6.3,12.5,20.0,17.5,5.15
Greg Brown,$3.8k,PF,0,POR,LAL,23,+7.5,222,107.3,4.0,15.3,29.5,17.5,4.61
I. Okoro,$3.7k,SG/SF,2,CLE,SA,21,-5.5,216.5,111,7.8,17.2,20.8,17.3,4.66
T. Horton-Tucker,$3.7k,SF,0,LAL,POR,28,-7.5,222,114.8,7.5,15.0,21.3,17.0,4.59
Cedi Osman,$5.1k,SG/SF,2,CLE,SA,21,-5.5,216.5,111,8.3,22.0,38.5,16.8,3.28
M. Beasley,$4.1k,SG,0,MIN,SAC,17,-8,234.5,121.3,13.3,25.3,36.8,16.8,4.09
P. Achiuwa,$3.5k,C,1,TOR,OKC,14,-10,204,107,12.5,18.3,26.3,16.8,4.79
Naz Reid Q,$3.3k,PF/C,0,MIN,SAC,16,-8,234.5,121.3,8.0,15.7,26.8,16.6,5.03
Zach Collins,$3.5k,C,4,SA,CLE,17,+5.5,216.5,105.5,4.8,15.6,26.8,16.3,4.64
J. McDaniels,$3.9k,SF/PF,0,MIN,SAC,6,-8,234.5,121.3,15.5,21.5,31.0,16.3,4.17
M. Bagley III Q,$4.9k,PF,10,SAC,MIN,12,+8,234.5,113.3,15.5,20.3,30.8,16.0,3.27
Doug McDermott,$4.3k,SG/SF,4,SA,CLE,23,+5.5,216.5,105.5,14.3,21.0,37.0,16.0,3.72
S. Johnson,$3.5k,PF,0,LAL,POR,21,-7.5,222,114.8,5.8,16.0,25.0,16.0,4.57
Damion Lee,$3.6k,SG/SF,1,GSW,UTA,22,+1.5,224.5,111.5,3.8,15.6,36.3,15.8,4.38
Gary Payton II,$3.4k,PG/SG,1,GSW,UTA,16,+1.5,224.5,111.5,6.8,13.7,19.8,15.5,4.56
T. Forrest,$3.4k,SG,1,UTA,GSW,5,-1.5,224.5,113,5.0,18.2,35.0,15.5,4.56
Chimezie Metu,$4.2k,PF,0,SAC,MIN,12,+8,234.5,113.3,11.8,22.6,36.0,15.0,3.57
M. Moody,$3.3k,SG/SF,1,GSW,UTA,22,+1.5,224.5,111.5,6.0,15.1,32.8,15.0,4.55
T. Ariza,$3.6k,PF,0,LAL,POR,21,-7.5,222,114.8,4.3,13.3,28.5,14.8,4.1
R. Rondo,$4.2k,PG,2,CLE,SA,29,-5.5,216.5,111,7.5,18.2,42.3,13.6,3.24
Matt Thomas,$3.0k,SG,1,CHI,CHA,29,-1.5,236.5,119,4.8,10.6,15.0,13.5,4.5
J. McLaughlin,$3.5k,PG,0,MIN,SAC,28,-8,234.5,121.3,17.0,26.2,39.8,13.3,3.79
T. Prince Q,$4.6k,SF/PF,0,MIN,SAC,6,-8,234.5,121.3,3.3,26.7,45.3,13.0,2.83
Eric Paschall,$3.0k,PF/C,1,UTA,GSW,4,-1.5,224.5,113,11.0,14.4,21.0,12.8,4.25
Tony Bradley,$3.1k,C,1,CHI,CHA,20,-1.5,236.5,119,4.3,7.0,9.0,11.8,3.79
Ish Smith,$3.2k,PG,1,CHA,CHI,19,+1.5,236.5,117.5,-0.5,12.7,35.0,11.5,3.59
A. Reaves,$3.4k,PG/SG,0,LAL,POR,3,-7.5,222,114.8,5.3,12.1,16.0,11.5,3.38
Dean Wade,$3.5k,PF,2,CLE,SA,11,-5.5,216.5,111,5.8,14.7,26.0,11.3,3.21
A. Pokusevski,$3.6k,SF/PF,3,OKC,TOR,25,+10,204,97,9.5,17.2,28.3,10.8,2.99
Malcolm Hill,$3.0k,SG/SF,1,CHI,CHA,29,-1.5,236.5,119,0.0,8.4,11.5,10.3,3.42
Nick Richards,$3.0k,C,3,CHA,CHI,15,+1.5,236.5,117.5,2.0,3.8,7.5,10.0,3.33
Juan Toscano-Anderson,$3.5k,C,5,GSW,UTA,10,+1.5,224.5,111.5,1.0,14.2,24.5,9.0,2.57
J. Primo,$3.2k,SG,4,SA,CLE,23,+5.5,216.5,105.5,5.5,14.6,21.3,9.0,2.81
D. Banton,$3.0k,PG,1,TOR,OKC,30,-10,204,107,2.5,7.4,13.0,8.8,2.92
A. Bradley,$3.0k,SG/SF,0,LAL,POR,4,-7.5,222,114.8,0.8,7.8,26.5,8.5,2.83
J. Nowell,$3.4k,PG/SG,0,MIN,SAC,28,-8,234.5,121.3,8.3,13.4,17.8,8.5,2.5
Theo Maledon,$3.0k,PG,1,OKC,TOR,14,+10,204,97,0.0,4.0,12.3,8.5,2.83
K. Bates-Diop,$3.0k,SF/PF,4,SA,CLE,24,+5.5,216.5,105.5,2.5,8.4,13.0,7.5,2.5
J. Ramsey,$3.0k,SG,0,SAC,MIN,3,+8,234.5,113.3,3.3,8.9,20.0,7.5,2.5
Moe Harkless Q,$3.8k,SF/PF,0,SAC,MIN,29,+8,234.5,113.3,6.0,23.9,41.3,7.3,1.91
K. Blevins,$3.0k,SG,0,POR,LAL,2,+7.5,222,107.3,0.0,1.6,3.5,4.0,1.33
Khem Birch,$3.0k,C,1,TOR,OKC,14,-10,204,107,1.3,5.8,18.0,3.5,1.17
L. Stevens,$3.1k,SG,2,CLE,SA,21,-5.5,216.5,111,3.8,12.0,28.5,2.8,0.89
J. Wiseman O,$4.2k,C,304,GSW,UTA,10,+1.5,224.5,111.5,9.3,20.3,32.0,0.0,0
G. Hayward O,$6.0k,SF,1,CHA,CHI,5,+1.5,236.5,117.5,4.8,17.1,33.8,0.0,0
D. Green O,$6.4k,PF/C,34,GSW,UTA,18,+1.5,224.5,111.5,15.3,38.5,53.8,0.0,0
D. Lillard O,$9.3k,PG,39,POR,LAL,27,+7.5,222,107.3,32.5,44.0,56.5,0.0,0
J. Robinson-Earl O,$3.4k,C,11,OKC,TOR,21,+10,204,97,9.5,22.1,35.3,0.0,0
Klay Thompson O,$6.4k,SG,1,GSW,UTA,22,+1.5,224.5,111.5,26.3,34.4,42.3,0.0,0
G. Dragic O,$3.0k,PG,87,TOR,OKC,30,-10,204,107,7.5,16.9,31.8,0.0,0
Keon Johnson O,$3.0k,SG/SF,30,POR,LAL,2,+7.5,222,107.3,0.0,7.7,13.5,0.0,0
Aron Baynes O,$3.0k,C,268,TOR,OKC,14,-10,204,107,7.3,18.7,31.0,0.0,0
Rudy Gay O,$4.1k,SF/PF,4,UTA,GSW,21,-1.5,224.5,113,5.0,15.9,27.3,0.0,0
D. Howard O,$3.3k,C,5,LAL,POR,26,-7.5,222,114.8,7.0,12.0,20.3,0.0,0
D. Jones Jr. O,$3.0k,C,28,CHI,CHA,20,-1.5,236.5,119,8.3,15.3,21.5,0.0,0
A. Iguodala O,$3.2k,SF,1,GSW,UTA,14,+1.5,224.5,111.5,5.5,12.9,22.3,0.0,0
T. Davis O,$5.8k,PG,14,SAC,MIN,5,+8,234.5,113.3,11.5,33.3,54.5,0.0,0
J. Hernangomez O,$3.3k,PF,4,SA,CLE,6,+5.5,216.5,105.5,0.0,6.7,17.5,0.0,0
M. Fitts O,$3.0k,SF,32,UTA,GSW,21,-1.5,224.5,113,0.0,3.5,14.8,0.0,0
M. Bolden O,$3.0k,C,125,UTA,GSW,7,-1.5,224.5,113,1.5,5.2,10.5,0.0,0
Isaiah Roby O,$3.0k,C,37,OKC,TOR,21,+10,204,97,2.5,15.3,20.5,0.0,0
Lonzo Ball O,$7.4k,PG,25,CHI,CHA,12,-1.5,236.5,119,21.5,33.5,42.5,0.0,0
L. Markkanen O,$5.8k,SF/PF,17,CLE,SA,3,-5.5,216.5,111,15.0,26.3,43.3,0.0,0
E. Hughes O,$3.0k,SF,4,UTA,GSW,21,-1.5,224.5,113,6.3,16.1,48.5,0.0,0
J. McDaniels O,$3.0k,PF,18,CHA,CHI,29,+1.5,236.5,117.5,2.8,11.1,20.8,0.0,0
Cody Martin O,$3.9k,SG/SF,3,CHA,CHI,18,+1.5,236.5,117.5,10.8,16.1,19.0,0.0,0
Kendrick Nunn O,$3.0k,PG,121,LAL,POR,3,-7.5,222,114.8,4.3,17.3,23.8,0.0,0
M. Wright IV O,$3.0k,PG,16,MIN,SAC,28,-8,234.5,121.3,0.0,3.2,9.5,0.0,0
C. Sexton O,$3.0k,PG,93,CLE,SA,29,-5.5,216.5,111,8.3,20.4,32.3,0.0,0
Rudy Gobert O,$8.5k,C,16,UTA,GSW,7,-1.5,224.5,113,42.0,47.4,51.5,0.0,0
Alex Caruso O,$4.2k,PG,18,CHI,CHA,12,-1.5,236.5,119,4.3,19.9,33.3,0.0,0
Shai Gilgeous-Alexander O,$8.9k,PG,11,OKC,TOR,14,+10,204,97,23.0,43.4,58.8,0.0,0
C. Anthony O,$5.0k,PF,5,LAL,POR,21,-7.5,222,114.8,11.5,25.9,43.0,0.0,0
L. Nance Jr. O,$5.2k,C,34,POR,LAL,23,+7.5,222,107.3,17.8,25.9,45.3,0.0,0
Cody Zeller O,$3.0k,C,29,POR,LAL,23,+7.5,222,107.3,12.5,16.7,22.3,0.0,0
T. Haliburton O,$8.3k,PG/SG,3,SAC,MIN,5,+8,234.5,113.3,30.0,43.3,59.8,0.0,0
Ayo Dosunmu O,$5.6k,PG/SG,1,CHI,CHA,12,-1.5,236.5,119,4.5,25.8,41.5,0.0,0
A. Wiggins O,$3.2k,SG/SF,6,OKC,TOR,6,+10,204,97,6.8,15.4,20.5,0.0,0
Joe Ingles O,$3.8k,PG/SF,9,UTA,GSW,23,-1.5,224.5,113,7.0,14.7,19.3,0.0,0
N. Bjelica O,$3.0k,PF/C,12,GSW,UTA,18,+1.5,224.5,111.5,14.8,20.8,32.5,0.0,0
CJ McCollum O,$8.0k,PG/SG,3,POR,LAL,27,+7.5,222,107.3,31.0,35.6,41.8,0.0,0
Mike Muscala O,$3.1k,C,4,OKC,TOR,21,+10,204,97,13.5,16.8,20.5,0.0,0
N. Little O,$5.0k,PF,14,POR,LAL,23,+7.5,222,107.3,2.8,25.8,36.5,0.0,0
Eric Bledsoe O,$4.1k,PG/SG,5,POR,LAL,27,+7.5,222,107.3,10.5,24.4,37.5,0.0,0
P. Williams O,$3.0k,SF,103,CHI,CHA,13,-1.5,236.5,119,6.8,12.4,16.0,0.0,0
