name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
J. Brunson,$5.7k,PG/SG,1,DAL,PHO,14,+8.5,213,102.3,22.5,28.5,32.0,37.8,6.62
R. Rubio,$6.5k,PG,1,CLE,BKN,13,+9.5,206.5,98.5,28.8,40.2,61.3,37.5,5.77
Lonzo Ball,$6.5k,PG,1,CHI,POR,8,+1.5,219.5,109,22.0,33.6,53.3,37.0,5.69
B. Ingram,$8.6k,SG/SF,1,NO,MIA,30,+7.5,213,102.8,29.3,38.8,43.8,36.5,4.24
J. Grant,$7.1k,PF,1,DET,IND,20,+6.5,205.5,99.5,9.8,29.1,51.3,35.5,5
D. Russell,$7.3k,PG/SG,1,MIN,SAC,9,-2.5,227,114.8,31.8,39.2,52.8,35.5,4.86
D. Schroder,$6.5k,PG/SG,1,BOS,ATL,23,+5,216,105.5,21.5,34.4,53.0,35.0,5.38
Jrue Holiday,$7.3k,PG,2,MIL,LAL,28,-9,222,115.5,28.3,36.3,50.5,35.0,4.79
D. Ayton,$6.2k,C,1,PHO,DAL,28,-8.5,213,110.8,14.8,36.4,53.8,35.0,5.65
W. Carter Jr.,$6.7k,PF/C,1,ORL,NY,10,+11.5,208.5,98.5,17.3,34.4,54.8,35.0,5.22
C. Capela,$7.2k,C,1,ATL,BOS,1,-5,216,110.5,14.0,35.8,55.5,34.8,4.83
K. Middleton Q,$8.0k,SF,17,MIL,LAL,7,-9,222,115.5,21.0,35.6,46.3,34.0,4.25
H. Barnes,$7.2k,SF/PF,1,SAC,MIN,19,+2.5,227,112.3,25.3,30.7,39.0,33.8,4.69
Cade Cunningham,$6.1k,PG/SG,1,DET,IND,10,+6.5,205.5,99.5,20.0,31.4,51.5,33.8,5.53
R. Holmes,$6.7k,C,1,SAC,MIN,24,+2.5,227,112.3,19.0,28.2,47.8,33.8,5.04
John Collins,$7.3k,PF/C,1,ATL,BOS,8,-5,216,110.5,15.0,31.2,43.3,33.0,4.52
M. Turner,$6.8k,C,1,IND,DET,3,-6.5,205.5,106,12.8,33.9,49.3,33.0,4.85
C. LeVert,$6.9k,SG/SF,1,IND,DET,9,-6.5,205.5,106,20.0,30.1,39.5,32.8,4.75
Mo Bamba,$6.7k,C,1,ORL,NY,29,+11.5,208.5,98.5,29.3,35.0,49.3,32.5,4.85
Josh Giddey,$6.2k,SG/SF,1,OKC,HOU,2,-3,213.5,108.3,19.3,26.1,35.5,32.5,5.24
Kyle Kuzma,$6.8k,SF/PF,1,WAS,CHA,6,+1,220.5,109.8,22.0,32.1,38.5,32.5,4.78
T. Haliburton,$5.9k,PG/SG,1,SAC,MIN,30,+2.5,227,112.3,27.8,35.2,48.0,32.3,5.47
G. Hayward Q,$7.3k,SF/PF,2,CHA,WAS,2,-1,220.5,110.8,20.8,32.1,43.8,32.0,4.38
S. Dinwiddie,$7.8k,PG,1,WAS,CHA,24,+1,220.5,109.8,15.0,35.6,52.3,32.0,4.1
T. Horton-Tucker,$4.8k,SG/SF,1,LAL,MIL,8,+9,222,106.5,0.5,22.3,42.0,31.8,6.61
M. Harrell,$6.6k,C,1,WAS,CHA,10,+1,220.5,109.8,25.5,33.3,45.8,31.8,4.81
Saddiq Bey,$6.3k,SF/PF,1,DET,IND,1,+6.5,205.5,99.5,14.8,31.2,42.0,31.5,5
Tim Hardaway Jr.,$5.3k,SG/SF,1,DAL,PHO,6,+8.5,213,102.3,13.5,25.3,34.8,31.4,5.92
D. Garland,$6.5k,PG/SG,1,CLE,BKN,13,+9.5,206.5,98.5,23.3,31.5,39.0,31.3,4.81
T. Rozier,$6.3k,PG/SG,2,CHA,WAS,2,-1,220.5,110.8,27.8,31.3,38.5,30.5,4.84
J. Nurkic,$6.4k,C,1,POR,CHI,5,-1.5,219.5,110.5,12.0,25.8,43.3,30.3,4.73
D. Dedmon Q,$4.0k,C,1,MIA,NO,8,-7.5,213,110.3,5.8,12.6,24.8,30.1,7.53
B. Portis,$6.9k,PF/C,2,MIL,LAL,11,-9,222,115.5,24.3,34.6,45.3,30.0,4.35
M. Smart,$5.3k,PG/SG,1,BOS,ATL,23,+5,216,105.5,20.0,30.9,42.5,29.8,5.61
RJ Barrett,$5.5k,PG/SF,1,NY,ORL,25,-11.5,208.5,110,8.5,18.5,36.5,28.5,5.18
B. Hield,$6.0k,SG/SF,1,SAC,MIN,17,+2.5,227,112.3,18.8,27.2,34.5,28.5,4.75
D. Graham,$6.2k,PG,1,NO,MIA,1,+7.5,213,102.8,20.5,26.9,31.8,28.3,4.56
J. Green,$4.8k,PG/SG,1,HOU,OKC,27,+3,213.5,105.3,12.5,20.3,32.8,28.3,5.9
Cedi Osman,$4.0k,SG/SF,1,CLE,BKN,18,+9.5,206.5,98.5,11.8,24.5,43.0,27.5,6.88
N. Alexander-Walker,$5.8k,PG/SG,1,NO,MIA,1,+7.5,213,102.8,15.5,30.6,61.0,27.3,4.7
I. Stewart,$5.2k,C,1,DET,IND,16,+6.5,205.5,99.5,14.3,24.1,33.0,27.0,5.19
M. Plumlee,$4.8k,C,2,CHA,WAS,20,-1,220.5,110.8,17.5,22.8,29.3,26.3,5.47
Alex Caruso Q,$4.3k,PG/SG,1,CHI,POR,8,+1.5,219.5,109,16.5,23.6,33.8,25.8,5.99
Eric Gordon,$4.6k,SG/SF,2,HOU,OKC,15,+3,213.5,105.3,13.3,19.7,26.3,25.7,5.59
Josh Hart,$5.2k,SF/PF,1,NO,MIA,20,+7.5,213,102.8,10.8,29.2,38.0,25.5,4.9
F. Wagner,$4.5k,SF/PF,1,ORL,NY,17,+11.5,208.5,98.5,17.0,24.5,31.3,25.3,5.61
D. Robinson,$5.1k,SG/SF,1,MIA,NO,25,-7.5,213,110.3,20.0,29.9,37.5,25.3,4.95
P. Beverley,$4.2k,PG,1,MIN,SAC,9,-2.5,227,114.8,11.3,21.7,27.3,25.0,5.95
Jae'Sean Tate,$5.1k,SF/PF,1,HOU,OKC,16,+3,213.5,105.3,9.8,25.4,35.0,24.8,4.85
P. Mills,$3.5k,PG/SG,0,BKN,CLE,4,-9.5,206.5,108,3.0,16.9,38.5,24.8,7.07
G. Allen,$5.8k,SG/SF,2,MIL,LAL,14,-9,222,115.5,26.3,30.2,34.5,24.8,4.27
I. Okoro,$3.7k,SF,1,CLE,BKN,28,+9.5,206.5,98.5,4.8,18.5,28.8,24.5,6.62
N. Powell Q,$5.2k,SF,1,POR,CHI,24,-1.5,219.5,110.5,13.8,23.4,35.8,24.5,4.71
L. Aldridge,$5.0k,C,0,BKN,CLE,25,-9.5,206.5,108,6.8,25.5,34.5,24.5,4.9
C. Anthony,$5.2k,PF,1,LAL,MIL,12,+9,222,106.5,16.8,24.6,41.8,24.5,4.71
D. Bazley,$5.0k,PF/C,1,OKC,HOU,29,-3,213.5,108.3,12.3,26.3,35.8,24.3,4.85
Luguentz Dort,$4.9k,SG,1,OKC,HOU,2,-3,213.5,108.3,21.8,30.7,36.8,24.3,4.95
Chimezie Metu,$3.8k,PF,1,SAC,MIN,26,+2.5,227,112.3,3.0,20.6,36.5,24.0,6.32
M. Bagley III,$5.2k,PF,1,SAC,MIN,26,+2.5,227,112.3,6.5,20.5,47.0,24.0,4.62
K. Walker,$5.1k,PG,1,NY,ORL,25,-11.5,208.5,110,6.5,19.0,39.3,24.0,4.71
B. Bogdanovic Q,$5.0k,PG/SG,1,ATL,BOS,12,-5,216,110.5,14.5,23.1,30.8,23.8,4.75
Kevin Love Q,$5.3k,PF/C,17,CLE,BKN,19,+9.5,206.5,98.5,10.3,24.6,31.0,23.6,4.45
Evan Fournier,$4.5k,SG/SF,1,NY,ORL,5,-11.5,208.5,110,6.0,17.1,24.8,23.3,5.17
M. Bridges,$4.8k,SG/SF,1,PHO,DAL,12,-8.5,213,110.8,15.0,22.1,28.5,22.8,4.74
D. Finney-Smith,$4.4k,SF/PF,1,DAL,PHO,9,+8.5,213,102.3,15.5,20.8,35.8,22.6,5.14
A. Sengun,$4.0k,C,1,HOU,OKC,27,+3,213.5,105.3,19.0,22.5,31.0,22.5,5.63
Derrick Rose,$4.6k,PG/SG,1,NY,ORL,25,-11.5,208.5,110,12.3,26.5,47.3,22.0,4.78
Dean Wade,$3.2k,SF,1,CLE,BKN,28,+9.5,206.5,98.5,8.3,11.2,16.8,22.0,6.88
B. Brown,$4.0k,SG/SF,0,BKN,CLE,10,-9.5,206.5,108,4.3,19.3,31.3,21.8,5.44
G. Hernangomez,$4.6k,C,11,NO,MIA,18,+7.5,213,102.8,3.5,22.3,41.3,21.8,4.73
P.J. Tucker,$3.8k,PF/C,1,MIA,NO,14,-7.5,213,110.3,13.8,23.9,32.3,21.8,5.74
Jae Crowder,$4.5k,PF,1,PHO,DAL,5,-8.5,213,110.8,11.5,21.3,29.3,21.5,4.78
T.J. McConnell,$5.8k,PG,1,IND,DET,17,-6.5,205.5,106,6.8,28.0,40.5,21.5,3.71
K. Hayes,$4.4k,PG,1,DET,IND,10,+6.5,205.5,99.5,9.8,23.4,40.3,21.0,4.77
J. Vanderbilt,$3.4k,PF/C,1,MIN,SAC,17,-2.5,227,114.8,5.5,15.3,22.5,21.0,6.18
J. Suggs,$4.0k,PG/SG,3,ORL,NY,15,+11.5,208.5,98.5,14.0,17.0,19.8,21.0,5.25
K. Huerter Q,$4.0k,SG/SF,1,ATL,BOS,22,-5,216,110.5,12.8,21.0,42.3,21.0,5.25
L. Nance Jr.,$3.2k,PF/C,1,POR,CHI,9,-1.5,219.5,110.5,12.5,18.3,23.8,21.0,6.56
D. Gafford,$4.4k,C,1,WAS,CHA,10,+1,220.5,109.8,14.0,21.2,27.0,21.0,4.77
M. Beasley,$4.1k,SG,1,MIN,SAC,27,-2.5,227,114.8,7.8,15.1,32.5,20.8,5.06
D. Gallinari,$3.5k,PF,1,ATL,BOS,8,-5,216,110.5,4.8,13.7,29.5,20.3,5.79
R. Bullock,$3.0k,SG/SF,1,DAL,PHO,6,+8.5,213,102.3,2.0,14.6,21.5,20.0,6.67
K. Caldwell-Pope,$4.2k,SG/SF,1,WAS,CHA,23,+1,220.5,109.8,13.8,22.5,32.0,20.0,4.76
Terrence Ross,$3.5k,SF,1,ORL,NY,17,+11.5,208.5,98.5,10.0,17.1,23.8,19.8,5.64
Cody Martin,$3.3k,SG/SF,2,CHA,WAS,7,-1,220.5,110.8,4.8,16.6,31.0,19.8,5.98
D. Mitchell,$4.1k,PG,1,SAC,MIN,30,+2.5,227,112.3,13.0,20.4,24.8,19.8,4.82
B. Griffin,$4.3k,PF/C,0,BKN,CLE,1,-9.5,206.5,108,5.5,14.5,24.8,19.5,4.53
Pat Connaughton,$4.8k,SG/SF,2,MIL,LAL,14,-9,222,115.5,16.3,26.8,44.3,19.5,4.06
Josh Richardson,$3.3k,SG/SF,1,BOS,ATL,4,+5,216,105.5,17.0,21.7,28.3,19.5,5.91
Josh Jackson,$4.1k,SG/SF,1,DET,IND,11,+6.5,205.5,99.5,10.5,19.4,26.0,19.5,4.76
J. Robinson-Earl,$3.5k,PF/C,1,OKC,HOU,29,-3,213.5,108.3,10.3,21.0,28.3,19.0,5.43
Malik Monk,$4.0k,SG,1,LAL,MIL,8,+9,222,106.5,9.3,21.5,41.5,19.0,4.75
Alec Burks,$4.0k,SG/SF,1,NY,ORL,5,-11.5,208.5,110,9.8,20.4,37.8,18.8,4.69
K. Oubre Jr.,$4.6k,SG/SF,2,CHA,WAS,7,-1,220.5,110.8,13.3,25.0,51.3,18.5,4.02
J. McDaniels,$3.1k,SF/PF,1,MIN,SAC,8,-2.5,227,114.8,5.3,17.8,29.5,18.3,5.89
Deni Avdija,$3.8k,SF/PF,1,WAS,CHA,6,+1,220.5,109.8,4.5,20.5,32.5,17.8,4.67
M. Robinson,$3.8k,C,1,NY,ORL,30,-11.5,208.5,110,10.5,17.9,28.3,17.8,4.67
I. Quickley,$3.7k,PG,1,NY,ORL,25,-11.5,208.5,110,15.0,22.9,32.8,17.8,4.8
Taj Gibson,$3.5k,PF/C,1,NY,ORL,21,-11.5,208.5,110,1.5,14.3,22.5,17.5,5
N. Little,$3.7k,SF/PF,1,POR,CHI,24,-1.5,219.5,110.5,13.3,24.7,41.0,17.5,4.73
J. McGee,$4.1k,C,1,PHO,DAL,28,-8.5,213,110.8,15.3,26.3,47.0,17.5,4.27
C. Payne,$3.4k,PG/SG,1,PHO,DAL,3,-8.5,213,110.8,6.8,19.8,35.5,17.5,5.15
J. Holiday,$3.8k,SG/SF,1,IND,DET,9,-6.5,205.5,106,7.0,16.3,33.5,17.5,4.61
D. Theis,$4.1k,PF/C,1,HOU,OKC,27,+3,213.5,105.3,9.8,18.0,26.8,17.5,4.27
D. Powell,$3.5k,C,1,DAL,PHO,26,+8.5,213,102.3,14.8,19.2,22.0,17.3,4.93
G. Williams,$3.2k,PF/C,1,BOS,ATL,28,+5,216,105.5,2.0,11.2,21.0,17.1,5.34
C. Johnson,$3.2k,SF/PF,1,PHO,DAL,13,-8.5,213,110.8,14.0,18.6,24.0,17.0,5.31
A. Simons,$3.3k,PG/SG,1,POR,CHI,11,-1.5,219.5,110.5,8.5,14.4,30.3,17.0,5.15
R. Covington,$4.0k,PF/C,1,POR,CHI,9,-1.5,219.5,110.5,11.5,18.0,24.8,17.0,4.25
Max Strus,$3.2k,SG/SF,1,MIA,NO,25,-7.5,213,110.3,12.8,16.8,22.8,16.7,5.22
D. Valentine,$3.3k,SG,1,CLE,BKN,18,+9.5,206.5,98.5,1.3,7.3,18.3,16.3,4.94
R.J. Hampton,$3.3k,PG/SG,1,ORL,NY,15,+11.5,208.5,98.5,15.0,19.1,25.0,16.0,4.85
H. Jones,$3.4k,PF,1,NO,MIA,23,+7.5,213,102.8,8.5,18.5,27.5,16.0,4.71
K. Williams,$3.0k,SF,1,OKC,HOU,27,-3,213.5,108.3,6.8,15.3,21.3,15.8,5.25
R. Rondo,$3.4k,PG,1,LAL,MIL,26,+9,222,106.5,7.5,16.0,32.0,15.8,4.63
Cam Reddish,$3.4k,SG/SF,1,ATL,BOS,22,-5,216,110.5,5.0,15.0,24.3,15.8,4.63
J. Nwora,$3.4k,SF/PF,2,MIL,LAL,7,-9,222,115.5,6.0,12.4,19.8,15.5,4.56
D. House Jr.,$3.0k,PF,1,HOU,OKC,27,+3,213.5,105.3,10.5,13.2,17.5,15.4,5.13
Raul Neto,$3.3k,PG,1,WAS,CHA,24,+1,220.5,109.8,6.3,15.0,25.3,15.3,4.62
Tony Bradley,$3.3k,C,1,CHI,POR,14,+1.5,219.5,109,3.5,12.4,17.5,15.3,4.62
KJ Martin,$3.3k,PF,1,HOU,OKC,27,+3,213.5,105.3,7.0,12.5,20.8,15.0,4.55
A. Pokusevski,$3.1k,SF/PF,1,OKC,HOU,27,-3,213.5,108.3,8.8,14.5,18.5,14.8,4.76
D. Jones Jr.,$3.1k,SF/PF,1,CHI,POR,29,+1.5,219.5,109,7.8,16.0,23.3,14.8,4.76
C. Okeke,$3.1k,SF/PF,1,ORL,NY,17,+11.5,208.5,98.5,7.5,13.5,21.0,14.5,4.68
C. Martin,$3.4k,SG/SF,1,MIA,NO,25,-7.5,213,110.3,6.0,10.3,16.3,14.5,4.26
Naz Reid Q,$3.0k,PF/C,3,MIN,SAC,17,-2.5,227,114.8,11.5,20.1,29.0,14.3,4.75
Trey Lyles,$3.1k,PF/C,1,DET,IND,20,+6.5,205.5,99.5,5.0,10.5,14.5,14.0,4.52
D. Bembry,$3.0k,SF,0,BKN,CLE,15,-9.5,206.5,108,5.5,13.7,22.8,14.0,4.67
T. Thompson,$3.1k,C,1,SAC,MIN,24,+2.5,227,112.3,2.0,12.5,19.5,14.0,4.52
D. Favors,$3.4k,PF/C,2,OKC,HOU,29,-3,213.5,108.3,7.3,15.6,26.0,14.0,4.12
A. Wiggins,$3.0k,SG,1,OKC,HOU,2,-3,213.5,108.3,9.5,13.8,18.0,14.0,4.67
J. Hayes,$3.0k,C,1,NO,MIA,18,+7.5,213,102.8,10.5,12.6,14.5,14.0,4.67
W. Ellington,$3.0k,SG/SF,1,LAL,MIL,8,+9,222,106.5,6.5,13.8,24.5,14.0,4.67
Gabe Vincent,$3.4k,PG,1,MIA,NO,20,-7.5,213,110.3,3.3,9.6,16.5,13.9,4.09
Ayo Dosunmu,$3.0k,PG/SG,1,CHI,POR,8,+1.5,219.5,109,7.5,12.3,23.8,13.8,4.58
F. Ntilikina,$3.0k,PG/SG,1,DAL,PHO,14,+8.5,213,102.3,7.3,11.6,20.3,13.8,4.58
J. McDaniels,$3.0k,PF,2,CHA,WAS,22,-1,220.5,110.8,6.0,12.3,19.0,13.8,4.58
J. Green Q,$3.0k,SF/PF,1,CHI,POR,29,+1.5,219.5,109,6.8,14.2,28.8,13.8,4.58
K. Martin,$3.2k,SF/PF,1,IND,DET,25,-6.5,205.5,106,0.0,14.5,26.0,13.5,4.22
T. Satoransky,$3.0k,PG/SG,1,NO,MIA,1,+7.5,213,102.8,2.0,10.6,18.0,13.5,4.5
S. Brown,$3.2k,SG/SF,1,DAL,PHO,6,+8.5,213,102.3,1.5,8.4,17.3,13.5,4.22
D. Howard,$3.3k,C,1,LAL,MIL,23,+9,222,106.5,4.8,16.1,27.0,13.5,4.09
D. Wright,$3.4k,PG,1,ATL,BOS,12,-5,216,110.5,4.5,12.3,19.8,13.3,3.9
Isaiah Roby,$3.0k,PF/C,1,OKC,HOU,29,-3,213.5,108.3,0.0,8.5,19.5,13.3,4.42
Obi Toppin,$3.2k,SF/PF,1,NY,ORL,14,-11.5,208.5,110,8.5,17.0,28.0,13.0,4.06
George Hill Q,$3.8k,PG,4,MIL,LAL,28,-9,222,115.5,9.5,19.0,28.0,12.8,3.36
A. Brooks,$3.0k,PG/SG,1,HOU,OKC,27,+3,213.5,105.3,1.3,5.4,15.5,12.8,4.25
T. Antetokounmpo,$3.0k,PF,2,MIL,LAL,11,-9,222,115.5,0.0,4.1,10.8,12.5,4.17
Anthony Gill,$3.0k,SF/PF,1,WAS,CHA,6,+1,220.5,109.8,0.0,1.4,4.5,12.3,4.08
F. Jackson,$3.0k,SG,1,DET,IND,11,+6.5,205.5,99.5,0.0,12.8,20.0,12.1,4.03
Lou Williams,$3.5k,PG/SG,1,ATL,BOS,12,-5,216,110.5,5.5,10.5,14.5,12.0,3.43
G. Temple,$3.3k,SG,1,NO,MIA,30,+7.5,213,102.8,5.3,20.1,33.5,11.5,3.48
Luka Garza,$3.2k,C,1,DET,IND,16,+6.5,205.5,99.5,5.3,9.3,15.8,11.5,3.59
J. Carter,$3.0k,PG,0,BKN,CLE,4,-9.5,206.5,108,4.0,11.4,24.3,11.5,3.83
D.J. Augustin,$3.0k,PG,1,HOU,OKC,27,+3,213.5,105.3,0.0,8.7,13.5,11.5,3.83
Goga Bitadze,$3.0k,C,1,IND,DET,3,-6.5,205.5,106,0.0,8.7,15.5,11.4,3.8
C. Oliver,$3.0k,SF,184,LAL,MIL,22,+9,222,106.5,9.5,22.7,33.5,11.3,3.75
L. Shamet,$3.0k,SG/SF,1,PHO,DAL,12,-8.5,213,110.8,10.8,14.9,20.3,11.3,3.75
Cody Zeller,$3.0k,C,1,POR,CHI,5,-1.5,219.5,110.5,8.5,12.2,19.0,11.3,3.75
A. Nesmith,$3.0k,SG/SF,1,BOS,ATL,4,+5,216,105.5,1.3,6.1,8.8,10.8,3.6
Gary Harris,$3.4k,SG,1,ORL,NY,21,+11.5,208.5,98.5,3.3,10.0,15.3,10.5,3.09
A. Holiday,$3.8k,PG/SG,1,WAS,CHA,24,+1,220.5,109.8,9.0,17.9,25.0,10.5,2.76
Cory Joseph,$3.0k,PG,1,DET,IND,10,+6.5,205.5,99.5,2.8,14.1,24.3,10.4,3.47
S. Johnson,$3.0k,PF,184,CHI,POR,15,+1.5,219.5,109,2.0,32.3,65.5,10.3,3.42
Ty Jerome,$3.0k,PG/SG,1,OKC,HOU,29,-3,213.5,108.3,1.3,7.5,16.8,10.3,3.42
Mike Muscala,$3.2k,C,1,OKC,HOU,4,-3,213.5,108.3,6.5,15.6,30.5,10.0,3.13
T. Craig,$3.1k,SF/PF,1,IND,DET,25,-6.5,205.5,106,3.0,7.0,10.5,10.0,3.23
A. Bradley,$3.1k,SG,1,LAL,MIL,8,+9,222,106.5,8.0,13.3,29.3,10.0,3.23
R. Langford,$3.1k,SF,1,BOS,ATL,4,+5,216,105.5,3.3,10.9,17.0,9.9,3.19
Trey Burke,$3.0k,PG,6,DAL,PHO,14,+8.5,213,102.3,0.0,5.5,15.3,9.9,3.3
Josh Okogie Q,$3.0k,SG/SF,1,MIN,SAC,27,-2.5,227,114.8,-0.5,6.7,11.8,9.5,3.17
D. Windler,$3.0k,SG,1,CLE,BKN,18,+9.5,206.5,98.5,4.0,12.6,24.8,9.3,3.08
Josh Christopher,$3.0k,SG/SF,1,HOU,OKC,15,+3,213.5,105.3,1.3,7.3,10.8,9.1,3.03
Coby White,$5.7k,PG/SG,1,CHI,POR,8,+1.5,219.5,109,1.3,26.0,42.3,9.0,1.58
D. Jordan,$3.0k,C,1,LAL,MIL,23,+9,222,106.5,4.3,13.3,20.8,9.0,3
F. Mason III,$3.0k,PG,278,LAL,MIL,26,+9,222,106.5,0.0,11.3,24.8,9.0,3
M. Frazier Jr.,$3.0k,SF,460,OKC,HOU,27,-3,213.5,108.3,-0.5,8.6,18.8,8.0,2.67
Josh Gray,$3.0k,PG,730,BKN,CLE,4,-9.5,206.5,108,0.5,11.6,32.0,8.0,2.67
A. Johnson,$3.2k,PF/C,1,CHI,POR,15,+1.5,219.5,109,2.0,9.2,19.3,7.8,2.42
D. Nwaba,$3.1k,SF,1,HOU,OKC,16,+3,213.5,105.3,4.0,10.7,22.3,7.8,2.5
Semi Ojeleye,$3.1k,PF,2,MIL,LAL,11,-9,222,115.5,8.5,15.4,25.5,7.5,2.42
J. Robinson,$3.0k,PG,2,MIL,LAL,28,-9,222,115.5,0.0,6.9,22.3,7.3,2.42
KZ Okpala,$3.4k,PF,1,MIA,NO,14,-7.5,213,110.3,0.0,5.5,20.3,7.2,2.12
A. Schofield,$3.0k,SF,462,ORL,NY,17,+11.5,208.5,98.5,1.3,7.2,13.8,7.0,2.33
Trey Murphy III,$3.0k,SF,1,NO,MIA,20,+7.5,213,102.8,0.8,10.3,19.5,6.8,2.25
Enes Kanter,$3.0k,C,1,BOS,ATL,13,+5,216,105.5,3.3,5.1,6.5,6.5,2.17
C. Kispert,$3.1k,SG/SF,1,WAS,CHA,23,+1,220.5,109.8,3.5,8.0,14.5,6.5,2.1
M. Wagner,$3.0k,PF/C,1,ORL,NY,10,+11.5,208.5,98.5,3.3,6.0,7.8,6.3,2.08
A. Nader,$3.0k,SF/PF,1,PHO,DAL,13,-8.5,213,110.8,5.5,11.8,23.0,6.3,2.08
E. Millsap,$3.0k,SG,1680,BKN,CLE,10,-9.5,206.5,108,3.5,5.5,7.5,6.0,2
Tacko Fall,$3.0k,C,1,CLE,BKN,12,+9.5,206.5,98.5,0.0,5.4,19.0,6.0,2
Kent Bazemore,$3.2k,SF,1,LAL,MIL,22,+9,222,106.5,2.5,5.4,8.8,6.0,1.88
R. McGruder,$3.0k,SF,1,DET,IND,1,+6.5,205.5,99.5,1.3,4.3,10.0,6.0,2
P. Pritchard,$3.0k,PG,1,BOS,ATL,23,+5,216,105.5,0.0,2.5,4.5,5.8,1.93
Saben Lee,$3.0k,PG,1,DET,IND,10,+6.5,205.5,99.5,1.3,4.6,6.3,5.8,1.92
Tre Mann,$3.2k,PG,1,OKC,HOU,29,-3,213.5,108.3,2.5,8.0,17.5,5.8,1.8
W. Cauley-Stein,$3.0k,C,1,DAL,PHO,26,+8.5,213,102.3,1.5,3.1,6.0,5.3,1.75
B. Bowen II,$3.0k,SF,211,MIN,SAC,8,-2.5,227,114.8,0.0,1.4,4.3,5.3,1.75
Tony Snell,$3.0k,SG/SF,1,POR,CHI,19,-1.5,219.5,110.5,2.5,5.2,8.0,5.0,1.67
