contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $425K Fadeaway [$100K to 1st],8250,Classic,117487697,15,150,425000,Thu 7:00PM,2146,33333,58853
NBA $1M Autumn Hoops Special [$200K to 1st],825000,Classic,117488198,1500,22,1e+06,Wed 7:00PM,0,740,58962
"NBA $80K Four Point Play [$5K Bonus Blast, 20 Entry Max]",2200,Classic,117487693,4,20,80000,Thu 7:00PM,1743,23781,58853
NBA $300K Alley Oop [$100K to 1st],305250,Classic,117487692,555,18,3e+05,Thu 7:00PM,75,600,58853
NBA $100K Rotation Player [$20K to 1st],36300,Classic,117487696,66,51,1e+05,Thu 7:00PM,197,1721,58853
NBA $35K And-One [20 Entry Max],550,Classic,117487691,1,20,35000,Thu 7:00PM,3476,41617,58853
NBA $15K Showtime [Single Entry],55000,Classic,117485689,100,1,15000,Thu 7:00PM,14,166,58853
NBA $40K Showtime [Single Entry],55000,Classic,117485688,100,1,40000,Thu 7:00PM,34,444,58853
NBA $100K Putback Dunk [4 Entry Max],137500,Classic,117487695,250,4,1e+05,Thu 7:00PM,19,444,58853
NBA $15K Mid Range Jumper [Single Entry],22000,Classic,117485691,40,1,15000,Thu 7:00PM,43,437,58853
NBA $30K Mid Range Jumper [Single Entry],22000,Classic,117485690,40,1,30000,Thu 7:00PM,64,874,58853
NBA Single Entry $5 Double Up,2750,Classic,117485708,5,1,12000,Thu 7:00PM,193,2758,58853
NBA GIANT Single Entry $25 Double Up,13750,Classic,117485717,25,1,20000,Thu 7:00PM,97,919,58853
NBA $5 Double Up,2750,Classic,117485709,5,55,8000,Thu 7:00PM,523,1839,58853
NBA $25 Double Up,13750,Classic,117485705,25,6,5000,Thu 7:00PM,63,229,58853
NBA Showdown $100K Fadeaway [$25K to 1st] (OKC vs LAL),8250,Showdown Captain Mode,117498890,15,150,1e+05,Thu 10:30PM,79,7843,58862
NBA Showdown $15K SLAM Jam [$5K to 1st] (OKC vs LAL),122100,Showdown Captain Mode,117498891,222,2,15000,Thu 10:30PM,4,75,58862
NBA Showdown $7.5K And-One (OKC vs LAL),550,Showdown Captain Mode,117485780,1,20,7500,Thu 10:30PM,746,8917,58862
NBA Showdown $4K High Five [Single Entry] (OKC vs LAL),2750,Showdown Captain Mode,117485783,5,1,4000,Thu 10:30PM,65,951,58862
NBA Showdown $4K Sharpshooter (OKC vs LAL),1650,Showdown Captain Mode,117485779,3,20,4000,Thu 10:30PM,111,1585,58862
NBA $100K Fadeaway [$25K to 1st] (Night),8250,Classic,117498830,15,150,1e+05,Thu 10:00PM,244,7843,58859
NBA $30K SLAM Jam [$10K to 1st] (Night),122100,Classic,117498831,222,4,30000,Thu 10:00PM,5,150,58859
NBA $12.5K And-One (Night),550,Classic,117485762,1,20,12500,Thu 10:00PM,763,14863,58859
NBA $5K High Five [Single Entry] (Night),2750,Classic,117485766,5,1,5000,Thu 10:00PM,68,1189,58859
NBA $5K Four Point Play [20 Entry Max] (Night),2200,Classic,117485761,4,20,5000,Thu 10:00PM,128,1486,58859
NBA Tiers $25K Zone [$5K to 1st],2750,Tiers,117485721,5,150,25000,Thu 7:00PM,449,5945,58855
NBA Tiers $5K And-One,550,Tiers,117485723,1,20,5000,Thu 7:00PM,701,5945,58855
NBA Tiers $2.5K Hot Shot [3 Entry Max],1650,Tiers,117485722,3,3,2500,Thu 7:00PM,66,990,58855
NBA Tiers $1.5K High Five [Single Entry],2750,Tiers,117485727,5,1,1500,Thu 7:00PM,36,356,58855
NBA Tiers $2.2K Posterizer [Single Entry],82500,Tiers,117485719,150,1,2200,Thu 7:00PM,1,16,58855
NBA Single Entry $10 Double Up,5500,Classic,117485706,10,1,15000,Thu 7:00PM,114,1724,58853
NBA $40K Hall of Famer [$15K to 1st],1166000,Classic,117487694,2120,1,40000,Thu 7:00PM,4,20,58853
NBA $40K Thunderdome [Single Entry],2915000,Classic,117487690,5300,1,40000,Thu 7:00PM,4,8,58853
"NBA Satellite to $3,650 FBWC MEGAQual",202400,Classic,117487322,368,1,3650,Thu 7:00PM,1,11,58853
LAST SHOT: NBA Fantasy Football MEGA Millionaire Satellite (11-7),246400,Classic,117487999,448,1,4444,Thu 7:00PM,0,11,58853
NBA $2500 MEGA Millionaire Satellite,137500,Classic,117487332,250,1,2500,Thu 7:00PM,1,11,58853
NBA $30K Excellent 8's [2x Min Cash],4400,Classic,117487699,8,132,30000,Thu 7:00PM,445,4411,58853
NBA $10K Pick and Roll [Single Entry],6600,Classic,117485694,12,1,10000,Thu 7:00PM,82,980,58853
NBA $20K Pick and Roll [Single Entry],6600,Classic,117485693,12,1,20000,Thu 7:00PM,138,1960,58853
NBA $10K High Five [Single Entry],2750,Classic,117485696,5,1,10000,Thu 7:00PM,201,2378,58853
NBA $20K High Five [Single Entry],2750,Classic,117485695,5,1,20000,Thu 7:00PM,321,4756,58853
NBA $26K Jab Step [$5K to 1st],3300,Classic,117487700,6,150,26000,Thu 7:00PM,678,5098,58853
NBA $22K Zone [$5K to 1st],2750,Classic,117487698,5,150,22000,Thu 7:00PM,672,5231,58853
NBA $15K All-Star [Single Entry],583000,Classic,117487688,1060,1,15000,Thu 7:00PM,3,15,58853
NBA $10K Hot Shot [3 Entry Max],1650,Classic,117485683,3,3,10000,Thu 7:00PM,239,3963,58853
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (BOS vs MIA),5500,Showdown Captain Mode,117485751,10,52,15000,Thu 7:30PM,117,1764,58858
NBA Showdown $1.9K Posterizer [Single Entry] (BOS vs MIA),82500,Showdown Captain Mode,117485749,150,1,1900,Thu 7:30PM,0,14,58858
NBA Showdown $2K And-One (BOS vs MIA),550,Showdown Captain Mode,117485748,1,20,2000,Thu 7:30PM,434,2378,58858
NBA Showdown $1K High Five [Single Entry] (BOS vs MIA),2750,Showdown Captain Mode,117485755,5,1,1000,Thu 7:30PM,33,237,58858
NBA Showdown $1K Sharpshooter (BOS vs MIA),1650,Showdown Captain Mode,117485752,3,11,1000,Thu 7:30PM,51,396,58858
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (PHI vs DET),5500,Showdown Captain Mode,117485732,10,52,15000,Thu 7:00PM,96,1764,58856
NBA Showdown $3K And-One [20 Entry Max] (PHI vs DET),550,Showdown Captain Mode,117485734,1,20,3000,Thu 7:00PM,362,3567,58856
NBA Showdown $1.9K Posterizer [Single Entry] (PHI vs DET),82500,Showdown Captain Mode,117485729,150,1,1900,Thu 7:00PM,0,14,58856
NBA Showdown $1.35K 3-Ball [Single Entry] (PHI vs DET),165000,Showdown Captain Mode,117485728,300,1,1350,Thu 7:00PM,0,5,58856
NBA Showdown $1K Sharpshooter (PHI vs DET),1650,Showdown Captain Mode,117485733,3,11,1000,Thu 7:00PM,40,396,58856
NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),5500,Classic,117485741,10,52,15000,Thu 7:30PM,106,1764,58857
NBA $1.9K Posterizer [Single Entry] (Turbo),82500,Classic,117485740,150,1,1900,Thu 7:30PM,2,14,58857
NBA $1.35K 3-Ball [Single Entry] (Turbo),165000,Classic,117485739,300,1,1350,Thu 7:30PM,2,5,58857
NBA $2K And-One (Turbo),550,Classic,117485738,1,20,2000,Thu 7:30PM,360,2378,58857
NBA $1K High Five [Single Entry] (Turbo),2750,Classic,117485747,5,1,1000,Thu 7:30PM,26,237,58857
NBA $10K Sharpshooter,1650,Classic,117487689,3,20,10000,Thu 7:00PM,356,3963,58853
NBA $10K mini-MAX [150 Entry Max],1100,Classic,117485684,2,150,10000,Thu 7:00PM,749,5945,58853
NBA $8K Swish [Single Entry],220000,Classic,117485686,400,1,8000,Thu 7:00PM,5,22,58853
NBA $10K Money Ball [Single Entry],183150,Classic,117485687,333,1,10000,Thu 7:00PM,4,33,58853
NBA $7K Quarter Jukebox,138,Classic,117485685,0,20,7000,Thu 7:00PM,3822,33293,58853
NBA $7K Buzzer Beater [3 Entry Max],11000,Classic,117485682,20,3,7000,Thu 7:00PM,22,411,58853
