abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
M. Kleber,Maxi Kleber,PF,MIA,0.0,"$4,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Green,Josh Green,SG,MIA,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
M. Bagley III,Marvin Bagley III,PF/C,SAC,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
D. Jones,Damian Jones,C,SAC,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
A. Len,Alex Len,C/PF,SAC,0.0,"$3,700",0,0.06,0.0,0,0.0,0.0,0.0,0.0
O. Yurtseven,Omer Yurtseven,C,MIA,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
T. Burke,Trey Burke,PG/SG,MIA,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Metu,Chimezie Metu,C,SAC,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
R. McGruder,Rodney McGruder,SG,MIL,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
K. Middleton,Khris Middleton,SF/SG,MIL,0.0,"$7,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
B. Lopez,Brook Lopez,C,MIL,0.0,"$5,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Holiday,Jrue Holiday,PG/SG,MIL,0.0,"$7,300",0,0.00,0.0,0,0.0,0.0,0.0,0.0
H. Diallo,Hamidou Diallo,SG/SF,MIL,0.0,"$3,900",0,0.09,0.0,0,0.0,0.0,0.0,0.0
S. Lee,Saben Lee,PG,MIL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Pickett,Jamorko Pickett,SF,MIL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. Garza,Luka Garza,C,MIL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Livers,Isaiah Livers,PF,MIL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
U. Haslem,Udonis Haslem,PF,MIA,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
J. Smith,Jalen Smith,PF/C,NO,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. House Jr.,Danuel House Jr.,SF,HOU,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Wall,John Wall,PG/SG,HOU,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Jordan,DeAndre Jordan,C,HOU,0.0,"$3,800",0,0.02,0.0,0,0.0,0.0,0.0,0.0
D. Louzada,Didi Louzada,SG,NO,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
M. Monk,Malik Monk,SG,HOU,0.0,"$4,000",0,0.03,0.0,0,0.0,0.0,0.0,0.0
S. Doumbouya,Sekou Doumbouya,SG/SF,HOU,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
U. Garuba,Usman Garuba,PF,HOU,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
J. Christopher,Josh Christopher,SG,HOU,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
A. Brooks,Armoni Brooks,SG,HOU,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
G. Mathews,Garrison Mathews,SF,HOU,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Saric,Dario Saric,PF,NO,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
B. Ingram,Brandon Ingram,SF,NO,0.0,"$8,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Forrest,Trent Forrest,SG,SAC,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
J. Ramsey,Jahmi'us Ramsey,PG,SAC,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
E. Hughes,Elijah Hughes,SF,SAC,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
L. King,Louis King,SF/PF,SAC,0.0,"$3,500",0,0.06,0.0,0,0.0,0.0,0.0,0.0
N. Queta,Neemias Queta,C,SAC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Butler,Jared Butler,SG,SAC,0.0,"$3,700",0,0.05,0.0,0,0.0,0.0,0.0,0.0
W. Hernangomez,Willy Hernangomez,PF/C,NO,0.0,"$3,500",0,0.06,0.0,0,0.0,0.0,0.0,0.0
C. Payne,Cameron Payne,PG/SG,NO,0.0,"$3,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
F. Kaminsky,Frank Kaminsky,PF/C,NO,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
M. Oni,Miye Oni,SG,SAC,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
