name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
T. Herro,$5.2k,PG/SG,144,MIA,MIL,22,+2,224,111,11.8,22.2,41.5,24.3,4.66
M. Morris Sr.,$5.1k,PF,112,LAC,GSW,12,+3.5,226,111.3,11.0,24.0,42.8,24.0,4.71
D. Robinson,$5.0k,SG,144,MIA,MIL,2,+2,224,111,7.3,17.5,32.0,23.3,4.65
N. Bjelica,$4.6k,PF/C,1,GSW,LAC,1,-3.5,226,114.8,9.8,29.1,44.5,22.8,4.95
D. Gallinari Q,$4.8k,PF,109,ATL,DAL,19,-2.5,225.5,114,12.5,20.6,26.5,22.5,4.69
D. Hunter,$4.7k,SF,140,ATL,DAL,30,-2.5,225.5,114,8.5,18.2,26.5,22.0,4.68
Pat Connaughton,$4.5k,SG/SF,1,MIL,MIA,15,-2,224,113,10.5,22.1,32.8,21.5,4.78
B. Marjanovic,$4.5k,C,136,DAL,ATL,5,+2.5,225.5,111.5,4.0,19.7,34.0,21.3,4.72
R. Bullock,$4.5k,SG/SF,140,DAL,ATL,28,+2.5,225.5,111.5,7.5,17.1,25.0,21.0,4.67
G. Allen,$4.4k,SG/SF,1,MIL,MIA,15,-2,224,113,5.3,16.4,29.5,20.8,4.72
Terance Mann,$4.5k,SG/SF,112,LAC,GSW,22,+3.5,226,111.3,8.3,15.1,23.3,20.5,4.56
Otto Porter Jr.,$4.3k,SF/PF,1,GSW,LAC,22,-3.5,226,114.8,10.3,16.6,27.8,20.0,4.65
Lou Williams Q,$4.1k,PG/SG,109,ATL,DAL,2,-2.5,225.5,114,6.3,19.7,41.8,19.5,4.76
Cam Reddish,$3.9k,SG/SF,109,ATL,DAL,29,-2.5,225.5,114,16.0,22.8,33.8,19.0,4.87
S. Brown,$3.9k,SG/SF,193,DAL,ATL,28,+2.5,225.5,111.5,0.0,16.9,25.3,18.8,4.81
M. Brown,$3.8k,C,157,DAL,ATL,5,+2.5,225.5,111.5,17.0,32.7,66.5,18.8,4.93
P.J. Tucker,$4.0k,PF/C,92,MIA,MIL,14,+2,224,111,7.8,11.9,16.8,17.8,4.44
K. Looney,$3.6k,C,1,GSW,LAC,21,-3.5,226,114.8,15.0,20.5,27.8,17.8,4.93
D. Jeffries,$3.6k,SG,163,ATL,DAL,29,-2.5,225.5,114,5.5,21.0,38.3,17.5,4.86
Damion Lee,$3.6k,PG,1,GSW,LAC,5,-3.5,226,114.8,8.8,17.8,23.0,17.3,4.79
A. Iguodala,$3.7k,SG,1,GSW,LAC,20,-3.5,226,114.8,6.3,13.6,21.5,17.0,4.59
M. Morris,$3.7k,PF/C,139,MIA,MIL,14,+2,224,111,2.3,9.2,26.0,16.8,4.53
D. Dedmon,$3.7k,C,144,MIA,MIL,7,+2,224,111,4.5,13.5,32.8,16.8,4.53
G. Dieng,$3.5k,C,154,ATL,DAL,1,-2.5,225.5,114,4.8,16.0,31.8,16.5,4.71
Maxi Kleber,$3.6k,PF/C,136,DAL,ATL,25,+2.5,225.5,111.5,2.0,9.1,20.3,16.3,4.51
Gabe Vincent,$3.7k,PG/SG,144,MIA,MIL,22,+2,224,111,1.5,10.8,43.0,15.8,4.26
J. Nwora,$3.7k,SF/PF,1,MIL,MIA,5,-2,224,113,0.0,9.9,29.0,15.8,4.26
Juan Toscano-Anderson,$3.3k,PF/C,1,GSW,LAC,1,-3.5,226,114.8,11.3,20.7,33.3,15.8,4.77
W. Cauley-Stein,$3.5k,C,138,DAL,ATL,5,+2.5,225.5,111.5,1.5,10.1,17.0,15.8,4.5
J. Brunson,$3.5k,PG/SG,136,DAL,ATL,7,+2.5,225.5,111.5,2.0,11.8,20.0,15.8,4.5
J. Winslow,$3.4k,PG/SF,140,LAC,GSW,15,+3.5,226,111.3,2.8,15.7,49.3,15.0,4.41
George Hill,$3.5k,PG/SG,1,MIL,MIA,19,-2,224,113,3.8,8.6,13.3,15.0,4.29
J. Okafor,$3.3k,C,157,ATL,DAL,1,-2.5,225.5,114,4.8,10.5,17.5,14.8,4.47
Max Strus,$3.5k,SG/SF,144,MIA,MIL,2,+2,224,111,0.0,7.4,31.5,14.8,4.21
W. Gabriel,$3.1k,PF,157,MIL,MIA,29,-2,224,113,11.0,17.4,29.5,14.8,4.76
D. Powell,$3.3k,C,136,DAL,ATL,5,+2.5,225.5,111.5,0.0,7.6,21.3,14.3,4.32
Luke Kennard,$3.3k,SG/SF,112,LAC,GSW,22,+3.5,226,111.3,3.0,8.2,16.5,14.3,4.32
M. Moody,$3.1k,SG,1,GSW,LAC,20,-3.5,226,114.8,4.5,4.5,4.5,12.8,4.11
Jay Scrubb,$3.0k,SG,112,LAC,GSW,22,+3.5,226,111.3,0.0,5.2,25.8,12.5,4.17
S. Mamukelashvili,$3.0k,C,1,MIL,MIA,4,-2,224,113,2.8,2.8,2.8,12.3,4.08
Yogi Ferrell,$3.0k,PG,112,LAC,GSW,15,+3.5,226,111.3,0.0,1.9,4.8,12.3,4.08
Amir Coffey,$3.0k,PG,112,LAC,GSW,15,+3.5,226,111.3,0.0,1.5,3.5,12.3,4.08
G. Kalaitzakis,$3.0k,SG,1,MIL,MIA,15,-2,224,113,2.5,2.5,2.5,12.0,4
S. Cooper,$3.1k,PG,"",ATL,DAL,2,-2.5,225.5,114,"","","",11.0,3.55
M. Garrett,$3.1k,SG,"",MIA,MIL,2,+2,224,111,"","","",11.0,3.55
J. Johnson Q,$3.0k,PF,"",ATL,DAL,19,-2.5,225.5,114,"","","",10.3,3.42
J. Hamilton,$3.0k,C,"",ATL,DAL,1,-2.5,225.5,114,"","","",10.3,3.42
Ibi Watson,$3.0k,PG/SG,"",ATL,DAL,2,-2.5,225.5,114,"","","",10.3,3.42
M. Potter,$3.0k,SF/PF,"",MIA,MIL,4,+2,224,111,"","","",10.3,3.42
E. Omoruyi,$3.0k,PF,"",DAL,ATL,25,+2.5,225.5,111.5,"","","",10.3,3.42
J. McLaughlin,$3.0k,PG,"",DAL,ATL,7,+2.5,225.5,111.5,"","","",10.3,3.42
C. Jones,$3.0k,PG/SG,"",DAL,ATL,7,+2.5,225.5,111.5,"","","",10.3,3.42
Dru Smith,$3.0k,PG/SG,"",MIA,MIL,22,+2,224,111,"","","",10.3,3.42
Jeff Dowtin,$3.0k,PG/SG,"",GSW,LAC,5,-3.5,226,114.8,"","","",10.3,3.42
M. Wright,$3.0k,SF/PF,"",LAC,GSW,13,+3.5,226,111.3,"","","",10.3,3.42
Feron Hunt,$3.0k,SF/PF,"",DAL,ATL,6,+2.5,225.5,111.5,"","","",10.3,3.42
D.J. Stewart Jr.,$3.0k,PG/SG,"",MIA,MIL,22,+2,224,111,"","","",10.3,3.42
LJ Figueroa,$3.0k,SG/SF,"",GSW,LAC,20,-3.5,226,114.8,"","","",10.3,3.42
J. Smart,$3.0k,PG/SG,"",MIA,MIL,22,+2,224,111,"","","",10.3,3.42
AJ Lawson,$3.0k,PG/SG,"",ATL,DAL,2,-2.5,225.5,114,"","","",10.3,3.42
B. Boston Jr.,$3.0k,SG,"",LAC,GSW,22,+3.5,226,111.3,"","","",10.3,3.42
T. Waters,$3.0k,PG,148,MIL,MIA,19,-2,224,113,0.0,16.7,34.8,10.0,3.33
C. Martin,$3.0k,SG,155,MIA,MIL,2,+2,224,111,0.0,10.4,17.5,8.5,2.83
L. Galloway,$3.0k,SG,133,GSW,LAC,20,-3.5,226,114.8,0.0,7.3,14.5,7.3,2.42
C. Chiozza,$3.0k,PG,125,GSW,LAC,5,-3.5,226,114.8,0.0,5.2,16.0,6.8,2.25
KZ Okpala,$3.0k,SF/PF,144,MIA,MIL,4,+2,224,111,0.0,6.9,33.3,6.5,2.17
T. Antetokounmpo,$3.2k,PF,1,MIL,MIA,29,-2,224,113,2.0,6.6,14.5,6.5,2.03
J. O'Bryant III,$3.0k,PF,1353,MIL,MIA,29,-2,224,113,0.0,6.1,10.5,6.5,2.17
J. Robinson,$3.0k,PG,1,MIL,MIA,19,-2,224,113,0.0,4.2,13.0,6.3,2.08
Trey Burke,$3.0k,PG,136,DAL,ATL,7,+2.5,225.5,111.5,0.0,4.3,13.0,6.3,2.08
J. Kuminga O,$3.5k,SF,"",GSW,LAC,22,-3.5,226,114.8,"","","",0.0,0
J. Wiseman O,$4.9k,C,193,GSW,LAC,21,-3.5,226,114.8,9.3,20.3,32.0,0.0,0
O. Okongwu O,$3.0k,C,109,ATL,DAL,1,-2.5,225.5,114,7.5,10.7,13.5,0.0,0
V. Oladipo O,$6.6k,PG/SG,195,MIA,MIL,22,+2,224,111,19.8,29.0,45.3,0.0,0
K. Leonard O,$9.5k,PF,128,LAC,GSW,12,+3.5,226,111.3,37.0,51.2,66.0,0.0,0
B. Portis O,$4.1k,PF/C,92,MIL,MIA,29,-2,224,113,6.5,16.7,22.8,0.0,0
Rodney Hood O,$3.4k,SG/SF,165,MIL,MIA,15,-2,224,113,2.0,6.8,14.8,0.0,0
Klay Thompson O,$6.3k,SG,860,GSW,LAC,20,-3.5,226,114.8,29.3,39.0,44.5,0.0,0
N. Batum O,$3.8k,SF/PF,112,LAC,GSW,13,+3.5,226,111.3,6.0,12.7,17.5,0.0,0
Keon Johnson O,$3.2k,SG,"",LAC,GSW,22,+3.5,226,111.3,"","","",0.0,0
S. Ibaka O,$5.5k,PF/C,148,LAC,GSW,12,+3.5,226,111.3,2.8,16.9,29.8,0.0,0
Semi Ojeleye O,$3.0k,PF,143,MIL,MIA,29,-2,224,113,0.0,6.2,16.8,0.0,0
J. Preston O,$3.0k,PG,"",LAC,GSW,15,+3.5,226,111.3,"","","",0.0,0
D. DiVincenzo O,$5.4k,PG/SG,146,MIL,MIA,19,-2,224,113,2.5,21.6,31.3,0.0,0
