contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $300K Alley Oop [$100K to 1st],305250,Classic,120536579,555,18,3e+05,Tue 7:30PM,524,600,60676
NBA Showdown $200K Fadeaway [$50K to 1st] (PHX vs POR),8250,Showdown Captain Mode,120558411,15,150,2e+05,Tue 10:00PM,4585,15686,60682
NBA $60K Rotation Player [$6K to 1st],36300,Classic,120536583,66,31,60100,Tue 7:30PM,805,1034,60676
NBA $30K Fadeaway [$10K to 1st],8250,Classic,120586392,15,70,30000,Tue 7:30PM,1103,2352,60676
NBA $3K Jab Step [$1K to 1st],3300,Classic,120586580,6,17,3000,Tue 7:30PM,203,588,60676
NBA $26K Jab Step [$5K to 1st],3300,Classic,120520177,6,150,26000,Tue 7:30PM,4522,5098,60676
NBA $5K Mid Range Jumper [Single Entry],22000,Classic,120587622,40,1,5000,Tue 7:30PM,67,145,60676
NBA Showdown $30K Jab Step [$5K to 1st] (PHX vs POR),3300,Showdown Captain Mode,120558417,6,150,30000,Tue 10:00PM,1744,5882,60682
NBA Showdown $20K And-One (PHX vs POR),550,Showdown Captain Mode,120520240,1,20,20000,Tue 10:00PM,8529,23781,60682
NBA $15K All-Star [$8K to 1st],583000,Classic,120536584,1060,1,15000,Tue 7:30PM,14,15,60676
$2.25M Holiday Basketball Millionaire [$1M to 1st + ToC Entry],13750,Classic,120113923,25,150,2271052.63,Sat 12:00PM,1181,106873,60618
NBA Tiers $1K Zone,2750,Tiers,120587741,5,7,1000,Tue 7:30PM,44,237,60678
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,120520217,5,150,30000,Tue 7:30PM,6876,7134,60678
NBA Tiers $3K Hot Shot [3 Entry Max],1650,Tiers,120520218,3,3,3000,Tue 7:30PM,908,1189,60678
NBA Tiers $3K Posterizer [Single Entry],82500,Tiers,120520214,150,1,3000,Tue 7:30PM,20,22,60678
NBA Tiers $2K High Five [Single Entry] ,2750,Tiers,120520222,5,1,2000,Tue 7:30PM,416,475,60678
NBA $4K And-One,550,Classic,120585175,1,20,4000,Tue 7:30PM,2447,4756,60676
NBA SUPERSat to NBA $888 Mega 8's Special (12-17) [4x],33000,Classic,120569581,60,2,3552,Tue 7:30PM,36,67,60676
NBA $2.5K Pick and Roll [Single Entry],6600,Classic,120588530,12,1,2500,Tue 7:30PM,15,245,60676
NBA $2.5K Pick and Roll [Single Entry],6600,Classic,120584825,12,1,2500,Tue 7:30PM,232,245,60676
NBA Single Entry $5 Double Up,2750,Classic,120520205,5,1,8000,Tue 7:30PM,1653,1839,60676
NBA Single Entry $25 Double Up,13750,Classic,120588496,25,1,750,Tue 7:30PM,5,34,60676
NBA $5 Double Up,2750,Classic,120520207,5,27,4000,Tue 7:30PM,754,919,60676
NBA $25 Double Up,13750,Classic,120520202,25,4,3000,Tue 7:30PM,91,137,60676
NBA Single Entry $50 Double Up,27500,Classic,120520199,50,1,5000,Tue 7:30PM,95,113,60676
"NBA Satellite to $3,650 FBWC MEGAQual",202400,Classic,120521537,368,1,3650,Tue 7:30PM,4,11,60676
NBA $2500 MEGA Millionaire Satellite,305250,Classic,120521771,555,1,2500,Tue 7:30PM,3,5,60676
NBA $2500 MEGA Millionaire Satellite,137500,Classic,120521545,250,1,2500,Tue 7:30PM,8,11,60676
NBA $10K mini-MAX [150 Entry Max],1100,Classic,120520180,2,150,10000,Tue 7:30PM,5370,5945,60676
NBA $4K mini-MAX [150 Entry Max],275,Classic,120585066,0,150,4000,Tue 7:30PM,5065,9512,60676
NBA $3K Showtime [Single Entry],55000,Classic,120587803,100,1,3000,Tue 7:30PM,9,33,60676
NBA $1.5K High Five [Single Entry],2750,Classic,120584842,5,1,1500,Tue 7:30PM,298,356,60676
NBA $3K High Five [Single Entry],2750,Classic,120586214,5,1,3000,Tue 7:30PM,392,713,60676
NBA $6K Sharpshooter [20 Entry Max],1650,Classic,120536578,3,20,6000,Tue 7:30PM,2067,2378,60676
NBA $1K Hot Shot [3 Entry Max],1650,Classic,120586452,3,3,1000,Tue 7:30PM,121,396,60676
NBA $8K Hot Shot [3 Entry Max],1650,Classic,120520179,3,3,8000,Tue 7:30PM,3060,3170,60676
