name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Saddiq Bey,$6.5k,SF/PF,1,DET,NY,2,+7.5,208,100.3,9.0,30.8,50.0,29.5,4.54
D. Finney-Smith,$5.0k,SF/PF,1,DAL,MIN,10,+2,213.5,105.8,14.0,26.5,34.8,28.8,5.76
D. Graham,$5.4k,PG,3,NO,POR,20,-2.5,218,110.3,13.5,28.9,46.5,28.5,5.28
L. Nance Jr.,$4.6k,PF/C,1,POR,NO,12,+2.5,218,107.8,18.8,24.9,30.0,28.3,6.14
Gabe Vincent,$5.8k,PG,1,MIA,IND,18,+2,211,104.5,21.3,30.0,39.5,28.0,4.83
I. Stewart,$5.1k,C,1,DET,NY,6,+7.5,208,100.3,13.8,22.9,28.5,27.5,5.39
M. Beasley,$4.8k,SG,1,MIN,DAL,20,-2,213.5,107.8,12.5,22.6,33.0,25.5,5.31
R. Covington,$4.3k,PF/C,1,POR,NO,12,+2.5,218,107.8,17.8,26.8,34.5,25.0,5.81
M. Bridges,$5.3k,SG/SF,1,PHO,LAL,15,-6.5,223.5,115,17.3,22.9,30.0,25.0,4.72
H. Diallo,$4.2k,SG/SF,1,DET,NY,30,+7.5,208,100.3,13.3,19.4,25.3,25.0,5.95
N. Alexander-Walker,$4.3k,PG/SG,3,NO,POR,20,-2.5,218,110.3,18.0,23.3,28.3,25.0,5.81
D. Robinson,$4.8k,SG/SF,1,MIA,IND,12,+2,211,104.5,16.3,25.1,39.5,25.0,5.21
J. Nowell,$3.3k,PG,1,MIN,DAL,9,-2,213.5,107.8,-0.5,16.0,26.5,25.0,7.58
Saben Lee,$4.3k,PG,1,DET,NY,3,+7.5,208,100.3,7.5,19.1,41.0,24.3,5.64
T. Horton-Tucker,$5.5k,SF,8,LAL,PHO,24,+6.5,223.5,108.5,19.5,25.9,37.8,23.8,4.32
Jae Crowder,$4.5k,PF,1,PHO,LAL,23,-6.5,223.5,115,14.0,22.0,35.3,23.5,5.22
Omer Yurtseven,$3.5k,C,1,MIA,IND,2,+2,211,104.5,13.5,18.7,24.0,23.3,6.64
Naz Reid,$3.2k,PF/C,1,MIN,DAL,27,-2,213.5,107.8,6.3,11.3,20.5,22.8,7.11
D. Powell,$3.2k,C,1,DAL,MIN,7,+2,213.5,105.8,2.0,8.4,13.0,22.7,7.09
Max Strus,$4.7k,SG/SF,1,MIA,IND,12,+2,211,104.5,5.5,23.7,45.8,22.3,4.73
C. Anthony,$4.6k,PF,1,LAL,PHO,11,+6.5,223.5,108.5,16.5,23.7,38.8,22.0,4.78
S. Brown,$3.1k,SG/SF,1,DAL,MIN,10,+2,213.5,105.8,7.5,11.4,17.8,21.5,6.94
A. Simons,$4.5k,PG/SG,1,POR,NO,22,+2.5,218,107.8,10.5,20.7,34.3,21.3,4.72
D. Howard,$4.6k,C,8,LAL,PHO,18,+6.5,223.5,108.5,9.3,15.4,21.5,21.0,4.57
C. Duarte,$4.9k,SG/SF,4,IND,MIA,17,-2,211,106.5,8.5,22.7,38.3,21.0,4.29
Nerlens Noel,$4.0k,C,2,NY,DET,19,-7.5,208,107.8,8.5,15.6,25.5,20.8,5.19
C. Payne,$5.0k,PG/SG,1,PHO,LAL,13,-6.5,223.5,115,21.8,27.6,34.0,20.8,4.15
M. Robinson,$4.4k,C,2,NY,DET,19,-7.5,208,107.8,6.5,19.3,36.3,20.5,4.66
H. Jones,$4.2k,PF/C,3,NO,POR,3,-2.5,218,110.3,11.8,25.5,38.3,20.3,4.82
J. McDaniels,$3.4k,SF/PF,1,MIN,DAL,1,-2,213.5,107.8,8.5,16.3,25.5,20.3,5.96
J. McGee,$4.6k,C,1,PHO,LAL,11,-6.5,223.5,115,12.3,31.6,48.8,20.0,4.35
Cory Joseph,$3.3k,PG,1,DET,NY,3,+7.5,208,100.3,7.3,13.9,21.0,20.0,6.06
F. Jackson,$4.1k,SG,1,DET,NY,30,+7.5,208,100.3,15.0,20.5,31.8,19.5,4.76
C. Johnson,$5.0k,SF/PF,1,PHO,LAL,5,-6.5,223.5,115,21.0,25.6,33.0,19.3,3.85
R. Rondo,$3.7k,PG,1,LAL,PHO,11,+6.5,223.5,108.5,4.0,11.4,19.3,18.8,5.07
I. Thomas,$4.0k,PG,1,LAL,PHO,11,+6.5,223.5,108.5,4.0,15.8,25.5,18.0,4.5
J. Holiday,$4.1k,SG/SF,4,IND,MIA,17,-2,211,106.5,8.5,18.7,28.5,18.0,4.39
M. Brown,$3.0k,C,1,DAL,MIN,7,+2,213.5,105.8,0.0,10.4,27.5,17.8,5.93
F. Ntilikina,$3.0k,PG,5,DAL,MIN,12,+2,213.5,105.8,0.0,2.2,4.0,17.5,5.83
Taj Gibson,$3.2k,PF/C,2,NY,DET,10,-7.5,208,107.8,2.3,6.6,14.8,17.0,5.31
O. Brissett,$3.5k,PF/C,4,IND,MIA,4,-2,211,106.5,14.5,18.0,24.0,16.5,4.71
W. Ellington,$3.9k,SG/SF,1,LAL,PHO,1,+6.5,223.5,108.5,7.3,15.8,24.3,16.0,4.1
Trey Lyles,$3.4k,PF/C,1,DET,NY,30,+7.5,208,100.3,1.0,16.8,25.5,15.8,4.63
Ben McLemore,$3.6k,SG,1,POR,NO,22,+2.5,218,107.8,-0.5,12.8,37.5,12.8,3.54
Ish Wainright,$3.0k,SF/PF,1,PHO,LAL,5,-6.5,223.5,115,-0.5,5.9,18.0,12.8,4.25
L. Bolmaro,$3.0k,PG/SG,1,MIN,DAL,9,-2,213.5,107.8,0.0,2.4,10.0,12.5,4.17
L. Shamet,$3.6k,SG/SF,1,PHO,LAL,15,-6.5,223.5,115,12.0,17.1,23.8,12.5,3.47
KZ Okpala,$3.3k,PF,1,MIA,IND,17,+2,211,104.5,6.0,11.7,18.0,12.5,3.79
T. Ariza Q,$3.4k,PF,1,LAL,PHO,11,+6.5,223.5,108.5,7.3,13.5,29.0,12.0,3.53
J. McLaughlin,$3.0k,PG,3,MIN,DAL,9,-2,213.5,107.8,0.0,7.5,19.3,11.5,3.83
G. Temple,$3.4k,SG,3,NO,POR,6,-2.5,218,110.3,4.3,10.9,26.3,11.3,3.31
Tony Snell,$3.1k,SG/SF,6,POR,NO,22,+2.5,218,107.8,0.0,7.3,15.0,11.0,3.55
D. Jordan,$3.8k,C,1,LAL,PHO,18,+6.5,223.5,108.5,6.5,12.3,19.3,9.5,2.5
Jake Layman,$3.0k,SF/PF,3,MIN,DAL,1,-2,213.5,107.8,0.0,3.5,6.3,9.5,3.17
Brad Wanamaker,$3.4k,PG,4,IND,MIA,1,-2,211,106.5,3.3,10.6,17.0,9.3,2.72
T. Satoransky,$3.3k,PG/SF,3,NO,POR,20,-2.5,218,110.3,1.5,7.1,12.5,9.0,2.73
D. Smith Jr.,$6.0k,PG,8,POR,NO,22,+2.5,218,107.8,-0.5,24.9,41.5,8.8,1.46
Jeremy Lamb,$3.6k,SG/SF,4,IND,MIA,17,-2,211,106.5,3.5,11.1,24.5,8.8,2.43
M. Garrett,$3.2k,SG,1,MIA,IND,12,+2,211,104.5,1.3,5.1,8.8,8.8,2.73
T. Craig,$3.0k,SF/PF,4,IND,MIA,22,-2,211,106.5,0.0,3.0,7.5,5.5,1.83
Luka Garza,$3.0k,C,1,DET,NY,6,+7.5,208,100.3,1.8,6.3,12.8,4.8,1.58
Trey Murphy III,$3.0k,PF,3,NO,POR,3,-2.5,218,110.3,0.0,4.3,9.5,2.5,0.83
A. Reaves O,$3.0k,SG/SF,5,LAL,PHO,1,+6.5,223.5,108.5,0.0,14.0,30.8,0.0,0
Bam Adebayo O,$8.8k,C,21,MIA,IND,2,+2,211,104.5,25.5,33.1,48.3,0.0,0
Malik Monk O,$4.1k,PG/SG,8,LAL,PHO,11,+6.5,223.5,108.5,10.3,19.2,33.5,0.0,0
V. Oladipo O,$4.9k,PG,256,MIA,IND,18,+2,211,104.5,19.8,29.0,45.3,0.0,0
P.J. Tucker O,$4.9k,PF/C,1,MIA,IND,17,+2,211,104.5,16.0,28.9,44.8,0.0,0
C. Smith O,$3.0k,SG,"",DET,NY,30,+7.5,208,100.3,"","","",0.0,0
R. Bullock O,$3.5k,SG,5,DAL,MIN,10,+2,213.5,105.8,0.8,14.0,29.5,0.0,0
T.J. McConnell O,$4.0k,PG,19,IND,MIA,1,-2,211,106.5,0.0,18.1,28.3,0.0,0
Tim Hardaway Jr. O,$6.1k,SG/SF,1,DAL,MIN,10,+2,213.5,105.8,17.8,33.2,52.0,0.0,0
J. Vanderbilt O,$5.6k,PF/C,1,MIN,DAL,27,-2,213.5,107.8,20.5,28.1,33.0,0.0,0
Maxi Kleber O,$4.0k,PF/C,1,DAL,MIN,28,+2,213.5,105.8,6.0,20.8,29.0,0.0,0
CJ McCollum O,$8.4k,PG/SG,16,POR,NO,22,+2.5,218,107.8,32.3,36.8,47.5,0.0,0
K. Olynyk O,$4.5k,C,40,DET,NY,6,+7.5,208,100.3,15.5,23.2,36.0,0.0,0
D. Saric O,$3.0k,C,167,PHO,LAL,11,-6.5,223.5,115,1.3,7.4,10.8,0.0,0
A. Bradley O,$3.1k,SG,5,LAL,PHO,1,+6.5,223.5,108.5,8.8,18.9,35.5,0.0,0
Zion Williamson O,$9.2k,C,230,NO,POR,21,-2.5,218,110.3,26.0,47.1,60.8,0.0,0
M. Morris O,$3.4k,PF/C,42,MIA,IND,17,+2,211,104.5,11.3,14.8,17.3,0.0,0
Kira Lewis Jr. O,$3.0k,PG,12,NO,POR,20,-2.5,218,110.3,6.5,11.4,16.8,0.0,0
I. Quickley O,$5.0k,PG/SG,4,NY,DET,8,-7.5,208,107.8,11.0,23.8,40.5,0.0,0
J. Butler O,$9.3k,SF,14,MIA,IND,9,+2,211,104.5,27.3,36.1,44.8,0.0,0
Kent Bazemore O,$4.7k,SF,3,LAL,PHO,24,+6.5,223.5,108.5,0.0,9.1,29.8,0.0,0
N. Little O,$4.2k,SF/PF,1,POR,NO,7,+2.5,218,107.8,13.8,22.3,33.3,0.0,0
Derrick Rose O,$7.2k,PG,4,NY,DET,8,-7.5,208,107.8,2.8,23.9,37.0,0.0,0
Didi Louzada O,$3.0k,SG,45,NO,POR,6,-2.5,218,110.3,1.3,4.8,15.3,0.0,0
M. McBride O,$3.9k,PG,4,NY,DET,8,-7.5,208,107.8,0.0,14.2,40.0,0.0,0
A. Edwards O,$7.9k,SG/SF,5,MIN,DAL,20,-2,213.5,107.8,26.0,37.5,53.8,0.0,0
P. Beverley O,$5.4k,PG,1,MIN,DAL,9,-2,213.5,107.8,23.3,29.2,35.3,0.0,0
Josh Green O,$3.3k,SF/PF,5,DAL,MIN,10,+2,213.5,105.8,3.3,11.5,19.8,0.0,0
C. Martin O,$3.6k,SG/SF,14,MIA,IND,12,+2,211,104.5,16.8,22.6,32.3,0.0,0
Luka Doncic O,$11.2k,PG/SF,10,DAL,MIN,12,+2,213.5,105.8,42.0,49.6,54.8,0.0,0
Kendrick Nunn O,$3.0k,SG,205,LAL,PHO,1,+6.5,223.5,108.5,9.3,21.8,46.5,0.0,0
W. Cauley-Stein O,$3.4k,C,23,DAL,MIN,7,+2,213.5,105.8,0.8,8.3,13.8,0.0,0
J. Grant O,$7.1k,PF,10,DET,NY,30,+7.5,208,100.3,21.8,36.8,52.5,0.0,0
T. Prince O,$3.1k,SF/PF,10,MIN,DAL,1,-2,213.5,107.8,8.0,12.4,17.8,0.0,0
K. Porzingis O,$9.0k,PF,1,DAL,MIN,28,+2,213.5,105.8,22.3,35.6,53.3,0.0,0
T.J. Warren O,$4.5k,PF,356,IND,MIA,4,-2,211,106.5,7.8,24.4,35.0,0.0,0
A. Nader O,$3.2k,SF/PF,31,PHO,LAL,5,-6.5,223.5,115,0.0,7.2,23.0,0.0,0
K. Hayes O,$3.8k,PG,1,DET,NY,3,+7.5,208,100.3,6.3,18.6,32.5,0.0,0
F. Kaminsky O,$4.9k,C,35,PHO,LAL,11,-6.5,223.5,115,6.8,23.4,46.8,0.0,0
A. Davis O,$10.0k,PF/C,3,LAL,PHO,11,+6.5,223.5,108.5,10.8,36.4,49.5,0.0,0
Josh Okogie O,$3.0k,SG/SF,3,MIN,DAL,20,-2,213.5,107.8,0.0,5.1,9.0,0.0,0
Cody Zeller O,$3.0k,C,14,POR,NO,20,+2.5,218,107.8,7.3,15.8,22.3,0.0,0
E. Omoruyi O,$3.0k,PF,17,DAL,MIN,28,+2,213.5,105.8,1.3,4.8,11.8,0.0,0
