name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
H. Jones,$3.6k,PF,1,NO,WAS,24,+4.5,207.5,101.5,14.0,22.6,28.8,18.0,5
R.J. Hampton,$3.2k,PG/SG,1,ORL,ATL,29,+10.5,215,102.3,15.0,17.7,25.0,18.0,5.63
M. Beasley,$4.0k,SG,1,MIN,PHO,2,+3.5,222.5,109.5,7.8,13.7,25.3,18.0,4.5
Nerlens Noel Q,$3.9k,C,6,NY,IND,24,-3.5,213,108.3,6.0,16.7,30.8,17.8,4.55
Jeff Green,$3.8k,SF/PF,0,DEN,DAL,9,+5.5,208.5,101.5,14.8,18.1,27.0,17.8,4.67
D. Powell,$3.6k,C,2,DAL,DEN,10,-5.5,208.5,107,14.0,19.0,22.0,17.5,4.86
J. Robinson-Earl,$3.6k,PF/C,0,OKC,MIA,7,+9,207.5,99.3,-0.5,15.3,25.0,17.3,4.79
J. Vanderbilt,$3.6k,PF/C,1,MIN,PHO,12,+3.5,222.5,109.5,5.5,16.1,22.5,17.0,4.72
Trey Lyles,$3.2k,PF/C,1,DET,SAC,19,+4.5,214.5,105,3.3,10.1,14.5,17.0,5.31
A. Pokusevski,$3.2k,SF/PF,0,OKC,MIA,19,+9,207.5,99.3,4.5,12.4,18.5,17.0,5.31
C. Payne,$3.5k,PG/SG,0,PHO,MIN,27,-3.5,222.5,113,7.8,20.0,35.5,16.5,4.71
Coby White,$6.2k,PG/SG,182,CHI,LAL,30,-1,216.5,108.8,19.8,32.2,42.3,16.5,2.66
Dean Wade,$3.2k,SF,1,CLE,BOS,5,+3,199.5,98.3,8.3,13.0,18.8,16.5,5.16
J. Holiday,$3.9k,SG/SF,1,IND,NY,23,+3.5,213,104.8,7.0,18.2,33.5,16.3,4.17
Deni Avdija,$3.4k,SF/PF,1,WAS,NO,18,-4.5,207.5,106,4.5,18.3,24.8,16.3,4.78
Mike Muscala,$3.4k,C,2,OKC,MIA,26,+9,207.5,99.3,10.3,19.0,30.5,16.3,4.78
I. Okoro,$3.5k,SF,1,CLE,BOS,5,+3,199.5,98.3,4.8,14.8,22.8,16.3,4.64
W. Ellington,$3.0k,SG/SF,0,LAL,CHI,13,+1,216.5,107.8,6.5,14.6,24.5,16.0,5.33
Cam Reddish,$3.5k,SG/SF,0,ATL,ORL,12,-10.5,215,112.8,5.0,14.6,24.3,16.0,4.57
P. Achiuwa Q,$4.3k,C,3,TOR,POR,25,+2,211.5,104.8,14.5,24.3,27.8,15.8,3.66
Tony Bradley,$3.5k,C,0,CHI,LAL,29,-1,216.5,108.8,3.5,11.8,17.5,15.8,4.5
C. Johnson,$3.3k,SF/PF,0,PHO,MIN,28,-3.5,222.5,113,10.5,17.7,24.0,15.8,4.77
J. Green,$3.5k,PF/C,0,DEN,DAL,6,+5.5,208.5,101.5,12.8,15.3,17.8,15.5,4.43
K. Martin,$3.4k,SF/PF,1,IND,NY,17,+3.5,213,104.8,0.0,14.6,26.0,15.5,4.56
K. Williams,$3.1k,SF,0,OKC,MIA,19,+9,207.5,99.3,6.8,18.5,29.0,15.0,4.84
L. Nance Jr.,$3.2k,PF/C,0,POR,TOR,11,-2,211.5,106.8,12.5,16.1,22.8,15.0,4.69
A. Johnson,$3.4k,PF/C,2,CHI,LAL,9,-1,216.5,108.8,2.0,9.0,19.3,14.8,4.34
Cory Joseph,$3.1k,PG,1,DET,SAC,14,+4.5,214.5,105,10.3,15.6,24.3,14.8,4.76
D. Jones Jr.,$3.1k,SF/PF,0,CHI,LAL,10,-1,216.5,108.8,7.8,15.2,20.0,14.8,4.76
D. Banton,$3.1k,PG,1,TOR,POR,16,+2,211.5,104.8,8.0,13.8,19.8,14.5,4.68
B. Clarke,$3.1k,PF/C,1,MEM,HOU,27,-11.5,219,115.3,7.5,17.5,33.3,14.5,4.68
D. Dedmon,$3.2k,C,1,MIA,OKC,19,-9,207.5,108.3,4.3,8.5,13.3,14.3,4.45
M. Flynn,$3.4k,PG/SG,1,TOR,POR,16,+2,211.5,104.8,1.3,5.9,14.3,14.3,4.19
C. Okeke,$3.1k,SF/PF,1,ORL,ATL,1,+10.5,215,102.3,7.5,13.3,21.0,14.3,4.6
I. Quickley,$3.8k,PG,2,NY,IND,12,-3.5,213,108.3,15.0,21.7,32.8,14.3,3.75
J. McDaniels,$3.2k,SF/PF,1,MIN,PHO,8,+3.5,222.5,109.5,5.3,17.7,29.0,14.0,4.38
Taj Gibson,$3.0k,PF/C,2,NY,IND,20,-3.5,213,108.3,1.5,15.5,26.8,14.0,4.67
R. Bullock,$3.1k,SG/SF,2,DAL,DEN,1,-5.5,208.5,107,0.8,12.3,21.5,14.0,4.52
J. Green,$3.2k,SF/PF,0,CHI,LAL,10,-1,216.5,108.8,7.5,14.8,28.8,13.8,4.3
D. House Jr.,$3.0k,PF,0,HOU,MEM,3,+11.5,219,103.8,2.0,11.5,17.5,13.8,4.58
D. Howard,$3.4k,C,0,LAL,CHI,14,+1,216.5,107.8,4.8,16.3,27.0,13.8,4.04
Ty Jerome,$3.0k,PG/SG,0,OKC,MIA,13,+9,207.5,99.3,1.3,11.5,25.3,13.8,4.58
KJ Martin,$3.2k,PF,0,HOU,MEM,3,+11.5,219,103.8,7.0,12.8,22.3,13.5,4.22
J. Hayes,$3.0k,C,1,NO,WAS,18,+4.5,207.5,101.5,2.0,10.1,13.8,13.5,4.5
Ayo Dosunmu,$3.0k,PG/SG,0,CHI,LAL,30,-1,216.5,108.8,5.0,11.5,23.8,13.5,4.5
Gabe Vincent,$3.0k,PG,1,MIA,OKC,23,-9,207.5,108.3,3.3,7.7,14.5,13.0,4.33
Moe Harkless,$3.0k,SF/PF,2,SAC,DET,27,-4.5,214.5,109.5,0.8,7.7,17.5,13.0,4.33
R. Rondo,$3.5k,PG,0,LAL,CHI,17,+1,216.5,107.8,9.0,16.3,32.0,13.0,3.71
Josh Christopher,$3.0k,SG/SF,0,HOU,MEM,26,+11.5,219,103.8,0.0,5.3,10.8,12.8,4.25
D. Valentine,$3.0k,SG,1,CLE,BOS,15,+3,199.5,98.3,1.3,4.4,8.3,12.5,4.17
Khem Birch,$3.0k,C,1,TOR,POR,25,+2,211.5,104.8,11.8,19.2,25.5,12.3,4.08
A. Bradley,$3.3k,SG,0,LAL,CHI,13,+1,216.5,107.8,6.0,13.5,29.3,12.0,3.64
Max Strus,$3.0k,SG/SF,1,MIA,OKC,4,-9,207.5,108.3,6.8,13.7,22.8,12.0,4
Lou Williams,$3.0k,PG/SG,0,ATL,ORL,18,-10.5,215,112.8,5.5,10.8,15.3,11.8,3.92
A. Wiggins,$3.0k,SG,0,OKC,MIA,27,+9,207.5,99.3,18.0,18.0,18.0,11.8,3.92
M. Chriss,$3.0k,PF,324,POR,TOR,11,-2,211.5,106.8,14.8,31.7,45.0,11.5,3.83
C. Martin,$3.0k,SG/SF,1,MIA,OKC,4,-9,207.5,108.3,6.0,11.5,16.5,11.3,3.75
Gary Harris,$3.0k,SG,1,ORL,ATL,11,+10.5,215,102.3,3.3,8.5,12.8,11.0,3.67
F. Jackson,$3.0k,SG,1,DET,SAC,29,+4.5,214.5,105,0.0,12.9,20.0,11.0,3.67
C. Kispert,$3.1k,SG/SF,1,WAS,NO,22,-4.5,207.5,106,5.0,9.1,14.5,11.0,3.55
Tyus Jones,$3.2k,PG,1,MEM,HOU,24,-11.5,219,115.3,1.8,9.5,17.8,11.0,3.44
R. Langford,$3.2k,SF,1,BOS,CLE,21,-3,199.5,101.3,3.3,10.0,17.0,10.8,3.36
G. Temple,$3.4k,SG,1,NO,WAS,8,+4.5,207.5,101.5,5.3,20.3,33.5,10.8,3.16
D. Wright,$3.0k,PG,0,ATL,ORL,18,-10.5,215,112.8,1.3,9.3,19.8,10.5,3.5
Obi Toppin,$3.3k,SF/PF,2,NY,IND,11,-3.5,213,108.3,10.5,17.4,28.0,10.5,3.18
L. Shamet,$3.0k,SG/SF,0,PHO,MIN,20,-3.5,222.5,113,10.8,18.3,29.8,10.3,3.42
S. Johnson,$3.0k,PF,182,CHI,LAL,9,-1,216.5,108.8,2.0,32.3,65.5,10.3,3.42
G. Williams,$3.3k,PF/C,1,BOS,CLE,1,-3,199.5,101.3,2.0,8.0,17.8,10.3,3.11
T. Satoransky,$3.1k,PG/SG,1,NO,WAS,4,+4.5,207.5,101.5,9.3,14.2,20.3,10.3,3.31
T. Thompson,$3.1k,PF/C,2,SAC,DET,5,-4.5,214.5,109.5,2.0,13.7,23.8,10.0,3.23
T. Craig,$3.2k,SF/PF,1,IND,NY,17,+3.5,213,104.8,3.0,8.8,12.5,9.8,3.05
Dante Exum,$3.0k,SG,316,HOU,MEM,26,+11.5,219,103.8,7.8,14.8,23.5,9.8,3.25
F. Ntilikina,$3.0k,PG/SG,2,DAL,DEN,2,-5.5,208.5,107,7.3,11.3,20.3,9.5,3.17
J. James,$3.0k,SG,184,CLE,BOS,15,+3,199.5,98.3,0.0,20.0,42.5,9.5,3.17
Z. Williams,$3.0k,SG/SF,1,MEM,HOU,6,-11.5,219,115.3,4.0,10.4,20.0,9.5,3.17
Cody Zeller,$3.1k,C,0,POR,TOR,9,-2,211.5,106.8,8.5,12.2,19.0,9.5,3.06
D. Windler,$3.0k,SG,1,CLE,BOS,15,+3,199.5,98.3,3.0,12.3,24.3,9.3,3.08
A. Rivers,$3.0k,SG,0,DEN,DAL,19,+5.5,208.5,101.5,0.8,5.5,10.8,9.0,3
Svi Mykhailiuk,$3.2k,SG/SF,1,TOR,POR,3,+2,211.5,104.8,6.0,10.8,17.0,9.0,2.81
S. Brown,$3.3k,SG/SF,2,DAL,DEN,1,-5.5,208.5,107,5.0,11.4,17.3,8.8,2.65
Luka Garza,$3.0k,C,2,DET,SAC,6,+4.5,214.5,105,5.3,7.3,12.5,8.5,2.83
Quinn Cook,$3.0k,PG,233,POR,TOR,1,-2,211.5,106.8,0.0,9.2,15.5,8.3,2.75
Zeke Nnaji Q,$3.1k,PF/C,0,DEN,DAL,6,+5.5,208.5,101.5,2.0,13.1,28.3,8.3,2.66
Josh Okogie,$3.0k,SG/SF,1,MIN,PHO,2,+3.5,222.5,109.5,-0.5,8.5,12.8,8.3,2.75
J. Parker,$3.0k,PF,1,BOS,CLE,1,-3,199.5,101.3,-0.5,10.2,22.8,8.0,2.67
M. Frazier Jr.,$3.0k,SF,458,OKC,MIA,19,+9,207.5,99.3,-0.5,8.6,18.8,8.0,2.67
Tre Mann,$3.3k,PG/SG,0,OKC,MIA,13,+9,207.5,99.3,3.0,9.0,17.5,7.3,2.2
Kyle Guy,$3.0k,PG,182,CLE,BOS,9,+3,199.5,98.3,1.0,8.0,25.5,7.3,2.42
Trey Murphy III,$3.0k,SF,1,NO,WAS,2,+4.5,207.5,101.5,0.8,11.6,19.5,7.3,2.42
Nate Hinton,$3.0k,SG,182,IND,NY,23,+3.5,213,104.8,0.0,6.8,16.0,7.3,2.42
D. Nwaba,$3.1k,SF,0,HOU,MEM,30,+11.5,219,103.8,4.0,11.8,22.3,7.0,2.26
A. Nader Q,$3.1k,SF/PF,0,PHO,MIN,28,-3.5,222.5,113,3.0,11.3,23.0,7.0,2.26
Solomon Hill,$3.0k,SF/PF,0,ATL,ORL,23,-10.5,215,112.8,0.0,6.6,12.3,6.8,2.25
C. Stanley,$3.0k,SG,178,DET,SAC,29,+4.5,214.5,105,0.0,5.6,16.3,6.5,2.17
C. Boucher O,$3.3k,PF/C,1,TOR,POR,18,+2,211.5,104.8,1.8,9.6,30.5,6.3,1.89
Davon Reed,$3.0k,SG,949,DEN,DAL,19,+5.5,208.5,101.5,0.0,4.3,16.0,6.0,2
Alex Len,$3.0k,C,4,SAC,DET,7,-4.5,214.5,109.5,3.8,17.7,26.3,5.5,1.83
T. Prince,$3.0k,SF/PF,1,MIN,PHO,8,+3.5,222.5,109.5,1.3,5.6,16.8,5.5,1.83
D. Stockton,$3.0k,PG,1290,MEM,HOU,24,-11.5,219,115.3,0.0,2.8,5.5,5.5,1.83
