name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
J. Jackson Jr.,$6.7k,PF/C,0,MEM,OKC,14,-9,214.5,111.8,15.0,27.9,36.8,32.0,4.78
R. Holmes Q,$6.2k,C,11,SAC,GSW,15,+13,221,104,9.3,26.4,43.0,31.8,5.12
Alex Caruso,$5.1k,PG/SG,0,CHI,HOU,28,-6.5,222.5,114.5,10.3,23.6,33.3,31.8,6.23
M. Smart,$5.5k,PG/SG,1,BOS,PHI,20,-3.5,213.5,108.5,10.5,25.9,40.3,31.8,5.77
R. Jackson,$7.6k,PG,1,LAC,SA,16,-4.5,217.5,111,25.8,34.0,42.5,31.5,4.14
I. Zubac,$4.9k,C,1,LAC,SA,29,-4.5,217.5,111,15.5,22.1,33.5,31.5,6.43
Seth Curry,$6.5k,SG,3,PHI,BOS,29,+3.5,213.5,105,17.5,30.4,43.5,31.5,4.85
D. White,$6.5k,PG/SG,0,SA,LAC,13,+4.5,217.5,106.5,12.8,31.6,57.0,31.0,4.77
T. Rozier,$6.5k,PG/SG,0,CHA,UTA,26,+12.5,237.5,112.5,7.3,21.8,34.3,30.5,4.69
K. Oubre Jr.,$6.7k,SG/SF,0,CHA,UTA,4,+12.5,237.5,112.5,7.8,27.8,46.0,30.3,4.51
Luguentz Dort,$6.1k,SG/SF,1,OKC,MEM,1,+9,214.5,102.8,13.0,29.8,41.8,29.5,4.84
D. Schroder,$6.2k,PG,6,BOS,PHI,20,-3.5,213.5,108.5,14.0,29.3,52.0,29.5,4.76
Jae'Sean Tate,$6.1k,PF,1,HOU,CHI,18,+6.5,222.5,108,18.3,27.5,32.5,28.8,4.71
Mike Conley,$6.0k,PG,2,UTA,CHA,29,-12.5,237.5,125,21.8,27.0,38.5,28.5,4.75
J. Clarkson,$5.2k,PG/SG,1,UTA,CHA,29,-12.5,237.5,125,20.5,26.7,33.5,28.3,5.43
K. Johnson,$5.4k,PF,0,SA,LAC,9,+4.5,217.5,106.5,22.0,30.3,38.5,27.5,5.09
Desmond Bane,$6.1k,PG/SG,0,MEM,OKC,10,-9,214.5,111.8,18.5,29.5,39.0,27.5,4.51
S. Adams,$5.0k,C,0,MEM,OKC,13,-9,214.5,111.8,14.0,27.3,37.8,26.5,5.3
B. Bogdanovic,$5.0k,SF/PF,1,UTA,CHA,16,-12.5,237.5,125,13.5,22.8,29.8,26.5,5.3
PJ Washington,$5.5k,PF/C,0,CHA,UTA,2,+12.5,237.5,112.5,17.5,26.1,38.8,26.3,4.77
Chimezie Metu,$4.7k,PF,0,SAC,GSW,20,+13,221,104,9.3,22.8,38.8,25.5,5.43
Eric Gordon,$5.7k,SG/SF,1,HOU,CHI,15,+6.5,222.5,108,16.5,29.0,42.8,24.5,4.3
Luke Kennard,$6.0k,SG,1,LAC,SA,13,-4.5,217.5,111,17.5,31.4,45.8,24.5,4.08
Enes Freedom,$3.6k,C,1,BOS,PHI,20,-3.5,213.5,108.5,0.8,9.4,17.5,24.5,6.81
A. Sengun,$5.9k,C,1,HOU,CHI,16,+6.5,222.5,108,7.0,29.3,46.8,23.5,3.98
Terance Mann,$5.4k,PG/SF,1,LAC,SA,16,-4.5,217.5,111,11.3,27.5,33.8,23.3,4.31
D. Melton,$4.8k,PG/SG,0,MEM,OKC,10,-9,214.5,111.8,9.0,24.2,37.8,23.0,4.79
J. Green,$3.1k,SF,0,CHI,HOU,13,-6.5,222.5,114.5,9.8,16.1,26.0,23.0,7.42
G. Mathews,$4.8k,SF,1,HOU,CHI,20,+6.5,222.5,108,6.3,21.0,34.3,22.8,4.74
Kyle Anderson,$5.2k,SF/PF,0,MEM,OKC,17,-9,214.5,111.8,23.0,30.8,41.8,22.8,4.38
Rudy Gay,$3.6k,SF/PF,1,UTA,CHA,16,-12.5,237.5,125,7.3,13.9,17.5,22.5,6.25
D. Bazley,$4.3k,PF,1,OKC,MEM,21,+9,214.5,102.8,6.5,20.9,27.8,22.5,5.23
Eric Bledsoe,$4.7k,PG,1,LAC,SA,16,-4.5,217.5,111,16.3,24.8,42.8,22.3,4.73
Damion Lee,$3.8k,SG/SF,1,GSW,SAC,12,-13,221,117,1.3,11.9,19.3,22.3,5.86
J. McDaniels,$3.3k,PF,0,CHA,UTA,2,+12.5,237.5,112.5,11.8,19.1,32.5,22.0,6.67
Joe Ingles,$4.0k,SG/SF,1,UTA,CHA,24,-12.5,237.5,125,12.3,18.4,27.0,22.0,5.5
Coby White,$3.7k,PG/SG,0,CHI,HOU,28,-6.5,222.5,114.5,7.8,15.1,30.5,22.0,5.95
D. Green Q,$3.8k,SF,3,PHI,BOS,1,+3.5,213.5,105,5.3,14.4,30.5,22.0,5.79
R. O'Neale,$4.2k,PF,1,UTA,CHA,19,-12.5,237.5,125,10.3,18.8,23.8,22.0,5.24
Otto Porter Jr.,$3.7k,SF/PF,2,GSW,SAC,12,-13,221,117,6.3,15.1,24.0,21.5,5.81
KJ Martin,$4.3k,PF/C,1,HOU,CHI,18,+6.5,222.5,108,14.8,24.3,29.3,21.0,4.88
N. Batum,$4.5k,PF/C,1,LAC,SA,5,-4.5,217.5,111,4.3,13.9,21.3,20.8,4.61
L. Walker IV,$4.2k,SG/SF,0,SA,LAC,23,+4.5,217.5,106.5,14.0,26.4,37.0,20.5,4.88
Josh Christopher,$3.9k,SG/SF,1,HOU,CHI,15,+6.5,222.5,108,15.5,21.4,26.0,20.3,5.19
Isaiah Joe,$3.0k,SG,3,PHI,BOS,29,+3.5,213.5,105,3.0,8.7,14.3,20.0,6.67
Gary Payton II,$4.1k,PG/SG,1,GSW,SAC,27,-13,221,117,5.5,13.3,29.8,19.8,4.82
D. Vassell,$4.1k,SF/PF,0,SA,LAC,21,+4.5,217.5,106.5,14.3,20.2,28.3,19.8,4.82
Tyus Jones Q,$5.8k,PG,0,MEM,OKC,10,-9,214.5,111.8,15.0,24.1,33.5,19.5,3.36
M. Plumlee,$4.0k,C,0,CHA,UTA,28,+12.5,237.5,112.5,16.3,20.5,24.5,19.3,4.81
K. Looney,$3.9k,C,1,GSW,SAC,12,-13,221,117,13.8,23.5,28.5,19.0,4.87
A. Brooks Q,$5.2k,PG/SG,3,HOU,CHI,30,+6.5,222.5,108,5.5,20.5,36.0,19.0,3.65
M. Thybulle,$3.3k,SF/PF,3,PHI,BOS,1,+3.5,213.5,105,7.0,11.9,17.0,18.8,5.68
H. Whiteside,$3.9k,C,1,UTA,CHA,8,-12.5,237.5,125,9.5,24.5,44.5,18.3,4.68
J. Robinson-Earl,$3.3k,PF/C,1,OKC,MEM,21,+9,214.5,102.8,11.3,15.0,21.3,18.0,5.45
Doug McDermott Q,$3.7k,SF,2,SA,LAC,21,+4.5,217.5,106.5,1.3,15.9,21.8,17.5,4.73
T. Thompson,$4.3k,C,0,SAC,GSW,15,+13,221,104,7.0,19.2,28.3,17.0,3.95
K. Williams,$3.7k,SF,1,OKC,MEM,23,+9,214.5,102.8,6.3,19.3,35.5,17.0,4.59
N. Bjelica,$3.6k,PF/C,1,GSW,SAC,23,-13,221,117,5.5,15.7,27.0,17.0,4.72
Tre Mann,$3.4k,PG/SG,1,OKC,MEM,4,+9,214.5,102.8,8.3,16.5,26.3,16.0,4.71
A. Iguodala,$3.2k,SF,2,GSW,SAC,12,-13,221,117,5.8,15.4,34.5,16.0,5
C. Bassey,$3.5k,C,6,PHI,BOS,17,+3.5,213.5,105,0.8,14.0,35.0,15.8,4.5
A. Nesmith,$3.2k,SG/SF,1,BOS,PHI,6,-3.5,213.5,108.5,1.5,7.9,14.8,15.8,4.92
D. Favors,$3.2k,C,1,OKC,MEM,18,+9,214.5,102.8,4.0,14.4,22.3,15.5,4.84
Juan Toscano-Anderson,$4.0k,PF,1,GSW,SAC,23,-13,221,117,1.5,9.8,26.5,15.0,3.75
B. Boston Jr.,$3.3k,SG/SF,1,LAC,SA,13,-4.5,217.5,111,1.5,14.5,39.0,14.8,4.47
X. Tillman,$3.4k,C,0,MEM,OKC,13,-9,214.5,111.8,11.8,17.6,22.8,14.3,4.19
J. Bouknight,$3.2k,SG,0,CHA,UTA,4,+12.5,237.5,112.5,1.5,14.7,38.0,14.0,4.38
D.J. Augustin,$3.5k,PG,1,HOU,CHI,30,+6.5,222.5,108,5.0,14.4,29.0,13.3,3.79
Mike Muscala,$3.0k,C,1,OKC,MEM,18,+9,214.5,102.8,6.0,11.9,26.8,13.3,4.42
D. Jones,$3.0k,C,0,SAC,GSW,15,+13,221,104,2.0,14.7,39.0,13.3,4.42
Moe Harkless,$3.0k,SF/PF,0,SAC,GSW,3,+13,221,104,-0.5,6.0,14.0,13.0,4.33
J. Winslow,$3.4k,PG/SF,1,LAC,SA,16,-4.5,217.5,111,6.0,14.4,24.3,12.5,3.68
A. McKinnie,$3.0k,SF/PF,0,CHI,HOU,13,-6.5,222.5,114.5,1.3,8.3,20.8,12.3,4.08
Tony Bradley,$3.0k,C,0,CHI,HOU,25,-6.5,222.5,114.5,5.8,12.4,15.8,12.0,4
J. Kuminga,$3.5k,PF,1,GSW,SAC,23,-13,221,117,2.0,12.1,33.3,11.3,3.21
Ish Smith,$3.4k,PG,0,CHA,UTA,26,+12.5,237.5,112.5,1.5,13.4,37.3,11.0,3.24
Bryn Forbes,$3.4k,SG,0,SA,LAC,23,+4.5,217.5,106.5,0.0,15.2,29.3,10.8,3.16
M. Moody,$3.3k,SG,1,GSW,SAC,12,-13,221,117,0.0,7.5,28.0,10.5,3.18
A. Wiggins,$3.1k,SG/SF,1,OKC,MEM,1,+9,214.5,102.8,1.3,7.9,12.8,10.5,3.39
C. Chiozza,$3.4k,PG,1,GSW,SAC,27,-13,221,117,4.8,11.1,19.0,10.0,2.94
John Konchar,$3.3k,SG/SF,0,MEM,OKC,25,-9,214.5,111.8,2.5,11.1,21.8,9.8,2.95
P. Pritchard,$3.7k,PG,1,BOS,PHI,20,-3.5,213.5,108.5,0.0,11.8,27.3,9.8,2.64
R. Langford,$3.1k,SF,2,BOS,PHI,30,-3.5,213.5,108.5,4.5,11.2,16.3,9.5,3.06
D. Nwaba,$3.6k,SF,1,HOU,CHI,20,+6.5,222.5,108,2.0,15.0,27.8,8.8,2.43
B. Fernando,$3.0k,PF/C,15,BOS,PHI,8,-3.5,213.5,108.5,0.0,1.5,4.8,8.5,2.83
K. Tillie,$3.1k,PF/C,0,MEM,OKC,14,-9,214.5,111.8,1.3,11.3,22.3,7.0,2.26
T. Forrest,$3.1k,SG,1,UTA,CHA,24,-12.5,237.5,125,0.0,3.4,11.8,5.8,1.85
Paul Reed,$3.0k,PF/C,4,PHI,BOS,15,+3.5,213.5,105,0.0,3.7,6.0,5.5,1.83
Jock Landale,$3.1k,C,0,SA,LAC,4,+4.5,217.5,106.5,0.0,6.2,12.0,5.3,1.69
K. Bates-Diop,$3.0k,SF/PF,0,SA,LAC,21,+4.5,217.5,106.5,-0.5,14.2,24.8,4.0,1.33
Tre Jones,$3.0k,PG,0,SA,LAC,13,+4.5,217.5,106.5,4.0,13.6,30.8,3.8,1.25
J. Ramsey,$3.0k,SG,0,SAC,GSW,5,+13,221,104,0.0,5.4,11.8,3.0,1
Amir Coffey,$3.0k,PG/SG,1,LAC,SA,16,-4.5,217.5,111,1.3,7.0,13.8,3.0,1
J. Robinson,$3.0k,PG,0,SAC,GSW,22,+13,221,104,-0.5,3.1,12.8,2.3,0.75
J. Poole O,$6.2k,PG/SG,5,GSW,SAC,27,-13,221,117,18.5,30.6,35.3,0.0,0
M. Morris Sr. O,$5.6k,SF/PF,4,LAC,SA,29,-4.5,217.5,111,16.5,30.4,41.3,0.0,0
Klay Thompson O,$5.7k,SG,920,GSW,SAC,12,-13,221,117,29.3,39.0,44.5,0.0,0
M. Bagley III O,$4.6k,PF,6,SAC,GSW,20,+13,221,104,17.8,26.3,34.5,0.0,0
S. Milton O,$5.4k,PG/SG,3,PHI,BOS,6,+3.5,213.5,105,15.0,20.4,26.0,0.0,0
D. House Jr. O,$3.0k,SF,14,HOU,CHI,20,+6.5,222.5,108,6.0,11.9,22.5,0.0,0
Troy Brown Jr. O,$3.6k,SF/PF,8,CHI,HOU,13,-6.5,222.5,114.5,9.5,17.0,23.0,0.0,0
Ayo Dosunmu O,$4.4k,PG/SG,11,CHI,HOU,28,-6.5,222.5,114.5,5.5,14.3,31.5,0.0,0
S. Johnson O,$3.0k,PF,217,CHI,HOU,11,-6.5,222.5,114.5,2.0,32.3,65.5,0.0,0
Louis King O,$3.0k,SF/PF,6,SAC,GSW,3,+13,221,104,0.0,13.7,28.3,0.0,0
K. Porter Jr. O,$7.8k,PG,16,HOU,CHI,30,+6.5,222.5,108,17.8,34.1,54.0,0.0,0
J. Preston O,$3.0k,PG,"",LAC,SA,16,-4.5,217.5,111,"","","",0.0,0
Josh Richardson O,$4.8k,SG,1,BOS,PHI,6,-3.5,213.5,108.5,8.5,24.2,47.3,0.0,0
Cody Martin O,$5.7k,SG/SF,2,CHA,UTA,4,+12.5,237.5,112.5,17.0,32.0,45.5,0.0,0
B. Thomas O,$3.0k,PG,2,BOS,PHI,20,-3.5,213.5,108.5,-0.5,8.2,25.5,0.0,0
A. Wiggins O,$6.8k,SG/SF,2,GSW,SAC,12,-13,221,117,25.0,33.0,44.0,0.0,0
P. Williams O,$3.3k,SF,52,CHI,HOU,13,-6.5,222.5,114.5,6.8,12.4,16.0,0.0,0
J. Wiseman O,$4.2k,C,253,GSW,SAC,12,-13,221,117,9.3,20.3,32.0,0.0,0
J. Parker O,$3.0k,PF,9,BOS,PHI,8,-3.5,213.5,108.5,0.0,8.2,14.3,0.0,0
S. Aldama O,$3.0k,PF,6,MEM,OKC,14,-9,214.5,111.8,3.3,4.7,6.5,0.0,0
A. Drummond O,$6.9k,C,3,PHI,BOS,17,+3.5,213.5,105,4.3,16.7,26.8,0.0,0
T. Maxey O,$6.9k,PG,4,PHI,BOS,6,+3.5,213.5,105,12.0,26.4,40.3,0.0,0
Zach LaVine O,$9.9k,SG/SF,8,CHI,HOU,7,-6.5,222.5,114.5,40.0,48.3,53.0,0.0,0
Z. Williams O,$3.2k,SG/SF,13,MEM,OKC,25,-9,214.5,111.8,-0.5,8.6,15.0,0.0,0
J. Springer O,$3.0k,SG,60,PHI,BOS,29,+3.5,213.5,105,0.0,0.0,0.0,0.0,0
Matt Thomas O,$3.0k,SG,13,CHI,HOU,7,-6.5,222.5,114.5,0.0,4.8,9.3,0.0,0
Al Horford O,$6.6k,PF/C,6,BOS,PHI,8,-3.5,213.5,108.5,22.5,29.8,47.0,0.0,0
Alex Len O,$3.8k,C,4,SAC,GSW,15,+13,221,104,12.8,17.5,20.5,0.0,0
J. Green O,$4.4k,PG/SG,25,HOU,CHI,30,+6.5,222.5,108,11.0,19.8,30.8,0.0,0
F. Korkmaz O,$3.6k,SG/SF,6,PHI,BOS,29,+3.5,213.5,105,3.3,11.9,24.0,0.0,0
G. Niang O,$3.4k,SF/PF,6,PHI,BOS,1,+3.5,213.5,105,4.3,9.2,14.3,0.0,0
J. Hernangomez O,$3.0k,PF,6,BOS,PHI,8,-3.5,213.5,108.5,-0.5,3.3,6.3,0.0,0
Sam Hauser O,$3.0k,PF,6,BOS,PHI,8,-3.5,213.5,108.5,3.3,4.0,4.8,0.0,0
M. Diakite O,$3.0k,SF/PF,173,OKC,MEM,23,+9,214.5,102.8,0.0,2.7,6.3,0.0,0
M. Fitts O,$3.0k,PF,11,UTA,CHA,19,-12.5,237.5,125,0.0,1.7,4.8,0.0,0
K. Leonard O,$10.0k,PF,188,LAC,SA,5,-4.5,217.5,111,37.0,51.2,66.0,0.0,0
U. Azubuike O,$3.0k,C,31,UTA,CHA,8,-12.5,237.5,125,0.0,2.4,4.0,0.0,0
G. Riller O,$3.0k,PG/SG,215,PHI,BOS,6,+3.5,213.5,105,0.0,4.9,9.0,0.0,0
John Wall O,$7.9k,PG,240,HOU,CHI,30,+6.5,222.5,108,11.8,36.4,56.3,0.0,0
G. Williams O,$3.3k,PF/C,6,BOS,PHI,8,-3.5,213.5,108.5,3.3,17.1,29.3,0.0,0
D. Jones Jr. O,$4.0k,SF/PF,0,CHI,HOU,13,-6.5,222.5,114.5,1.3,16.0,26.8,0.0,0
Sam Merrill O,$3.0k,SG,31,MEM,OKC,25,-9,214.5,111.8,1.3,6.5,12.5,0.0,0
A. Johnson O,$3.0k,PF/C,8,CHI,HOU,11,-6.5,222.5,114.5,1.3,2.8,4.3,0.0,0
R. Williams O,$5.7k,C,1,BOS,PHI,20,-3.5,213.5,108.5,13.3,22.4,30.0,0.0,0
Zach Collins O,$3.0k,C,491,SA,LAC,4,+4.5,217.5,106.5,4.8,13.8,20.5,0.0,0
B. Clarke O,$3.8k,PF/C,17,MEM,OKC,14,-9,214.5,111.8,12.8,21.2,27.5,0.0,0
De'Aaron Fox O,$7.4k,PG,4,SAC,GSW,22,+13,221,104,23.5,38.5,48.5,0.0,0
I. Hartenstein O,$4.6k,C,1,LAC,SA,29,-4.5,217.5,111,20.8,25.1,34.3,0.0,0
T. Davis O,$3.9k,SG/SF,6,SAC,GSW,5,+13,221,104,14.0,27.0,38.0,0.0,0
D. Mitchell O,$3.7k,PG/SG,4,SAC,GSW,22,+13,221,104,18.3,24.1,28.3,0.0,0
Ben Simmons O,$8.3k,PG,182,PHI,BOS,6,+3.5,213.5,105,25.8,34.0,45.0,0.0,0
