contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (TOR vs OKC),5500,Showdown Captain Mode,123678938,10,52,15000,Wed 8:00PM,1256,1764,63542
NBA $175K Fadeaway [$50K to 1st] (Night),8250,Classic,123692891,15,150,175000,Wed 10:00PM,7705,13725,63543
NBA Showdown $120K Fadeaway [$30K to 1st] (GSW vs UTA),8250,Showdown Captain Mode,123692942,15,150,120000,Wed 10:00PM,5741,9411,63546
NBA $75K Slam Jam Special [$20K to 1st] (Night),137500,Classic,123692890,250,10,75250,Wed 10:00PM,217,334,63543
NBA Showdown $26K Jab Step [$5K to 1st] (GSW vs UTA),3300,Showdown Captain Mode,123678964,6,150,26000,Wed 10:00PM,2441,5098,63546
NBA Showdown $15K SLAM Jam [$5K to 1st] (GSW vs UTA),122100,Showdown Captain Mode,123692941,222,2,15000,Wed 10:00PM,32,75,63546
NBA Showdown $2.2K Posterizer [Single Entry] (TOR vs OKC),82500,Showdown Captain Mode,123678932,150,1,2200,Wed 8:00PM,11,16,63542
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (TOR vs OKC),517000,Showdown Captain Mode,123680323,940,1,4444,Wed 8:00PM,0,5,63542
NBA $30K Jab Step [$5K to 1st] (Night),3300,Classic,123678945,6,150,30000,Wed 10:00PM,3691,5882,63543
NBA $17.5K And-One (Night),550,Classic,123678947,1,20,17500,Wed 10:00PM,12601,20808,63543
NBA Tiers $12K Zone [$2K to 1st] (Night),2750,Tiers,123678957,5,85,12000,Wed 10:00PM,1645,2853,63544
NBA Tiers $3K And-One [20 Entry Max] (Night),550,Tiers,123678958,1,20,3000,Wed 10:00PM,2590,3567,63544
NBA Tiers $1.25K Quarter Jukebox [Just $0.25!] (Night),138,Tiers,123678959,0,20,1250,Wed 10:00PM,4164,5945,63544
NBA Tiers $500 Ankle Breaker [Single Entry] (Night),27500,Tiers,123727786,50,1,500,Wed 10:00PM,4,11,63544
NBA Tiers $500 Sharpshooter (Night),1650,Tiers,123678955,3,5,500,Wed 10:00PM,153,198,63544
NBA $10K High Five [Single Entry] (Night),2750,Classic,123678942,5,1,10000,Wed 10:00PM,1121,2378,63543
NBA $15.6K Courtside Special [Single Entry] (Night),825000,Classic,123692889,1500,1,15600,Wed 10:00PM,7,11,63543
NBA $10K Showtime [Single Entry] (Night),55000,Classic,123678941,100,1,10000,Wed 10:00PM,55,111,63543
NBA $10K Triple Threat (Night),18150,Classic,123678944,33,10,10000,Wed 10:00PM,230,353,63543
NBA $6K Mid Range Jumper [Single Entry] (Night),22000,Classic,123678949,40,1,6000,Wed 10:00PM,75,174,63543
NBA Showdown $12.5K And-One (GSW vs UTA),550,Showdown Captain Mode,123678972,1,20,12500,Wed 10:00PM,9178,14863,63546
NBA Showdown $8K All-Star [Single Entry] (GSW vs UTA),583000,Showdown Captain Mode,123678965,1060,1,8000,Wed 10:00PM,3,8,63546
NBA Showdown $3K Ankle Breaker [2 Entry Max] (GSW vs UTA),27500,Showdown Captain Mode,123678963,50,2,3000,Wed 10:00PM,30,68,63546
NBA Showdown $5K Showtime [Single Entry] (GSW vs UTA),55000,Showdown Captain Mode,123678968,100,1,5000,Wed 10:00PM,27,55,63546
NBA Showdown $4K High Five [Single Entry] (GSW vs UTA),2750,Showdown Captain Mode,123678970,5,1,4000,Wed 10:00PM,452,951,63546
NBA $350K 6th Man [$100K to 1st],330000,Classic,123724573,600,19,350000,Thu 7:00PM,1,648,63631
NBA $350K Fadeaway [$100K to 1st],8250,Classic,123724572,15,150,350000,Thu 7:00PM,7,27450,63631
NBA $140K Hall of Famer [$50K to 1st],1166000,Classic,123724569,2120,2,140000,Thu 7:00PM,0,70,63631
NBA $80K Four Point Play [20 Entry Max],2200,Classic,123724570,4,20,80000,Thu 7:00PM,28,23781,63631
NBA $80K Box Out [$20K to 1st],48400,Classic,123724575,88,30,80000,Thu 7:00PM,0,1033,63631
NBA $5K Pick and Roll [Single Entry] (Night),6600,Classic,123678950,12,1,5000,Wed 10:00PM,223,490,63543
NBA Single Entry $5 Double Up (Night),2750,Classic,123678953,5,1,1000,Wed 10:00PM,163,229,63543
NBA Single Entry $25 Double Up (Night),13750,Classic,123678951,25,1,2000,Wed 10:00PM,54,91,63543
NBA Single Entry $10 Double Up (Night),5500,Classic,123678952,10,1,1000,Wed 10:00PM,83,114,63543
NBA Satellite to $895 FBWC Qualifier (Night),50600,Classic,123680386,92,1,895,Wed 10:00PM,4,11,63543
NBA Showdown SUPERSat to $25 Fantasy Basketball Finale [4x] (TOR vs OKC),1650,Showdown Captain Mode,123680149,3,1,100,Wed 8:00PM,10,39,63542
NBA Showdown Fantasy Football Super Bowl MEGA Millionaire [2-13] [Must Fill] (TOR vs OKC),863500,Showdown Captain Mode,123680329,1570,1,4444,Wed 8:00PM,0,3,63542
NBA Showdown Fantasy Football Super Bowl MEGA Millionaire [2-13] [Must Fill] (TOR vs OKC),863500,Showdown Captain Mode,123680330,1570,1,4444,Wed 8:00PM,0,3,63542
NBA Showdown Satellite to NBA $15 Return From Break Special (2-24) [Must Fill] (TOR vs OKC),2750,Showdown Captain Mode,123680324,5,1,18,Wed 8:00PM,2,4,63542
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (TOR vs OKC),484000,Showdown Captain Mode,123680327,880,1,2500,Wed 8:00PM,0,3,63542
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (TOR vs OKC),484000,Showdown Captain Mode,123680328,880,1,2500,Wed 8:00PM,0,3,63542
NBA Showdown $4K All Star [Single Entry] (Must Fill) (TOR vs OKC),583000,Showdown Captain Mode,123680317,1060,1,4000,Wed 8:00PM,3,4,63542
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (TOR vs OKC),146850,Showdown Captain Mode,123728732,267,1,1000,Wed 8:00PM,3,4,63542
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (TOR vs OKC),146850,Showdown Captain Mode,123728522,267,1,1000,Wed 8:00PM,1,4,63542
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (TOR vs OKC)",224400,Showdown Captain Mode,123680319,408,1,1500,Wed 8:00PM,2,4,63542
NBA Showdown Satellite to NAS 2-20 Screaming Eagle [Must Fill] (TOR vs OKC),99550,Showdown Captain Mode,123680322,181,1,500,Wed 8:00PM,0,3,63542
NBA Showdown $3.8K 3-Ball [Single Entry] (GSW vs UTA),165000,Showdown Captain Mode,123678971,300,1,3800,Wed 10:00PM,8,14,63546
NBA Showdown $3K Triple Threat [3 Entry Max] (GSW vs UTA),18150,Showdown Captain Mode,123678966,33,3,3000,Wed 10:00PM,52,106,63546
NBA Showdown Satellite to $895 FBWC Qualifier (GSW vs UTA),50600,Showdown Captain Mode,123680725,92,1,895,Wed 10:00PM,1,11,63546
