contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $400K Fadeaway [$100K to 1st],8250,Classic,119570003,15,150,4e+05,Tue 7:30PM,20937,31372,60034
NBA $402K Rainmaker Special [$125K to 1st],1749000,Classic,119570000,3180,4,402000,Tue 7:30PM,90,134,60034
NBA $200K Power Dunk [$50K to 1st],244200,Classic,119569997,444,15,2e+05,Tue 7:30PM,376,500,60034
NBA Showdown $50K Pull Up Jumper [$10K to 1st] (NYK vs BKN),5500,Showdown Captain Mode,119569864,10,150,50000,Tue 7:30PM,2785,5882,60037
NBA $60K Splash [3 Entry Max],110000,Classic,119570002,200,3,60000,Tue 7:30PM,242,333,60034
NBA $100K Four Point Play [20 Entry Max],2200,Classic,119569995,4,20,1e+05,Tue 7:30PM,21316,29726,60034
NBA $100K Box Out [$20K to 1st],48400,Classic,119570001,88,38,1e+05,Tue 7:30PM,871,1291,60034
NBA $6K Showtime [Single Entry],55000,Classic,119615878,100,1,6000,Tue 7:30PM,25,66,60034
NBA $50K Showtime [Single Entry],55000,Classic,119548737,100,1,50000,Tue 7:30PM,423,555,60034
NBA $1M Mega 8's Special [$250K to 1st],488400,Classic,119203012,888,37,1e+06,Wed 7:00PM,37,1251,60047
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,119548770,5,150,30000,Tue 7:30PM,5227,7134,60036
NBA Tiers $625 And-One [20 Entry Max],550,Tiers,119624031,1,20,625,Tue 7:30PM,81,743,60036
NBA Tiers $7K And-One,550,Tiers,119548772,1,20,7000,Tue 7:30PM,7663,8323,60036
NBA Tiers $2.5K Hot Shot [3 Entry Max],1650,Tiers,119548771,3,3,2500,Tue 7:30PM,615,990,60036
NBA Tiers $1.6K Crossover,14850,Tiers,119548769,27,2,1600,Tue 7:30PM,37,69,60036
NBA $1K Mid Range Jumper,22000,Classic,119616489,40,1,1000,Tue 7:30PM,18,29,60034
NBA $40K Mid Range Jumper [Single Entry],22000,Classic,119548739,40,1,40000,Tue 7:30PM,892,1166,60034
NBA $40K And-One [20 Entry Max],550,Classic,119569996,1,20,40000,Tue 7:30PM,36178,47562,60034
