abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
L. James,LeBron James,SF/PF,LAL,50.3,"$10,800",4.66,36.79,27.2,8.2,6.8,1.3,0.8,3.2
A. Davis,Anthony Davis,PF/C,LAL,48.2,"$11,200",4.3,36.23,24.4,10,2.8,1.2,2.0,2.0
D. Murray,Dejounte Murray,PG/SG,SA,48.1,"$10,600",4.54,35.46,21.9,8,8.6,1.8,0.2,2.3
K. Towns,Karl-Anthony Towns,C,MIN,47.2,"$9,900",4.77,34.25,25.8,10.1,4.2,0.9,1.1,3.0
N. Vucevic,Nikola Vucevic,C,CHI,46.7,"$9,800",4.76,34.73,19.9,13.2,4.3,1.0,1.1,1.8
D. DeRozan,DeMar DeRozan,SG/SF,CHI,46.6,"$10,500",4.43,37.41,27.3,5,7.3,1.1,0.4,2.2
L. Ball,LaMelo Ball,PG,CHI,46.5,"$8,400",5.53,36.52,21.9,7.4,8.4,1.7,0.4,3.2
S. Curry,Stephen Curry,PG,GS,46.0,"$9,500",4.84,36.02,26.8,5.7,7.1,1.4,0.3,3.4
D. Sabonis,Domantas Sabonis,PF/C,MIN,42.1,"$9,900",4.25,34.90,17.9,11.5,5.8,1.1,0.5,3.1
P. Siakam,Pascal Siakam,PF,TOR,42.0,"$10,000",4.2,37.90,19.7,9.6,5.1,1.2,0.7,2.6
D. Mitchell,Donovan Mitchell,SG/PG,GS,41.4,"$8,800",4.71,34.23,26.2,4.3,5.3,1.3,0.3,2.7
J. Nurkic,Jusuf Nurkic,C,LAL,41.1,"$7,700",5.33,32.40,18.2,11.8,3.4,1.2,0.9,2.7
Z. LaVine,Zach LaVine,SG,CHI,39.4,"$8,000",4.92,36.75,24.0,5.1,5.5,0.9,0.5,3.2
T. Rozier,Terry Rozier,SG/PG,CHI,39.2,"$6,400",6.13,39.75,22.2,4.8,5.1,1.4,0.4,1.8
F. VanVleet,Fred VanVleet,PG,TOR,39.0,"$8,500",4.59,38.89,18.2,4.7,7.3,1.6,0.6,2.4
D. Fox,De'Aaron Fox,PG,MIN,38.2,"$8,100",4.71,34.84,21.9,3.6,6.3,1.4,0.4,2.9
M. Bridges,Miles Bridges,SF,CHI,38.2,"$7,200",5.3,36.95,21.1,7.1,3.3,0.9,0.9,1.8
A. Edwards,Anthony Edwards,SF/SG,MIN,37.0,"$7,400",5,35.12,22.6,5,3.4,1.3,0.6,2.4
A. Simons,Anfernee Simons,PG/SG,LAL,36.9,"$6,800",5.42,37.00,22.1,3.9,6.2,0.7,0.2,1.9
J. Allen,Jarrett Allen,C/PF,SA,36.2,"$7,600",4.76,31.35,14.6,12,1.8,0.6,1.4,1.5
D. Garland,Darius Garland,SG/PG,SA,35.8,"$8,100",4.42,35.78,20.0,3,7.4,1.3,0.1,3.1
E. Mobley,Evan Mobley,C/PF,SA,35.3,"$7,000",5.04,35.02,15.7,8.3,2.6,0.8,1.7,1.8
R. Westbrook,Russell Westbrook,PG,LAL,34.7,"$7,600",4.57,34.65,14.0,7.8,7.1,1.2,0.3,3.8
J. Poeltl,Jakob Poeltl,C,SA,34.0,"$7,800",4.36,31.00,12.1,9.2,2.9,0.8,1.9,1.6
C. LeVert,Caris LeVert,SG/SF,SA,33.8,"$8,700",3.88,31.93,17.8,4.2,4.9,1.2,0.6,1.8
D. Russell,D'Angelo Russell,SG/PG,MIN,33.6,"$7,400",4.54,32.26,17.4,3.4,6.8,1.1,0.4,2.6
K. Oubre,Kelly Oubre,SF/SG,CHI,32.0,"$6,100",5.24,33.95,18.9,5.6,1.5,1.2,0.6,1.3
