contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $100K Fadeaway [$25K to 1st] (Night),8250,Classic,121871427,15,150,1e+05,Mon 10:00PM,4340,7843,61642
NBA Showdown $6K Pull Up Jumper [$2K to 1st] (UTA vs NOP),5500,Showdown Captain Mode,121855820,10,21,6000,Mon 8:00PM,338,705,61640
NBA $33.4K SLAM Jam [$10K to 1st] (Night),122100,Classic,121871428,222,5,33400,Mon 10:00PM,86,167,61642
NBA Showdown $6K Pull Up Jumper [$2K to 1st] (MEM vs BKN),5500,Showdown Captain Mode,121855802,10,21,6000,Mon 7:30PM,571,705,61638
NBA Showdown $100K Fadeaway [$25K to 1st] (MIN vs LAC),8250,Showdown Captain Mode,121871437,15,150,1e+05,Mon 10:30PM,2717,7843,61645
NBA Showdown $7K And-One (MIN vs LAC),550,Showdown Captain Mode,121855852,1,20,7000,Mon 10:30PM,4566,8323,61645
NBA $12.5K And-One (Night),550,Classic,121855836,1,20,12500,Mon 10:00PM,7845,14863,61642
NBA $6K High Five [Single Entry] (Night),2750,Classic,121855840,5,1,6000,Mon 10:00PM,687,1426,61642
NBA Showdown $6K Pull Up Jumper [$2K to 1st] (DEN vs DAL),5500,Showdown Captain Mode,121855829,10,21,6000,Mon 8:30PM,398,705,61641
NBA Showdown $1.5K Posterizer [Single Entry] (DEN vs DAL),82500,Showdown Captain Mode,121891120,150,1,1500,Mon 8:30PM,5,11,61641
NBA Showdown $1.5K Posterizer [Single Entry] (UTA vs NOP),82500,Showdown Captain Mode,121891121,150,1,1500,Mon 8:00PM,4,11,61640
NBA Showdown $1.5K Posterizer [Single Entry] (UTA vs NOP),82500,Showdown Captain Mode,121855817,150,1,1500,Mon 8:00PM,9,11,61640
NBA Showdown $500 Sharpshooter (UTA vs NOP),1650,Showdown Captain Mode,121855814,3,5,500,Mon 8:00PM,87,198,61640
NBA Showdown $1K Ankle Breaker [Single Entry] (UTA vs NOP),27500,Showdown Captain Mode,121855812,50,1,1000,Mon 8:00PM,9,22,61640
NBA Showdown $500 High Five [Single Entry] (UTA vs NOP),2750,Showdown Captain Mode,121855816,5,1,500,Mon 8:00PM,75,118,61640
NBA Showdown $1.5K Posterizer [Single Entry] (MEM vs BKN),82500,Showdown Captain Mode,121891123,150,1,1500,Mon 7:30PM,8,11,61638
NBA Showdown $1.5K Posterizer [Single Entry] (MEM vs BKN),82500,Showdown Captain Mode,121855799,150,1,1500,Mon 7:30PM,10,11,61638
NBA Showdown $1K Ankle Breaker [Single Entry] (MEM vs BKN),27500,Showdown Captain Mode,121855794,50,1,1000,Mon 7:30PM,21,22,61638
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (MEM vs BKN),517000,Showdown Captain Mode,121859143,940,1,4444,Mon 7:30PM,0,5,61638
NBA Showdown $4K All Star [Single Entry] (Must Fill) (MEM vs BKN),583000,Showdown Captain Mode,121859137,1060,1,4000,Mon 7:30PM,1,4,61638
