abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
J. Valanciunas,Jonas Valanciunas,C,UTAH,37.4,"$7,700",4.85,31.18,17.0,11.8,2.4,0.6,0.9,1.9
J. Nurkic,Jusuf Nurkic,C,ATL,36.3,"$5,900",6.15,27.34,15.2,10.4,3.4,1.0,0.9,2.2
T. Harris,Tobias Harris,PF/SF,HOU,35.1,"$7,100",4.95,33.21,17.8,6.9,3.7,0.9,0.8,1.6
D. Gafford,Daniel Gafford,C,CHA,35.0,"$6,100",5.74,26.54,14.2,9.7,1.5,0.7,2.1,1.5
W. Carter,Wendell Carter Jr.,PF/C,ORL,35.0,"$7,100",4.93,33.40,14.3,11.2,2.7,0.8,0.9,1.9
K. Middleton,Khris Middleton,SF/SG,DET,34.7,"$7,600",4.56,33.19,18.8,5.5,5.3,1.1,0.2,2.6
K. Kuzma,Kyle Kuzma,SF/PF,CHA,34.6,"$6,800",5.09,33.69,17.7,8.5,3.0,0.7,0.7,2.0
K. Lowry,Kyle Lowry,PG,MIA,34.6,"$7,400",4.68,36.03,15.4,5,8.0,1.1,0.3,3.0
D. Green,Draymond Green,PF/C,MIA,34.6,"$8,000",4.32,30.89,8.0,8.2,8.3,1.4,1.0,2.9
T. Herro,Tyler Herro,SG/SF,MIA,34.6,"$6,500",5.32,36.03,21.0,5.4,4.2,0.8,0.3,2.5
M. Bridges,Miles Bridges,SF,CHA,34.2,"$8,100",4.22,35.76,17.2,7,3.3,0.9,0.9,1.8
J. Jackson,Jaren Jackson Jr.,PF/C,MEM,33.5,"$6,800",4.93,30.52,17.4,6.2,1.2,1.1,1.8,1.8
B. Portis,Bobby Portis,PF/C,DET,33.4,"$6,400",5.22,30.26,15.6,9.5,1.6,1.0,0.8,1.4
M. Bamba,Mohamed Bamba,C,ORL,32.9,"$6,900",4.77,26.32,13.7,8.7,1.5,0.6,2.0,1.3
N. Reid,Naz Reid,C,MIN,32.8,"$4,600",7.12,29.98,16.5,7.1,1.9,0.8,1.4,1.7
L. Ball,Lonzo Ball,PG,ORL,32.7,"$8,300",3.93,34.97,12.7,5.3,5.6,1.7,0.8,2.3
O. Yurtseven,Omer Yurtseven,C,MIA,32.7,"$6,400",5.1,32.02,11.8,11.5,1.7,0.8,1.4,2.1
S. Bey,Saddiq Bey,SF,DET,32.4,"$7,000",4.63,37.15,18.7,6.4,2.3,1.0,0.3,1.3
F. Wagner,Franz Wagner,SF/SG,ORL,32.4,"$6,800",4.76,33.40,18.9,5,2.8,1.1,0.5,1.5
N. Claxton,Nicolas Claxton,C/PF,MEM,32.0,"$6,200",5.16,33.66,11.9,8.6,1.5,1.0,1.9,1.2
D. Bane,Desmond Bane,SG,MEM,31.5,"$7,200",4.38,33.13,19.5,4.7,2.4,1.0,0.4,1.4
J. Hart,Josh Hart,SG/SF,UTAH,31.3,"$7,600",4.12,35.24,12.5,8.5,4.0,1.1,0.3,1.6
G. Hayward,Gordon Hayward,SF/SG,CHA,31.2,"$7,000",4.45,32.78,16.5,5.1,4.1,1.0,0.4,1.8
R. Jackson,Reggie Jackson,PG,MIN,31.0,"$6,000",5.17,33.05,18.0,4,4.6,0.9,0.2,2.0
J. Tate,Jae'Sean Tate,SF/PF,HOU,30.9,"$5,600",5.51,30.36,14.5,6.8,3.2,1.1,0.6,1.7
T. Rozier,Terry Rozier,SG/PG,CHA,30.7,"$6,900",4.44,33.44,18.3,4,2.9,1.2,0.4,1.6
A. Wiggins,Andrew Wiggins,SF,MIA,30.6,"$6,400",4.78,31.89,18.0,4.6,2.2,0.9,0.9,1.6
M. Morris,Marcus Morris,PF/SF,MIN,30.4,"$6,900",4.4,33.15,18.7,5.6,1.7,0.9,0.4,1.5
J. Brunson,Jalen Brunson,PG/SG,DEN,30.3,"$7,500",4.04,29.95,17.0,3.9,5.0,0.8,0.1,1.6
N. Powell,Norman Powell,SF/SG,ATL,30.1,"$6,000",5.01,30.87,21.3,2.9,2.0,1.0,0.3,1.6
J. Vanderbilt,Jarred Vanderbilt,PF,MIN,30.0,"$6,000",5,30.17,8.9,9.8,2.3,1.5,1.0,1.6
W. Barton,Will Barton,SG/SF,DEN,29.7,"$6,100",4.86,34.96,15.8,4.8,3.8,0.9,0.5,1.8
D. Smith,Dennis Smith,PG,ATL,29.7,"$4,000",7.42,28.94,12.6,3.8,5.6,1.4,0.7,2.2
K. Martin,Kenyon Martin Jr.,SF/PF,HOU,29.7,"$4,900",6.05,29.35,13.9,7.3,1.8,0.8,1.0,1.1
T. Frazier,Tim Frazier,PG,ORL,29.6,"$3,900",7.59,32.39,14.2,3.7,6.3,1.1,0.2,2.4
J. Poole,Jordan Poole,PG/SG,MIA,29.4,"$6,200",4.75,31.89,18.9,3.2,3.4,0.9,0.3,2.0
E. Bledsoe,Eric Bledsoe,SG/PG,MIN,29.3,"$6,500",4.5,30.04,13.8,3.8,5.6,1.1,0.4,2.0
J. Christopher,Josh Christopher,SG,HOU,29.2,"$4,200",6.96,32.38,16.6,4.4,3.9,1.2,0.2,2.7
T. Lyles,Trey Lyles,PF,DET,28.9,"$4,800",6.03,30.12,15.8,7.2,1.6,0.6,0.5,1.2
M. Beasley,Malik Beasley,SF/SG,MIN,28.8,"$6,500",4.44,33.98,17.3,4.4,3.1,0.9,0.2,1.7
T. Mann,Terance Mann,SG/SF,MIN,28.2,"$5,300",5.32,33.68,13.9,6.5,3.0,0.8,0.3,1.3
C. Martin,Caleb Martin,SG/SF,MIA,28.1,"$5,300",5.29,31.01,14.3,4.8,2.4,1.3,0.6,1.3
D. Graham,Devonte' Graham,PG/SG,UTAH,28.0,"$6,300",4.44,30.58,14.6,2.6,5.7,1.0,0.1,1.6
M. Conley,Mike Conley,PG,UTAH,28.0,"$7,000",3.99,29.61,12.3,3.3,6.0,1.3,0.2,1.8
D. Avdija,Deni Avdija,SF/PF,CHA,28.0,"$5,200",5.38,34.71,11.7,7.3,2.4,1.0,0.7,1.2
E. Gordon,Eric Gordon,SF/SG,HOU,27.9,"$5,100",5.47,29.42,18.4,2.5,3.4,0.7,0.5,2.2
L. Nance Jr.,Larry Nance Jr.,PF/SF,ATL,27.7,"$6,100",4.54,31.84,10.0,7.3,3.1,1.4,0.5,1.4
A. Gordon,Aaron Gordon,PF,DEN,27.5,"$5,200",5.28,29.96,13.8,5.5,2.9,0.7,0.8,1.8
C. White,Coby White,PG/SG,ORL,27.3,"$6,400",4.26,32.98,14.3,4.4,4.6,0.7,0.3,2.2
L. Garza,Luka Garza,C,DET,27.0,"$5,300",5.09,25.49,14.1,6.6,1.5,0.7,0.6,1.2
P. Beverley,Patrick Beverley,PG,MIN,26.6,"$6,100",4.36,28.88,10.4,4.3,4.7,1.0,0.8,1.4
D. Finney-Smith,Dorian Finney-Smith,SF/SG,DEN,26.4,"$6,000",4.4,34.41,12.0,5.7,2.1,1.2,0.6,1.0
J. Green,Jalen Green,SG/PG,HOU,26.2,"$5,900",4.44,30.44,16.8,3.6,2.8,0.8,0.3,2.4
T. Jones,Tyus Jones,PG,MEM,26.2,"$4,100",6.39,28.11,11.1,3.2,5.5,1.3,0.1,1.2
F. Campazzo,Facundo Campazzo,PG,DEN,26.0,"$6,400",4.06,31.96,10.3,3,5.2,1.5,0.5,1.7
K. Caldwell-Pope,Kentavious Caldwell-Pope,SG/SF,CHA,26.0,"$5,000",5.2,34.71,13.9,3.5,2.8,1.3,0.4,1.4
S. Adams,Steven Adams,C,MEM,26.0,"$4,900",5.3,30.11,7.1,9.8,2.4,1.0,0.7,1.6
B. Bogdanovic,Bojan Bogdanovic,SF/PF,UTAH,25.9,"$5,600",4.62,33.05,17.2,4.1,2.1,0.7,0.1,1.8
C. Reddish,Cam Reddish,SG/SF,ATL,25.9,"$5,400",4.79,29.85,16.1,3.8,1.4,1.1,0.4,1.4
N. Alexander-Walker,Nickeil Alexander-Walker,SG/SF,UTAH,25.6,"$4,500",5.69,28.00,13.7,3.7,3.1,1.1,0.4,1.7
S. Curry,Seth Curry,PG/SG,HOU,25.4,"$6,400",3.97,34.22,14.6,2.9,3.5,1.0,0.2,1.5
B. Clarke,Brandon Clarke,PF,MEM,24.7,"$4,800",5.15,24.09,10.8,5.7,1.6,0.9,0.9,0.7
S. Ibaka,Serge Ibaka,PF/C,MIN,24.7,"$4,000",6.17,23.52,9.9,6.9,2.0,0.4,1.2,1.3
R. Covington,Robert Covington,PF/SF,ATL,24.3,"$5,900",4.13,28.94,9.2,5.7,1.6,1.2,1.1,1.0
P. Mills,Patrick Mills,SG/PG,MEM,24.1,"$6,100",3.96,34.68,15.0,2.4,3.1,0.9,0.1,1.4
T. Ross,Terrence Ross,SG/SF,ORL,24.1,"$5,500",4.38,26.31,15.5,2.9,2.2,0.8,0.3,1.5
D. Theis,Daniel Theis,PF/C,HOU,24.0,"$3,800",6.32,30.36,9.3,6.3,2.1,0.7,1.1,1.4
T. Hardaway Jr.,Tim Hardaway Jr.,SG/SF,DEN,23.5,"$6,900",3.4,25.96,15.3,3.1,1.9,0.6,0.2,0.8
G. Mathews,Garrison Mathews,SF,HOU,23.4,"$4,400",5.33,32.38,14.2,3.9,1.1,0.9,0.3,0.7
M. Plumlee,Mason Plumlee,C,CHA,23.3,"$5,800",4.02,23.89,6.3,7.6,3.2,0.7,0.8,1.4
K. Oubre,Kelly Oubre,SF/SG,CHA,23.2,"$6,000",3.86,23.84,13.7,4,1.1,0.8,0.5,0.9
H. Jones,Herbert Jones,PF,UTAH,23.1,"$6,500",3.56,31.00,9.5,4.1,2.2,1.3,0.9,1.2
A. Simons,Anfernee Simons,PG/SG,ATL,23.0,"$3,700",6.21,27.01,14.5,3.2,2.5,0.5,0.2,1.2
O. Porter,Otto Porter,SF/PF,MIA,22.9,"$6,500",3.52,24.91,10.5,5.7,1.9,0.8,0.4,0.9
S. Milton,Shake Milton,PG/SG,HOU,22.8,"$4,200",5.43,25.77,12.4,2.8,3.3,0.8,0.4,1.5
N. Batum,Nicolas Batum,SF/PF,MIN,22.8,"$4,000",5.69,27.04,9.5,4.8,2.2,1.1,0.6,0.9
F. Korkmaz,Furkan Korkmaz,SG/SF,HOU,22.2,"$4,000",5.55,28.18,11.8,3.2,2.5,1.1,0.2,1.1
J. Clarkson,Jordan Clarkson,PG/SG,UTAH,22.2,"$6,200",3.58,25.04,12.6,3.6,2.5,0.8,0.2,1.5
N. Little,Nassir Little,SF,ATL,22.1,"$5,500",4.02,26.05,10.8,5.5,1.2,0.6,0.7,1.0
M. Kleber,Maxi Kleber,PF,DEN,22.0,"$4,400",5,30.36,7.9,6.4,1.6,0.6,1.0,0.8
S. Lee,Saben Lee,PG,DET,21.9,"$5,000",4.39,21.09,9.5,2.7,4.4,0.9,0.4,1.3
K. Huerter,Kevin Huerter,SG/SF,ATL,21.9,"$5,200",4.22,30.19,10.8,3.4,3.1,0.9,0.3,1.2
D. Green,Danny Green,SG/SF,HOU,21.9,"$4,900",4.46,28.18,9.1,3.6,1.7,1.4,0.9,1.0
J. McDaniels,Jalen McDaniels,PF,CHA,21.8,"$4,700",4.63,24.89,10.8,4.8,1.6,0.7,0.6,1.1
G. Harris,Gary Harris,SG/SF,ORL,21.4,"$5,800",3.69,32.39,12.4,2.6,2.4,0.9,0.3,1.3
D. Wright,Delon Wright,PG/SG,ATL,21.4,"$6,100",3.5,24.87,7.7,3.9,3.6,1.2,0.4,1.2
R. O'Neale,Royce O'Neale,SF/PF,UTAH,21.3,"$4,300",4.96,32.05,6.2,6.4,2.7,1.0,0.5,1.1
R. Gay,Rudy Gay,PF/SF,UTAH,21.2,"$3,900",5.43,24.04,9.5,5.4,1.6,0.7,0.6,1.1
C. Kispert,Corey Kispert,SF,CHA,20.5,"$3,700",5.55,30.63,10.5,3.9,1.9,0.8,0.4,1.1
R. Hampton,R.J. Hampton,PG/SG,ORL,20.5,"$5,400",3.79,22.27,11.0,3.9,2.6,0.6,0.2,1.5
J. Johnson,James Johnson,SF/PF,MEM,20.4,"$4,200",4.85,24.48,8.3,4.3,2.2,0.8,0.8,1.2
J. Ingles,Joe Ingles,SG/SF,UTAH,20.2,"$4,000",5.05,26.41,8.6,3.3,4.3,0.7,0.2,1.5
D. Powell,Dwight Powell,C/PF,DEN,20.0,"$4,700",4.26,23.28,7.7,5.6,1.6,0.7,0.7,1.0
K. Tillie,Killian Tillie,PF,MEM,20.0,"$4,000",5,25.10,9.5,3.8,1.1,0.8,0.9,0.8
J. Green,JaMychal Green,PF/C,DEN,20.0,"$4,300",4.65,21.97,9.5,5.3,1.1,0.6,0.6,1.1
K. Looney,Kevon Looney,C/PF,MIA,20.0,"$5,200",3.84,20.93,6.4,7,1.9,0.4,0.6,0.7
D. Gallinari,Danilo Gallinari,SF/PF,ATL,19.8,"$5,300",3.74,23.88,11.0,4.2,1.4,0.6,0.2,0.7
G. Allen,Grayson Allen,SG,DET,19.7,"$4,200",4.69,27.29,10.6,3.2,1.9,0.8,0.3,0.9
P. Tucker,P.J. Tucker,PF/C,MIA,19.6,"$5,500",3.56,30.01,8.5,4.8,1.8,0.8,0.4,1.0
K. Hayes,Killian Hayes,PG,DET,19.5,"$4,200",4.65,29.12,7.9,3.3,3.5,1.1,0.5,2.4
A. Drummond,Andre Drummond,C,HOU,19.5,"$5,400",3.61,15.10,6.7,6.6,1.3,0.7,0.7,1.3
D. Reed,Davon Reed,SF,DEN,19.4,"$4,100",4.73,22.97,9.6,3.8,1.9,0.8,0.3,0.9
B. Brown,Bruce Brown Jr.,SG,MEM,19.1,"$4,600",4.15,22.44,8.0,4.9,1.4,0.9,0.4,0.8
P. Connaughton,Pat Connaughton,SG/SF,DET,18.9,"$4,800",3.93,25.41,8.8,4.5,1.3,0.8,0.3,0.6
J. Jackson,Josh Jackson,SG,DET,18.8,"$3,500",5.38,18.07,10.8,2.9,1.7,0.6,0.5,1.3
A. Rivers,Austin Rivers,SG/PG,DEN,18.8,"$4,000",4.69,31.96,9.1,3,2.7,1.0,0.1,1.3
J. Hayes,Jaxson Hayes,PF,UTAH,18.7,"$5,200",3.6,20.00,8.7,5.1,0.8,0.5,0.7,0.9
O. Okongwu,Onyeka Okongwu,C,ATL,18.4,"$3,800",4.85,19.90,6.8,5.4,0.7,0.6,1.1,1.0
D. Bembry,DeAndre Bembry,SG/SF,MEM,18.4,"$4,400",4.18,24.48,7.4,3.7,2.1,1.1,0.5,1.4
J. Nowell,Jaylen Nowell,PG,MIN,18.4,"$5,000",3.67,19.92,10.0,2.5,2.3,0.6,0.3,0.8
A. Iguodala,Andre Iguodala,SF/SG,MIA,17.9,"$4,000",4.49,22.92,5.6,3.7,2.8,0.9,0.7,1.1
D. Jones Jr.,Derrick Jones Jr.,SG/SF,ORL,17.6,"$3,900",4.51,22.98,6.9,3.9,0.8,0.7,1.1,0.6
C. Martin,Cody Martin,SG/PG,CHA,17.6,"$4,800",3.66,20.90,7.1,3.4,2.2,0.9,0.4,0.8
D. Cousins,DeMarcus Cousins,C,DET,17.3,"$5,000",3.46,14.64,7.1,4.9,1.4,0.6,0.5,1.1
G. Niang,Georges Niang,PF/SF,HOU,17.2,"$3,900",4.41,23.15,9.8,3.3,1.3,0.6,0.2,0.9
H. Gravett,Hassani Gravett,PG,ORL,17.2,"$4,700",3.66,18.22,9.2,2.4,2.6,0.7,0.1,1.2
A. Coffey,Amir Coffey,PF,MIN,16.9,"$5,100",3.3,22.03,9.0,3,1.7,0.7,0.2,1.0
R. Bullock,Reggie Bullock,SG,DEN,16.7,"$4,300",3.89,25.30,9.3,2.9,1.3,0.7,0.2,0.7
J. McDaniels,Jaden McDaniels,PF,MIN,16.5,"$5,900",2.8,23.10,7.0,3.8,1.3,0.6,0.7,0.9
N. Knight,Nathan Knight,PF,MIN,16.2,"$3,800",4.26,16.93,7.3,4.5,1.0,0.5,0.5,1.0
G. Payton II,Gary Payton II,SG,MIA,16.1,"$5,300",3.04,15.95,7.7,3.2,1.1,0.9,0.3,0.7
D. Bertans,Davis Bertans,SF,CHA,15.5,"$3,900",3.98,20.42,9.8,2.4,0.9,0.5,0.2,0.6
B. McLemore,Ben McLemore,SG/PG,ATL,15.5,"$5,200",2.98,19.29,10.3,2.1,1.0,0.5,0.2,0.9
B. Griffin,Blake Griffin,PF/C,MEM,15.4,"$4,100",3.76,17.34,6.9,3.5,1.8,0.5,0.3,0.8
T. Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,SF/SG,ATL,15.1,"$3,500",4.3,23.22,7.8,2.8,1.4,0.7,0.2,0.9
A. Dosunmu,Ayo Dosunmu,SG,ORL,15.0,"$4,100",3.67,20.98,7.4,2.4,1.7,0.7,0.4,1.1
V. Cancar,Vlatko Cancar,SF,DEN,14.9,"$3,500",4.25,19.18,7.3,3.3,1.2,0.6,0.3,0.9
L. Williams,Lou Williams,SG/PG,ATL,14.7,"$4,100",3.58,17.91,8.0,1.8,2.4,0.6,0.1,1.2
W. Gabriel,Wenyen Gabriel,PF,MIN,13.8,"$3,600",3.84,14.81,6.2,3.6,0.8,0.5,0.5,0.9
C. Silva,Chris Silva,PF,MIA,13.4,"$3,600",3.71,13.01,6.3,3.3,0.8,0.3,0.6,0.8
D. Lee,Damion Lee,SG,MIA,13.3,"$4,200",3.16,17.94,6.9,2.8,1.2,0.5,0.1,0.6
D. Augustin,D.J. Augustin,PG/SG,HOU,13.1,"$3,600",3.64,15.18,7.0,1.5,2.8,0.4,0.0,1.1
G. Hill,George Hill,PG,DET,12.3,"$3,700",3.33,18.31,6.2,1.9,1.9,0.5,0.1,0.8
J. Green,Josh Green,SG,DEN,12.2,"$4,300",2.83,15.18,5.3,2.6,1.3,0.6,0.2,0.6
J. Culver,Jarrett Culver,SF/SG,MEM,11.8,"$3,500",3.36,14.05,5.9,2.6,0.9,0.5,0.2,0.7
I. Joe,Isaiah Joe,PG,HOU,11.6,"$3,500",3.31,17.11,6.4,1.7,1.1,0.5,0.2,0.6
A. Johnson,Alize Johnson,PF,CHA,11.3,"$3,500",3.23,10.21,4.5,3.8,0.9,0.3,0.2,0.6
N. Richards,Nick Richards,C,CHA,11.1,"$3,600",3.09,10.95,5.0,2.6,0.6,0.3,0.6,0.6
M. Chriss,Marquese Chriss,PF,DEN,11.1,"$3,800",2.92,10.12,5.0,3.2,0.5,0.3,0.4,0.6
G. Temple,Garrett Temple,SF,UTAH,11.1,"$5,100",2.17,16.09,5.0,1.9,1.4,0.5,0.3,0.7
K. Johnson,Keon Johnson,SG,MIN,10.9,"$3,700",2.94,12.02,6.1,1.7,1.1,0.4,0.2,0.7
T. Prince,Taurean Prince,SF/PF,MIN,10.6,"$3,500",3.03,12.99,5.3,2,1.2,0.4,0.2,0.7
I. Todd,Isaiah Todd,PF,CHA,10.3,"$3,500",2.95,10.21,4.9,2.3,0.7,0.3,0.4,0.5
D. Nwaba,David Nwaba,SF/SG,HOU,10.3,"$4,800",2.14,10.12,4.8,2.4,0.6,0.4,0.3,0.4
T. Brown,Troy Brown,SG,ORL,10.2,"$4,700",2.17,13.99,4.3,2.7,0.9,0.4,0.2,0.5
J. Winslow,Justise Winslow,SF,MIN,9.8,"$5,400",1.81,10.01,4.1,2.4,1.0,0.4,0.3,0.8
H. Highsmith,Haywood Highsmith,SF,MIA,9.3,"$3,600",2.58,10.00,5.2,1.7,0.7,0.3,0.2,0.5
R. Tucker,Rayjon Tucker,PG,DEN,9.2,"$3,600",2.56,10.99,5.3,1.5,1.0,0.3,0.1,0.6
A. Schofield,Admiral Schofield,SF,ORL,9.1,"$3,900",2.34,10.12,4.8,1.9,0.7,0.3,0.2,0.5
T. Terry,Tyrell Terry,PG,MEM,9.1,"$3,500",2.6,10.41,4.6,1.2,1.5,0.4,0.1,0.7
S. Aldama,Santi Aldama,PF,MEM,9.1,"$3,500",2.59,10.04,4.2,2.5,0.7,0.2,0.2,0.4
K. Guy,Kyle Guy,SG,MIA,9.0,"$5,300",1.69,10.00,5.2,1.3,1.2,0.3,0.0,0.5
A. McKinnie,Alfonzo McKinnie,SF,ORL,8.3,"$4,200",1.98,10.99,4.3,2.1,0.4,0.3,0.1,0.3
W. Matthews,Wesley Matthews,SG,DET,8.3,"$3,600",2.31,14.64,4.3,1.3,0.7,0.4,0.2,0.4
W. Hernangomez,Willy Hernangomez,PF/C,UTAH,8.0,"$4,200",1.9,7.00,3.1,2.7,0.5,0.2,0.2,0.3
S. Brown,Sterling Brown,SG,DEN,8.0,"$4,100",1.94,10.12,3.7,2,0.7,0.3,0.1,0.4
T. Snell,Tony Snell,SF/SG,ATL,7.4,"$3,500",2.11,12.54,3.9,1.4,0.8,0.2,0.1,0.3
J. McLaughlin,Jordan McLaughlin,PG,MIN,7.2,"$3,700",1.94,8.00,2.4,0.9,2.0,0.4,0.0,0.5
N. Stauskas,Nik Stauskas,SG,MIA,6.6,"$3,600",1.84,7.00,4.0,0.9,0.7,0.2,0.1,0.4
N. Bjelica,Nemanja Bjelica,PF,MIA,6.6,"$4,000",1.66,6.98,3.0,1.6,0.8,0.2,0.1,0.4
R. Hood,Rodney Hood,SG/SF,DET,6.2,"$3,500",1.76,10.86,2.9,1.3,0.6,0.3,0.1,0.4
J. Robinson,Justin Robinson,PG,DET,5.7,"$3,700",1.53,7.03,3.1,0.6,0.9,0.3,0.0,0.4
C. Elleby,C.J. Elleby,SF,ATL,5.5,"$3,700",1.5,6.74,2.9,1.2,0.4,0.2,0.1,0.3
P. Millsap,Paul Millsap,PF/C,MEM,4.8,"$3,500",1.38,5.12,2.1,1.2,0.4,0.2,0.1,0.2
I. Brazdeikis,Ignas Brazdeikis,SF,ORL,4.1,"$3,500",1.18,5.06,2.2,0.9,0.3,0.1,0.1,0.2
T. Murphy III,Trey Murphy III,SF,UTAH,2.7,"$3,600",0.76,4.00,1.4,0.7,0.2,0.1,0.0,0.1
P. Reed,Paul Reed,PF/C,HOU,1.1,"$3,500",0.32,0.93,0.3,0.3,0.1,0.0,0.1,0.0
A. Tolliver,Anthony Tolliver,PF,UTAH,0.3,"$3,500",0.09,0.48,0.2,0.1,0.0,0.0,0.0,0.0
M. Potter,Micah Potter,PF,DET,0.3,"$3,500",0.09,0.32,0.2,0.1,0.0,0.0,0.0,0.0
A. Henry,Aaron Henry,SF,HOU,0.3,"$3,500",0.09,0.51,0.2,0.1,0.0,0.0,0.0,0.0
M. Wright,Moses Wright,PF,MIN,0.3,"$3,500",0.09,0.32,0.2,0.1,0.0,0.0,0.0,0.0
C. Chiozza,Chris Chiozza,PG,MIA,0.3,"$3,500",0.07,0.39,0.1,0,0.1,0.0,0.0,0.0
J. Harper,Jared Harper,PG/SG,UTAH,0.3,"$3,500",0.07,0.32,0.1,0,0.1,0.0,0.0,0.0
C. Barber,Cat Barber,PG,ATL,0.2,"$3,500",0.06,0.40,0.2,0,0.0,0.0,0.0,0.0
J. Cumberland,Jarron Cumberland,SG,ATL,0.2,"$3,500",0.06,0.35,0.2,0,0.0,0.0,0.0,0.0
X. Moon,Xavier Moon,SG,MIN,0.2,"$3,500",0.06,0.33,0.2,0,0.0,0.0,0.0,0.0
X. Sneed,Xavier Sneed,SF,MEM,0.1,"$3,500",0.03,0.32,0.1,0,0.0,0.0,0.0,0.0
D. Duke,David Duke Jr.,SG,MEM,0.1,"$3,500",0.03,0.32,0.1,0,0.0,0.0,0.0,0.0
C. Brown,Charlie Brown Jr.,SF,HOU,0.1,"$3,500",0.03,0.32,0.1,0,0.0,0.0,0.0,0.0
K. Edwards,Kessler Edwards,SF,MEM,0.1,"$3,500",0.03,0.32,0.1,0,0.0,0.0,0.0,0.0
M. Mulder,Mychal Mulder,SF,ORL,0.1,"$3,700",0.03,0.10,0.1,0,0.0,0.0,0.0,0.0
M. Moody,Moses Moody,SG,MIA,0.1,"$3,500",0.03,0.32,0.1,0,0.0,0.0,0.0,0.0
C. Oliver,Cameron Oliver,PF,ATL,0.1,"$4,000",0.03,0.20,0.1,0,0.0,0.0,0.0,0.0
S. Cooper,Sharife Cooper,PG,ATL,0.1,"$3,500",0.03,0.30,0.1,0,0.0,0.0,0.0,0.0
C. Jones,Carlik Jones,PG,DEN,0.1,"$3,500",0.03,0.20,0.1,0,0.0,0.0,0.0,0.0
C. Thomas,Cameron Thomas,SG,MEM,0.0,"$3,600",0,0.01,0.0,0,0.0,0.0,0.0,0.0
Z. Williams,Ziaire Williams,SF,MEM,0.0,"$3,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
H. Whiteside,Hassan Whiteside,C,UTAH,0.0,"$5,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Clark,Gary Clark,PF,UTAH,0.0,"$4,300",0,0.03,0.0,0,0.0,0.0,0.0,0.0
