name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
K. Porzingis,$7.5k,PF,1,DAL,GSW,11,+3.5,211,103.8,29.3,35.2,41.0,37.5,5
D. Russell,$7.7k,PG/SG,1,MIN,POR,6,-3,233,118,30.0,40.3,47.8,37.3,4.84
T. Harris,$7.4k,PF,1,PHI,NO,13,-11,212.5,111.8,9.8,34.5,43.3,37.0,5
Cade Cunningham,$7.3k,PG/SG,1,DET,DEN,30,+8,217,104.5,14.3,29.6,49.5,36.3,4.97
A. Edwards,$7.6k,SG/SF,1,MIN,POR,24,-3,233,118,17.3,31.4,41.5,35.8,4.7
T. Rozier,$7.8k,PG/SG,1,CHA,TOR,15,+2.5,222,109.8,29.3,42.6,51.5,35.8,4.58
A. Davis,$9.8k,C,38,LAL,BKN,18,-3,226.5,114.8,10.8,36.4,49.5,35.3,3.6
D. White,$6.0k,PG/SG,1,SA,HOU,23,-5,234,119.5,24.0,31.8,38.0,35.3,5.88
A. Simons,$7.2k,PG/SG,1,POR,MIN,18,+3,233,115,25.0,39.2,55.5,35.0,4.86
R. Williams,$7.2k,C,1,BOS,SAC,13,-8.5,220.5,114.5,21.3,30.6,43.3,34.8,4.83
T. Maxey,$6.4k,PG,1,PHI,NO,22,-11,212.5,111.8,23.8,30.4,35.0,34.0,5.31
T. Davis,$6.0k,SG/SF,2,SAC,BOS,4,+8.5,220.5,106,6.3,32.2,54.5,33.8,5.63
Kyle Kuzma,$8.1k,SF/PF,1,WAS,LAC,13,-5,219.5,112.3,24.3,36.9,50.5,32.0,3.95
K. Porter Jr.,$6.3k,PG,3,HOU,SA,25,+5,234,114.5,26.0,35.3,42.0,32.0,5.08
N. Alexander-Walker,$3.7k,PG/SG,0,NO,PHI,11,+11,212.5,100.8,7.5,17.1,30.3,32.0,8.65
R. Jackson,$6.5k,PG,1,LAC,WAS,7,+5,219.5,107.3,17.5,37.0,51.8,31.8,4.88
S. Dinwiddie,$6.6k,PG,1,WAS,LAC,17,-5,219.5,112.3,21.8,29.4,40.3,31.0,4.7
H. Barnes,$6.2k,SF/PF,2,SAC,BOS,8,+8.5,220.5,106,22.5,32.4,42.5,30.8,4.96
K. Johnson,$5.0k,PF,1,SA,HOU,12,-5,234,119.5,17.3,24.9,28.3,30.5,6.1
Jose Alvarado,$3.1k,PG,0,NO,PHI,11,+11,212.5,100.8,6.5,16.8,27.5,30.3,9.76
C. Boucher,$5.8k,PF/C,1,TOR,CHA,18,-2.5,222,112.3,21.8,33.1,41.5,30.0,5.17
A. Wiggins,$6.1k,SF,1,GSW,DAL,7,-3.5,211,107.3,22.5,26.6,33.3,30.0,4.92
Al Horford,$5.9k,PF/C,1,BOS,SAC,25,-8.5,220.5,114.5,19.0,26.4,33.0,29.8,5.04
Saddiq Bey,$6.4k,SF/PF,1,DET,DEN,4,+8,217,104.5,12.5,25.0,47.3,29.5,4.61
PJ Washington,$4.9k,PF/C,1,CHA,TOR,16,+2.5,222,109.8,6.5,18.6,34.5,29.0,5.92
J. Brunson,$6.1k,PG/SG,1,DAL,GSW,2,+3.5,211,103.8,19.3,26.6,35.3,28.8,4.71
I. Zubac,$5.2k,C,1,LAC,WAS,28,+5,219.5,107.3,22.3,33.2,53.0,28.3,5.43
H. Jones,$4.5k,PF/C,0,NO,PHI,1,+11,212.5,100.8,23.0,26.0,32.5,28.3,6.28
J. Hayes,$3.1k,C,0,NO,PHI,25,+11,212.5,100.8,9.5,17.6,25.8,27.8,8.95
A. Gordon,$6.5k,SF/PF,1,DEN,DET,1,-8,217,112.5,22.3,34.1,42.5,27.8,4.27
M. Smart,$5.9k,PG,1,BOS,SAC,28,-8.5,220.5,114.5,16.8,27.4,38.3,27.8,4.7
R. Covington Q,$5.6k,PF/C,1,POR,MIN,27,+3,233,115,12.5,29.3,40.3,27.3,4.87
P. Mills,$4.9k,PG/SF,1,BKN,LAL,8,+3,226.5,111.8,19.0,25.6,30.3,27.3,5.56
G. Hernangomez,$4.7k,C,21,NO,PHI,25,+11,212.5,100.8,3.8,16.3,24.5,27.0,5.74
N. Powell,$6.8k,SF,17,POR,MIN,23,+3,233,115,25.8,36.0,47.5,27.0,3.97
J. Poole,$5.7k,PG/SG,1,GSW,DAL,20,-3.5,211,107.3,9.8,22.7,31.3,26.8,4.69
P. Beverley Q,$4.3k,PG,5,MIN,POR,6,-3,233,118,4.3,22.8,30.3,26.5,6.16
Eric Gordon,$4.7k,SG/SF,3,HOU,SA,16,+5,234,114.5,15.8,26.5,43.3,26.5,5.64
R. Holmes,$4.6k,C,2,SAC,BOS,22,+8.5,220.5,106,5.5,21.5,32.3,26.3,5.71
J. Vanderbilt,$5.5k,PF/C,1,MIN,POR,3,-3,233,118,12.8,24.0,33.3,26.0,4.73
Otto Porter Jr.,$5.4k,SF/PF,1,GSW,DAL,7,-3.5,211,107.3,12.8,28.6,37.3,26.0,4.81
D. Vassell,$4.2k,SF/PF,1,SA,HOU,6,-5,234,119.5,16.3,25.8,40.5,26.0,6.19
Jae'Sean Tate,$5.4k,PF,3,HOU,SA,6,+5,234,114.5,15.8,29.8,49.0,26.0,4.81
K. Oubre Jr.,$5.4k,SG/SF,1,CHA,TOR,11,+2.5,222,109.8,18.3,28.9,46.0,26.0,4.81
Gary Trent Jr.,$5.0k,SG,1,TOR,CHA,14,-2.5,222,112.3,17.0,24.1,34.3,25.8,5.15
F. Korkmaz,$4.5k,SG/SF,1,PHI,NO,17,-11,212.5,111.8,9.0,19.2,29.0,25.8,5.72
B. Hield,$6.1k,SG/SF,2,SAC,BOS,4,+8.5,220.5,106,5.3,23.8,45.3,25.3,4.14
N. Batum,$5.7k,SF/PF,1,LAC,WAS,24,+5,219.5,107.3,18.0,28.9,49.8,25.0,4.39
K. Looney,$5.1k,C,1,GSW,DAL,8,-3.5,211,107.3,20.0,27.2,39.3,24.5,4.8
Cory Joseph,$4.7k,PG,1,DET,DEN,30,+8,217,104.5,11.3,28.0,40.0,24.5,5.21
Amir Coffey,$5.4k,SG,1,LAC,WAS,23,+5,219.5,107.3,3.5,22.4,35.8,24.5,4.54
Trey Lyles,$5.1k,PF/C,1,DET,DEN,7,+8,217,104.5,19.0,25.1,28.5,24.5,4.8
K. Edwards,$4.6k,SF/PF,1,BKN,LAL,30,+3,226.5,111.8,16.0,21.1,30.0,24.3,5.27
Cody Martin,$4.3k,SG/SF,1,CHA,TOR,11,+2.5,222,109.8,11.5,18.6,24.8,24.0,5.58
I. Stewart,$4.5k,C,1,DET,DEN,26,+8,217,104.5,16.5,22.5,30.8,24.0,5.33
Luke Kennard,$4.2k,SG,1,LAC,WAS,23,+5,219.5,107.3,9.3,22.7,35.5,23.8,5.65
Terance Mann,$4.1k,SF/PF,1,LAC,WAS,24,+5,219.5,107.3,9.0,17.7,24.0,23.8,5.79
D. Finney-Smith,$4.3k,SF,1,DAL,GSW,10,+3.5,211,103.8,11.5,24.0,39.0,23.5,5.47
N. Little Q,$4.9k,SF/PF,1,POR,MIN,23,+3,233,115,2.8,23.3,36.5,23.5,4.8
M. Morris,$4.7k,PG,1,DEN,DET,14,-8,217,112.5,16.5,25.0,47.8,23.3,4.95
M. Bagley III,$5.5k,PF,2,SAC,BOS,4,+8.5,220.5,106,19.3,30.1,48.8,23.3,4.23
L. Aldridge,$5.5k,C,1,BKN,LAL,10,+3,226.5,111.8,5.3,22.2,43.0,23.0,4.18
P. Achiuwa,$4.2k,C,1,TOR,CHA,3,-2.5,222,112.3,5.5,20.6,38.0,23.0,5.48
J. Green,$4.3k,PG/SG,3,HOU,SA,25,+5,234,114.5,9.5,19.2,26.5,22.5,5.23
C. Thomas,$3.8k,PG/SG,1,BKN,LAL,8,+3,226.5,111.8,2.8,12.5,29.5,22.5,5.92
Klay Thompson Q,$5.6k,SG,4,GSW,DAL,15,-3.5,211,107.3,15.0,23.1,35.8,22.0,3.93
Doug McDermott,$3.7k,SF,1,SA,HOU,6,-5,234,119.5,5.5,15.8,25.0,21.8,5.88
Malik Monk,$4.7k,PG/SG,1,LAL,BKN,13,-3,226.5,114.8,14.8,19.0,26.3,21.8,4.63
Jeff Green,$4.4k,SF/PF,3,DEN,DET,1,-8,217,112.5,9.3,27.0,39.8,21.8,4.94
N. Claxton,$4.7k,C,14,BKN,LAL,10,+3,226.5,111.8,4.3,23.5,36.0,21.5,4.57
Tim Hardaway Jr.,$4.6k,SG/SF,1,DAL,GSW,28,+3.5,211,103.8,13.5,19.4,23.8,21.5,4.67
G. Temple,$3.3k,SG/SF,0,NO,PHI,10,+11,212.5,100.8,0.8,7.3,19.0,21.3,6.44
H. Diallo,$5.7k,SG/SF,1,DET,DEN,25,+8,217,104.5,14.0,19.8,37.3,21.3,3.73
D. Schroder,$6.5k,PG/SG,1,BOS,SAC,28,-8.5,220.5,114.5,15.5,34.7,47.3,20.8,3.19
L. Walker IV,$3.8k,SG/SF,1,SA,HOU,30,-5,234,119.5,7.5,14.5,20.0,20.3,5.33
M. Plumlee,$4.1k,C,1,CHA,TOR,15,+2.5,222,109.8,13.5,20.6,28.5,19.8,4.82
K. Caldwell-Pope,$4.3k,SF,1,WAS,LAC,13,-5,219.5,112.3,12.0,17.5,24.3,19.8,4.59
J. Nowell,$4.1k,PG/SG,1,MIN,POR,6,-3,233,118,1.0,19.3,28.5,19.8,4.82
M. Harrell,$4.9k,C,1,WAS,LAC,30,-5,219.5,112.3,4.3,23.3,31.5,19.8,4.03
A. Sengun,$3.6k,C,3,HOU,SA,24,+5,234,114.5,9.5,13.4,18.0,19.5,5.42
B. Boston Jr.,$3.4k,SG/SF,1,LAC,WAS,23,+5,219.5,107.3,5.3,15.4,26.0,19.5,5.74
Deni Avdija,$3.8k,SF/PF,1,WAS,LAC,13,-5,219.5,112.3,4.0,18.7,28.8,19.5,5.13
Maxi Kleber,$3.7k,PF/C,1,DAL,GSW,11,+3.5,211,103.8,9.0,15.4,22.8,19.3,5.2
A. Drummond,$4.0k,C,1,PHI,NO,2,-11,212.5,111.8,13.5,17.8,21.3,18.8,4.69
N. Bjelica,$3.3k,PF/C,1,GSW,DAL,14,-3.5,211,107.3,8.8,16.8,21.5,18.5,5.61
K. Hayes,$3.5k,PG,1,DET,DEN,30,+8,217,104.5,0.0,19.3,25.8,18.5,5.29
G. Niang,$3.7k,PF,1,PHI,NO,13,-11,212.5,111.8,10.0,17.1,22.8,18.5,5
C. Anthony,$4.6k,PF,1,LAL,BKN,15,-3,226.5,114.8,11.3,23.9,34.8,18.3,3.97
D. Jones Q,$3.3k,C,2,SAC,BOS,22,+8.5,220.5,106,4.0,11.8,19.0,18.0,5.45
T. Bryant,$3.4k,C,1,WAS,LAC,30,-5,219.5,112.3,2.5,15.0,25.3,17.8,5.22
KJ Martin,$3.8k,PF,3,HOU,SA,6,+5,234,114.5,8.5,16.9,27.5,17.8,4.67
Gary Payton II,$4.1k,PG/SG,1,GSW,DAL,20,-3.5,211,107.3,5.8,14.2,19.8,17.8,4.33
D. Mitchell,$4.4k,PG/SG,2,SAC,BOS,21,+8.5,220.5,106,16.0,23.5,39.5,17.5,3.98
B. Brown,$3.9k,SF/PF,1,BKN,LAL,30,+3,226.5,111.8,6.3,10.3,17.8,17.5,4.49
R. McGruder,$3.2k,SF,1,DET,DEN,4,+8,217,104.5,1.3,18.4,30.3,17.0,5.31
T. Horton-Tucker,$3.7k,SF,1,LAL,BKN,11,-3,226.5,114.8,10.3,17.1,37.5,16.8,4.53
G. Mathews,$3.7k,SF,3,HOU,SA,2,+5,234,114.5,5.0,18.1,37.5,16.8,4.53
Eric Bledsoe,$4.5k,PG/SG,1,LAC,WAS,7,+5,219.5,107.3,10.8,19.7,25.3,16.8,3.72
Rui Hachimura,$3.5k,PF/C,1,WAS,LAC,21,-5,219.5,112.3,9.0,18.9,23.3,16.5,4.71
M. Thybulle,$3.4k,SF/PF,10,PHI,NO,9,-11,212.5,111.8,5.8,20.1,29.0,16.3,4.78
T. Satoransky,$3.0k,PG/SF,23,NO,PHI,11,+11,212.5,100.8,3.0,14.5,23.8,16.3,5.42
G. Williams,$3.6k,PF/C,1,BOS,SAC,25,-8.5,220.5,114.5,6.3,17.8,28.0,16.3,4.51
Naji Marshall,$3.0k,PF,9,NO,PHI,1,+11,212.5,100.8,0.8,2.9,6.8,16.0,5.33
D. Sharpe,$4.5k,C,1,BKN,LAL,10,+3,226.5,111.8,18.5,23.9,28.5,15.8,3.5
J. McDaniels,$3.6k,SF/PF,1,MIN,POR,22,-3,233,118,6.8,15.9,23.5,15.0,4.17
A. Bradley,$3.3k,SG/SF,1,LAL,BKN,19,-3,226.5,114.8,6.3,13.7,23.0,15.0,4.55
Gary Clark,$3.2k,PF,0,NO,PHI,1,+11,212.5,100.8,2.5,4.1,8.3,14.5,4.53
Josh Richardson,$3.5k,SG/SF,1,BOS,SAC,2,-8.5,220.5,114.5,5.0,14.2,22.8,14.3,4.07
M. Beasley,$4.0k,SG,1,MIN,POR,24,-3,233,118,5.3,16.1,25.5,14.3,3.56
Bryn Forbes,$3.3k,SG,1,DEN,DET,29,-8,217,112.5,8.8,17.5,32.0,14.0,4.24
Josh Christopher,$3.1k,SG/SF,3,HOU,SA,16,+5,234,114.5,5.8,11.3,14.3,14.0,4.52
D. Bembry,$3.5k,SG/SF,1,BKN,LAL,12,+3,226.5,111.8,4.8,10.4,20.8,14.0,4
D. Powell,$3.1k,C,1,DAL,GSW,19,+3.5,211,103.8,7.5,11.8,16.5,14.0,4.52
Josh Jackson,$3.1k,PF,1,DET,DEN,7,+8,217,104.5,2.3,8.4,14.3,13.5,4.35
Damion Lee,$3.4k,SG/SF,1,GSW,DAL,15,-3.5,211,107.3,5.3,12.7,18.0,13.5,3.97
Isaiah Joe,$3.1k,SG,1,PHI,NO,17,-11,212.5,111.8,1.0,7.7,12.5,13.3,4.27
S. Johnson,$3.5k,PF,1,LAL,BKN,15,-3,226.5,114.8,4.5,15.7,29.8,13.3,3.79
F. Campazzo,$3.6k,PG/SG,1,DEN,DET,14,-8,217,112.5,2.5,11.4,22.8,13.0,3.61
Naz Reid,$3.4k,PF/C,1,MIN,POR,3,-3,233,118,10.0,18.0,23.3,13.0,3.82
F. Jackson Q,$5.0k,SG,26,DET,DEN,25,+8,217,104.5,8.8,18.5,31.0,13.0,2.6
D. Banton,$3.2k,PG,1,TOR,CHA,16,-2.5,222,112.3,-0.5,4.3,16.0,12.8,3.98
S. Ibaka,$3.3k,C,1,LAC,WAS,28,+5,219.5,107.3,3.3,15.8,28.5,12.5,3.79
C. Brown,$3.2k,SF,1,PHI,NO,9,-11,212.5,111.8,5.5,12.3,18.3,12.5,3.91
D. Gafford,$3.5k,C,1,WAS,LAC,30,-5,219.5,112.3,3.3,9.3,15.8,12.5,3.57
C. Kispert,$3.2k,SG/SF,1,WAS,LAC,3,-5,219.5,112.3,8.0,14.5,26.8,12.3,3.83
J. Kuminga,$4.4k,PF,1,GSW,DAL,14,-3.5,211,107.3,1.5,16.8,29.0,12.0,2.73
A. Brooks,$3.2k,PG/SG,3,HOU,SA,25,+5,234,114.5,7.8,11.3,15.8,12.0,3.75
R. Bullock,$3.0k,SG/SF,1,DAL,GSW,28,+3.5,211,103.8,8.5,13.4,20.5,11.5,3.83
T. Watford,$3.0k,C,1,POR,MIN,1,+3,233,115,6.0,11.4,20.0,11.0,3.67
Ben McLemore,$3.5k,SG,1,POR,MIN,26,+3,233,115,5.8,15.9,22.3,10.8,3.07
Zeke Nnaji,$3.0k,PF/C,1,DEN,DET,10,-8,217,112.5,4.0,12.9,26.3,10.5,3.5
T. Ariza,$3.1k,PF,1,LAL,BKN,15,-3,226.5,114.8,4.3,10.6,18.8,10.5,3.39
D. Cousins,$3.1k,C,1,DEN,DET,27,-8,217,112.5,10.5,20.5,37.5,10.5,3.39
A. Reaves,$3.4k,PG/SG,1,LAL,BKN,13,-3,226.5,114.8,3.0,9.0,11.8,10.5,3.09
T. Prince,$3.2k,SF/PF,1,MIN,POR,22,-3,233,118,4.8,9.5,15.5,10.3,3.2
A. Rivers,$3.0k,PG/SF,1,DEN,DET,14,-8,217,112.5,0.0,16.7,37.8,10.0,3.33
D. Smith Jr. Q,$3.4k,PG,1,POR,MIN,18,+3,233,115,8.5,13.2,23.0,9.8,2.87
Josh Green,$3.3k,PF,1,DAL,GSW,11,+3.5,211,103.8,4.8,9.8,16.5,9.5,2.88
J. Johnson,$3.1k,PF,1,BKN,LAL,19,+3,226.5,111.8,1.3,8.1,21.8,9.0,2.9
CJ Elleby,$3.1k,SG/SF,1,POR,MIN,26,+3,233,115,8.0,14.8,28.8,9.0,2.9
B. Griffin,$3.1k,PF/C,1,BKN,LAL,19,+3,226.5,111.8,9.5,15.1,20.8,8.5,2.74
D. Howard,$3.2k,C,1,LAL,BKN,18,-3,226.5,114.8,7.0,14.3,19.8,8.5,2.66
I. Hartenstein,$3.7k,C,1,LAC,WAS,28,+5,219.5,107.3,3.3,11.4,17.3,8.5,2.3
C. Stanley,$3.0k,PG,1,DET,DEN,30,+8,217,104.5,2.5,7.2,16.8,7.0,2.33
J. Bouknight,$3.1k,PG/SG,1,CHA,TOR,15,+2.5,222,109.8,4.8,7.9,15.5,7.0,2.26
D. Bertans,$3.0k,PF,1,WAS,LAC,21,-5,219.5,112.3,0.0,6.4,18.3,6.8,2.25
J. Champagnie,$3.0k,SF/PF,1,TOR,CHA,25,-2.5,222,112.3,1.5,9.5,21.0,6.3,2.08
Juan Toscano-Anderson,$3.0k,C,1,GSW,DAL,8,-3.5,211,107.3,0.0,9.2,18.0,6.3,2.08
Jock Landale,$3.3k,C,1,SA,HOU,9,-5,234,119.5,1.3,10.8,30.3,4.8,1.44
Josh Okogie,$3.0k,SF,1,MIN,POR,22,-3,233,118,0.0,3.7,8.8,4.5,1.5
Saben Lee,$3.3k,PG,3,DET,DEN,30,+8,217,104.5,1.5,9.3,21.8,4.5,1.36
P. Pritchard,$3.1k,PG,1,BOS,SAC,28,-8.5,220.5,114.5,1.3,6.1,10.3,4.0,1.29
R. Langford,$3.2k,SF,1,BOS,SAC,12,-8.5,220.5,114.5,0.0,8.4,19.0,4.0,1.25
Drew Eubanks,$3.1k,C,1,SA,HOU,9,-5,234,119.5,2.0,6.9,15.8,3.3,1.05
Raul Neto,$3.0k,PG/SG,1,WAS,LAC,17,-5,219.5,112.3,2.8,9.6,19.3,3.3,1.08
Nick Richards,$3.0k,C,1,CHA,TOR,15,+2.5,222,109.8,0.0,6.9,19.8,2.8,0.92
Enes Freedom,$3.0k,C,1,BOS,SAC,13,-8.5,220.5,114.5,0.0,6.3,13.3,2.8,0.92
Trey Burke,$3.0k,PG,1,DAL,GSW,2,+3.5,211,103.8,0.0,3.8,9.3,2.0,0.67
JT Thor,$3.0k,PF,1,CHA,TOR,16,+2.5,222,109.8,-0.5,3.8,8.0,1.5,0.5
J. Grant O,$7.1k,PF,45,DET,DEN,7,+8,217,104.5,21.8,36.8,52.5,0.0,0
Kira Lewis Jr. O,$3.0k,PG/SG,47,NO,PHI,11,+11,212.5,100.8,6.5,11.4,16.8,0.0,0
L. Nance Jr. O,$5.3k,PF/C,19,POR,MIN,27,+3,233,115,17.8,25.9,45.3,0.0,0
Cody Zeller O,$3.3k,C,14,POR,MIN,1,+3,233,115,12.5,16.7,22.3,0.0,0
Bol Bol O,$3.0k,PF/C,19,BOS,SAC,25,-8.5,220.5,114.5,0.0,5.7,15.8,0.0,0
Khem Birch O,$3.1k,C,10,TOR,CHA,3,-2.5,222,112.3,1.3,10.7,18.0,0.0,0
J. Preston O,$3.0k,PG,"",LAC,WAS,7,+5,219.5,107.3,"","","",0.0,0
J. Valanciunas O,$7.9k,C,0,NO,PHI,25,+11,212.5,100.8,21.8,38.0,46.5,0.0,0
K. Irving O,$9.3k,PG/SG,1,BKN,LAL,8,+3,226.5,111.8,18.5,39.7,51.8,0.0,0
Will Barton O,$6.0k,SG,1,DEN,DET,29,-8,217,112.5,17.8,29.2,47.8,0.0,0
S. Doumbouya O,$3.0k,PF,73,LAL,BKN,15,-3,226.5,114.8,10.0,17.5,26.0,0.0,0
Didi Louzada O,$3.0k,SG,80,NO,PHI,10,+11,212.5,100.8,1.5,4.1,7.8,0.0,0
J. McDaniels O,$3.2k,PF,3,CHA,TOR,16,+2.5,222,109.8,2.8,11.1,20.8,0.0,0
J. Wiseman O,$4.6k,C,289,GSW,DAL,8,-3.5,211,107.3,9.3,20.3,32.0,0.0,0
Joe Harris O,$4.2k,SF,71,BKN,LAL,30,+3,226.5,111.8,8.8,19.7,33.5,0.0,0
K. Olynyk O,$5.3k,PF/C,3,DET,DEN,7,+8,217,104.5,15.5,28.9,45.3,0.0,0
K. Leonard O,$10.2k,PF,224,LAC,WAS,5,+5,219.5,107.3,37.0,51.2,66.0,0.0,0
John Wall O,$7.8k,PG,276,HOU,SA,25,+5,234,114.5,11.8,36.4,56.3,0.0,0
G. Hayward O,$6.2k,SF/PF,3,CHA,TOR,15,+2.5,222,109.8,17.8,32.3,52.5,0.0,0
B. Hyland O,$3.7k,PG/SG,3,DEN,DET,14,-8,217,112.5,3.8,24.2,50.0,0.0,0
D. Johnson O,$3.0k,PG,50,TOR,CHA,16,-2.5,222,112.3,0.0,4.6,7.0,0.0,0
Paul George O,$10.3k,PF,33,LAC,WAS,5,+5,219.5,107.3,42.0,44.0,46.5,0.0,0
M. Morris Sr. O,$6.4k,SF/PF,1,LAC,WAS,24,+5,219.5,107.3,11.3,25.5,38.0,0.0,0
D. Green O,$7.0k,PF/C,19,GSW,DAL,14,-3.5,211,107.3,15.3,38.5,53.8,0.0,0
Seth Curry O,$5.8k,SG,5,PHI,NO,17,-11,212.5,111.8,19.8,27.8,39.8,0.0,0
D. Lillard O,$9.5k,PG,24,POR,MIN,18,+3,233,115,32.5,44.0,56.5,0.0,0
G. Dragic O,$3.0k,PG,72,TOR,CHA,16,-2.5,222,112.3,7.5,16.9,31.8,0.0,0
S. Barnes O,$6.5k,PG/SF,1,TOR,CHA,16,-2.5,222,112.3,21.3,30.3,39.5,0.0,0
K. Durant O,$10.8k,SF,9,BKN,LAL,30,+3,226.5,111.8,22.8,46.0,56.0,0.0,0
Aron Baynes O,$3.0k,C,253,TOR,CHA,3,-2.5,222,112.3,7.3,18.7,31.0,0.0,0
D. Green O,$3.3k,SF,12,PHI,NO,9,-11,212.5,111.8,2.0,10.6,14.5,0.0,0
Paul Millsap O,$3.0k,PF/C,11,BKN,LAL,19,+3,226.5,111.8,1.3,12.9,27.5,0.0,0
U. Garuba O,$3.0k,C,14,HOU,SA,24,+5,234,114.5,0.0,5.9,12.5,0.0,0
A. Iguodala O,$3.0k,SF,4,GSW,DAL,7,-3.5,211,107.3,5.5,12.8,22.3,0.0,0
D. Hommes O,$3.0k,SF,105,NO,PHI,28,+11,212.5,100.8,1.3,5.8,9.5,0.0,0
De'Aaron Fox O,$7.3k,PG,5,SAC,BOS,21,+8.5,220.5,106,22.8,36.9,49.5,0.0,0
E. Omoruyi O,$3.0k,SF/PF,52,DAL,GSW,10,+3.5,211,103.8,1.3,6.3,12.3,0.0,0
V. Cancar O,$3.0k,SF,21,DEN,DET,1,-8,217,112.5,2.5,12.3,19.5,0.0,0
M. Howard O,$3.0k,PG,11,DEN,DET,14,-8,217,112.5,2.0,12.8,25.3,0.0,0
G. Riller O,$3.0k,PG/SG,112,PHI,NO,22,-11,212.5,111.8,0.0,4.7,8.0,0.0,0
J. Murray O,$6.2k,SG,287,DEN,DET,29,-8,217,112.5,28.0,38.1,52.0,0.0,0
B. Ingram O,$8.2k,SG,4,NO,PHI,10,+11,212.5,100.8,31.3,41.9,56.0,0.0,0
PJ Dozier O,$3.0k,PF,62,BOS,SAC,25,-8.5,220.5,114.5,1.5,11.6,26.0,0.0,0
Ben Simmons O,$7.9k,PG/SF,218,PHI,NO,22,-11,212.5,111.8,25.8,34.0,45.0,0.0,0
Chimezie Metu O,$4.2k,PF,2,SAC,BOS,4,+8.5,220.5,106,5.3,18.5,37.3,0.0,0
M. Porter Jr. O,$5.2k,PF,79,DEN,DET,10,-8,217,112.5,7.0,22.0,28.3,0.0,0
S. Milton O,$4.1k,PG/SG,21,PHI,NO,22,-11,212.5,111.8,4.3,16.8,25.5,0.0,0
I. Livers O,$3.0k,SF/PF,39,DET,DEN,4,+8,217,104.5,3.5,3.5,3.5,0.0,0
K. Bates-Diop O,$3.5k,SF/PF,1,SA,HOU,6,-5,234,119.5,2.5,11.9,23.8,0.0,0
E. Sumner O,$3.0k,PG,249,BKN,LAL,8,+3,226.5,111.8,4.5,12.0,20.0,0.0,0
D. Graham O,$5.2k,PG,0,NO,PHI,11,+11,212.5,100.8,21.3,29.2,41.8,0.0,0
Kendrick Nunn O,$3.0k,PG,106,LAL,BKN,13,-3,226.5,114.8,4.3,17.3,23.8,0.0,0
Josh Hart O,$6.5k,SG/SF,0,NO,PHI,10,+11,212.5,100.8,25.3,33.7,40.0,0.0,0
S. Brown O,$3.2k,SG/SF,7,DAL,GSW,28,+3.5,211,103.8,-0.5,4.1,8.8,0.0,0
