abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
D. Murray,Dejounte Murray,PG/SG,SA,43.4,"$9,800",4.43,34.29,18.6,7.7,8.0,1.7,0.2,2.1
J. Randle,Julius Randle,PF/C,CHI,42.3,"$8,500",4.98,36.25,21.5,10,5.6,0.8,0.4,3.2
C. Paul,Chris Paul,PG,DET,41.5,"$8,400",4.94,33.48,17.1,4.8,10.3,1.6,0.3,2.5
C. McCollum,C.J. McCollum,SG,SA,40.6,"$8,000",5.08,37.01,24.1,4.5,5.4,1.0,0.6,1.8
K. Middleton,Khris Middleton,SF/SG,MIL,39.9,"$7,100",5.61,35.00,22.3,6.3,6.0,1.1,0.2,2.9
P. Siakam,Pascal Siakam,PF,MIL,39.0,"$8,000",4.88,35.40,20.2,7.4,4.5,1.1,0.7,2.2
D. DeRozan,DeMar DeRozan,SG/SF,CHI,38.7,"$8,400",4.61,34.75,23.3,4.7,5.3,0.9,0.3,1.8
F. VanVleet,Fred VanVleet,PG,MIL,38.3,"$8,000",4.79,35.55,19.3,4.4,6.4,1.5,0.6,2.2
D. Ayton,Deandre Ayton,C,DET,37.5,"$7,800",4.81,33.69,17.0,11.7,1.7,0.7,1.2,1.8
J. Nurkic,Jusuf Nurkic,C,SA,37.5,"$6,700",5.59,27.31,13.7,11.9,3.6,1.0,1.1,2.2
J. Holiday,Jrue Holiday,PG/SG,MIL,36.8,"$7,500",4.91,32.01,17.7,4.6,6.4,1.4,0.7,2.3
N. Vucevic,Nikola Vucevic,C,CHI,36.4,"$8,800",4.14,32.21,15.0,11.3,3.1,0.8,0.8,1.6
Z. LaVine,Zach LaVine,SG/PG,CHI,35.8,"$7,800",4.59,34.37,23.7,5,3.8,0.7,0.4,2.9
J. Jackson,Jaren Jackson Jr.,PF/C,OKC,35.0,"$6,900",5.07,30.33,17.6,6.9,1.4,0.9,2.0,1.7
J. Grant,Jerami Grant,PF,DET,34.5,"$7,500",4.6,34.71,20.3,4.9,3.1,0.9,1.0,2.0
B. Portis,Bobby Portis,PF/C,MIL,33.8,"$6,100",5.54,31.16,15.9,9.3,1.7,1.0,0.9,1.5
J. Poeltl,Jakob Poeltl,C,SA,33.5,"$6,000",5.58,31.24,12.0,9.5,2.4,0.8,1.9,1.6
S. Barnes,Scottie Barnes,SF/PF,MIL,32.9,"$7,300",4.5,35.05,14.9,8,3.3,1.1,0.7,2.0
C. Cunningham,Cade Cunningham,PG/SG,DET,32.4,"$6,900",4.7,33.83,14.6,6.6,5.0,1.2,0.6,3.0
D. Brooks,Dillon Brooks,SG/SF,OKC,32.4,"$5,800",5.58,32.30,21.3,3.5,2.7,1.2,0.4,2.0
A. Burks,Alec Burks,SG/SF,CHI,32.0,"$7,000",4.57,35.47,16.8,6.2,3.1,1.1,0.4,1.4
D. Bane,Desmond Bane,SG,OKC,31.3,"$5,400",5.79,34.54,18.9,4.9,2.8,0.9,0.4,1.6
L. Dort,Luguentz Dort,SF/SG,OKC,31.2,"$5,600",5.57,35.58,19.4,4.7,2.5,1.0,0.4,1.8
M. Bridges,Mikal Bridges,SF/PF,DET,30.2,"$5,900",5.12,35.97,15.8,4.6,2.4,1.2,0.9,1.0
L. Ball,Lonzo Ball,PG,CHI,30.0,"$6,700",4.48,34.77,11.9,5.2,5.0,1.5,0.7,2.2
T. Mann,Tre Mann,PG,OKC,30.0,"$4,600",6.52,32.02,17.1,4.4,2.8,1.2,0.6,2.0
A. Simons,Anfernee Simons,PG/SG,SA,29.8,"$5,200",5.73,34.78,18.3,4.4,3.2,0.7,0.3,1.6
T. Jones,Tyus Jones,PG,OKC,29.4,"$4,600",6.39,32.07,10.1,4,7.2,1.5,0.2,1.4
D. White,Derrick White,PG,SA,29.3,"$7,200",4.07,31.38,13.9,3.4,4.6,1.0,1.0,1.6
I. Quickley,Immanuel Quickley,SG/PG,CHI,28.8,"$4,100",7.03,34.11,16.5,3.8,3.9,0.9,0.3,1.7
D. Rose,Derrick Rose,PG/SG,CHI,28.5,"$5,500",5.17,30.34,14.1,3.3,5.0,1.1,0.5,1.9
N. Powell,Norman Powell,SF/SG,SA,28.1,"$5,200",5.41,33.43,18.5,3.3,2.1,1.1,0.3,1.7
K. Johnson,Keldon Johnson,PF/SF,SA,28.1,"$5,500",5.1,31.23,15.2,6.5,2.1,0.8,0.3,1.4
G. Trent,Gary Trent Jr.,SG/SF,MIL,27.6,"$5,900",4.68,34.84,17.7,3.1,1.8,1.3,0.2,1.0
S. Bey,Saddiq Bey,SF,DET,27.4,"$5,100",5.37,34.03,14.4,6,2.2,1.0,0.2,1.1
I. Stewart,Isaiah Stewart,PF,DET,26.5,"$5,000",5.3,28.92,8.2,9.2,1.3,0.7,1.5,1.3
D. Melton,De'Anthony Melton,SG/PG,OKC,26.3,"$5,500",4.78,25.53,12.1,4.1,3.3,1.3,0.7,1.7
P. Achiuwa,Precious Achiuwa,PF/C,MIL,26.0,"$4,600",5.65,33.19,9.8,8.3,1.7,0.8,1.0,1.7
P. Connaughton,Pat Connaughton,SG/SF,MIL,25.9,"$5,200",4.98,32.64,11.2,6.6,1.9,1.0,0.6,0.9
C. Payne,Cameron Payne,PG/SG,DET,25.8,"$4,700",5.48,24.05,12.6,3.3,5.0,0.8,0.3,1.6
D. Vassell,Devin Vassell,SG,SA,24.7,"$5,600",4.41,29.21,12.0,4.6,1.8,1.2,0.6,0.9
