contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA Showdown $120K Fadeaway [$30K to 1st] (MIA vs LAC),8250,Showdown Captain Mode,118074727,15,150,120000,Thu 10:30PM,5905,9411,59218
NBA Showdown $12.5K And-One (MIA vs LAC),550,Showdown Captain Mode,118050005,1,20,12500,Thu 10:30PM,10609,14863,59218
NBA Showdown $15K SLAM Jam [$5K to 1st] (MIA vs LAC),122100,Showdown Captain Mode,118074726,222,2,15000,Thu 10:30PM,34,75,59218
NBA Showdown $6K Sharpshooter [20 Entry Max] (MIA vs LAC),1650,Showdown Captain Mode,118050004,3,20,6000,Thu 10:30PM,1361,2378,59218
NBA Showdown $7.5K High Five [Single Entry] (MIA vs LAC),2750,Showdown Captain Mode,118050009,5,1,7500,Thu 10:30PM,993,1783,59218
NBA Showdown $4K Triple Threat [$1K to 1st] (MIA vs LAC),18150,Showdown Captain Mode,118050001,33,4,4000,Thu 10:30PM,87,141,59218
"NBA $425K Fadeaway [$100K to 1st, 2x Crowns]",8250,Classic,118130262,30,150,425000,Fri 7:00PM,241,33333,59240
NBA $400K 6th Man [$100K to 1st],330000,Classic,118130257,600,22,4e+05,Fri 7:00PM,22,740,59240
NBA Showdown $3K Ankle Breaker [2 Entry Max] (MIA vs LAC),27500,Showdown Captain Mode,118050000,50,2,3000,Thu 10:30PM,34,68,59218
NBA Showdown $5K Showtime [Single Entry] (MIA vs LAC),55000,Showdown Captain Mode,118050007,100,1,5000,Thu 10:30PM,27,55,59218
NBA Showdown $3K Quarter Jukebox [Just $0.25!] (MIA vs LAC),138,Showdown Captain Mode,118050006,0,20,3000,Thu 10:30PM,10157,14268,59218
 NBA Showdown Satellite to NBA $888 Mega 8's Special (12-1) (MIA vs LAC),8250,Showdown Captain Mode,118051546,15,2,888,Thu 10:30PM,14,69,59218
NBA Showdown Satellite to $895 FBWC Qualifier (MIA vs LAC),50600,Showdown Captain Mode,118051513,92,1,895,Thu 10:30PM,2,11,59218
 NBA Showdown Satellite to NBA $888 Mega 8's Special (12-1) (MIA vs LAC),49500,Showdown Captain Mode,118051545,90,1,888,Thu 10:30PM,3,11,59218
 NBA Showdown Satellite to NBA $888 Mega 8's Special (12-1) (MIA vs LAC),77000,Showdown Captain Mode,118051544,140,1,888,Thu 10:30PM,2,7,59218
NBA $150K Box Out [$50K to 1st],48400,Classic,118130256,88,58,150000,Fri 7:00PM,61,1936,59240
NBA $100K Four Point Play [20 Entry Max],2200,Classic,118130251,4,20,1e+05,Fri 7:00PM,153,29726,59240
NBA $140K Hall of Famer [$50K to 1st],1166000,Classic,118130255,2120,2,140000,Fri 7:00PM,0,70,59240
NBA $15K Mid Range Jumper [Single Entry],22000,Classic,118113059,40,1,15000,Fri 7:00PM,9,437,59240
NBA $50K Mid Range Jumper [Single Entry],22000,Classic,118113058,40,1,50000,Fri 7:00PM,14,1457,59240
NBA Showdown $3.8K 3-Ball [Single Entry] (MIA vs LAC),165000,Showdown Captain Mode,118050002,300,1,3800,Thu 10:30PM,11,14,59218
NBA Showdown $1K Four Point Play (MIA vs LAC),2200,Showdown Captain Mode,118050003,4,8,1000,Thu 10:30PM,159,297,59218
NBA Showdown $2K Pick and Roll [Single Entry] (MIA vs LAC),6600,Showdown Captain Mode,118050008,12,1,2000,Thu 10:30PM,120,196,59218
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (MIA vs LAC),484000,Showdown Captain Mode,118051004,880,1,2500,Thu 10:30PM,2,3,59218
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (MIA vs LAC),484000,Showdown Captain Mode,118051005,880,1,2500,Thu 10:30PM,2,3,59218
NBA $15K Showtime [Single Entry],55000,Classic,118113057,100,1,15000,Fri 7:00PM,2,166,59240
NBA $50K Showtime [Single Entry],55000,Classic,118113056,100,1,50000,Fri 7:00PM,5,555,59240
NBA $60K Splash [3 Entry Max],110000,Classic,118130258,200,3,60000,Fri 7:00PM,3,333,59240
NBA Single Entry $5 Double Up,2750,Classic,118113076,5,1,10000,Fri 7:00PM,21,2298,59240
NBA GIANT Single Entry $25 Double Up,13750,Classic,118113081,25,1,30000,Fri 7:00PM,15,1379,59240
NBA In-Game $3K Pull Up Jumper [$1K to 1st] (2H MIA vs LAC),5500,In-Game Showdown (H2),118089378,10,10,3000,Thu 11:30PM,32,352,59219
NBA In-Game $1K Showtime [Single Entry] (2H MIA vs LAC),55000,In-Game Showdown (H2),118089375,100,1,1000,Thu 11:30PM,1,11,59219
NBA In-Game $4K All Star [Single Entry] (Must Fill) (2H MIA vs LAC),583000,In-Game Showdown (H2),118089568,1060,1,4000,Thu 11:30PM,1,4,59219
NBA In-Game $267 Winner Take All [$1K to 1st] (Must Fill) (2H MIA vs LAC),146850,In-Game Showdown (H2),118089569,267,1,1000,Thu 11:30PM,1,4,59219
NBA In-Game $200 High Five [Single Entry] (2H MIA vs LAC),2750,In-Game Showdown (H2),118089374,5,1,200,Thu 11:30PM,8,47,59219
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,118113088,5,150,30000,Fri 7:00PM,122,7134,59244
NBA Tiers $6K And-One,550,Tiers,118113090,1,20,6000,Fri 7:00PM,195,7134,59244
NBA Tiers $2K High Five [Single Entry] ,2750,Tiers,118113094,5,1,2000,Fri 7:00PM,12,475,59244
NBA Tiers $2K Hot Shot [3 Entry Max],1650,Tiers,118113089,3,3,2000,Fri 7:00PM,25,792,59244
