nba_id,player_name,gametime,pos,opp,sal,proj,l3,l5,ceil,lopp,opp_rank,pts,ast,reb,current_time
95689386,Furkan Korkmaz,8:00 PM EST @ IND,SG,IND,$3.1K,9.8,3.9,8.3,17.4,1.5,16,4.5,0.7,1.4,"Wed, November 15th at 1:56 AM EST"
70509063,Danuel House Jr.,8:00 PM EST @ IND,SF,IND,$3.0K,9.6,8.2,10.5,17.4,5.25,26,4.3,0.8,1.9,"Wed, November 15th at 1:56 AM EST"
269927795,David Roddy,11:30 PM EST vs LAL,SF,LAL,$3.8K,9.4,13.3,15.6,15.1,9.5,19,4.7,0.5,2.2,"Wed, November 15th at 1:56 AM EST"
65664294,Patty Mills,8:00 PM EST vs DET,PG,DET,$3.0K,9.2,13.7,11.8,16.9,13.25,19,,,,"Wed, November 15th at 1:56 AM EST"
65324675,Ish Smith,8:00 PM EST @ MIA,PG,MIA,$3.6K,9.1,8.4,8.8,17.7,12.5,16,1.7,1.2,2.5,"Wed, November 15th at 1:56 AM EST"
105773991,Shake Milton,11:00 PM EST vs GSW,PG,GSW,$3.2K,9,9.2,13.2,17.9,0.5,7,3.9,0.9,1.4,"Wed, November 15th at 1:56 AM EST"
770886613,Nick Smith Jr.,8:00 PM EST @ MIA,PG,MIA,$3.0K,8.9,0,0,9.6,0,16,4.7,1.2,0.6,"Wed, November 15th at 1:56 AM EST"
770983647,Amari Bailey,8:00 PM EST @ MIA,SG,MIA,$3.0K,8.8,0,0,0,0,20,3.9,0,3.9,"Wed, November 15th at 1:56 AM EST"
269920864,Peyton Watson,11:00 PM EST @ LAC,PF,LAC,$3.4K,8.8,9.1,11.6,15.2,0,24,3.6,0.5,1.4,"Wed, November 15th at 1:56 AM EST"
269997105,Moussa Diabate,11:00 PM EST vs DEN,C,DEN,$3.4K,8.3,8.3,7,13.8,0,26,3.5,0.7,2.5,"Wed, November 15th at 1:56 AM EST"
215131309,Ziaire Williams,11:30 PM EST vs LAL,SF,LAL,$4.2K,8.3,14.9,21.1,14.9,4.25,19,3.5,0.5,2.4,"Wed, November 15th at 1:56 AM EST"
63280030,Cody Zeller,9:00 PM EST @ DAL,C,DAL,$3.2K,8,7.8,11.2,15.8,11.75,29,1.5,1.5,3.2,"Wed, November 15th at 1:56 AM EST"
773756047,Leaky Black,8:00 PM EST @ MIA,PF,MIA,$3.0K,7.7,0,0,10.3,0,11,2.9,0.6,1.1,"Wed, November 15th at 1:56 AM EST"
105392786,Kevin Knox II,8:00 PM EST @ ATL,SF,ATL,$3.8K,7.3,27.6,26.8,14.3,2,28,4.9,0.3,0.8,"Wed, November 15th at 1:56 AM EST"
65906879,Dante Exum,9:00 PM EST vs NOP,PG,NOP,$3.1K,7.3,9.8,7.5,12.9,12.75,27,3,0.9,1.5,"Wed, November 15th at 1:56 AM EST"
65359330,P.J. Tucker,11:00 PM EST vs DEN,PF,DEN,$3.3K,6.9,8.2,9.6,14,0,5,1.3,0.4,2.6,"Wed, November 15th at 1:56 AM EST"
63813717,Marcus Morris Sr.,8:00 PM EST @ IND,SF,IND,$3.0K,6.9,9.7,11.8,15.3,27.75,6,2.8,0,1.8,"Wed, November 15th at 1:56 AM EST"
215443204,Aaron Wiggins,8:30 PM EST @ SAS,SG,SAS,$3.0K,6.7,8.8,9.6,14.5,12,26,3.5,0.5,1.4,"Wed, November 15th at 1:56 AM EST"
65983120,Markieff Morris,9:00 PM EST vs NOP,PF,NOP,$3.0K,6.3,10.4,6.7,13.4,1.25,9,0,0,5,"Wed, November 15th at 1:56 AM EST"
267411842,Max Christie,11:30 PM EST @ MEM,SG,MEM,$3.4K,5.9,10.9,5.9,10.4,0,23,2,0.4,2.1,"Wed, November 15th at 1:56 AM EST"
215706582,Trendon Watford,8:30 PM EST @ ORL,PF,ORL,$4.0K,5.9,17.6,21.4,14.4,18.75,3,2.3,0.8,1.4,"Wed, November 15th at 1:56 AM EST"
771094543,Trayce Jackson-Davis,11:00 PM EST @ MIN,PF,MIN,$3.5K,5.5,6.7,0,13.8,3.5,5,2.4,0.2,1.4,"Wed, November 15th at 1:56 AM EST"
96035936,Thomas Bryant,8:00 PM EST vs CHA,C,CHA,$3.3K,5.4,10.7,13.8,15.3,0,20,2.3,0.3,1.6,"Wed, November 15th at 1:56 AM EST"
215256067,Jaden Springer,8:00 PM EST @ IND,SG,IND,$3.3K,5.3,5.9,7.2,10.3,2.75,16,1.2,0.7,1.2,"Wed, November 15th at 1:56 AM EST"
63619649,Wesley Matthews,8:00 PM EST vs DET,SG,DET,$3.2K,5,11.5,9.7,10.6,14,18,3.3,0,0.9,"Wed, November 15th at 1:56 AM EST"
70204099,Kris Dunn,10:00 PM EST @ POR,PG,POR,$3.2K,4.5,10.6,20.1,12.8,28.5,21,1.5,0.9,0.8,"Wed, November 15th at 1:56 AM EST"
270017898,Caleb Houstan,8:30 PM EST vs BRO,SF,BRO,$3.0K,4,9.6,8.2,8.6,11,23,2.5,0.2,0.6,"Wed, November 15th at 1:56 AM EST"
373033351,Dominick Barlow,8:30 PM EST vs OKL,PF,OKL,$3.0K,3.2,15.2,15.6,11.1,0,8,2.6,0,0.4,"Wed, November 15th at 1:56 AM EST"
