abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
J. Harden,James Harden,SG/PG,OKC,59.4,"$10,000",5.94,37.78,30.9,9.2,10.5,1.2,0.7,4.0
G. Antetokounmpo,Giannis Antetokounmpo,PF/SF,GS,56.3,"$11,300",4.99,32.99,29.7,11.2,6.2,1.1,1.3,3.3
N. Jokic,Nikola Jokic,C,POR,55.0,"$11,500",4.78,34.18,25.6,12.2,7.7,1.3,0.8,3.1
K. Towns,Karl-Anthony Towns,C,MIN,46.7,"$9,800",4.76,34.97,25.1,10.1,4.5,0.9,1.1,3.3
S. Curry,Stephen Curry,PG,GS,45.6,"$10,400",4.38,34.99,26.9,5.6,7.1,1.3,0.3,3.5
J. Morant,Ja Morant,PG,MIN,43.0,"$9,700",4.43,33.77,25.1,4.9,7.4,1.1,0.3,3.3
S. Gilgeous-Alexander,Shai Gilgeous-Alexander,SG/PG,OKC,41.0,"$8,000",5.13,35.22,24.1,4.8,5.7,1.0,0.7,2.5
J. Nurkic,Jusuf Nurkic,C,POR,40.3,"$7,500",5.38,33.93,17.7,10.2,4.6,1.2,0.9,2.8
B. Ingram,Brandon Ingram,SF,LAC,39.0,"$8,100",4.81,34.95,23.4,5.5,5.3,0.7,0.5,2.6
J. Valanciunas,Jonas Valanciunas,C,LAC,38.5,"$7,700",4.99,32.14,17.7,11.8,2.4,0.7,1.0,2.1
A. Edwards,Anthony Edwards,SF/SG,MIN,36.4,"$8,300",4.39,35.85,22.1,5.2,3.6,1.3,0.5,2.7
K. Middleton,Khris Middleton,SF/SG,GS,35.8,"$8,400",4.27,32.74,19.6,5.4,5.7,1.1,0.2,2.7
D. Russell,D'Angelo Russell,SG/PG,MIN,35.4,"$7,600",4.65,32.97,18.6,3.3,7.2,1.1,0.5,2.8
D. Smith,Dennis Smith,PG,POR,35.3,"$4,400",8.01,33.96,14.1,4.3,7.4,1.7,0.8,2.6
J. Giddey,Josh Giddey,SG,OKC,33.3,"$6,800",4.9,31.20,12.9,7.2,6.4,1.1,0.5,2.6
J. Jackson,Jaren Jackson Jr.,PF/C,MIN,32.8,"$7,600",4.32,30.57,15.2,6.9,1.3,1.1,2.0,1.9
M. Morris,Marcus Morris,PF/SF,LAC,31.7,"$6,500",4.88,32.21,20.3,5.3,1.9,0.8,0.4,1.4
J. Hart,Josh Hart,SG/SF,LAC,31.6,"$6,900",4.58,34.93,13.0,8.8,3.9,1.0,0.3,1.7
R. Jackson,Reggie Jackson,PG,LAC,31.5,"$5,500",5.72,33.22,17.8,4,4.9,1.0,0.2,2.1
B. Portis,Bobby Portis,PF/C,GS,31.4,"$6,200",5.07,30.20,14.0,9.4,1.7,1.0,0.7,1.5
D. Bane,Desmond Bane,SG,MIN,30.0,"$7,000",4.28,30.81,18.3,4.5,2.5,0.9,0.4,1.4
N. Little,Nassir Little,SF,POR,29.0,"$5,300",5.48,35.91,13.9,7.2,1.8,0.8,0.9,1.3
A. Wiggins,Andrew Wiggins,SF,GS,29.0,"$6,600",4.4,31.99,15.9,4.6,2.6,0.9,0.9,1.7
W. Barton,Will Barton,SG/SF,POR,28.9,"$5,900",4.89,33.58,14.7,4.8,3.8,1.0,0.5,1.8
D. Sharpe,Day'Ron Sharpe,PF,OKC,28.9,"$4,500",6.41,30.22,12.0,8.8,1.4,0.7,1.4,2.1
R. Covington,Robert Covington,PF/SF,POR,28.2,"$5,600",5.04,34.92,10.4,6.6,2.0,1.5,1.2,1.2
L. Dort,Luguentz Dort,SF/SG,OKC,27.8,"$5,600",4.96,33.21,17.2,4.2,1.9,1.0,0.4,1.5
J. Vanderbilt,Jarred Vanderbilt,PF,MIN,27.7,"$6,300",4.39,29.17,7.2,9.6,1.9,1.5,1.0,1.4
A. Gordon,Aaron Gordon,PF,POR,27.5,"$5,200",5.29,30.40,13.7,6,2.8,0.7,0.7,1.8
O. Porter,Otto Porter,SF/PF,GS,25.9,"$5,100",5.07,27.24,11.3,6.6,2.5,0.9,0.4,1.0
K. Edwards,Kessler Edwards,SF,OKC,25.3,"$3,600",7.04,29.38,12.4,5.7,1.8,0.9,0.7,1.4
D. Graham,Devonte' Graham,PG/SG,LAC,25.2,"$5,400",4.67,31.90,12.9,2.8,4.9,1.0,0.1,1.7
H. Jones,Herbert Jones,PF,LAC,25.0,"$6,000",4.16,32.20,10.6,4.3,2.2,1.4,1.0,1.3
P. Beverley,Patrick Beverley,PG,MIN,24.8,"$6,700",3.7,28.97,9.2,4.3,4.2,1.0,0.8,1.3
A. Coffey,Amir Coffey,SF/SG,LAC,24.4,"$5,600",4.35,32.73,12.3,4.5,2.9,1.0,0.2,1.3
K. Anderson,Kyle Anderson,SF/PF,MIN,24.3,"$5,800",4.18,24.81,9.0,5.6,3.1,1.0,0.7,1.2
B. McLemore,Ben McLemore,SG/PG,POR,24.3,"$4,100",5.92,32.95,16.2,3.3,1.8,0.8,0.2,1.6
T. Mann,Terance Mann,SG/SF,LAC,23.9,"$4,800",4.97,30.27,10.9,5.8,2.8,0.7,0.3,1.2
I. Zubac,Ivica Zubac,C,LAC,23.4,"$4,500",5.19,25.18,9.2,7.1,1.5,0.5,1.1,1.4
M. Morris,Monte Morris,PG,POR,23.3,"$4,900",4.76,28.86,12.2,2.6,3.8,0.8,0.3,1.0
B. Clarke,Brandon Clarke,PF,MIN,23.1,"$5,700",4.05,21.63,10.1,5.7,1.5,0.7,0.8,0.6
D. Bembry,DeAndre Bembry,SG/SF,OKC,23.0,"$4,000",5.76,29.88,9.6,4.4,2.7,1.3,0.6,1.6
D. Melton,De'Anthony Melton,SG/PG,MIN,22.9,"$5,600",4.08,21.87,10.2,3.8,2.8,1.2,0.6,1.5
K. Thompson,Klay Thompson,SG,GS,22.7,"$6,200",3.67,21.92,13.0,3.2,2.4,0.7,0.5,1.3
T. Watford,Trendon Watford,PF,POR,22.6,"$3,500",6.45,18.97,11.7,4.9,1.6,0.5,0.7,1.0
G. Payton II,Gary Payton II,SG,GS,22.5,"$5,000",4.5,21.99,10.4,4.6,1.6,1.4,0.3,0.9
K. Looney,Kevon Looney,C/PF,GS,21.9,"$5,100",4.3,28.02,5.8,7.1,3.0,0.6,0.8,1.1
J. Poole,Jordan Poole,PG/SG,GS,21.8,"$5,100",4.28,23.01,13.4,2.4,2.9,0.7,0.2,1.5
N. Batum,Nicolas Batum,SF/PF,LAC,21.8,"$4,700",4.63,28.22,7.6,5,2.5,1.1,0.7,1.0
E. Bledsoe,Eric Bledsoe,SG/PG,LAC,21.6,"$4,800",4.5,22.19,11.3,2.7,3.5,0.8,0.3,1.5
J. Johnson,James Johnson,SF/PF,OKC,21.4,"$3,500",6.1,25.09,9.0,4.3,2.4,0.8,0.8,1.2
M. Beasley,Malik Beasley,SF/SG,MIN,21.3,"$4,000",5.32,24.93,13.7,3.1,1.9,0.6,0.1,1.1
S. Ibaka,Serge Ibaka,PF/C,LAC,21.2,"$4,100",5.17,17.49,10.2,5,1.6,0.3,0.9,1.0
N. Alexander-Walker,Nickeil Alexander-Walker,SG/SF,LAC,21.0,"$4,100",5.12,22.31,11.3,3,2.4,0.9,0.4,1.4
D. Bazley,Darius Bazley,PF/SF,OKC,20.8,"$5,300",3.92,26.14,9.1,6,1.4,0.6,0.7,1.5
J. Nwora,Jordan Nwora,PF/SF,GS,20.5,"$5,400",3.79,24.94,10.5,4.6,1.3,0.8,0.5,1.4
C. Elleby,C.J. Elleby,SF,POR,19.6,"$3,600",5.44,19.98,11.8,3.6,1.3,0.6,0.2,0.9
J. Robinson-Earl,Jeremiah Robinson-Earl,PF,OKC,19.5,"$3,900",5,25.15,8.4,6.2,1.1,0.6,0.4,1.0
C. Thomas,Cameron Thomas,SG,OKC,19.4,"$5,000",3.88,24.10,11.0,3.3,1.9,0.7,0.2,1.1
A. Iguodala,Andre Iguodala,SF/SG,GS,19.1,"$4,300",4.45,22.94,5.5,3.9,3.5,0.9,0.7,1.1
A. Wiggins,Aaron Wiggins,SG,OKC,18.9,"$4,800",3.94,26.75,9.2,3.9,1.7,0.9,0.3,1.1
F. Campazzo,Facundo Campazzo,PG,POR,18.1,"$4,800",3.77,21.72,6.8,2.2,3.7,1.1,0.3,1.1
J. Green,JaMychal Green,PF/C,POR,17.3,"$3,900",4.43,18.73,7.9,4.7,0.9,0.6,0.5,0.9
P. Connaughton,Pat Connaughton,SG/SF,GS,17.1,"$3,700",4.62,23.99,7.4,4.2,1.3,0.8,0.3,0.6
D. DiVincenzo,Donte DiVincenzo,SG,GS,17.0,"$4,000",4.26,20.16,7.0,3.9,2.3,0.8,0.2,1.1
G. Allen,Grayson Allen,SG,GS,17.0,"$4,000",4.25,23.27,9.0,2.7,1.7,0.8,0.2,0.8
J. Green,Jeff Green,PF/SF,POR,16.9,"$4,600",3.67,22.75,9.5,3.2,1.3,0.4,0.4,0.8
