abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
G. Antetokounmpo,Giannis Antetokounmpo,PF/SF,MIL,53.0,"$11,300",4.69,34.02,27.5,10.9,5.7,1.1,1.3,3.3
P. George,Paul George,SG/SF,POR,45.2,"$10,800",4.18,34.86,26.7,6.7,5.3,1.4,0.5,3.2
A. Drummond,Andre Drummond,C,MIL,42.6,"$7,200",5.92,34.12,14.1,15.1,3.0,1.6,1.4,3.1
D. Lillard,Damian Lillard,PG,POR,42.5,"$8,500",5,35.59,25.2,4.4,7.8,0.9,0.2,3.0
T. Young,Trae Young,PG,ATL,40.9,"$9,500",4.3,34.10,25.0,3.8,7.8,0.9,0.2,3.7
R. Gobert,Rudy Gobert,C,ATL,40.4,"$9,000",4.49,33.22,13.4,14.3,1.3,0.7,2.5,1.7
D. Mitchell,Donovan Mitchell,SG/PG,ATL,40.0,"$8,700",4.6,34.18,25.9,4.4,4.8,1.1,0.3,2.6
C. McCollum,C.J. McCollum,SG,POR,37.0,"$8,000",4.63,35.02,21.7,4.2,4.8,1.0,0.6,1.7
J. Nurkic,Jusuf Nurkic,C,POR,33.8,"$6,900",4.9,28.03,11.6,11.1,3.0,1.0,1.2,2.2
T. Maxey,Tyrese Maxey,PG/SG,MIL,33.3,"$6,600",5.04,36.21,18.3,4.1,4.9,1.0,0.5,1.8
C. Capela,Clint Capela,C,ATL,33.2,"$6,300",5.27,28.16,10.8,12.1,0.9,0.7,1.8,1.0
S. Milton,Shake Milton,PG/SG,MIL,33.1,"$6,200",5.34,36.45,18.5,3.9,5.2,1.0,0.5,2.4
J. Holiday,Jrue Holiday,PG/SG,MIL,32.6,"$6,800",4.8,32.45,15.0,4.4,5.7,1.4,0.6,2.2
J. Collins,John Collins,PF/C,ATL,30.9,"$6,800",4.54,31.39,15.0,8,1.7,0.7,1.0,1.4
R. Jackson,Reggie Jackson,PG/SG,POR,30.8,"$6,100",5.05,34.63,17.0,4.1,4.6,1.0,0.2,1.6
F. Korkmaz,Furkan Korkmaz,SG/SF,MIL,30.4,"$5,400",5.63,36.09,17.2,3.9,3.4,1.4,0.3,1.7
B. Portis,Bobby Portis,PF/C,MIL,29.7,"$5,800",5.13,32.14,13.8,8.2,1.6,1.0,0.7,1.4
M. Conley,Mike Conley,PG,ATL,29.0,"$6,300",4.6,30.19,14.5,3.3,5.3,1.3,0.2,1.9
N. Powell,Norman Powell,SF/SG,POR,25.1,"$6,100",4.11,30.37,16.2,3.1,1.9,1.0,0.3,1.6
T. Mann,Terance Mann,SG/SF,POR,25.0,"$5,100",4.9,30.75,11.6,5.6,2.7,0.9,0.3,1.0
B. Bogdanovic,Bojan Bogdanovic,SF/PF,ATL,24.4,"$5,500",4.43,32.15,16.6,4,1.5,0.7,0.1,1.7
