contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $402K Rainmaker Special [$125K to 1st],1749000,Classic,123912317,3180,4,402000,Tue 7:30PM,119,134,63753
NBA $10K Alley Oop [Single Entry],305250,Classic,123941062,555,1,10000,Tue 7:30PM,11,20,63753
NBA Showdown $200K Fadeaway [$50K to 1st] (LAC vs PHX),8250,Showdown Captain Mode,123914884,15,150,2e+05,Tue 10:00PM,8628,15686,63759
NBA $40K Pull Up Jumper [$10K to 1st],5500,Classic,123940265,10,141,40000,Tue 7:30PM,4459,4705,63753
NBA $400K Big Jam [$100K to 1st],5500,Classic,123912315,10,150,4e+05,Tue 7:30PM,46962,47058,63753
NBA $5M Fantasy Basketball World Championship Qualifier #77,168850,Classic,123904490,307,6,52200,Tue 7:30PM,188,200,63753
NBA $30K Jab Step [$5K to 1st],3300,Classic,123912320,6,150,30000,Tue 7:30PM,5635,5882,63753
NBA $8K Swish [Single Entry],220000,Classic,123904473,400,1,8000,Tue 7:30PM,16,22,63753
NBA $6K Sharpshooter [20 Entry Max],1650,Classic,123942848,3,20,6000,Tue 7:30PM,1532,2378,63753
NBA $10K Stretch Four [3 Entry Max],2200,Classic,123904469,4,3,10000,Tue 7:30PM,2499,2972,63753
"NBA Satellite to $3,650 FBWC MEGAQual",202400,Classic,123904903,368,1,3650,Tue 7:30PM,4,11,63753
NBA $1.5K Fadeaway (Night),8250,Classic,123944992,15,3,1500,Tue 8:00PM,20,117,63757
NBA $70K Fadeaway [$20K to 1st] (Night),8250,Classic,123914867,15,150,70000,Tue 8:00PM,4953,5490,63757
NBA $20K Slam Jam [3 Entry Max] (Night),122100,Classic,123914866,222,3,20000,Tue 8:00PM,73,100,63757
NBA $500 High Five [Single Entry] (Night),2750,Classic,123945076,5,1,500,Tue 8:00PM,9,118,63757
NBA $5K High Five [Single Entry] (Night),2750,Classic,123904517,5,1,5000,Tue 8:00PM,1086,1189,63757
NBA $3.3K Money Ball [Single Entry],183150,Classic,123941420,333,1,3300,Tue 7:30PM,6,11,63753
 NBA Single Entry $5 Double Up,2750,Classic,123943634,5,1,1500,Tue 7:30PM,331,344,63753
NBA Single Entry $25 Double Up,13750,Classic,123945075,25,1,1500,Tue 7:30PM,38,68,63753
 NBA Single Entry $5 Double Up,2750,Classic,123945417,5,1,250,Tue 7:30PM,27,57,63753
NBA $10 Double Up,5500,Classic,123904460,10,10,3000,Tue 7:30PM,315,344,63753
NBA Showdown $2K Pull Up Jumper (BOS vs PHI),5500,Showdown Captain Mode,123945216,10,7,2000,Tue 7:30PM,55,235,63756
NBA Showdown $1K Showtime [Single Entry] (BOS vs PHI),55000,Showdown Captain Mode,123944629,100,1,1000,Tue 7:30PM,7,11,63756
NBA Showdown $1K Ankle Breaker [Single Entry] (BOS vs PHI),27500,Showdown Captain Mode,123944480,50,1,1000,Tue 7:30PM,15,22,63756
NBA Showdown $4K All Star [Single Entry] (Must Fill) (BOS vs PHI),583000,Showdown Captain Mode,123944922,1060,1,4000,Tue 7:30PM,2,4,63756
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (BOS vs PHI),517000,Showdown Captain Mode,123905533,940,1,4444,Tue 7:30PM,0,5,63756
NBA $2 Double Up,1100,Classic,123943633,2,17,1000,Tue 7:30PM,474,574,63753
Fantasy Golf MEGA Millionaire Satellite (3-10),96800,Classic,123921733,176,1,2222,Tue 7:30PM,3,14,63753
FINAL STRETCH: $2M Fantasy Golf MEGA Millionaire Satellite (2-17),246400,Classic,123921721,448,1,4444,Tue 7:30PM,8,11,63753
Fantasy Golf MEGA Millionaire Satellite (3-10),20350,Classic,123921734,37,2,2222,Tue 7:30PM,32,70,63753
NBA $3K And-One,550,Classic,123943148,1,20,3000,Tue 7:30PM,2252,3567,63753
FINAL STRETCH: $2M Fantasy Golf MEGA Millionaire Satellite (2-17),41250,Classic,123921720,75,2,4444,Tue 7:30PM,52,67,63753
NBA $2.5K Fast Break [Single Entry],14850,Classic,123944991,27,1,2500,Tue 7:30PM,75,107,63753
NBA $50K Micro And-One Special [20 Entry Max],550,Classic,123912321,1,20,50000,Tue 7:30PM,59299,59453,63753
NBA $3K mini-MAX [150 Entry Max],275,Classic,123941894,0,150,3000,Tue 7:30PM,5109,7134,63753
NBA Showdown $30K SLAM Jam [$10K to 1st] (LAC vs PHX),122100,Showdown Captain Mode,123914885,222,4,30000,Tue 10:00PM,73,150,63759
NBA Showdown $26K Jab Step [$5K to 1st] (LAC vs PHX),3300,Showdown Captain Mode,123904519,6,150,26000,Tue 10:00PM,2802,5098,63759
NBA Showdown $7.5K High Five [Single Entry] (LAC vs PHX),2750,Showdown Captain Mode,123904528,5,1,7500,Tue 10:00PM,659,1783,63759
NBA Showdown $10K Micro mini-MAX [150 Entry Max] (LAC vs PHX),275,Showdown Captain Mode,123904520,0,150,10000,Tue 10:00PM,18231,23781,63759
NBA Showdown $10K And-One (LAC vs PHX),550,Showdown Captain Mode,123904522,1,20,10000,Tue 10:00PM,9937,11890,63759
NBA Tiers $1.5K Posterizer [Single Entry],82500,Tiers,123931323,150,1,1500,Tue 7:30PM,8,11,63755
$2M Fantasy Golf MEGA Millionaire Satellite (2-17) [Must Fill] (NBA Tiers),517000,Tiers,123905660,940,1,4444,Tue 7:30PM,0,5,63755
