name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
C. LeVert,$7.7k,PG/SG,1,IND,HOU,29,-9,222.5,115.8,24.0,35.8,49.3,40.0,5.19
K. Porzingis Q,$9.0k,PF,3,DAL,MIL,27,+3,209.5,103.3,22.3,35.6,53.3,40.0,4.44
M. Turner,$6.7k,C,1,IND,HOU,22,-9,222.5,115.8,25.3,31.7,36.8,39.5,5.9
D. Ayton,$8.3k,C,1,PHO,OKC,15,-15,214,114.5,30.8,40.1,49.8,38.8,4.67
D. Booker,$8.6k,PG/SG,1,PHO,OKC,23,-15,214,114.5,13.5,35.7,48.3,38.8,4.51
Chris Paul,$9.1k,PG,1,PHO,OKC,23,-15,214,114.5,28.5,36.3,61.5,38.0,4.18
T. Harris,$9.2k,PF,2,PHI,ATL,9,-10.5,207.5,109,18.5,31.2,40.8,38.0,4.13
K. Middleton,$8.0k,SF,0,MIL,DAL,2,-3,209.5,106.3,17.0,34.8,44.5,38.0,4.75
Shai Gilgeous-Alexander,$8.7k,PG,0,OKC,PHO,22,+15,214,99.5,32.8,43.7,65.3,37.5,4.31
Ja Morant,$8.6k,PG,2,MEM,GSW,21,+5.5,217,105.8,6.8,33.3,52.5,37.5,4.36
M. Bridges,$7.7k,SF/PF,2,CHA,DEN,1,+3,230.5,113.8,27.5,39.0,44.5,37.3,4.84
Josh Hart,$6.2k,SF/PF,1,NO,ORL,5,-6,209.5,107.8,26.3,36.6,43.8,36.5,5.89
D. Green,$7.7k,PF/C,2,GSW,MEM,12,-5.5,217,111.3,20.0,34.1,53.8,36.3,4.71
K. Walker,$5.9k,PG,1,NY,WAS,26,-1,212,106.5,18.0,29.6,43.0,35.8,6.06
J. Poeltl,$6.6k,C,2,SA,LAL,24,+1.5,225.5,112,16.0,33.6,49.0,34.0,5.15
D. Brooks,$6.8k,SF,2,MEM,GSW,3,+5.5,217,105.8,26.5,37.3,49.3,33.3,4.89
Cole Anthony Q,$8.4k,PG,7,ORL,NO,20,+6,209.5,101.8,9.8,30.7,53.5,33.0,3.93
Saddiq Bey,$6.7k,SF/PF,1,DET,MIA,23,+11,208,98.5,9.0,32.7,50.0,32.8,4.89
W. Carter Jr. Q,$8.0k,PF/C,5,ORL,NO,15,+6,209.5,101.8,12.5,30.1,42.5,32.5,4.06
Josh Giddey,$7.5k,SG/SF,0,OKC,PHO,2,+15,214,99.5,22.8,36.9,45.3,32.3,4.3
Will Barton,$6.4k,SG/SF,0,DEN,CHA,14,-3,230.5,116.8,17.0,25.8,37.3,32.0,5
D. White,$6.7k,PG/SG,2,SA,LAL,18,+1.5,225.5,112,12.8,33.2,57.0,32.0,4.78
Cam Reddish,$4.6k,SG/SF,0,ATL,PHI,8,+10.5,207.5,98.5,6.5,21.8,51.5,32.0,6.96
T. Herro,$6.8k,PG/SG,1,MIA,DET,8,-11,208,109.5,16.5,26.4,37.3,31.8,4.67
Naz Reid Q,$4.2k,PF/C,1,MIN,UTA,3,+12.5,227.5,107.5,6.3,13.3,20.5,31.8,7.56
F. Wagner,$7.4k,SF/PF,0,ORL,NO,4,+6,209.5,101.8,21.5,34.1,42.0,31.8,4.29
Alec Burks,$7.8k,PG/SG,1,NY,WAS,26,-1,212,106.5,17.8,24.7,34.0,31.8,4.07
T. Maxey,$6.7k,PG,7,PHI,ATL,4,-10.5,207.5,109,12.0,26.4,40.3,31.5,4.7
H. Diallo,$4.4k,SG/SF,1,DET,MIA,10,+11,208,98.5,13.3,20.0,28.0,31.3,7.1
Kyle Kuzma,$6.8k,SF/PF,4,WAS,NY,8,+1,212,105.5,12.3,23.7,43.3,31.0,4.56
S. Dinwiddie,$5.3k,PG,4,WAS,NY,2,+1,212,105.5,17.8,21.6,34.0,31.0,5.85
D. Graham,$5.5k,PG,1,NO,ORL,19,-6,209.5,107.8,13.5,27.9,46.5,30.5,5.55
D. Cousins,$4.7k,C,0,MIL,DAL,3,-3,209.5,106.3,6.0,22.9,41.0,30.5,6.49
T. Rozier,$6.1k,PG/SG,2,CHA,DEN,17,+3,230.5,113.8,7.3,22.0,35.5,30.0,4.92
Cory Joseph,$3.4k,PG,1,DET,MIA,1,+11,208,98.5,7.3,13.6,19.5,30.0,8.82
D. Wright,$4.2k,PG,0,ATL,PHI,14,+10.5,207.5,98.5,4.8,11.7,26.3,30.0,7.14
Mike Conley,$6.2k,PG,2,UTA,MIN,12,-12.5,227.5,120,21.8,28.7,38.5,29.5,4.76
Seth Curry,$7.0k,SG,2,PHI,ATL,29,-10.5,207.5,109,17.5,30.3,43.0,29.5,4.21
G. Hayward,$6.6k,SF/PF,3,CHA,DEN,1,+3,230.5,113.8,10.3,30.9,53.8,29.5,4.47
J. Jackson Jr.,$6.9k,PF/C,2,MEM,GSW,18,+5.5,217,105.8,15.0,25.8,36.0,29.5,4.28
A. Gordon,$5.8k,SF/PF,0,DEN,CHA,22,-3,230.5,116.8,14.0,23.7,31.0,29.3,5.04
Trey Lyles,$3.6k,PF/C,1,DET,MIA,14,+11,208,98.5,1.0,16.5,25.5,29.0,8.06
M. Beasley,$5.1k,SG,1,MIN,UTA,1,+12.5,227.5,107.5,12.5,23.1,33.0,29.0,5.69
M. Harrell,$5.2k,C,4,WAS,NY,1,+1,212,105.5,17.5,21.9,28.8,28.5,5.48
K. Johnson,$5.7k,PF,2,SA,LAL,13,+1.5,225.5,112,26.5,32.3,38.5,28.3,4.96
D. Dedmon,$5.3k,C,1,MIA,DET,20,-11,208,109.5,19.3,24.5,40.5,28.0,5.28
Luguentz Dort,$5.9k,SG/SF,0,OKC,PHO,2,+15,214,99.5,13.0,24.3,41.8,27.5,4.66
D. Finney-Smith,$5.9k,SF/PF,1,DAL,MIL,20,+3,209.5,103.3,24.3,31.3,38.0,27.5,4.66
Max Strus,$5.2k,SG/SF,1,MIA,DET,23,-11,208,109.5,5.5,27.4,45.8,27.3,5.24
C. Okeke,$5.1k,SF/PF,0,ORL,NO,4,+6,209.5,101.8,8.8,29.3,53.5,27.0,5.29
A. Sengun,$5.7k,C,0,HOU,IND,10,+9,222.5,106.8,7.0,24.0,46.8,26.8,4.69
C. Duarte,$5.0k,SG/SF,1,IND,HOU,12,-9,222.5,115.8,8.5,21.0,32.8,26.5,5.3
Jae'Sean Tate,$5.9k,PF,0,HOU,IND,10,+9,222.5,106.8,9.8,25.6,31.8,26.5,4.49
Gabe Vincent,$5.5k,PG,1,MIA,DET,8,-11,208,109.5,21.3,28.5,39.5,26.5,4.82
Desmond Bane,$6.2k,SG,2,MEM,GSW,5,+5.5,217,105.8,18.5,31.6,40.8,26.3,4.23
Otto Porter Jr.,$4.8k,SF/PF,2,GSW,MEM,27,-5.5,217,111.3,9.3,20.1,31.3,26.3,5.47
J. Clarkson,$5.4k,PG/SG,2,UTA,MIN,12,-12.5,227.5,120,21.8,26.9,33.5,26.0,4.81
T. Horton-Tucker,$5.2k,SF,1,LAL,SA,28,-1.5,225.5,113.5,7.0,22.8,37.8,26.0,5
D. Gafford,$4.8k,C,4,WAS,NY,1,+1,212,105.5,10.3,21.4,28.3,25.8,5.36
M. Robinson,$6.1k,C,1,NY,WAS,30,-1,212,106.5,6.5,24.5,43.5,25.5,4.18
Pat Connaughton,$5.2k,SG/SF,0,MIL,DAL,25,-3,209.5,106.3,10.0,24.4,31.8,25.0,4.81
M. Morris,$5.6k,PG/SG,0,DEN,CHA,28,-3,230.5,116.8,20.5,29.9,38.5,25.0,4.46
O. Brissett,$3.8k,PF/C,1,IND,HOU,19,-9,222.5,115.8,15.3,20.3,26.3,25.0,6.58
B. Bogdanovic,$5.2k,SF/PF,2,UTA,MIN,11,-12.5,227.5,120,22.5,25.8,29.8,25.0,4.81
M. Bridges,$5.3k,SG/SF,1,PHO,OKC,13,-15,214,114.5,17.3,24.1,30.0,25.0,4.72
J. McDaniels,$4.3k,SF/PF,1,MIN,UTA,14,+12.5,227.5,107.5,13.0,20.5,29.5,24.3,5.64
F. Jackson Q,$3.7k,SG,1,DET,MIA,10,+11,208,98.5,8.8,19.3,31.8,24.0,6.49
Evan Fournier,$5.8k,SG/SF,1,NY,WAS,3,-1,212,106.5,5.3,26.7,48.8,24.0,4.14
Brad Wanamaker,$3.2k,PG,1,IND,HOU,29,-9,222.5,115.8,3.3,10.2,17.0,23.8,7.42
Omer Yurtseven,$4.2k,C,1,MIA,DET,20,-11,208,109.5,16.3,22.6,32.8,23.5,5.6
S. Brown,$4.7k,SG/SF,1,DAL,MIL,17,+3,209.5,103.3,7.5,15.1,32.8,23.5,5
Gary Harris,$4.8k,SG/SF,0,ORL,NO,15,+6,209.5,101.8,14.0,27.1,35.3,23.5,4.9
C. Johnson,$4.8k,SF/PF,1,PHO,OKC,17,-15,214,114.5,21.0,26.5,33.0,23.5,4.9
G. Allen,$4.5k,SG/SF,5,MIL,DAL,25,-3,209.5,106.3,13.8,22.0,39.3,23.3,5.17
Deni Avdija,$4.2k,SF/PF,4,WAS,NY,8,+1,212,105.5,16.3,23.1,28.8,23.3,5.54
D. Robinson,$4.9k,SG/SF,1,MIA,DET,23,-11,208,109.5,16.3,24.7,39.5,23.3,4.74
K. Oubre Jr.,$5.9k,SG/SF,2,CHA,DEN,22,+3,230.5,113.8,7.8,21.8,33.3,23.3,3.94
S. Adams,$5.2k,C,2,MEM,GSW,8,+5.5,217,105.8,14.0,28.0,37.8,23.0,4.42
Jae Crowder,$4.2k,PF,1,PHO,OKC,5,-15,214,114.5,8.0,16.6,26.0,23.0,5.48
N. Knight,$3.0k,C,1,MIN,UTA,21,+12.5,227.5,107.5,0.0,7.2,10.8,23.0,7.67
A. Holiday,$3.6k,PG/SG,4,WAS,NY,2,+1,212,105.5,3.3,11.8,29.5,23.0,6.39
F. Ntilikina,$3.1k,PG,1,DAL,MIL,9,+3,209.5,103.3,0.0,4.4,15.0,23.0,7.42
C. Anthony,$4.8k,PF,1,LAL,SA,6,-1.5,225.5,113.5,16.0,23.2,38.8,22.8,4.74
Eric Gordon,$5.6k,SG/SF,0,HOU,IND,26,+9,222.5,106.8,16.5,27.4,42.8,22.8,4.06
G. Dieng,$3.3k,C,0,ATL,PHI,7,+10.5,207.5,98.5,1.5,11.7,20.3,22.8,6.89
H. Jones,$4.0k,PF/C,1,NO,ORL,29,-6,209.5,107.8,6.8,19.2,37.3,22.8,5.69
PJ Washington,$5.1k,PF/C,2,CHA,DEN,22,+3,230.5,113.8,13.5,24.7,38.8,22.8,4.46
J. Green,$4.9k,PG/SG,28,HOU,IND,24,+9,222.5,106.8,11.0,19.8,30.8,22.8,4.64
D. Melton,$4.6k,PG/SG,2,MEM,GSW,21,+5.5,217,105.8,18.0,26.5,37.8,22.5,4.89
R. O'Neale,$4.3k,PF,2,UTA,MIN,26,-12.5,227.5,120,10.3,21.1,27.3,22.3,5.17
K. Looney,$3.7k,C,2,GSW,MEM,14,-5.5,217,111.3,6.0,19.1,28.5,22.3,6.01
J. Nowell Q,$3.9k,PG,1,MIN,UTA,30,+12.5,227.5,107.5,-0.5,14.8,26.5,21.8,5.58
C. Payne,$5.2k,PG/SG,1,PHO,OKC,23,-15,214,114.5,21.8,27.8,34.0,21.5,4.13
D. Vassell,$3.9k,SF/PF,2,SA,LAL,6,+1.5,225.5,112,14.3,19.1,25.5,21.5,5.51
Gary Payton II,$4.2k,PG/SG,2,GSW,MEM,6,-5.5,217,111.3,5.5,15.8,29.8,21.5,5.12
KJ Martin,$4.4k,PF/C,0,HOU,IND,10,+9,222.5,106.8,21.8,26.3,29.8,21.5,4.89
M. Thybulle,$3.5k,SF/PF,2,PHI,ATL,30,-10.5,207.5,109,7.0,13.6,19.8,21.3,6.07
G. Mathews,$4.7k,SF,0,HOU,IND,9,+9,222.5,106.8,6.3,20.7,34.3,21.0,4.47
Raul Neto,$3.8k,PG,4,WAS,NY,2,+1,212,105.5,10.0,17.8,29.8,21.0,5.53
J. Holiday,$3.9k,SG/SF,1,IND,HOU,12,-9,222.5,115.8,13.0,19.8,28.5,21.0,5.38
B. Bogdanovic,$5.1k,PG/SG,0,ATL,PHI,14,+10.5,207.5,98.5,6.8,20.9,36.3,20.8,4.07
N. Bjelica,$3.3k,PF/C,2,GSW,MEM,12,-5.5,217,111.3,5.5,16.7,27.0,20.8,6.29
L. Stephenson,$3.2k,SG,0,ATL,PHI,8,+10.5,207.5,98.5,6.0,17.9,32.8,20.8,6.48
J. McGee,$4.6k,C,1,PHO,OKC,15,-15,214,114.5,12.3,27.0,33.5,20.8,4.51
Josh Jackson,$3.5k,PF,4,DET,MIA,14,+11,208,98.5,2.0,7.0,13.3,20.5,5.86
Juan Toscano-Anderson,$3.5k,PF,2,GSW,MEM,12,-5.5,217,111.3,1.5,11.9,26.5,20.5,5.86
D. Bazley,$4.3k,PF,0,OKC,PHO,11,+15,214,99.5,6.5,23.0,38.3,20.5,4.77
Rudy Gay,$3.5k,SF/PF,2,UTA,MIN,11,-12.5,227.5,120,7.3,12.4,16.0,20.5,5.86
L. Walker IV,$4.3k,SG/SF,2,SA,LAL,19,+1.5,225.5,112,8.5,21.7,37.0,20.3,4.71
Kyle Anderson,$4.9k,SF/PF,2,MEM,GSW,3,+5.5,217,105.8,15.8,26.5,41.8,20.3,4.13
R. Rondo,$3.8k,PG,1,LAL,SA,7,-1.5,225.5,113.5,4.0,12.3,19.3,20.3,5.33
O. Okongwu,$3.1k,PF/C,0,ATL,PHI,8,+10.5,207.5,98.5,7.5,14.2,23.3,20.3,6.53
Jeremy Lamb,$3.4k,SG/SF,1,IND,HOU,12,-9,222.5,115.8,3.5,11.2,24.5,20.0,5.88
Jeff Green,$4.3k,SF/PF,0,DEN,CHA,22,-3,230.5,116.8,11.0,18.6,35.3,20.0,4.65
J. Hayes,$3.0k,C,12,NO,ORL,5,-6,209.5,107.8,1.5,8.6,25.0,20.0,6.67
Theo Pinson,$3.6k,SG,1,DAL,MIL,17,+3,209.5,103.3,0.0,6.1,26.5,20.0,5.56
J. Nwora,$5.0k,PF,0,MIL,DAL,20,-3,209.5,106.3,1.3,31.5,49.8,20.0,4
J. McDaniels,$3.6k,PF,2,CHA,DEN,22,+3,230.5,113.8,11.8,21.5,32.5,19.8,5.49
J. Kuminga,$3.6k,PF,2,GSW,MEM,12,-5.5,217,111.3,2.0,10.4,33.3,19.5,5.42
M. Plumlee,$4.0k,C,2,CHA,DEN,11,+3,230.5,113.8,16.3,20.0,21.8,19.3,4.81
Joe Ingles,$4.1k,SG/SF,2,UTA,MIN,9,-12.5,227.5,120,12.3,16.7,22.5,19.0,4.63
I. Thomas,$4.1k,PG,1,LAL,SA,7,-1.5,225.5,113.5,4.0,14.5,25.5,19.0,4.63
H. Whiteside,$3.9k,C,2,UTA,MIN,9,-12.5,227.5,120,9.5,21.8,44.5,18.8,4.81
A. Brooks,$4.6k,PG/SG,0,HOU,IND,24,+9,222.5,106.8,5.5,14.9,28.5,18.5,4.02
F. Campazzo,$4.0k,PG,0,DEN,CHA,28,-3,230.5,116.8,22.3,26.3,28.8,18.0,4.5
G. Hernangomez,$3.8k,C,1,NO,ORL,5,-6,209.5,107.8,10.8,17.1,24.3,17.8,4.67
B. Hyland Q,$3.9k,PG/SG,0,DEN,CHA,28,-3,230.5,116.8,8.0,17.8,37.0,17.5,4.49
Doug McDermott,$3.8k,SF,2,SA,LAL,6,+1.5,225.5,112,1.3,15.4,20.0,17.5,4.61
R. Lopez,$4.5k,C,0,ORL,NO,13,+6,209.5,101.8,1.3,26.7,39.5,17.5,3.89
J. Robinson-Earl,$3.5k,PF/C,0,OKC,PHO,11,+15,214,99.5,11.3,16.2,28.8,17.5,5
Luka Garza,$3.0k,C,1,DET,MIA,12,+11,208,98.5,0.0,6.0,12.8,17.3,5.75
Marc Gasol,$3.7k,C,202,MEM,GSW,8,+5.5,217,105.8,10.3,18.0,35.5,17.3,4.66
Taj Gibson,$3.5k,PF/C,1,NY,WAS,2,-1,212,106.5,2.3,9.2,20.8,17.0,4.86
M. Chriss,$3.5k,PF,1,DAL,MIL,27,+3,209.5,103.3,14.8,29.5,45.0,16.8,4.79
K. Williams,$3.7k,SF,0,OKC,PHO,16,+15,214,99.5,6.3,16.7,35.5,16.8,4.53
Obi Toppin Q,$3.5k,PF,12,NY,WAS,2,-1,212,106.5,11.8,20.1,34.0,16.8,4.79
D. Powell,$4.1k,C,1,DAL,MIL,18,+3,209.5,103.3,2.0,11.6,28.0,16.5,4.02
George Hill,$3.6k,PG,0,MIL,DAL,5,-3,209.5,106.3,7.0,14.3,23.3,16.5,4.58
D. Nwaba,$3.4k,SF,0,HOU,IND,9,+9,222.5,106.8,3.3,16.7,27.8,16.0,4.71
H. Gravett,$3.7k,SG,0,ORL,NO,15,+6,209.5,101.8,13.0,19.2,22.8,16.0,4.32
K. Martin,$3.3k,PF,1,IND,HOU,19,-9,222.5,115.8,5.3,11.6,16.3,16.0,4.85
L. Shamet,$3.4k,SG/SF,1,PHO,OKC,13,-15,214,114.5,6.0,15.5,23.8,15.8,4.63
X. Tillman,$3.3k,C,2,MEM,GSW,8,+5.5,217,105.8,11.8,15.7,22.8,15.8,4.77
KZ Okpala,$3.5k,PF,1,MIA,DET,16,-11,208,109.5,6.0,12.6,22.3,15.8,4.5
A. Pokusevski,$3.4k,SF/PF,0,OKC,PHO,16,+15,214,99.5,1.8,15.0,23.8,15.8,4.63
C. Kispert,$3.5k,SG/SF,6,WAS,NY,30,+1,212,105.5,1.5,10.7,15.0,15.5,4.43
T. Craig,$3.1k,SF/PF,1,IND,HOU,21,-9,222.5,115.8,1.3,4.3,7.5,15.5,5
Isaiah Joe,$3.6k,SG,2,PHI,ATL,29,-10.5,207.5,109,3.0,7.0,11.3,15.3,4.24
F. Korkmaz,$3.4k,SG/SF,9,PHI,ATL,29,-10.5,207.5,109,3.3,11.9,24.0,15.3,4.49
Tre Mann,$3.3k,PG/SG,0,OKC,PHO,22,+15,214,99.5,8.0,13.6,20.0,15.3,4.62
Nick Richards,$3.3k,C,2,CHA,DEN,11,+3,230.5,113.8,0.0,9.1,16.8,15.0,4.55
J. McLaughlin,$3.3k,PG,1,MIN,UTA,30,+12.5,227.5,107.5,0.0,8.9,19.3,15.0,4.55
Q. Grimes Q,$4.1k,SG,10,NY,WAS,3,-1,212,106.5,0.0,12.3,42.3,15.0,3.66
W. Ellington,$3.6k,SG/SF,1,LAL,SA,28,-1.5,225.5,113.5,7.3,14.6,24.3,15.0,4.17
D.J. Augustin,$3.3k,PG,0,HOU,IND,24,+9,222.5,106.8,8.3,12.2,17.8,15.0,4.55
C. Bassey,$3.3k,C,2,PHI,ATL,4,-10.5,207.5,109,0.8,11.9,35.0,14.8,4.47
G. Temple,$3.3k,SG,1,NO,ORL,24,-6,209.5,107.8,4.0,10.8,26.3,14.5,4.39
J. Smart,$3.3k,PG,0,MIL,DAL,5,-3,209.5,106.3,0.0,6.4,18.8,14.3,4.32
Josh Christopher,$4.0k,SG/SF,0,HOU,IND,26,+9,222.5,106.8,17.8,22.5,26.0,14.0,3.5
J. Bouknight,$3.1k,SG,2,CHA,DEN,22,+3,230.5,113.8,1.5,15.3,38.0,14.0,4.52
D. Howard,$4.4k,C,10,LAL,SA,27,-1.5,225.5,113.5,9.3,15.4,21.5,13.8,3.13
K. Bates-Diop,$3.0k,SF/PF,2,SA,LAL,6,+1.5,225.5,112,-0.5,9.9,16.5,13.5,4.5
Tyus Jones Q,$5.8k,PG,3,MEM,GSW,21,+5.5,217,105.8,15.0,24.1,33.5,13.5,2.33
A. Schofield,$3.0k,PF,0,ORL,NO,15,+6,209.5,101.8,3.5,8.7,13.8,13.3,4.42
Drew Eubanks,$3.1k,C,2,SA,LAL,24,+1.5,225.5,112,1.5,7.8,18.3,13.3,4.27
K. Tillie,$3.0k,PF/C,2,MEM,GSW,18,+5.5,217,105.8,1.3,7.3,16.5,13.0,4.33
D. Jordan,$3.7k,C,1,LAL,SA,27,-1.5,225.5,113.5,6.5,13.1,19.3,13.0,3.51
M. Brown,$3.0k,C,1,DAL,MIL,18,+3,209.5,103.3,0.0,9.9,27.5,13.0,4.33
M. Moody,$3.0k,SG,2,GSW,MEM,4,-5.5,217,111.3,0.0,7.5,28.0,12.8,4.25
Ish Wainright,$3.0k,SF/PF,1,PHO,OKC,17,-15,214,114.5,-0.5,6.0,18.0,12.8,4.25
Skylar Mays,$3.0k,SG,0,ATL,PHI,8,+10.5,207.5,98.5,-0.5,1.3,3.3,12.8,4.25
B.J. Johnson,$3.5k,SG,0,ORL,NO,15,+6,209.5,101.8,6.0,12.9,20.0,12.5,3.57
T. Forrest,$3.0k,SG,2,UTA,MIN,9,-12.5,227.5,120,-0.5,3.3,11.8,12.5,4.17
J. Green,$3.1k,PF/C,0,DEN,CHA,17,-3,230.5,116.8,4.5,13.0,24.3,12.5,4.03
John Konchar Q,$3.2k,SG/SF,2,MEM,GSW,5,+5.5,217,105.8,2.5,12.3,21.8,12.5,3.91
Jock Landale,$3.2k,C,2,SA,LAL,24,+1.5,225.5,112,0.0,8.9,18.8,12.0,3.75
Bryn Forbes,$3.5k,SG,2,SA,LAL,19,+1.5,225.5,112,0.0,18.4,29.3,11.8,3.36
C. Chiozza,$3.2k,PG,2,GSW,MEM,6,-5.5,217,111.3,4.0,10.9,19.0,11.5,3.59
D. Bertans,$3.4k,PF,4,WAS,NY,30,+1,212,105.5,0.0,13.5,33.8,11.3,3.31
Zeke Nnaji,$3.3k,PF/C,0,DEN,CHA,17,-3,230.5,116.8,0.0,11.0,27.3,10.8,3.26
T. Satoransky,$3.2k,PG/SF,1,NO,ORL,19,-6,209.5,107.8,3.0,7.4,12.5,10.5,3.28
Jake Layman,$3.1k,SF/PF,1,MIN,UTA,14,+12.5,227.5,107.5,0.0,2.8,6.3,10.5,3.39
Trey Murphy III,$3.0k,PF,1,NO,ORL,29,-6,209.5,107.8,0.0,2.7,4.3,10.3,3.42
J. Johnson,$3.4k,PF,0,ATL,PHI,8,+10.5,207.5,98.5,0.0,2.3,6.8,10.3,3.01
L. Bolmaro,$3.2k,PG/SG,1,MIN,UTA,30,+12.5,227.5,107.5,0.0,0.8,2.0,10.3,3.2
M. Garrett,$3.2k,SG,1,MIA,DET,23,-11,208,109.5,2.5,7.0,10.8,10.0,3.13
T. Waters,$3.0k,PG,211,MIL,DAL,5,-3,209.5,106.3,0.0,16.7,34.8,10.0,3.33
Dante Exum,$3.0k,SG,354,HOU,IND,26,+9,222.5,106.8,7.8,14.8,23.5,10.0,3.33
S. Cooper,$3.0k,PG,0,ATL,PHI,14,+10.5,207.5,98.5,0.0,1.8,3.5,10.0,3.33
Goga Bitadze,$3.0k,C,1,IND,HOU,22,-9,222.5,115.8,1.3,3.7,5.5,9.8,3.25
A. Rivers,$3.7k,PG/SG,0,DEN,CHA,28,-3,230.5,116.8,0.0,12.2,17.3,9.5,2.57
I. Livers,$3.0k,PF,6,DET,MIA,14,+11,208,98.5,3.5,3.5,3.5,9.0,3
T. Antetokounmpo,$3.2k,PF,0,MIL,DAL,20,-3,209.5,106.3,4.0,11.4,16.5,9.0,2.81
Ish Smith,$3.2k,PG,2,CHA,DEN,17,+3,230.5,113.8,1.5,14.7,37.3,8.8,2.73
Rodney Hood,$3.5k,SG,0,MIL,DAL,25,-3,209.5,106.3,5.5,13.6,22.0,8.5,2.43
Tre Jones,$3.3k,PG,2,SA,LAL,18,+1.5,225.5,112,4.0,10.8,16.5,8.5,2.58
J. Okafor,$3.0k,C,220,ATL,PHI,7,+10.5,207.5,98.5,4.8,10.5,17.5,8.3,2.75
V. Cancar,$3.0k,SF,0,DEN,CHA,22,-3,230.5,116.8,2.0,9.4,15.5,8.0,2.67
M. Frazier Jr.,$3.0k,SG,496,OKC,PHO,2,+15,214,99.5,-0.5,8.6,18.8,7.8,2.58
B. Marjanovic,$3.0k,C,1,DAL,MIL,18,+3,209.5,103.3,4.8,8.8,12.0,7.5,2.5
W. Matthews,$3.1k,SF,0,MIL,DAL,2,-3,209.5,106.3,3.5,9.6,24.3,7.5,2.42
A. Wiggins,$3.1k,SG/SF,2,OKC,PHO,2,+15,214,99.5,1.3,6.9,12.8,7.0,2.26
Semi Ojeleye,$3.0k,PF,0,MIL,DAL,20,-3,209.5,106.3,3.5,9.8,16.3,6.3,2.08
Aleem Ford,$3.0k,PF,0,ORL,NO,15,+6,209.5,101.8,4.0,8.2,10.5,6.0,2
J. Lecque,$3.0k,PG,275,MIL,DAL,5,-3,209.5,106.3,1.3,3.3,5.8,5.5,1.83
Tyler Bey,$3.0k,SF,220,HOU,IND,9,+9,222.5,106.8,0.0,2.0,2.8,5.3,1.75
A. Henry,$3.0k,SF,2,PHI,ATL,30,-10.5,207.5,109,0.0,0.6,1.3,5.3,1.75
B. Bowen II,$3.0k,SG,247,MIN,UTA,1,+12.5,227.5,107.5,0.0,1.4,4.3,5.0,1.67
T. Prince O,$3.0k,SF/PF,12,MIN,UTA,14,+12.5,227.5,107.5,8.0,12.4,17.8,0.0,0
T.J. Warren O,$4.6k,PF,358,IND,HOU,19,-9,222.5,115.8,7.8,24.4,35.0,0.0,0
J. Grant O,$7.1k,PF,12,DET,MIA,14,+11,208,98.5,21.8,36.8,52.5,0.0,0
Nerlens Noel O,$4.0k,C,1,NY,WAS,30,-1,212,106.5,9.8,16.8,25.5,0.0,0
W. Cauley-Stein O,$3.3k,C,25,DAL,MIL,18,+3,209.5,103.3,0.8,8.3,13.8,0.0,0
A. Drummond O,$6.8k,C,6,PHI,ATL,4,-10.5,207.5,109,4.3,16.7,26.8,0.0,0
