name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Damion Lee,$3.5k,PG,2,GSW,SAC,29,-3,234.5,118.8,8.8,17.8,23.0,21.5,6.14
Kyle Anderson,$5.4k,SF/PF,0,MEM,LAL,23,+5,225,110,2.0,21.7,40.8,21.5,3.98
N. Bjelica,$4.7k,PF/C,2,GSW,SAC,10,-3,234.5,118.8,9.8,26.2,44.5,20.8,4.41
K. Williams,$4.0k,SF,1,OKC,PHI,4,+8,215.5,103.8,8.5,25.6,42.0,20.0,5
C. Anthony,$4.6k,SF/PF,1,LAL,MEM,25,-5,225,115,17.5,21.3,27.8,19.8,4.29
J. Ennis III,$4.2k,SF,176,ORL,NY,1,+12,212,100,4.5,18.5,36.0,19.8,4.7
R.J. Hampton,$4.1k,PG/SG,1,ORL,NY,26,+12,212,100,16.0,27.2,39.3,19.0,4.63
A. Sengun,$3.9k,C,1,HOU,BOS,16,+5,221,108,15.5,20.8,26.0,18.8,4.81
D. Green,$3.7k,SF,1,PHI,OKC,19,-8,215.5,111.8,0.0,11.0,27.3,18.8,5.07
Eric Gordon,$5.3k,SG/SF,1,HOU,BOS,15,+5,221,108,9.5,21.0,27.5,18.8,3.54
Otto Porter Jr.,$3.9k,SF/PF,2,GSW,SAC,14,-3,234.5,118.8,8.3,16.1,27.8,18.8,4.82
D. Theis,$4.4k,PF/C,1,HOU,BOS,5,+5,221,108,6.8,19.9,30.8,18.3,4.15
D. Favors,$3.4k,C,1,OKC,PHI,9,+8,215.5,103.8,2.8,9.2,18.3,17.3,5.07
F. Korkmaz,$4.2k,SG/SF,1,PHI,OKC,27,-8,215.5,111.8,9.5,18.5,33.0,17.3,4.11
Juan Toscano-Anderson,$3.2k,PF/C,2,GSW,SAC,10,-3,234.5,118.8,6.0,15.2,20.5,17.3,5.41
Paul Reed,$3.0k,PF,3,PHI,OKC,3,-8,215.5,111.8,0.0,12.1,41.0,16.8,5.6
Marc Gasol,$3.6k,C,142,MEM,LAL,7,+5,225,110,10.3,18.0,35.5,16.8,4.65
Moe Harkless Q,$3.6k,SF/PF,3,SAC,GSW,15,+3,234.5,115.8,4.3,19.5,32.5,16.5,4.58
Malik Monk,$3.6k,SG,1,LAL,MEM,1,-5,225,115,2.8,10.7,18.3,16.3,4.51
Obi Toppin,$4.3k,SF/PF,1,NY,ORL,2,-12,212,112,5.8,15.8,25.5,16.0,3.72
John Konchar,$3.3k,PG,0,MEM,LAL,14,+5,225,110,2.3,9.4,23.8,16.0,4.85
Theo Maledon,$3.5k,PG,1,OKC,PHI,22,+8,215.5,103.8,9.0,15.7,29.8,16.0,4.57
R. Rondo,$3.4k,PG,1,LAL,MEM,28,-5,225,115,0.5,14.6,25.3,15.8,4.63
M. Thybulle,$3.4k,SF,1,PHI,OKC,19,-8,215.5,111.8,10.3,12.8,18.8,15.5,4.56
Anthony Lamb,$3.3k,SF,160,HOU,BOS,28,+5,221,108,8.3,18.8,28.8,15.5,4.7
Isaiah Roby,$3.9k,PF/C,1,OKC,PHI,19,+8,215.5,103.8,4.3,14.0,24.3,15.0,3.85
Alec Burks,$4.2k,SG/SF,1,NY,ORL,26,-12,212,112,10.3,20.1,27.0,15.0,3.57
R. Langford,$3.1k,SG/SF,1,BOS,HOU,24,-5,221,113,9.3,16.6,30.8,14.8,4.76
K. Looney,$3.5k,C,2,GSW,SAC,29,-3,234.5,118.8,16.0,20.6,27.8,14.8,4.21
A. Pokusevski,$4.5k,SF/PF,1,OKC,PHI,4,+8,215.5,103.8,9.3,22.5,41.5,14.0,3.11
J. Robinson-Earl,$3.0k,PF,1,OKC,PHI,19,+8,215.5,103.8,11.5,12.5,13.5,14.0,4.67
D. Howard,$3.7k,C,1,LAL,MEM,23,-5,225,115,4.5,7.9,11.5,13.8,3.72
Alex Len,$3.7k,C,1,SAC,GSW,8,+3,234.5,115.8,1.3,7.6,15.0,13.5,3.65
Z. Williams,$3.4k,SG/SF,0,MEM,LAL,25,+5,225,110,9.0,9.0,9.0,13.3,3.9
D. Jordan,$3.3k,C,1,LAL,MEM,23,-5,225,115,5.8,12.9,28.8,13.0,3.94
D.J. Augustin,$3.5k,PG,1,HOU,BOS,30,+5,221,108,5.5,17.8,33.5,12.8,3.64
M. Wagner,$3.4k,PF/C,1,ORL,NY,24,+12,212,100,7.5,14.7,24.5,12.5,3.68
G. Niang,$3.3k,SF/PF,1,PHI,OKC,19,-8,215.5,111.8,1.3,6.6,16.0,12.5,3.79
D. Nwaba,$4.0k,SF,1,HOU,BOS,28,+5,221,108,14.8,19.5,23.5,12.5,3.13
Tyus Jones,$3.7k,PG,0,MEM,LAL,14,+5,225,110,1.3,9.5,21.5,12.3,3.31
P. Pritchard,$3.3k,PG,1,BOS,HOU,9,-5,221,113,0.0,11.2,21.5,12.0,3.64
Tre Mann,$3.2k,SG,1,OKC,PHI,5,+8,215.5,103.8,9.0,11.8,14.5,12.0,3.75
Taj Gibson,$3.8k,PF/C,143,NY,ORL,22,-12,212,112,13.5,19.9,24.3,11.8,3.09
B. Clarke,$3.1k,PF/C,0,MEM,LAL,4,+5,225,110,1.3,7.5,13.5,11.5,3.71
T. Davis,$4.0k,SG/SF,1,SAC,GSW,21,+3,234.5,115.8,11.3,22.7,37.8,11.5,2.88
C. Oliver,$3.0k,SF,160,LAL,MEM,25,-5,225,115,9.5,22.7,33.5,11.3,3.75
T. Thompson,$3.8k,PF/C,1,SAC,GSW,14,+3,234.5,115.8,2.5,19.9,37.3,10.3,2.7
A. Bradley,$3.0k,SG/SF,1,LAL,MEM,1,-5,225,115,0.0,7.7,11.3,10.3,3.42
D. House Jr.,$3.7k,SG/SF,1,HOU,BOS,15,+5,221,108,8.8,13.2,20.5,9.8,2.64
R. Lopez,$3.7k,C,1,ORL,NY,19,+12,212,100,6.0,12.4,26.3,9.3,2.5
G. Williams,$3.7k,PF/C,1,BOS,HOU,16,-5,221,113,9.8,15.6,31.8,9.0,2.43
M. Bagley III,$4.8k,PF/C,1,SAC,GSW,14,+3,234.5,115.8,6.5,22.9,47.0,9.0,1.88
I. Quickley,$4.1k,PG,1,NY,ORL,27,-12,212,112,4.0,10.9,27.0,8.6,2.1
I. Brazdeikis,$3.2k,PF,1,ORL,NY,24,+12,212,100,2.8,18.5,35.0,8.5,2.66
M. Frazier Jr.,$3.0k,SF,436,OKC,PHI,4,+8,215.5,103.8,-0.5,8.6,18.8,8.0,2.67
Gary Harris Q,$4.0k,SG,160,ORL,NY,10,+12,212,100,8.3,11.8,20.0,7.8,1.94
C. Edwards,$3.0k,PG,151,MEM,LAL,14,+5,225,110,0.0,6.4,15.0,7.0,2.33
Ty Jerome,$3.6k,PG/SG,1,OKC,PHI,22,+8,215.5,103.8,3.0,20.0,36.0,6.8,1.88
Kris Dunn,$3.0k,PG,114,MEM,LAL,14,+5,225,110,1.3,5.7,13.5,6.5,2.17
Isaiah Joe,$3.0k,SG,1,PHI,OKC,27,-8,215.5,111.8,-1.0,0.1,1.5,6.3,2.08
D. Stockton,$3.0k,PG,1268,MEM,LAL,14,+5,225,110,0.0,2.8,5.5,5.5,1.83
M. Moody,$3.0k,SG,2,GSW,SAC,13,-3,234.5,118.8,3.0,3.8,4.5,4.3,1.42
Mike Muscala,$3.7k,C,1,OKC,PHI,9,+8,215.5,103.8,5.3,15.9,29.8,4.3,1.15
U. Garuba,$3.0k,PF/C,1,HOU,BOS,5,+5,221,108,2.8,8.4,14.0,4.0,1.33
A. Brooks,$3.8k,PG/SG,1,HOU,BOS,30,+5,221,108,6.5,21.1,36.5,3.5,0.92
Josh Christopher,$3.1k,SG/SF,1,HOU,BOS,15,+5,221,108,6.0,8.9,11.8,3.5,1.13
C. Bassey,$3.0k,C,3,PHI,OKC,28,-8,215.5,111.8,4.5,4.5,4.5,3.0,1
KJ Martin Jr.,$4.6k,PF,1,HOU,BOS,5,+5,221,108,1.5,22.3,43.5,2.3,0.49
W. Ellington O,$4.0k,SG,168,LAL,MEM,1,-5,225,115,7.3,14.8,27.0,0.0,0
J. Wiseman O,$4.8k,C,196,GSW,SAC,29,-3,234.5,118.8,9.3,20.3,32.0,0.0,0
J. Isaac O,$3.0k,PF,447,ORL,NY,24,+12,212,100,5.3,26.9,48.8,0.0,0
M. Carter-Williams O,$4.3k,PG/SF,192,ORL,NY,26,+12,212,100,14.0,22.6,35.5,0.0,0
Klay Thompson O,$6.3k,SG,863,GSW,SAC,13,-3,234.5,118.8,29.3,39.0,44.5,0.0,0
M. Diakite O,$3.0k,SF/PF,116,OKC,PHI,4,+8,215.5,103.8,0.0,2.7,6.3,0.0,0
G. Riller O,$3.0k,PG,158,PHI,OKC,6,-8,215.5,111.8,0.0,4.9,9.0,0.0,0
E. Moore O,$3.0k,SG,115,ORL,NY,10,+12,212,100,2.8,6.9,12.8,0.0,0
Ben Simmons O,$7.5k,PG/SF,125,PHI,OKC,6,-8,215.5,111.8,25.8,34.0,45.0,0.0,0
T. Horton-Tucker O,$3.5k,SG/SF,142,LAL,MEM,1,-5,225,115,0.5,10.8,27.3,0.0,0
J. Brown O,$8.1k,SG/SF,1,BOS,HOU,24,-5,221,113,11.5,43.2,76.3,0.0,0
S. Milton O,$3.0k,PG,125,PHI,OKC,6,-8,215.5,111.8,0.0,7.1,12.5,0.0,0
D. Brooks O,$6.5k,SG,143,MEM,LAL,25,+5,225,110,29.5,37.9,51.3,0.0,0
A. Drummond O,$5.4k,C,1,PHI,OKC,28,-8,215.5,111.8,17.0,25.2,37.8,0.0,0
T. Ariza O,$3.8k,PF,147,LAL,MEM,1,-5,225,115,7.3,16.7,29.0,0.0,0
J. Kuminga O,$3.4k,SF,"",GSW,SAC,14,-3,234.5,118.8,"","","",0.0,0
John Wall O,$7.6k,PG,183,HOU,BOS,30,+5,221,108,11.8,36.4,56.3,0.0,0
A. Iguodala O,$3.6k,SG,2,GSW,SAC,13,-3,234.5,118.8,6.3,15.1,21.5,0.0,0
Kendrick Nunn O,$3.9k,PG/SG,147,LAL,MEM,28,-5,225,115,9.3,21.8,46.5,0.0,0
M. Fultz O,$4.9k,PG,290,ORL,NY,26,+12,212,100,5.0,22.6,35.0,0.0,0
C. Okeke O,$4.4k,SF/PF,178,ORL,NY,1,+12,212,100,13.3,25.6,34.8,0.0,0
