contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $20K All-Star [Single Entry],583000,Classic,118527762,1060,1,20000,Wed 7:00PM,2,20,59548
NBA $40K Hall of Famer [$15K to 1st],1166000,Classic,118527769,2120,1,40000,Wed 7:00PM,2,20,59548
NBA $40K Thunderdome [Single Entry],2915000,Classic,118527764,5300,1,40000,Wed 7:00PM,3,8,59548
"NBA Satellite to $3,650 FBWC MEGAQual",202400,Classic,118518052,368,1,3650,Wed 7:00PM,1,11,59548
NBA $2500 MEGA Millionaire Satellite,15950,Classic,118519130,29,3,2500,Wed 7:00PM,3,100,59548
NBA $2500 MEGA Millionaire Satellite,305250,Classic,118519131,555,1,2500,Wed 7:00PM,1,5,59548
NBA $15K Pick and Roll [Single Entry],6600,Classic,118515589,12,1,15000,Wed 7:00PM,11,1470,59548
NBA $30K Pick and Roll [Single Entry],6600,Classic,118515588,12,1,30000,Wed 7:00PM,19,2941,59548
NBA $50K And-One [20 Entry Max],550,Classic,118527765,1,20,50000,Wed 7:00PM,400,59453,59548
NBA $15K High Five [Single Entry],2750,Classic,118515591,5,1,15000,Wed 7:00PM,30,3567,59548
NBA $25K High Five [Single Entry],2750,Classic,118515590,5,1,25000,Wed 7:00PM,50,5945,59548
NBA $30K Excellent 8's [2x Min Cash],4400,Classic,118527772,8,132,30000,Wed 7:00PM,136,4411,59548
NBA $25K Zone [$5K to 1st],2750,Classic,118515576,5,150,25000,Wed 7:00PM,163,5945,59548
NBA $26K Jab Step [$5K to 1st],3300,Classic,118515575,6,150,26000,Wed 7:00PM,159,5098,59548
NBA $15K mini-MAX [150 Entry Max],1100,Classic,118515578,2,150,15000,Wed 7:00PM,23,8917,59548
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,118439305,880,1,2500,Tue 10:00PM,2,3,59494
NBA Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (Night),646250,Classic,118439306,1175,1,3333,Tue 10:00PM,2,3,59494
 NBA Satellite to NBA $888 Mega 8's Special Ticket (12-1) [Must Fill] (Night),133100,Classic,118439307,242,1,888,Tue 10:00PM,2,4,59494
NBA Satellite to $307 FBWC Qualifier (Night),21450,Classic,118439930,39,1,307,Tue 10:00PM,6,9,59494
NBA SUPERSAT to 12-11 $25 UFC 269 Special [4x] (Night),2750,Classic,118439954,5,1,100,Tue 10:00PM,15,23,59494
NBA Showdown $20K Pull Up Jumper [$5K to 1st] (WAS vs CHA),5500,Showdown Captain Mode,118515626,10,70,20000,Wed 7:00PM,90,2352,59554
NBA Showdown $2.2K Posterizer [Single Entry] (WAS vs CHA),82500,Showdown Captain Mode,118515623,150,1,2200,Wed 7:00PM,1,16,59554
NBA Showdown $3K And-One [20 Entry Max] (WAS vs CHA),550,Showdown Captain Mode,118515628,1,20,3000,Wed 7:00PM,127,3567,59554
NBA Showdown $1.5K Sharpshooter (WAS vs CHA),1650,Showdown Captain Mode,118515627,3,17,1500,Wed 7:00PM,11,594,59554
NBA Showdown $1K High Five [Single Entry] (WAS vs CHA),2750,Showdown Captain Mode,118515630,5,1,1000,Wed 7:00PM,10,237,59554
NBA Showdown Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (SAS vs LAC),646250,Showdown Captain Mode,118439430,1175,1,3333,Tue 10:30PM,1,3,59496
 NBA Showdown Satellite to NBA $888 Mega 8's Special Ticket (12-1) [Must Fill] (SAS vs LAC),133100,Showdown Captain Mode,118439431,242,1,888,Tue 10:30PM,3,4,59496
NBA Showdown Satellite to $307 FBWC Qualifier (SAS vs LAC),21450,Showdown Captain Mode,118440004,39,1,307,Tue 10:30PM,2,9,59496
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (SAS vs LAC)",224400,Showdown Captain Mode,118439425,408,1,1500,Tue 10:30PM,3,4,59496
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (SAS vs LAC),146850,Showdown Captain Mode,118531821,267,1,1000,Tue 10:30PM,1,4,59496
NBA $15K mini-MAX [150 Entry Max],275,Classic,118515580,0,150,15000,Wed 7:00PM,962,35671,59548
NBA $10K Hot Shot [3 Entry Max],1650,Classic,118515577,3,3,10000,Wed 7:00PM,41,3963,59548
NBA $10K Fast Break [Single Entry],14850,Classic,118515587,27,1,10000,Wed 7:00PM,1,431,59548
NBA $10K Buzzer Beater [3 Entry Max],11000,Classic,118515573,20,3,10000,Wed 7:00PM,6,588,59548
NBA $10K Sharpshooter,1650,Classic,118527766,3,20,10000,Wed 7:00PM,45,3963,59548
NBA $17.5K And-One (Night),550,Classic,118515683,1,20,17500,Wed 10:00PM,102,20808,59559
NBA $10K Four Point Play [20 Entry Max] (Night),2200,Classic,118515680,4,20,10000,Wed 10:00PM,11,2972,59559
NBA $10K Showtime [Single Entry] (Night),55000,Classic,118515688,100,1,10000,Wed 10:00PM,0,111,59559
NBA $10K Triple Threat (Night),18150,Classic,118515675,33,10,10000,Wed 10:00PM,11,353,59559
NBA $8K High Five [Single Entry] (Night),2750,Classic,118515695,5,1,8000,Wed 10:00PM,20,1902,59559
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (LAL vs MIL),5500,Showdown Captain Mode,118515646,10,52,15000,Wed 7:30PM,86,1764,59556
NBA Showdown $1.9K Posterizer [Single Entry] (LAL vs MIL),82500,Showdown Captain Mode,118515645,150,1,1900,Wed 7:30PM,1,14,59556
NBA Showdown $1K High Five [Single Entry] (LAL vs MIL),2750,Showdown Captain Mode,118515644,5,1,1000,Wed 7:30PM,18,237,59556
NBA Showdown $1K Sharpshooter (LAL vs MIL),1650,Showdown Captain Mode,118515647,3,11,1000,Wed 7:30PM,18,396,59556
NBA Showdown $2K And-One (LAL vs MIL),550,Showdown Captain Mode,118515641,1,20,2000,Wed 7:30PM,122,2378,59556
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (SAC vs MIN),5500,Showdown Captain Mode,118515664,10,52,15000,Wed 8:00PM,63,1764,59558
NBA Showdown $1.9K Posterizer [Single Entry] (SAC vs MIN),82500,Showdown Captain Mode,118515663,150,1,1900,Wed 8:00PM,1,14,59558
NBA Showdown $1K High Five [Single Entry] (SAC vs MIN),2750,Showdown Captain Mode,118515662,5,1,1000,Wed 8:00PM,2,237,59558
NBA Showdown $1K Sharpshooter (SAC vs MIN),1650,Showdown Captain Mode,118515665,3,11,1000,Wed 8:00PM,6,396,59558
NBA Showdown $2K And-One (SAC vs MIN),550,Showdown Captain Mode,118515659,1,20,2000,Wed 8:00PM,86,2378,59558
NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),5500,Classic,118515637,10,52,15000,Wed 7:30PM,58,1764,59555
NBA $1.9K Posterizer [Single Entry] (Turbo),82500,Classic,118515636,150,1,1900,Wed 7:30PM,1,14,59555
NBA $1K High Five [Single Entry] (Turbo),2750,Classic,118515635,5,1,1000,Wed 7:30PM,7,237,59555
NBA $1K Sharpshooter (Turbo),1650,Classic,118515638,3,11,1000,Wed 7:30PM,1,396,59555
NBA $2K And-One (Turbo),550,Classic,118515632,1,20,2000,Wed 7:30PM,37,2378,59555
NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),5500,Classic,118515655,10,52,15000,Wed 8:00PM,61,1764,59557
NBA $1.9K Posterizer [Single Entry] (Turbo),82500,Classic,118515654,150,1,1900,Wed 8:00PM,1,14,59557
NBA $1K Sharpshooter (Turbo),1650,Classic,118515656,3,11,1000,Wed 8:00PM,5,396,59557
NBA $1K High Five [Single Entry] (Turbo),2750,Classic,118515653,5,1,1000,Wed 8:00PM,3,237,59557
NBA $2K And-One (Turbo),550,Classic,118515650,1,20,2000,Wed 8:00PM,29,2378,59557
NBA $10K Alley Oop [Single Entry],305250,Classic,118515581,555,1,10000,Wed 7:00PM,3,20,59548
NBA $10K Money Ball [Single Entry],183150,Classic,118515582,333,1,10000,Wed 7:00PM,2,33,59548
NBA $10K Quarter Jukebox [Just $0.25!],138,Classic,118515579,0,20,10000,Wed 7:00PM,671,47562,59548
NBA $7.5K Pick and Pop [3 Entry Max],41250,Classic,118515571,75,3,7500,Wed 7:00PM,3,113,59548
NBA $5K Elbow Shot [Single Entry],1100,Classic,118515592,2,1,5000,Wed 7:00PM,30,2972,59548
NBA Tiers $12K Zone [$2K to 1st] (Night),2750,Tiers,118515713,5,85,12000,Wed 10:00PM,46,2853,59560
NBA Tiers $4K And-One (Night),550,Tiers,118515714,1,20,4000,Wed 10:00PM,114,4756,59560
NBA Tiers $1.5K Sharpshooter (Night),1650,Tiers,118515710,3,17,1500,Wed 10:00PM,11,594,59560
NBA Tiers $1.5K Posterizer [Single Entry] (Night),82500,Tiers,118515711,150,1,1500,Wed 10:00PM,0,11,59560
NBA Tiers $750 Pick and Roll [Single Entry] (Night),6600,Tiers,118515716,12,1,750,Wed 10:00PM,0,73,59560
NBA Showdown $12.5K And-One (DAL vs PHX),550,Showdown Captain Mode,118515723,1,20,12500,Wed 10:00PM,189,14863,59564
NBA Showdown $5K High Five [Single Entry] (DAL vs PHX),2750,Showdown Captain Mode,118515726,5,1,5000,Wed 10:00PM,40,1189,59564
NBA Showdown $5K Sharpshooter [20 Entry Max] (DAL vs PHX),1650,Showdown Captain Mode,118515722,3,20,5000,Wed 10:00PM,33,1981,59564
NBA Showdown $6K All-Star [Single Entry] (DAL vs PHX),583000,Showdown Captain Mode,118515720,1060,1,6000,Wed 10:00PM,0,6,59564
NBA Showdown $4K Showtime [Single Entry] (DAL vs PHX),55000,Showdown Captain Mode,118515724,100,1,4000,Wed 10:00PM,1,44,59564
NBA In-Game $267 Winner Take All [$1K to 1st] (Must Fill) (2H SAS vs LAC),146850,In-Game Showdown (H2),118439507,267,1,1000,Tue 11:30PM,3,4,59497
NBA In-Game $400 Sharpshooter (2H SAS vs LAC),1650,In-Game Showdown (H2),118438451,3,4,400,Tue 11:30PM,29,158,59497
NBA In-Game $300 High Five [Single Entry] (2H SAS vs LAC),2750,In-Game Showdown (H2),118438456,5,1,300,Tue 11:30PM,11,71,59497
NBA In-Game $400 Ankle Breaker [Single Entry] (2H SAS vs LAC),27500,In-Game Showdown (H2),118438449,50,1,400,Tue 11:30PM,2,9,59497
NBA In-Game $305 Fast Break [Single Entry] (2H SAS vs LAC),14850,In-Game Showdown (H2),118438454,27,1,305,Tue 11:30PM,1,13,59497
NBA $5K Finger Roll [3 Entry Max],4400,Classic,118515574,8,3,5000,Wed 7:00PM,24,735,59548
NBA $5K Daily Dollar [Single Entry],550,Classic,118515593,1,1,5000,Wed 7:00PM,104,5945,59548
NBA $250 Double Up,137500,Classic,118515594,250,1,8000,Wed 7:00PM,2,35,59548
NBA Single Entry $50 Double Up,27500,Classic,118515610,50,1,6000,Wed 7:00PM,9,136,59548
NBA $100 Double Up,55000,Classic,118515597,100,2,7000,Wed 7:00PM,4,77,59548
NBA $2 Double Up,1100,Classic,118515607,2,20,6000,Wed 7:00PM,53,3448,59548
NBA Single Entry $50 Double Up,27500,Classic,118515609,50,1,6000,Wed 7:00PM,7,136,59548
NBA Single Entry $50 Double Up,27500,Classic,118515611,50,1,6000,Wed 7:00PM,7,136,59548
NBA Single Entry $50 Double Up,27500,Classic,118515612,50,1,6000,Wed 7:00PM,5,136,59548
NBA Single Entry $50 Double Up,27500,Classic,118515598,50,1,6000,Wed 7:00PM,5,136,59548
NBA Single Entry $100 Double Up,55000,Classic,118515595,100,1,6000,Wed 7:00PM,2,66,59548
NBA $5 Double Up,2750,Classic,118515606,5,34,5000,Wed 7:00PM,104,1149,59548
NBA $25 Double Up,13750,Classic,118515601,25,6,5000,Wed 7:00PM,12,229,59548
NBA Single Entry $100 Double Up,55000,Classic,118515596,100,1,4000,Wed 7:00PM,2,44,59548
NBA $10 Double Up,5500,Classic,118515603,10,10,3000,Wed 7:00PM,23,344,59548
NBA $5K Pick and Roll [Single Entry] (Night),6600,Classic,118515691,12,1,5000,Wed 10:00PM,3,490,59559
NBA $4K Ankle Breaker [2 Entry Max] (Night),27500,Classic,118515672,50,2,4000,Wed 10:00PM,3,90,59559
NBA $3K 3-Ball [Single Entry] (Night),165000,Classic,118515667,300,1,3000,Wed 10:00PM,2,11,59559
NBA $2500 MEGA Millionaire Satellite (Night),137500,Classic,118519155,250,1,2500,Wed 10:00PM,0,11,59559
NBA $3K Quarter Jukebox [Just $0.25!] (Night),138,Classic,118515685,0,20,3000,Wed 10:00PM,122,14268,59559
NBA In-Game $6K Pull Up Jumper [$2K to 1st] (2H DAL vs PHX),5500,In-Game Showdown (H2),118515730,10,21,6000,Wed 11:00PM,1,705,59562
NBA In-Game $1.9K Posterizer [Single Entry] (2H DAL vs PHX),82500,In-Game Showdown (H2),118515727,150,1,1900,Wed 11:00PM,0,14,59562
NBA In-Game $1.35K 3-Ball [Single Entry] (2H DAL vs PHX),165000,In-Game Showdown (H2),118515728,300,1,1350,Wed 11:00PM,0,5,59562
NBA In-Game $500 Ankle Breaker [Single Entry] (2H DAL vs PHX),27500,In-Game Showdown (H2),118515729,50,1,500,Wed 11:00PM,0,11,59562
NBA In-Game $500 And-One (2H DAL vs PHX),550,In-Game Showdown (H2),118515732,1,17,500,Wed 11:00PM,10,594,59562
NBA $50 Double Up,27500,Classic,118515599,50,2,3000,Wed 7:00PM,4,68,59548
NBA $3K Ankle Breaker [2 Entry Max],27500,Classic,118515572,50,2,3000,Wed 7:00PM,3,68,59548
NBA $4K All Star [Single Entry] (Must Fill),583000,Classic,118516548,1060,1,4000,Wed 7:00PM,2,4,59548
NBA $267 Winner Take All [$1K to 1st] (Must Fill),146850,Classic,118516549,267,1,1000,Wed 7:00PM,2,4,59548
NBA $100 Winner Take All [$460 to 1st] (Must Fill),55000,Classic,118516550,100,1,460,Wed 7:00PM,2,5,59548
NBA $400 Dime Time [Just $0.10!],55,Classic,118518032,0,20,400,Wed 7:00PM,608,4756,59548
NBA $2500 MEGA Millionaire Satellite,23100,Classic,118518071,42,2,2500,Wed 7:00PM,4,69,59548
NBA $2500 MEGA Millionaire Satellite,137500,Classic,118518072,250,1,2500,Wed 7:00PM,1,11,59548
NBA $2500 MEGA Millionaire Satellite,7700,Classic,118519129,14,6,2500,Wed 7:00PM,12,210,59548
NBA Satellite to $895 FBWC Qualifier,50600,Classic,118518051,92,1,895,Wed 7:00PM,1,11,59548
NBA Tiers $1.5K Ankle Breaker [Single Entry],27500,Tiers,118515614,50,1,1500,Wed 7:00PM,2,34,59552
NBA Tiers $1.6K Crossover,14850,Tiers,118515615,27,2,1600,Wed 7:00PM,1,69,59552
NBA Tiers $1K Pick and Roll [Single Entry],6600,Tiers,118515620,12,1,1000,Wed 7:00PM,4,98,59552
NBA Tiers $2K Quarter Jukebox [Just $0.25!],138,Tiers,118515619,0,20,2000,Wed 7:00PM,408,9512,59552
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,118517518,880,1,2500,Wed 7:00PM,0,3,59552
NBA Showdown $2K Pick and Roll [Single Entry] (DAL vs PHX),6600,Showdown Captain Mode,118515725,12,1,2000,Wed 10:00PM,2,196,59564
NBA Showdown $3K Ankle Breaker [2 Entry Max] (DAL vs PHX),27500,Showdown Captain Mode,118515717,50,2,3000,Wed 10:00PM,2,68,59564
NBA Showdown $3K 3-Ball [Single Entry] (DAL vs PHX),165000,Showdown Captain Mode,118515719,300,1,3000,Wed 10:00PM,0,11,59564
NBA Showdown $3K Triple Threat [3 Entry Max] (DAL vs PHX),18150,Showdown Captain Mode,118515721,33,3,3000,Wed 10:00PM,5,106,59564
NBA Showdown $2K Quarter Jukebox [Just $0.25!] (DAL vs PHX),138,Showdown Captain Mode,118515718,0,20,2000,Wed 10:00PM,230,9512,59564
NBA Single Entry $5 Double Up (Night),2750,Classic,118515706,5,1,1000,Wed 10:00PM,5,229,59559
NBA Single Entry $25 Double Up (Night),13750,Classic,118515698,25,1,2000,Wed 10:00PM,2,91,59559
NBA Single Entry $10 Double Up (Night),5500,Classic,118515703,10,1,1000,Wed 10:00PM,3,114,59559
NBA Satellite to $895 FBWC Qualifier (Night),50600,Classic,118518326,92,1,895,Wed 10:00PM,0,11,59559
 NBA Satellite to NBA $888 Mega 8's Special (12-1) (Night),49500,Classic,118518344,90,1,888,Wed 10:00PM,0,11,59559
 NBA Satellite to NBA $888 Mega 8's Special (12-1),5500,Classic,118518089,10,3,888,Wed 7:00PM,8,104,59548
 NBA Satellite to NBA $888 Mega 8's Special (12-1),49500,Classic,118518087,90,1,888,Wed 7:00PM,1,11,59548
 NBA Satellite to NBA $888 Mega 8's Special (12-1),24750,Classic,118518088,45,1,888,Wed 7:00PM,1,23,59548
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,118516553,880,1,2500,Wed 7:00PM,1,3,59548
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,118516554,880,1,2500,Wed 7:00PM,1,3,59548
NBA In-Game $2K Pull Up Jumper (4Q DAL vs PHX),5500,In-Game Showdown (Q4),118515738,10,7,2000,Wed 11:20PM,1,235,59563
NBA In-Game $100 Winner Take All [$450 to 1st] (4Q DAL vs PHX),55000,In-Game Showdown (Q4),118515742,100,1,450,Wed 11:20PM,0,5,59563
NBA In-Game $4K All Star [Single Entry] (Must Fill) (4Q DAL vs PHX),583000,In-Game Showdown (Q4),118517917,1060,1,4000,Wed 11:20PM,0,4,59563
NBA In-Game $267 Winner Take All [$1K to 1st] (Must Fill) (4Q DAL vs PHX),146850,In-Game Showdown (Q4),118517918,267,1,1000,Wed 11:20PM,0,4,59563
