abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
J. Crowder,Jae Crowder,PF/SF,PHX,23.8,"$5,200",4.58,29.61,11.0,5.2,2.1,1.0,0.5,1.1
A. Simons,Anfernee Simons,PG/SG,PHX,23.4,"$5,800",4.04,29.37,14.1,3.6,2.6,0.6,0.2,1.3
E. Fournier,Evan Fournier,SF/SG,GS,23.1,"$4,400",5.26,28.31,13.2,2.9,2.7,1.0,0.3,1.5
N. Little,Nassir Little,SF,PHX,23.0,"$4,300",5.35,29.32,10.7,6.3,1.1,0.7,0.7,1.1
L. Nance Jr.,Larry Nance Jr.,PF/SF,PHX,22.7,"$5,100",4.45,25.95,8.2,6.1,2.4,1.1,0.5,1.2
C. Johnson,Cameron Johnson,SF,PHX,21.6,"$4,900",4.4,28.61,11.7,4.1,1.7,0.8,0.3,0.9
N. Noel,Nerlens Noel,C,GS,21.1,"$5,300",3.98,24.19,4.9,6.4,0.8,1.0,1.8,1.1
C. Payne,Cameron Payne,PG/SG,PHX,20.8,"$4,800",4.34,20.42,10.0,2.8,3.9,0.7,0.3,1.4
B. Griffin,Blake Griffin,PF/C,TOR,20.1,"$3,600",5.58,18.83,8.6,4.5,2.8,0.6,0.4,1.1
R. Covington,Robert Covington,PF/SF,PHX,18.9,"$4,900",3.86,23.74,6.3,4.8,1.3,1.0,0.9,0.8
K. Looney,Kevon Looney,C/PF,GS,18.7,"$4,700",3.99,19.38,5.9,6.9,1.7,0.4,0.5,0.7
M. Robinson,Mitchell Robinson,C,GS,17.5,"$4,400",3.97,19.22,5.3,6,0.5,0.6,1.0,0.6
L. Shamet,Landry Shamet,SG,PHX,17.1,"$3,800",4.51,22.86,10.7,2.1,1.8,0.6,0.1,0.9
K. Knox,Kevin Knox,SF/PF,GS,16.9,"$4,200",4.03,24.91,8.8,3.6,1.2,0.7,0.3,1.0
S. Mykhailiuk,Sviatoslav Mykhailiuk,SG,TOR,16.5,"$3,700",4.47,20.46,9.1,2.7,1.6,0.8,0.2,1.2
Y. Watanabe,Yuta Watanabe,SG,TOR,15.3,"$3,900",3.92,18.43,6.6,4,1.0,0.6,0.4,0.6
J. Toscano-Anderson,Juan Toscano-Anderson,SF/PF,GS,15.1,"$3,900",3.88,18.52,4.8,3.7,2.4,0.6,0.5,1.0
A. Iguodala,Andre Iguodala,SF/SG,GS,14.2,"$3,700",3.85,19.84,4.1,3.2,2.2,0.7,0.6,0.9
D. Sharpe,Day'Ron Sharpe,PF,TOR,14.0,"$3,500",3.99,10.71,5.8,4.4,0.8,0.3,0.6,1.0
D. Banton,Dalano Banton,PF,TOR,13.5,"$3,600",3.74,15.14,6.3,2.5,2.1,0.5,0.2,1.1
G. Payton II,Gary Payton II,SG,GS,13.1,"$3,900",3.37,14.47,5.7,2.9,1.1,0.8,0.2,0.7
N. Bjelica,Nemanja Bjelica,PF,GS,12.5,"$3,800",3.3,14.17,5.2,3.4,1.5,0.4,0.2,0.8
M. McBride,Miles McBride,PG,GS,11.2,"$3,500",3.19,11.94,4.9,1.5,2.1,0.5,0.2,0.8
D. Lee,Damion Lee,SG,GS,10.9,"$3,600",3.02,15.50,5.2,2.4,1.0,0.5,0.1,0.5
K. Edwards,Kessler Edwards,SF,TOR,10.2,"$3,500",2.91,10.15,5.1,2.1,0.9,0.4,0.2,0.6
J. Champagnie,Justin Champagnie,SF,TOR,10.1,"$3,500",2.87,12.28,5.1,2.3,0.6,0.4,0.2,0.5
J. Kuminga,Jonathan Kuminga,SF,GS,9.5,"$3,500",2.72,12.06,4.4,2.4,0.7,0.4,0.2,0.6
B. McLemore,Ben McLemore,SG/PG,PHX,8.4,"$4,100",2.04,12.01,5.3,1.3,0.6,0.3,0.1,0.6
E. Payton,Elfrid Payton,PG,PHX,7.7,"$3,600",2.13,8.50,3.7,1.3,1.2,0.3,0.1,0.6
D. Smith,Dennis Smith,PG,PHX,7.7,"$5,100",1.5,7.91,3.0,1,1.5,0.4,0.2,0.6
A. Nader,Abdel Nader,SF,PHX,6.9,"$3,500",1.96,8.23,3.3,1.5,0.5,0.3,0.2,0.5
T. Snell,Tony Snell,SF/SG,PHX,6.6,"$3,500",1.88,12.14,3.1,1.4,0.8,0.2,0.1,0.3
C. Elleby,C.J. Elleby,SF,PHX,6.1,"$3,500",1.73,8.05,3.0,1.5,0.5,0.2,0.1,0.4
I. Wainright,Ish Wainright,SF,PHX,3.3,"$3,500",0.94,4.29,1.6,0.7,0.3,0.1,0.1,0.2
T. Watford,Trendon Watford,PF,PHX,0.2,"$3,500",0.06,0.30,0.1,0.1,0.0,0.0,0.0,0.0
M. Moody,Moses Moody,SG,GS,0.1,"$3,500",0.03,0.23,0.1,0,0.0,0.0,0.0,0.0
O. Porter,Otto Porter,SF/PF,GS,0.0,"$4,400",0,0.00,0.0,0,0.0,0.0,0.0,0.0
W. Selden Jr.,Wayne Selden Jr.,SG,GS,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
R. Barrett,RJ Barrett,SF/SG,GS,0.0,"$5,300",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Walker,Kemba Walker,PG,GS,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
C. Chiozza,Chris Chiozza,PG,GS,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
M. Flynn,Malachi Flynn,PG/SG,TOR,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
L. Samanic,Luka Samanic,PF,GS,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
I. Bonga,Isaac Bonga,PF,TOR,0.0,"$3,500",0,0.14,0.0,0,0.0,0.0,0.0,0.0
D. Johnson,David Johnson,SF,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Gibson,Taj Gibson,C,GS,0.0,"$3,800",0,0.01,0.0,0,0.0,0.0,0.0,0.0
K. Blevins,Keljin Blevins,PG/SG,PHX,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
C. Hutchison,Chandler Hutchison,SF,PHX,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
J. Smith,Jalen Smith,PF/C,PHX,0.0,"$4,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Brown,Greg Brown,SG,PHX,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Booker,Devin Booker,SG,PHX,0.0,"$7,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Zeller,Cody Zeller,C,PHX,0.0,"$3,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
Q. Grimes,Quentin Grimes,SG,GS,0.0,"$5,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Sims,Jericho Sims,C,GS,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Dowtin,Jeff Dowtin,PG,GS,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
O. Toppin,Obi Toppin,PF,GS,0.0,"$4,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
