contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA Showdown $10.9K Windmill [$3K to 1st] (BOS vs DET),99000,Showdown Captain Mode,124199491,180,2,10900,Sat 12:00PM,0,67,64336
NBA Showdown $6K And-One (BOS vs DET),550,Showdown Captain Mode,124199496,1,20,6000,Sat 12:00PM,294,7134,64336
NBA Showdown $2K High Five [Single Entry]  (BOS vs DET),2750,Showdown Captain Mode,124199498,5,1,2000,Sat 12:00PM,25,475,64336
NBA Showdown $2K Four Point Play (BOS vs DET),2200,Showdown Captain Mode,124199495,4,17,2000,Sat 12:00PM,9,594,64336
NBA Tiers $4K All Star [Single Entry] (Must Fill) (Night),583000,Tiers,124168041,1060,1,4000,Fri 9:00PM,0,4,64323
Fantasy Golf MEGA Millionaire Satellite (3-10) [Must Fill] (NBA Tiers Night),431750,Tiers,124168051,785,1,2222,Fri 9:00PM,0,3,64323
NBA Tiers Satellite to Manchester Derby Special (3-6) [Must Fill] (Night),3300,Tiers,124168052,6,1,22,Fri 9:00PM,1,4,64323
"NBA Tiers $408 Winner Take All [$1.5K to 1st, Must Fill] (Night)",224400,Tiers,124168045,408,1,1500,Fri 9:00PM,0,4,64323
NBA Tiers Satellite to NBA $888 Mega 8's Special Ticket [Must Fill] (Night),133100,Tiers,124168047,242,1,888,Fri 9:00PM,2,4,64323
NBA Showdown Satellite to NBA $888 Mega 8's Special (LAC vs LAL),49500,Showdown Captain Mode,124169083,90,1,888,Fri 10:00PM,2,11,64325
NBA Showdown Satellite to NBA $888 Mega 8's Special (LAC vs LAL),77000,Showdown Captain Mode,124169084,140,1,888,Fri 10:00PM,3,7,64325
NBA Showdown $2K Ankle Breaker [Single Entry] (LAC vs LAL),27500,Showdown Captain Mode,124167124,50,1,2000,Fri 10:00PM,22,45,64325
NBA Showdown $400 Sharpshooter (LAC vs LAL),1650,Showdown Captain Mode,124214565,3,4,400,Fri 10:00PM,1,158,64325
NBA Showdown $3K Sharpshooter (LAC vs LAL),1650,Showdown Captain Mode,124167120,3,20,3000,Fri 10:00PM,1133,1189,64325
NBA Showdown $1.5K Pick and Roll [Single Entry] (LAC vs LAL),6600,Showdown Captain Mode,124167123,12,1,1500,Fri 10:00PM,118,147,64325
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (LAC vs LAL)",224400,Showdown Captain Mode,124210110,408,1,1500,Fri 10:00PM,2,4,64325
NBA Showdown $4K All Star [Single Entry] (Must Fill) (LAC vs LAL),583000,Showdown Captain Mode,124214551,1060,1,4000,Fri 10:00PM,0,4,64325
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (LAC vs LAL),146850,Showdown Captain Mode,124212643,267,1,1000,Fri 10:00PM,2,4,64325
NBA $26K Jab Step [$5K to 1st],3300,Classic,124209963,6,150,26000,Sat 7:30PM,156,5098,64337
NBA $10K Showtime [Single Entry],55000,Classic,124199508,100,1,10000,Sat 7:30PM,3,111,64337
NBA $30K Showtime [Single Entry],55000,Classic,124199507,100,1,30100,Sat 7:30PM,7,334,64337
NBA $40K Splash [3 Entry Max],110000,Classic,124209958,200,3,40000,Sat 7:30PM,3,222,64337
NBA $10K Mid Range Jumper [Single Entry],22000,Classic,124199510,40,1,10000,Sat 7:30PM,2,291,64337
NBA $20K Mid Range Jumper [Single Entry],22000,Classic,124199509,40,1,20000,Sat 7:30PM,4,583,64337
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,124199544,5,150,30000,Sat 7:30PM,81,7134,64339
NBA Tiers $5K And-One,550,Tiers,124199540,1,20,5000,Sat 7:30PM,244,5945,64339
NBA Tiers $2.2K Posterizer [Single Entry],82500,Tiers,124199538,150,1,2200,Sat 7:30PM,1,16,64339
NBA Tiers $1K High Five [Single Entry],2750,Tiers,124199542,5,1,1000,Sat 7:30PM,7,237,64339
NBA Tiers $1K Hot Shot [3 Entry Max],1650,Tiers,124199545,3,3,1000,Sat 7:30PM,11,396,64339
NBA $267 Winner Take All [$1K to 1st] (Must Fill) (Night),146850,Classic,124214700,267,1,1000,Fri 9:00PM,0,4,64322
NBA Satellite to NBA $888 Mega 8's Special Ticket [Must Fill] (Night),133100,Classic,124167723,242,1,888,Fri 9:00PM,0,4,64322
NBA Satellite to NBA $888 Mega 8's Special Ticket [Must Fill] (Night),133100,Classic,124167724,242,1,888,Fri 9:00PM,0,4,64322
NBA $100 Winner Take All [$460 to 1st] (Must Fill) (Night),55000,Classic,124214701,100,1,460,Fri 9:00PM,0,5,64322
NBA $200 Four Point Play (Night),2200,Classic,124214630,4,1,200,Fri 9:00PM,17,59,64322
NBA Tiers $267 Winner Take All [$1K to 1st] (Must Fill) (Night),146850,Tiers,124168042,267,1,1000,Fri 9:00PM,1,4,64323
NBA Tiers Satellite to NBA $888 Mega 8's Special Ticket [Must Fill] (Night),133100,Tiers,124168048,242,1,888,Fri 9:00PM,0,4,64323
NBA Tiers Satellite to $180 MEGA Millionaire MEGASat [Must Fill] (Night),27500,Tiers,124168043,50,1,180,Fri 9:00PM,0,4,64323
NBA Tiers $100 Zone [Single Entry] (Night),2750,Tiers,124214757,5,1,100,Fri 9:00PM,3,23,64323
NBA Tiers $155 Pick and Roll [Single Entry] (Night),6600,Tiers,124213709,12,1,155,Fri 9:00PM,7,15,64323
NBA $300 Quarter Jukebox [Just $0.25!]  (Night),138,Classic,124213578,0,20,300,Fri 9:00PM,730,1426,64322
NBA Satellite to $307 FBWC Qualifier (Night),21450,Classic,124168996,39,1,307,Fri 9:00PM,2,9,64322
NBA SUPERSat to $25 Fantasy Basketball Finale [10x] (Night),3300,Classic,124169016,6,1,250,Fri 9:00PM,15,49,64322
NBA Satellite to $307 FBWC Qualifier (Night),2750,Classic,124168995,5,2,307,Fri 9:00PM,35,73,64322
NBA Satellite to $180 MEGA Millionaire MEGASat  (Night),11550,Classic,124168990,21,1,180,Fri 9:00PM,3,10,64322
NBA Showdown $300 And-One (LAC vs LAL),550,Showdown Captain Mode,124211236,1,10,300,Fri 10:00PM,247,356,64325
FINAL STRETCH: NBA Showdown $2.25M MEGA Millionaire Satellite [Must Fill] (LAC vs LAL),484000,Showdown Captain Mode,124168177,880,1,2500,Fri 10:00PM,0,3,64325
FINAL STRETCH: NBA Showdown $2.25M MEGA Millionaire Satellite [Must Fill] (LAC vs LAL),484000,Showdown Captain Mode,124168178,880,1,2500,Fri 10:00PM,0,3,64325
Fantasy Golf MEGA Millionaire Satellite (3-10) [Must Fill] (LAC vs LAL),431750,Showdown Captain Mode,124168179,785,1,2222,Fri 10:00PM,0,3,64325
NBA Showdown Satellite to NBA $888 Mega 8's Special Ticket [Must Fill] (LAC vs LAL),133100,Showdown Captain Mode,124168175,242,1,888,Fri 10:00PM,0,4,64325
NBA Showdown Satellite to NBA $888 Mega 8's Special Ticket [Must Fill] (LAC vs LAL),133100,Showdown Captain Mode,124168176,242,1,888,Fri 10:00PM,0,4,64325
NBA Showdown Satellite to $307 FBWC Qualifier (LAC vs LAL),2750,Showdown Captain Mode,124169080,5,2,307,Fri 10:00PM,21,73,64325
NBA Showdown SUPERSat to $25 Fantasy Basketball Finale [10x] (LAC vs LAL),3300,Showdown Captain Mode,124169101,6,1,250,Fri 10:00PM,8,49,64325
NBA Showdown Satellite to $180 MEGA Millionaire MEGASat (LAC vs LAL),1650,Showdown Captain Mode,124169072,3,2,180,Fri 10:00PM,12,71,64325
NBA Showdown Satellite to $180 MEGA Millionaire MEGASat (LAC vs LAL),1650,Showdown Captain Mode,124169071,3,2,180,Fri 10:00PM,5,71,64325
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (TOR vs ATL),5500,Showdown Captain Mode,124199554,10,52,15000,Sat 7:30PM,2,1764,64340
NBA Showdown $2.2K Posterizer [Single Entry] (TOR vs ATL),82500,Showdown Captain Mode,124199548,150,1,2200,Sat 7:30PM,0,16,64340
NBA Showdown $1K High Five [Single Entry] (TOR vs ATL),2750,Showdown Captain Mode,124199550,5,1,1000,Sat 7:30PM,6,237,64340
NBA Showdown $500 Sharpshooter (TOR vs ATL),1650,Showdown Captain Mode,124199551,3,5,500,Sat 7:30PM,3,198,64340
NBA Showdown $1K Ankle Breaker [Single Entry] (TOR vs ATL),27500,Showdown Captain Mode,124199549,50,1,1000,Sat 7:30PM,0,22,64340
NBA $15K Pull Up Jumper [$5K to 1st] (Turbo),5500,Classic,124199563,10,52,15000,Sat 8:00PM,6,1764,64341
NBA $1.9K Posterizer [Single Entry] (Turbo),82500,Classic,124199559,150,1,1900,Sat 8:00PM,1,14,64341
NBA $1K High Five [Single Entry] (Turbo),2750,Classic,124199558,5,1,1000,Sat 8:00PM,6,237,64341
NBA $500 Sharpshooter (Turbo),1650,Classic,124199560,3,5,500,Sat 8:00PM,7,198,64341
NBA $1K Ankle Breaker [Single Entry] (Turbo),27500,Classic,124199557,50,1,1000,Sat 8:00PM,1,22,64341
NBA In-Game $100 Winner Take All [$450 to 1st] (4Q LAC vs LAL),55000,In-Game Showdown (Q4),124167145,100,1,450,Fri 11:20PM,3,5,64327
NBA In-Game $4K All Star [Single Entry] (Must Fill) (4Q LAC vs LAL),583000,In-Game Showdown (Q4),124168934,1060,1,4000,Fri 11:20PM,1,4,64327
NBA In-Game $267 Winner Take All [$1K to 1st] (Must Fill) (4Q LAC vs LAL),146850,In-Game Showdown (Q4),124168935,267,1,1000,Fri 11:20PM,1,4,64327
NBA In-Game $200 Pull Up Jumper [$100 to 1st] (4Q LAC vs LAL),5500,In-Game Showdown (Q4),124167143,10,1,200,Fri 11:20PM,8,23,64327
NBA In-Game $150 High Five [Single Entry] (4Q LAC vs LAL),2750,In-Game Showdown (Q4),124167140,5,1,150,Fri 11:20PM,6,35,64327
NBA In-Game $4K All Star [Single Entry] (Must Fill) (2H LAC vs LAL),583000,In-Game Showdown (H2),124168875,1060,1,4000,Fri 11:00PM,0,4,64326
NBA In-Game $267 Winner Take All [$1K to 1st] (Must Fill) (2H LAC vs LAL),146850,In-Game Showdown (H2),124168876,267,1,1000,Fri 11:00PM,1,4,64326
NBA In-Game $300 High Five [Single Entry] (2H LAC vs LAL),2750,In-Game Showdown (H2),124167139,5,1,300,Fri 11:00PM,6,71,64326
NBA In-Game $155 Pick and Roll [Single Entry] (2H LAC vs LAL),6600,In-Game Showdown (H2),124167138,12,1,155,Fri 11:00PM,1,15,64326
NBA In-Game $85 Winner Take All [$300 to 1st] (2H LAC vs LAL),46750,In-Game Showdown (H2),124169146,85,1,300,Fri 11:00PM,0,4,64326
NBA Single Entry $5 Double Up,2750,Classic,124199534,5,1,5000,Sat 7:30PM,13,1149,64337
NBA Single Entry $25 Double Up,13750,Classic,124199515,25,1,10000,Sat 7:30PM,4,459,64337
NBA $5 Double Up,2750,Classic,124199517,5,27,4000,Sat 7:30PM,28,919,64337
NBA $25 Double Up,13750,Classic,124199532,25,2,2000,Sat 7:30PM,2,91,64337
NBA Single Entry $10 Double Up,5500,Classic,124199533,10,1,5000,Sat 7:30PM,8,574,64337
NBA $26K Hall of Famer [$13K to 1st],1166000,Classic,124209962,2120,1,26000,Sat 7:30PM,2,13,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,305250,Classic,124201414,555,1,2500,Sat 7:30PM,0,5,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,23100,Classic,124201415,42,2,2500,Sat 7:30PM,3,69,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,23100,Classic,124201416,42,2,2500,Sat 7:30PM,3,69,64337
NBA $31K Box Out [$5K to 1st],48400,Classic,124209960,88,12,31000,Sat 7:30PM,13,400,64337
NBA $22K Zone [$5K to 1st],2750,Classic,124199501,5,150,22000,Sat 7:30PM,184,5231,64337
NBA $30K And-One [20 Entry Max],550,Classic,124209956,1,20,30000,Sat 7:30PM,297,35671,64337
NBA $30K Thunderdome [Must Fill],2915000,Classic,124199520,5300,1,30000,Sat 7:30PM,2,6,64337
NBA $5K Pick and Roll [Single Entry],6600,Classic,124199527,12,1,5000,Sat 7:30PM,3,490,64337
NBA $12K Pick and Roll [Single Entry],6600,Classic,124199526,12,1,12000,Sat 7:30PM,7,1176,64337
NBA $5K High Five [Single Entry],2750,Classic,124199529,5,1,5000,Sat 7:30PM,11,1189,64337
NBA $12K High Five [Single Entry],2750,Classic,124199528,5,1,12000,Sat 7:30PM,13,2853,64337
NBA $10K mini-MAX [150 Entry Max],275,Classic,124199505,0,150,10000,Sat 7:30PM,428,23781,64337
NBA $8K Fast Break [Single Entry],14850,Classic,124199525,27,1,8000,Sat 7:30PM,2,345,64337
NBA $8.5K mini-MAX [150 Entry Max],1100,Classic,124199503,2,150,8500,Sat 7:30PM,12,5053,64337
NBA Satellite to $180 MEGA Millionaire MEGASat  (Night),11550,Classic,124168991,21,1,180,Fri 9:00PM,3,10,64322
NBA Satellite to $180 MEGA Millionaire MEGASat (Night),1650,Classic,124168987,3,2,180,Fri 9:00PM,26,71,64322
NBA Satellite to $180 MEGA Millionaire MEGASat (Night),1650,Classic,124168986,3,2,180,Fri 9:00PM,27,71,64322
NBA Satellite to $180 MEGA Millionaire MEGASat (Night),5500,Classic,124168988,10,1,180,Fri 9:00PM,9,21,64322
NBA Satellite to $180 MEGA Millionaire MEGASat (Night),18700,Classic,124168989,34,1,180,Fri 9:00PM,3,6,64322
NBA $10K All-Star [Single Entry],583000,Classic,124209955,1060,1,10000,Sat 7:30PM,2,10,64337
NBA $7.5K Pick and Pop [3 Entry Max],41250,Classic,124199521,75,3,7500,Sat 7:30PM,6,113,64337
NBA $6K Money Ball [Single Entry],183150,Classic,124199506,333,1,6000,Sat 7:30PM,2,20,64337
NBA $5K Buzzer Beater [3 Entry Max],11000,Classic,124199500,20,3,5000,Sat 7:30PM,6,294,64337
NBA $5K Hot Shot [3 Entry Max],1650,Classic,124199502,3,3,5000,Sat 7:30PM,20,1981,64337
NBA Showdown $10K Pull Up Jumper [$2K to 1st] (MEM vs CHI),5500,Showdown Captain Mode,124199565,10,35,10000,Sat 8:00PM,9,1176,64342
NBA Showdown $1.5K Posterizer [Single Entry] (MEM vs CHI),82500,Showdown Captain Mode,124199567,150,1,1500,Sat 8:00PM,0,11,64342
NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (MEM vs CHI),138,Showdown Captain Mode,124199566,0,20,1000,Sat 8:00PM,157,4756,64342
NBA Showdown $1K And-One (MEM vs CHI),550,Showdown Captain Mode,124199568,1,20,1000,Sat 8:00PM,69,1189,64342
NBA Showdown $500 Ankle Breaker [Single Entry] (MEM vs CHI),27500,Showdown Captain Mode,124199569,50,1,500,Sat 8:00PM,0,11,64342
NBA SUPERSat to $25 Fantasy Basketball Finale [4x] (Night),1650,Classic,124169014,3,1,100,Fri 9:00PM,8,39,64322
NBA SUPERSat to $25 Fantasy Basketball Finale [4x] (Night),2750,Classic,124169015,5,1,100,Fri 9:00PM,7,23,64322
NBA Satellite to UCL Quarter Finals Kickoff (4-5) [Must Fill] (Night),3300,Classic,124167729,6,1,27,Fri 9:00PM,0,5,64322
NBA Satellite to Manchester Derby Special (3-6) [Must Fill] (Night),3300,Classic,124167728,6,1,22,Fri 9:00PM,3,4,64322
NBA Satellite to $180 MEGA Millionaire MEGASat [Must Fill] (Night),27500,Classic,124167720,50,1,180,Fri 9:00PM,0,4,64322
NBA $5K Finger Roll [3 Entry Max],4400,Classic,124199522,8,3,5000,Sat 7:30PM,8,735,64337
NBA $5K Sharpshooter [20 Entry Max],1650,Classic,124199523,3,20,5000,Sat 7:30PM,6,1981,64337
NBA Single Entry $50 Double Up,27500,Classic,124199531,50,1,5000,Sat 7:30PM,1,113,64337
NBA $250 Double Up,137500,Classic,124199513,250,1,5000,Sat 7:30PM,1,22,64337
NBA Single Entry $100 Double Up,55000,Classic,124199514,100,1,3000,Sat 7:30PM,1,33,64337
NBA $2 Double Up,1100,Classic,124199519,2,20,3000,Sat 7:30PM,47,1724,64337
NBA Single Entry $50 Double Up,27500,Classic,124199536,50,1,5000,Sat 7:30PM,1,113,64337
NBA Single Entry $50 Double Up,27500,Classic,124199537,50,1,5000,Sat 7:30PM,1,113,64337
NBA $10 Double Up,5500,Classic,124199516,10,10,3000,Sat 7:30PM,11,344,64337
NBA $5 Double Up,2750,Classic,124199518,5,20,3000,Sat 7:30PM,21,689,64337
NBA $8K And-One (Night),550,Classic,124199581,1,20,8000,Sat 8:30PM,137,9512,64343
NBA $4K High Five [Single Entry] (Night),2750,Classic,124199577,5,1,4000,Sat 8:30PM,9,951,64343
NBA $4K Showtime [Single Entry] (Night),55000,Classic,124199582,100,1,4000,Sat 8:30PM,1,44,64343
NBA $3K Triple Threat [3 Entry Max] (Night),18150,Classic,124199574,33,3,3000,Sat 8:30PM,0,106,64343
NBA $3K Four Point Play [20 Entry Max] (Night),2200,Classic,124199580,4,20,3000,Sat 8:30PM,8,891,64343
NBA Single Entry $100 Double Up,55000,Classic,124199530,100,1,2000,Sat 7:30PM,1,22,64337
NBA $5K Alley Oop [Single Entry],305250,Classic,124199524,555,1,5000,Sat 7:30PM,2,10,64337
NBA $6K Quarter Jukebox [Just $0.25!],138,Classic,124199504,0,20,6000,Sat 7:30PM,495,28537,64337
NBA $3K Elbow Shot [Single Entry],1100,Classic,124199511,2,1,3000,Sat 7:30PM,22,1783,64337
NBA $3K Daily Dollar [Single Entry],550,Classic,124199512,1,1,3000,Sat 7:30PM,81,3567,64337
NBA Tiers $240 Fast Break [Single Entry] (Night),14850,Tiers,124207649,27,1,240,Fri 9:00PM,9,10,64323
NBA Tiers $50 And-One (Night),550,Tiers,124214665,1,1,50,Fri 9:00PM,12,59,64323
NBA Tiers $50 Quarter Jukebox [Just $0.25!] (Night),138,Tiers,124214550,0,7,50,Fri 9:00PM,115,237,64323
NBA Tiers Satellite to $180 MEGA Millionaire MEGASat [Must Fill] (Night),27500,Tiers,124168044,50,1,180,Fri 9:00PM,0,4,64323
NBA Showdown $1.5K Ankle Breaker [Single Entry] (BOS vs DET),27500,Showdown Captain Mode,124199492,50,1,1500,Sat 12:00PM,0,34,64336
NBA Showdown $2K Triple Threat [2 Entry Max] (BOS vs DET),18150,Showdown Captain Mode,124199493,33,2,2000,Sat 12:00PM,0,70,64336
NBA Showdown $1.35K 3-Ball [Single Entry] (BOS vs DET),165000,Showdown Captain Mode,124199490,300,1,1350,Sat 12:00PM,0,5,64336
NBA Showdown $2K Quarter Jukebox [Just $0.25!] (BOS vs DET),138,Showdown Captain Mode,124199489,0,20,2000,Sat 12:00PM,436,9512,64336
NBA Showdown $1K Pick and Roll [Single Entry] (BOS vs DET),6600,Showdown Captain Mode,124199497,12,1,1000,Sat 12:00PM,1,98,64336
NBA $3K Ankle Breaker [2 Entry Max],27500,Classic,124199499,50,2,3000,Sat 7:30PM,4,68,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,137500,Classic,124201417,250,1,2500,Sat 7:30PM,1,11,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,137500,Classic,124201418,250,1,2500,Sat 7:30PM,1,11,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,7700,Classic,124201419,14,6,2500,Sat 7:30PM,7,210,64337
FINAL STRETCH: NBA $2.25M MEGA Millionaire Satellite,305250,Classic,124201413,555,1,2500,Sat 7:30PM,0,5,64337
NBA Showdown $6K And-One (SAC vs DEN),550,Showdown Captain Mode,124199590,1,20,6000,Sat 9:00PM,100,7134,64345
NBA Showdown $2.5K High Five [Single Entry] (SAC vs DEN),2750,Showdown Captain Mode,124199591,5,1,2500,Sat 9:00PM,9,594,64345
NBA Showdown $3K Showtime [Single Entry] (SAC vs DEN),55000,Showdown Captain Mode,124199586,100,1,3000,Sat 9:00PM,0,33,64345
NBA Showdown $2K Sharpshooter [20 Entry Max] (SAC vs DEN),1650,Showdown Captain Mode,124199585,3,20,2000,Sat 9:00PM,14,792,64345
NBA Showdown $2K Triple Threat [2 Entry Max] (SAC vs DEN),18150,Showdown Captain Mode,124199589,33,2,2000,Sat 9:00PM,0,70,64345
NBA Satellite to NBA $888 Mega 8's Special,8250,Classic,124201409,15,2,888,Sat 7:30PM,2,69,64337
NBA Satellite to NBA $888 Mega 8's Special,5500,Classic,124201410,10,3,888,Sat 7:30PM,3,104,64337
NBA Satellite to NBA $888 Mega 8's Special,2750,Classic,124201411,5,6,888,Sat 7:30PM,6,211,64337
NBA Satellite to $895 FBWC Qualifier,50600,Classic,124201405,92,1,895,Sat 7:30PM,1,11,64337
NBA Satellite to NBA $888 Mega 8's Special,49500,Classic,124201406,90,1,888,Sat 7:30PM,1,11,64337
NBA $1.62K 3-Ball [Single Entry] (Night),165000,Classic,124199579,300,1,1620,Sat 8:30PM,1,6,64343
NBA $1.5K Pick and Roll [Single Entry] (Night),6600,Classic,124199576,12,1,1500,Sat 8:30PM,1,147,64343
NBA $1.5K Ankle Breaker [Single Entry] (Night),27500,Classic,124199578,50,1,1500,Sat 8:30PM,1,34,64343
NBA $2K Quarter Jukebox [Just $0.25!] (Night),138,Classic,124199575,0,20,2000,Sat 8:30PM,166,9512,64343
NBA $4K All Star [Single Entry] (Must Fill) (Night),583000,Classic,124200746,1060,1,4000,Sat 8:30PM,1,4,64343
NBA In-Game $3K Pull Up Jumper [$1K to 1st] (2H SAC vs DEN),5500,In-Game Showdown (H2),124199598,10,10,3000,Sat 10:00PM,0,352,64346
"NBA In-Game $720 Showtime [Single Entry, Top 2 Win] (2H SAC vs DEN)",55000,In-Game Showdown (H2),124199593,100,1,720,Sat 10:00PM,0,8,64346
NBA In-Game $4K All Star [Single Entry] (Must Fill) (2H SAC vs DEN),583000,In-Game Showdown (H2),124201508,1060,1,4000,Sat 10:00PM,0,4,64346
