abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
N. Jokic,Nikola Jokic,C,SA,53.6,"$11,100",4.83,35.08,25.5,11.2,7.8,1.2,0.8,3.0
J. Embiid,Joel Embiid,C,BKN,49.4,"$10,700",4.61,32.87,27.1,11.5,3.1,0.9,1.4,3.1
J. Harden,James Harden,SG/PG,BKN,49.2,"$10,300",4.78,35.46,24.8,7.3,8.9,1.2,0.7,3.4
K. Durant,Kevin Durant,SF/PF,BKN,46.6,"$10,800",4.31,34.15,27.5,7.1,4.9,0.9,1.2,3.1
D. Sabonis,Domantas Sabonis,PF/C,IND,46.2,"$9,700",4.76,35.31,20.2,11.5,7.1,1.1,0.5,3.3
J. Tatum,Jayson Tatum,SF/PF,TOR,44.1,"$9,800",4.5,36.26,26.8,7.5,4.0,1.1,0.5,2.5
N. Vucevic,Nikola Vucevic,C,NO,43.9,"$8,700",5.04,34.81,20.5,11.9,3.8,0.9,0.8,1.7
A. Davis,Anthony Davis,PF/C,PHX,43.3,"$10,200",4.25,34.61,23.4,8.1,2.6,1.1,1.6,1.8
L. James,LeBron James,SF/PF,PHX,43.3,"$10,400",4.16,34.35,23.7,7.2,6.3,1.0,0.5,3.0
D. Fox,De'Aaron Fox,PG,UTAH,42.5,"$8,500",5,35.01,25.3,3.7,6.4,1.5,0.5,2.8
J. Randle,Julius Randle,PF/C,NY,42.5,"$9,500",4.47,37.85,22.6,9.3,5.4,0.9,0.3,3.0
S. Dinwiddie,Spencer Dinwiddie,SG/PG,IND,41.9,"$6,200",6.76,33.00,20.5,5.4,8.5,1.2,0.4,2.6
S. Gilgeous-Alexander,Shai Gilgeous-Alexander,SG/PG,OKC,41.1,"$7,500",5.48,35.47,24.4,5.1,5.7,1.0,0.6,2.8
M. Brogdon,Malcolm Brogdon,PG/SG,IND,40.3,"$7,700",5.24,34.72,23.0,5.2,6.4,0.9,0.3,2.1
D. Mitchell,Donovan Mitchell,SG/PG,UTAH,39.5,"$8,700",4.53,34.44,25.7,4.5,4.7,1.0,0.3,2.6
Z. LaVine,Zach LaVine,SG/PG,NO,39.4,"$8,400",4.69,34.60,25.8,4.8,4.6,0.8,0.5,3.0
L. Ball,LaMelo Ball,PG,CHA,39.3,"$8,200",4.79,34.42,17.6,6.6,7.1,1.6,0.4,2.9
C. Wood,Christian Wood,PF/C,OKC,39.1,"$8,100",4.83,32.51,20.1,9.8,2.1,0.9,1.1,1.9
F. VanVleet,Fred VanVleet,SG/PG,TOR,38.7,"$8,300",4.66,36.48,18.9,4.3,6.7,1.6,0.6,2.0
D. Murray,Dejounte Murray,PG/SG,SA,38.1,"$7,900",4.83,32.93,16.8,7.7,6.2,1.5,0.1,2.0
B. Ingram,Brandon Ingram,SF,NO,38.0,"$8,300",4.58,34.56,23.2,5.2,4.5,0.8,0.6,2.4
R. Gobert,Rudy Gobert,C,UTAH,37.5,"$8,200",4.58,32.01,11.8,13.6,1.2,0.6,2.5,1.7
T. Harris,Tobias Harris,PF/SF,BKN,37.3,"$7,600",4.91,33.93,19.7,7.2,3.8,0.9,0.8,1.8
J. Brown,Jaylen Brown,SF/SG,TOR,36.6,"$8,500",4.3,35.31,22.2,6.2,3.1,1.1,0.5,2.5
