name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
Desmond Bane,$6.6k,SG/SF,1,MEM,MIN,15,-4,231.5,117.8,20.8,37.7,47.5,32.0,4.85
N. Little,$5.6k,SF/PF,2,POR,DEN,25,+11.5,210,99.3,18.5,26.6,39.8,31.3,5.58
R. Jackson,$6.0k,PG,1,LAC,NO,16,+4,214,105,10.0,21.7,29.0,30.5,5.08
A. Wiggins,$6.3k,SF,1,GSW,MIL,30,+1,224.5,111.8,16.0,27.9,39.0,29.8,4.72
Will Barton Q,$5.9k,SG,3,DEN,POR,12,-11.5,210,110.8,23.0,28.3,35.5,28.3,4.79
D. Graham,$5.7k,PG,1,NO,LAC,23,-4,214,109,10.3,23.4,42.8,28.0,4.91
Ben McLemore,$4.2k,SG,2,POR,DEN,2,+11.5,210,99.3,6.3,15.7,33.8,27.8,6.61
K. Edwards,$3.6k,SF/PF,0,BKN,OKC,7,-5.5,217,111.3,11.5,16.4,23.8,27.8,7.71
R. Covington,$5.8k,PF/C,2,POR,DEN,16,+11.5,210,99.3,18.5,29.2,41.5,27.8,4.78
J. Vanderbilt,$6.2k,PF/C,1,MIN,MEM,5,+4,231.5,113.8,21.3,35.0,59.3,27.5,4.44
Luguentz Dort,$5.5k,SG/SF,1,OKC,BKN,25,+5.5,217,105.8,16.0,24.5,29.3,27.5,5
A. Gordon,$5.8k,SF/PF,1,DEN,POR,15,-11.5,210,110.8,13.5,26.1,46.5,27.3,4.7
S. Adams Q,$5.6k,C,6,MEM,MIN,13,-4,231.5,117.8,13.0,26.7,37.8,26.8,4.78
P. Beverley,$5.3k,PG,1,MIN,MEM,29,+4,231.5,113.8,23.8,34.1,40.0,26.5,5
Eric Bledsoe,$5.7k,PG,1,LAC,NO,16,+4,214,105,5.0,19.2,33.8,26.3,4.61
C. Thomas,$4.3k,PG/SG,0,BKN,OKC,10,-5.5,217,111.3,6.0,20.2,31.3,24.5,5.7
Amir Coffey,$5.2k,SG,1,LAC,NO,23,+4,214,105,12.5,24.9,43.8,24.3,4.66
H. Jones,$4.9k,PF/C,1,NO,LAC,26,-4,214,109,16.5,25.4,33.5,23.8,4.85
Kyle Anderson,$5.1k,SF/PF,1,MEM,MIN,26,-4,231.5,117.8,11.0,21.6,42.3,23.5,4.61
M. Morris,$4.9k,PG,1,DEN,POR,26,-11.5,210,110.8,21.8,24.5,27.8,23.5,4.8
Klay Thompson,$5.9k,SG,1,GSW,MIL,1,+1,224.5,111.8,23.8,34.4,44.5,23.3,3.94
Terance Mann,$5.0k,PG/SF,1,LAC,NO,16,+4,214,105,14.3,20.1,24.0,23.3,4.65
Otto Porter Jr.,$4.8k,SF/PF,1,GSW,MIL,30,+1,224.5,111.8,13.8,26.8,47.8,23.0,4.79
D. Bazley,$4.3k,PF,1,OKC,BKN,30,+5.5,217,105.8,4.8,20.9,29.8,23.0,5.35
I. Zubac,$4.4k,C,1,LAC,NO,25,+4,214,105,1.5,18.1,28.8,22.8,5.17
Gary Payton II,$4.6k,PG/SG,1,GSW,MIL,19,+1,224.5,111.8,6.8,24.0,34.8,22.3,4.84
B. Clarke,$5.2k,PF/C,1,MEM,MIN,18,-4,231.5,117.8,19.5,31.2,48.3,22.0,4.23
K. Looney,$4.7k,C,1,GSW,MIL,9,+1,224.5,111.8,15.8,22.9,41.5,22.0,4.68
N. Batum,$4.1k,SF/PF,1,LAC,NO,11,+4,214,105,10.0,18.1,29.0,22.0,5.37
J. Poole,$5.0k,PG/SG,1,GSW,MIL,19,+1,224.5,111.8,12.0,24.5,44.0,21.8,4.35
D. Melton,$4.4k,PG/SG,1,MEM,MIN,11,-4,231.5,117.8,8.3,24.5,37.3,21.3,4.83
J. Robinson-Earl,$4.0k,PF/C,1,OKC,BKN,30,+5.5,217,105.8,10.5,19.2,27.0,21.0,5.25
D. Bembry,$3.5k,SG/SF,0,BKN,OKC,28,-5.5,217,111.3,0.0,13.9,27.8,20.8,5.93
M. Beasley,$4.5k,SG,1,MIN,MEM,6,+4,231.5,113.8,6.8,16.1,26.0,20.5,4.56
F. Campazzo,$4.3k,PG/SG,1,DEN,POR,26,-11.5,210,110.8,13.0,19.2,24.3,20.3,4.71
N. Alexander-Walker,$3.9k,PG/SG,1,NO,LAC,23,-4,214,109,10.0,16.2,21.5,19.8,5.06
A. Iguodala,$3.5k,SF,1,GSW,MIL,30,+1,224.5,111.8,10.5,20.3,33.8,19.5,5.57
B. Griffin,$3.2k,C,0,BKN,OKC,21,-5.5,217,111.3,4.8,11.7,22.3,19.0,5.94
J. Nwora,$5.0k,PF,2,MIL,GSW,19,-1,224.5,112.8,11.8,23.7,30.5,19.0,3.8
S. Ibaka,$4.0k,PF/C,1,LAC,NO,1,+4,214,105,2.0,17.8,25.5,19.0,4.75
J. McDaniels,$3.7k,SF/PF,1,MIN,MEM,14,+4,231.5,113.8,9.8,19.0,27.8,18.5,5
CJ Elleby,$3.0k,SG/SF,2,POR,DEN,2,+11.5,210,99.3,8.0,13.5,19.8,18.5,6.17
Tyus Jones,$4.6k,PG,1,MEM,MIN,11,-4,231.5,117.8,17.8,26.9,42.5,17.5,3.8
J. Johnson,$3.0k,PF,0,BKN,OKC,23,-5.5,217,111.3,2.5,6.6,12.0,17.5,5.83
Tre Mann,$3.2k,PG/SG,1,OKC,BKN,5,+5.5,217,105.8,8.3,13.4,20.3,17.0,5.31
Pat Connaughton,$3.8k,SF/PF,2,MIL,GSW,4,-1,224.5,112.8,2.5,12.6,26.0,16.8,4.41
J. Green Q,$3.4k,PF/C,1,DEN,POR,2,-11.5,210,110.8,9.3,14.3,28.3,16.8,4.93
T. Watford,$3.2k,C,2,POR,DEN,2,+11.5,210,99.3,3.0,10.5,14.5,16.8,5.23
B. Brown,$3.9k,SF/PF,0,BKN,OKC,7,-5.5,217,111.3,4.5,15.2,37.8,16.8,4.29
Z. Williams,$3.5k,SG/SF,1,MEM,MIN,15,-4,231.5,117.8,11.0,16.8,22.3,16.5,4.71
Jeff Green,$3.5k,SF/PF,1,DEN,POR,15,-11.5,210,110.8,11.0,17.4,25.3,16.5,4.71
J. Hayes,$3.3k,C,1,NO,LAC,3,-4,214,109,8.8,12.8,19.0,16.3,4.92
G. Allen,$4.1k,SG/SF,9,MIL,GSW,21,-1,224.5,112.8,6.5,14.7,28.0,16.3,3.96
A. Wiggins,$3.8k,SG,1,OKC,BKN,25,+5.5,217,105.8,11.0,19.8,31.8,16.3,4.28
B. Boston Jr.,$3.4k,SG/SF,1,LAC,NO,23,+4,214,105,10.0,18.1,24.8,16.0,4.71
A. Rivers,$3.7k,SG/SF,1,DEN,POR,12,-11.5,210,110.8,0.3,12.4,37.8,16.0,4.32
John Konchar,$3.4k,SG/SF,1,MEM,MIN,15,-4,231.5,117.8,7.3,21.2,43.0,15.8,4.63
G. Temple,$3.5k,SG/SF,1,NO,LAC,10,-4,214,109,9.5,12.8,22.8,15.8,4.5
D. Duke Jr.,$3.4k,SF,0,BKN,OKC,7,-5.5,217,111.3,7.5,10.6,15.3,15.5,4.56
Mike Muscala,$3.1k,C,1,OKC,BKN,29,+5.5,217,105.8,6.0,15.4,26.5,14.3,4.6
Ty Jerome,$3.5k,PG/SG,1,OKC,BKN,5,+5.5,217,105.8,9.0,16.3,28.3,13.5,3.86
D. DiVincenzo,$3.5k,PG/SG,2,MIL,GSW,14,-1,224.5,112.8,2.5,11.4,23.3,13.3,3.79
D. Favors,$3.0k,C,1,OKC,BKN,29,+5.5,217,105.8,4.0,7.8,13.0,13.0,4.33
Jose Alvarado,$3.0k,PG,1,NO,LAC,23,-4,214,109,2.8,8.2,15.3,13.0,4.33
W. Matthews,$3.9k,SG/SF,2,MIL,GSW,21,-1,224.5,112.8,6.0,18.1,24.8,12.8,3.27
Naz Reid,$4.0k,PF/C,1,MIN,MEM,5,+4,231.5,113.8,3.3,17.0,30.8,12.5,3.13
N. Bjelica,$3.3k,PF/C,1,GSW,MIL,4,+1,224.5,111.8,7.3,12.8,17.0,12.3,3.71
George Hill,$3.0k,PG,9,MIL,GSW,14,-1,224.5,112.8,6.0,13.2,17.8,11.8,3.92
Tony Snell,$3.0k,SG/SF,2,POR,DEN,2,+11.5,210,99.3,0.0,6.2,10.8,11.3,3.75
Juan Toscano-Anderson,$3.2k,PF/C,1,GSW,MIL,4,+1,224.5,111.8,1.0,10.6,22.3,10.8,3.36
Zeke Nnaji,$3.0k,PF/C,1,DEN,POR,2,-11.5,210,110.8,8.0,9.4,10.5,9.0,3
S. Mamukelashvili,$3.0k,C,2,MIL,GSW,7,-1,224.5,112.8,3.5,10.7,22.3,9.0,3
B. Hyland,$3.2k,PG/SG,1,DEN,POR,26,-11.5,210,110.8,0.8,11.3,27.3,8.3,2.58
X. Tillman,$3.2k,C,1,MEM,MIN,13,-4,231.5,117.8,4.5,10.2,13.5,6.5,2.03
Davon Reed,$3.0k,SF,1,DEN,POR,15,-11.5,210,110.8,4.0,9.4,15.8,6.3,2.08
Gary Clark,$3.2k,PF,1,NO,LAC,26,-4,214,109,6.0,10.3,21.8,5.8,1.8
Josh Okogie,$3.0k,SG/SF,1,MIN,MEM,6,+4,231.5,113.8,2.0,7.6,11.3,5.0,1.67
Damion Lee,$3.4k,SG/SF,1,GSW,MIL,1,+1,224.5,111.8,7.0,17.6,30.8,3.5,1.03
Rodney Hood,$3.1k,SG/SF,2,MIL,GSW,21,-1,224.5,112.8,1.5,8.8,14.5,3.5,1.13
T. Prince,$3.0k,SF/PF,1,MIN,MEM,14,+4,231.5,113.8,0.8,11.8,32.5,3.3,1.08
J. Ennis III,$3.0k,PF,1,DEN,POR,2,-11.5,210,110.8,-0.5,9.2,17.0,2.3,0.75
Xavier Moon,$3.3k,PG,3,LAC,NO,16,+4,214,105,0.0,11.0,34.5,1.3,0.38
D. Hommes O,$3.0k,SF,93,NO,LAC,29,-4,214,109,1.3,5.8,9.5,0.0,0
Paul George O,$10.5k,SG,21,LAC,NO,23,+4,214,105,42.0,44.0,46.5,0.0,0
D. Lillard O,$9.8k,PG,12,POR,DEN,21,+11.5,210,99.3,32.5,44.0,56.5,0.0,0
K. Leonard O,$10.3k,PF,212,LAC,NO,1,+4,214,105,37.0,51.2,66.0,0.0,0
CJ McCollum O,$8.8k,PG/SG,39,POR,DEN,21,+11.5,210,99.3,32.3,36.8,47.5,0.0,0
Joe Harris O,$4.2k,SF,59,BKN,OKC,7,-5.5,217,111.3,8.8,19.7,33.5,0.0,0
L. Galloway O,$3.0k,PG,2,MIL,GSW,14,-1,224.5,112.8,0.8,7.5,13.8,0.0,0
K. Irving O,$9.3k,PG/SG,0,BKN,OKC,10,-5.5,217,111.3,18.5,31.9,41.5,0.0,0
L. Nance Jr. O,$5.4k,PF/C,7,POR,DEN,16,+11.5,210,99.3,17.8,25.9,45.3,0.0,0
N. Powell O,$6.7k,SF,5,POR,DEN,25,+11.5,210,99.3,25.8,36.0,47.5,0.0,0
Jrue Holiday O,$8.3k,PG,7,MIL,GSW,14,-1,224.5,112.8,41.0,46.5,52.3,0.0,0
P. Mills O,$4.7k,PG/SG,0,BKN,OKC,10,-5.5,217,111.3,13.0,21.5,30.5,0.0,0
J. Winslow O,$3.8k,PG/SF,4,LAC,NO,16,+4,214,105,15.3,22.1,27.5,0.0,0
K. Williams O,$3.6k,SF,3,OKC,BKN,1,+5.5,217,105.8,14.5,21.2,31.8,0.0,0
E. Sumner O,$3.0k,PG,237,BKN,OKC,10,-5.5,217,111.3,4.5,12.0,20.0,0.0,0
D. Brooks O,$6.1k,SG,4,MEM,MIN,15,-4,231.5,117.8,5.3,28.2,49.3,0.0,0
PJ Dozier O,$3.0k,PF,50,DEN,POR,2,-11.5,210,110.8,1.5,11.6,26.0,0.0,0
Luke Kennard O,$4.9k,SG,12,LAC,NO,23,+4,214,105,10.3,19.6,35.5,0.0,0
J. Murray O,$6.4k,PG,275,DEN,POR,26,-11.5,210,110.8,28.0,38.1,52.0,0.0,0
B. Lopez O,$4.5k,C,85,MIL,GSW,7,-1,224.5,112.8,19.3,22.9,25.5,0.0,0
Isaiah Roby O,$3.0k,C,10,OKC,BKN,29,+5.5,217,105.8,2.5,15.3,20.5,0.0,0
Sam Merrill O,$3.0k,SG,55,MEM,MIN,15,-4,231.5,117.8,1.3,6.5,12.5,0.0,0
K. Tillie O,$3.0k,PF/C,4,MEM,MIN,18,-4,231.5,117.8,10.3,14.0,23.0,0.0,0
I. Hartenstein O,$4.4k,C,25,LAC,NO,25,+4,214,105,20.8,25.1,34.3,0.0,0
V. Cancar O,$3.0k,SF,9,DEN,POR,15,-11.5,210,110.8,2.5,12.3,19.5,0.0,0
N. Claxton O,$4.6k,C,2,BKN,OKC,21,-5.5,217,111.3,4.3,23.5,36.0,0.0,0
M. Porter Jr. O,$5.3k,PF,67,DEN,POR,2,-11.5,210,110.8,7.0,22.0,28.3,0.0,0
K. Durant O,$11.0k,PF,0,BKN,OKC,23,-5.5,217,111.3,48.0,53.7,61.0,0.0,0
Yves Pons O,$3.0k,SF,9,MEM,MIN,26,-4,231.5,117.8,0.0,2.0,6.0,0.0,0
J. Nowell O,$3.8k,PG,1,MIN,MEM,29,+4,231.5,113.8,1.0,19.5,30.8,0.0,0
A. Simons O,$7.3k,PG/SG,2,POR,DEN,21,+11.5,210,99.3,31.3,46.2,60.8,0.0,0
Zion Williamson O,$9.0k,C,253,NO,LAC,3,-4,214,109,26.0,47.1,60.8,0.0,0
Kira Lewis Jr. O,$3.0k,PG,35,NO,LAC,23,-4,214,109,6.5,11.4,16.8,0.0,0
J. Preston O,$3.0k,PG,"",LAC,NO,16,+4,214,105,"","","",0.0,0
D. Green O,$7.1k,PF/C,7,GSW,MIL,4,+1,224.5,111.8,15.3,38.5,53.8,0.0,0
J. Wiseman O,$4.5k,C,277,GSW,MIL,9,+1,224.5,111.8,9.3,20.3,32.0,0.0,0
L. Aldridge O,$5.1k,C,5,BKN,OKC,21,-5.5,217,111.3,5.3,18.4,26.0,0.0,0
L. Bolmaro O,$3.0k,PG/SG,9,MIN,MEM,29,+4,231.5,113.8,0.0,2.0,6.5,0.0,0
