abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
S. Curry,Stephen Curry,PG,GS,48.5,"$10,200",4.76,34.14,33.1,5.4,5.3,1.2,0.2,3.2
J. Embiid,Joel Embiid,C,PHI,47.1,"$9,900",4.76,33.02,24.3,11.8,3.1,1.0,1.4,3.2
A. Davis,Anthony Davis,PF/C,MEM,46.1,"$10,600",4.35,37.00,24.6,8.6,2.8,1.3,1.7,2.0
J. Tatum,Jayson Tatum,SF/PF,BOS,45.5,"$9,800",4.64,36.53,27.6,7.8,4.0,1.2,0.5,2.6
L. James,LeBron James,SF/PF,MEM,43.8,"$10,200",4.3,34.35,24.3,7.1,6.2,1.1,0.5,3.1
D. Fox,De'Aaron Fox,PG,GS,43.0,"$8,500",5.06,35.01,25.0,3.7,7.0,1.5,0.5,2.9
R. Westbrook,Russell Westbrook,PG/SG,MEM,42.9,"$9,100",4.71,35.12,17.4,9.9,8.4,1.3,0.3,3.8
J. Randle,Julius Randle,PF/C,ORL,42.7,"$9,500",4.5,36.19,22.3,9.8,5.3,0.9,0.3,2.9
J. Morant,Ja Morant,PG,MEM,42.0,"$9,000",4.67,34.79,25.3,4.3,7.5,1.0,0.2,3.3
C. Wood,Christian Wood,PF/C,BOS,38.0,"$8,100",4.7,32.51,19.0,9.7,2.2,0.9,1.1,1.9
T. Harris,Tobias Harris,PF/SF,PHI,35.7,"$7,600",4.69,34.09,17.3,7.5,3.9,1.0,0.8,1.9
S. Gilgeous-Alexander,Shai Gilgeous-Alexander,SG/PG,PHI,35.1,"$6,800",5.15,31.96,20.1,4.5,5.1,0.9,0.6,2.6
J. Jackson,Jaren Jackson Jr.,PF/C,MEM,34.5,"$6,700",5.15,31.01,17.9,6.5,1.6,1.0,1.7,1.7
D. Green,Draymond Green,PF/C,GS,34.1,"$6,600",5.17,32.61,8.0,7.3,8.3,1.6,1.0,2.9
R. Williams,Robert Williams,PF/C,BOS,33.3,"$7,000",4.76,26.35,10.2,9.8,2.3,0.9,2.2,1.4
M. Bamba,Mohamed Bamba,C/PF,ORL,32.3,"$6,800",4.75,26.15,13.8,8.9,1.4,0.6,1.7,1.2
H. Barnes,Harrison Barnes,SF/PF,GS,31.9,"$7,400",4.31,35.79,16.7,7,3.4,0.9,0.2,1.6
R. Holmes,Richaun Holmes,C/PF,GS,31.8,"$7,500",4.24,29.33,13.2,8.7,1.7,0.7,1.6,1.3
A. Horford,Al Horford,PF/C,BOS,30.9,"$5,600",5.51,28.48,13.7,7.3,3.0,0.8,0.9,1.2
A. Wiggins,Andrew Wiggins,SG/SF,GS,30.8,"$6,900",4.46,32.34,17.1,4.8,2.2,1.0,1.1,1.7
K. Porter,Kevin Porter Jr.,SF/PG,BOS,30.4,"$6,000",5.06,32.75,15.8,4,6.1,0.9,0.3,3.0
T. Haliburton,Tyrese Haliburton,PG/SG,GS,29.9,"$6,000",4.98,32.12,13.4,3.5,5.6,1.4,0.5,1.8
D. Melton,De'Anthony Melton,SG/PG,MEM,29.9,"$5,300",5.64,31.01,13.5,4.7,3.9,1.5,0.8,2.0
M. Smart,Marcus Smart,SG/PG,BOS,29.9,"$6,500",4.59,34.25,13.6,3.8,5.4,1.4,0.5,2.1
E. Fournier,Evan Fournier,SF/SG,ORL,28.3,"$6,300",4.49,32.46,16.0,3.4,3.4,1.1,0.5,1.7
C. Anthony,Cole Anthony,PG/SG,ORL,28.2,"$4,900",5.76,29.79,13.6,5,4.8,0.8,0.4,2.2
B. Hield,Buddy Hield,SG/SF,GS,28.1,"$6,200",4.53,30.62,15.7,4.4,3.2,0.9,0.4,1.6
K. Walker,Kemba Walker,PG,ORL,27.7,"$5,500",5.03,28.50,15.4,3.5,4.1,1.0,0.2,1.7
T. Maxey,Tyrese Maxey,PG/SG,PHI,27.6,"$5,800",4.75,32.06,14.0,3.8,4.2,1.0,0.4,1.5
J. Suggs,Jalen Suggs,PG/SG,ORL,27.5,"$5,500",5.01,30.00,12.7,3.7,5.4,1.1,0.3,1.9
R. Barrett,RJ Barrett,SF/SG,ORL,27.5,"$5,900",4.66,34.27,15.1,5.6,2.7,0.8,0.3,1.7
J. Green,Jalen Green,SG/PG,BOS,27.2,"$5,500",4.95,32.18,14.4,4.1,3.6,1.1,0.3,1.7
T. Ross,Terrence Ross,SG/SF,ORL,27.1,"$4,400",6.17,29.26,16.6,3.4,2.5,1.0,0.4,1.5
