abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
M. Bridges,Mikal Bridges,SF/PF,NO,31.0,"$5,600",5.53,36.83,15.7,4.7,3.1,1.3,0.7,1.0
J. Suggs,Jalen Suggs,PG/SG,HOU,30.4,"$6,400",4.75,32.09,15.1,4.2,5.3,1.4,0.4,3.1
K. Porter,Kevin Porter Jr.,SF/PG,HOU,30.3,"$6,600",4.59,31.99,14.4,4.3,6.5,1.1,0.3,3.2
T. Herro,Tyler Herro,SG/SF,MIA,30.1,"$6,000",5.02,32.98,18.1,5.1,3.4,0.7,0.3,2.2
J. Brunson,Jalen Brunson,PG/SG,DAL,30.1,"$6,400",4.7,33.94,16.5,4.2,4.9,0.9,0.1,1.8
F. Wagner,Franz Wagner,SF/SG,HOU,30.0,"$5,600",5.35,32.09,17.0,4.5,3.1,1.0,0.5,1.6
K. Lowry,Kyle Lowry,PG,MIA,29.6,"$7,200",4.12,32.98,13.0,4.7,6.4,1.0,0.3,2.5
M. Bamba,Mohamed Bamba,C,HOU,29.4,"$4,500",6.53,24.07,12.5,7.6,1.3,0.6,1.7,1.1
G. Trent,Gary Trent Jr.,SG/SF,TOR,29.2,"$6,700",4.35,34.79,19.6,2.8,1.6,1.4,0.2,1.0
S. Barnes,Scottie Barnes,SF/PF,TOR,28.8,"$5,800",4.96,35.78,12.6,7.2,2.9,1.0,0.7,1.9
D. Bazley,Darius Bazley,PF/SF,OKC,28.3,"$6,500",4.35,33.58,12.2,8,2.1,0.8,0.9,1.8
P. Washington,PJ Washington,PF/C,TOR,28.1,"$5,200",5.41,29.98,12.1,6.3,2.7,1.0,1.1,1.9
K. Johnson,Keldon Johnson,PF/SF,SA,28.1,"$5,900",4.76,33.08,16.7,5.3,2.1,0.8,0.3,1.4
M. Conley,Mike Conley,PG,DAL,28.0,"$5,600",5.01,28.95,12.4,3.2,6.0,1.3,0.2,1.7
A. Burks,Alec Burks,PG/SG,MIA,28.0,"$5,100",5.5,31.84,13.8,5.2,3.4,1.1,0.3,1.3
M. Morris,Marcus Morris,PF/SF,LAC,27.5,"$6,200",4.44,30.18,17.2,4.9,1.9,0.7,0.3,1.4
D. Vassell,Devin Vassell,SG,SA,27.5,"$5,600",4.91,31.08,13.7,5,2.0,1.2,0.7,0.9
J. Tate,Jae'Sean Tate,SF/PF,HOU,27.4,"$5,200",5.28,27.00,13.6,5.4,2.7,1.1,0.5,1.5
T. Young,Thaddeus Young,PF,TOR,27.4,"$4,000",6.84,25.85,11.4,6.3,3.8,1.1,0.5,2.1
P. Beverley,Patrick Beverley,PG,PHI,27.2,"$5,300",5.14,29.75,10.6,4.7,4.2,1.1,0.9,1.3
M. Brogdon,Malcolm Brogdon,PG/SG,OKC,27.0,"$6,100",4.43,24.07,14.8,3.7,4.6,0.6,0.2,1.5
M. Robinson,Mitchell Robinson,C,MIA,27.0,"$6,400",4.22,28.84,8.4,9.2,0.7,0.9,1.6,1.0
I. Zubac,Ivica Zubac,C,LAC,27.0,"$6,000",4.49,25.15,11.6,8.3,1.6,0.5,1.0,1.5
G. Bitadze,Goga Bitadze,C,OKC,26.9,"$4,100",6.57,24.08,10.9,6.1,1.8,0.6,1.8,1.2
I. Jackson,Isaiah Jackson,PF,OKC,26.8,"$5,600",4.79,24.08,12.3,6.3,1.3,0.8,1.3,1.3
C. Johnson,Cameron Johnson,SF,NO,26.8,"$4,200",6.37,30.88,14.8,4.6,2.3,1.0,0.3,0.9
T. Maxey,Tyrese Maxey,PG/SG,PHI,26.2,"$7,400",3.53,33.45,14.0,3.5,3.7,0.8,0.4,1.2
E. Fournier,Evan Fournier,SF/SG,MIA,26.1,"$5,800",4.5,30.83,15.4,3,3.0,1.1,0.3,1.6
T. Mann,Terance Mann,SG/SF,LAC,26.0,"$5,900",4.41,31.19,12.9,5.8,2.9,0.8,0.2,1.2
C. Okeke,Chuma Okeke,PF,HOU,26.0,"$5,200",5,28.08,11.7,5,2.2,1.4,0.6,1.0
J. Hayes,Jaxson Hayes,PF,NO,25.9,"$4,900",5.28,27.93,12.0,6.8,1.0,0.7,1.1,1.2
M. Monk,Malik Monk,SG,LAC,25.8,"$4,900",5.27,30.98,14.9,3.8,2.9,0.8,0.4,1.6
J. Green,Jalen Green,SG/PG,HOU,25.7,"$4,300",5.98,31.99,16.7,3.5,2.6,0.8,0.2,2.1
T. Mann,Tre Mann,PG,OKC,25.6,"$6,400",4,31.63,14.9,3.7,2.3,1.1,0.3,1.4
O. Brissett,Oshae Brissett,SF,OKC,25.6,"$7,200",3.55,29.09,12.0,6.5,1.3,0.9,0.7,1.0
B. Bogdanovic,Bojan Bogdanovic,SF/PF,DAL,25.3,"$5,100",4.97,31.94,17.2,4.2,2.0,0.6,0.0,1.7
J. Clarkson,Jordan Clarkson,PG/SG,DAL,24.5,"$5,400",4.54,26.95,14.6,3.7,2.7,0.8,0.2,1.6
J. Vanderbilt,Jarred Vanderbilt,PF,PHI,24.4,"$4,500",5.42,24.79,7.2,8.3,1.5,1.2,0.8,1.0
T. Horton-Tucker,Talen Horton-Tucker,SG/SF,LAC,24.3,"$5,400",4.5,28.98,11.2,3.8,3.5,1.1,0.6,1.8
C. Boucher,Chris Boucher,C/PF,TOR,23.9,"$4,700",5.08,21.88,10.9,5.9,0.6,0.6,1.3,0.7
H. Jones,Herbert Jones,PF,NO,23.5,"$4,800",4.9,31.92,9.8,4.1,2.4,1.4,0.8,1.4
A. Wiggins,Aaron Wiggins,SG,OKC,23.4,"$3,500",6.68,31.67,11.8,4.9,2.0,1.0,0.3,1.2
S. Dinwiddie,Spencer Dinwiddie,PG,DAL,23.3,"$4,700",4.95,25.95,10.5,4,4.5,0.7,0.2,1.5
D. Finney-Smith,Dorian Finney-Smith,SF/SG,DAL,23.2,"$4,700",4.94,32.94,10.2,5.3,1.7,1.1,0.6,1.0
L. Walker,Lonnie Walker,SG/SF,SA,23.1,"$4,600",5.02,28.08,14.2,3,2.4,0.7,0.3,1.3
A. Sengun,Alperen Sengun,C/PF,HOU,23.1,"$4,600",5.01,21.00,8.4,5.8,2.8,0.8,1.0,1.9
J. Crowder,Jae Crowder,PF/SF,NO,22.9,"$5,300",4.33,27.88,9.5,4.9,2.5,1.1,0.5,1.0
C. Anthony,Carmelo Anthony,SF/PF,LAC,22.9,"$4,900",4.67,25.99,12.9,3.8,1.4,0.7,0.7,0.9
D. Avdija,Deni Avdija,SF/PF,SA,22.7,"$6,000",3.79,27.90,9.9,5.9,1.9,0.8,0.5,1.0
I. Smith,Ish Smith,PG/SG,SA,22.6,"$4,700",4.81,22.92,9.1,3.2,4.9,0.8,0.4,1.3
K. Martin,Kenyon Martin Jr.,SF/PF,HOU,22.6,"$3,600",6.27,24.00,10.8,5.3,1.4,0.7,0.7,0.9
J. McGee,JaVale McGee,C,NO,22.6,"$4,600",4.9,16.92,9.8,6.5,1.1,0.4,1.2,1.5
A. Pokusevski,Aleksej Pokusevski,PF,OKC,22.5,"$5,000",4.51,25.58,9.3,5.9,2.3,0.6,0.9,1.8
T. Bryant,Thomas Bryant,C/PF,SA,22.4,"$4,400",5.1,20.92,11.6,5.1,1.4,0.5,0.7,1.0
J. Smith,Jalen Smith,PF/C,OKC,22.4,"$5,600",3.99,22.07,10.6,7,0.7,0.4,0.8,1.3
L. Stephenson,Lance Stephenson,SF,OKC,22.3,"$5,500",4.05,22.07,10.4,3.7,4.5,0.7,0.1,1.7
M. Plumlee,Mason Plumlee,C,TOR,22.1,"$5,400",4.09,22.98,6.0,7.3,3.3,0.7,0.6,1.5
N. Batum,Nicolas Batum,SF/PF,LAC,22.0,"$5,300",4.15,26.16,9.3,4.6,2.2,1.0,0.6,0.9
R. Neto,Raul Neto,PG,SA,21.7,"$4,800",4.53,24.91,11.2,2.6,3.4,1.1,0.1,1.3
K. Oubre,Kelly Oubre,SF/SG,TOR,21.6,"$5,100",4.24,23.98,12.4,3.9,1.1,0.9,0.4,1.0
E. Gordon,Eric Gordon,SF/SG,HOU,21.6,"$4,100",5.27,29.00,13.4,2.2,2.9,0.6,0.4,1.8
R. Hachimura,Rui Hachimura,SF/PF,SA,21.6,"$4,500",4.8,24.92,12.5,4.4,1.4,0.7,0.2,1.0
K. Caldwell-Pope,Kentavious Caldwell-Pope,SG/SF,SA,21.5,"$4,400",4.88,28.05,11.9,2.9,2.0,1.0,0.4,1.1
I. Roby,Isaiah Roby,PF/C,OKC,21.4,"$6,000",3.57,22.69,9.3,5.6,1.8,0.8,0.6,1.5
J. McDaniels,Jaden McDaniels,PF,PHI,21.3,"$5,100",4.17,29.75,9.3,4.9,1.4,0.8,0.9,1.1
I. Quickley,Immanuel Quickley,SG/PG,MIA,20.9,"$4,500",4.64,23.88,11.7,2.6,3.3,0.7,0.1,1.3
V. Krejci,Vit Krejci,PG,OKC,20.8,"$3,500",5.93,21.96,10.0,3,3.7,0.8,0.2,1.4
L. Kennard,Luke Kennard,SG/SF,LAC,20.5,"$4,400",4.65,25.15,11.8,3.3,2.4,0.6,0.1,1.0
R. O'Neale,Royce O'Neale,SF/PF,DAL,20.4,"$5,200",3.92,31.94,7.6,4.7,2.7,1.0,0.4,1.1
Z. Collins,Zach Collins,PF,SA,20.3,"$3,700",5.49,18.04,8.6,5.6,1.8,0.5,0.7,1.3
I. Hartenstein,Isaiah Hartenstein,PF,LAC,20.3,"$5,800",3.5,16.10,7.9,4.7,1.9,0.6,1.1,1.2
D. Graham,Devonte' Graham,PG/SG,NO,20.0,"$4,000",5,22.94,10.4,2,4.0,0.7,0.1,1.2
M. Kleber,Maxi Kleber,PF,DAL,19.9,"$5,100",3.9,25.95,7.7,5.5,1.2,0.5,1.0,0.7
C. Kispert,Corey Kispert,SF,SA,19.8,"$4,600",4.3,27.05,11.1,3.6,1.5,0.6,0.4,0.9
D. Powell,Dwight Powell,C/PF,DAL,19.7,"$3,700",5.33,22.96,8.0,5.4,1.3,0.7,0.7,0.9
R. Bullock,Reggie Bullock,SG,DAL,19.5,"$3,900",5.01,30.94,10.8,3.7,1.4,0.8,0.2,0.8
R. Covington,Robert Covington,PF/SF,LAC,19.4,"$5,000",3.87,22.17,6.8,4.6,1.3,1.1,0.9,0.9
D. McDermott,Doug McDermott,PF/SF,SA,18.6,"$3,800",4.9,25.06,12.2,3.1,1.4,0.4,0.1,0.9
W. Hernangomez,Willy Hernangomez,PF/C,NO,18.4,"$3,700",4.97,17.06,7.3,6.5,1.2,0.4,0.4,0.9
H. Whiteside,Hassan Whiteside,C,DAL,18.3,"$6,000",3.06,14.97,7.1,5.9,0.5,0.3,1.1,0.8
A. Coffey,Amir Coffey,SF/SG,LAC,18.3,"$3,700",4.95,23.15,9.9,3,2.0,0.7,0.2,0.9
P. Tucker,P.J. Tucker,PF/C,MIA,18.2,"$3,800",4.79,28.98,7.1,5,1.6,0.8,0.4,0.9
K. Birch,Khem Birch,C/PF,TOR,18.2,"$3,700",4.91,22.99,6.7,5.4,1.2,0.7,0.6,0.7
G. Harris,Gary Harris,SG/SF,HOU,18.1,"$4,600",3.93,24.07,11.4,1.8,1.8,0.7,0.2,0.9
T. Craig,Torrey Craig,SG,NO,18.1,"$4,500",4.01,21.03,7.7,4.3,1.6,0.7,0.5,0.8
T. Maledon,Theo Maledon,PG,OKC,17.4,"$4,400",3.96,21.65,8.5,2.7,3.0,0.7,0.2,1.5
E. Payton,Elfrid Payton,PG,NO,17.2,"$5,000",3.44,18.10,7.7,2.6,3.6,0.7,0.1,1.4
Q. Grimes,Quentin Grimes,SG,MIA,16.7,"$5,000",3.34,22.88,8.9,2.5,1.6,0.8,0.3,0.9
M. Thybulle,Matisse Thybulle,SF,PHI,16.7,"$4,200",3.97,24.59,4.9,2.3,1.0,1.6,1.1,0.6
D. Schroder,Dennis Schroder,PG/SG,HOU,16.6,"$5,200",3.19,17.00,8.9,2,3.0,0.6,0.1,1.3
G. Mathews,Garrison Mathews,SF,HOU,16.2,"$4,500",3.61,26.00,8.9,2.9,0.9,0.7,0.3,0.5
T. Ross,Terrence Ross,SG/SF,HOU,15.9,"$3,500",4.54,20.06,9.4,2.2,1.7,0.6,0.2,1.1
D. Robinson,Duncan Robinson,SG,MIA,15.9,"$4,600",3.45,21.99,9.8,2.5,1.1,0.5,0.2,0.7
J. Alvarado,Jose Alvarado,PG,NO,15.8,"$3,500",4.52,16.96,6.8,1.9,2.9,0.9,0.2,0.9
O. Yurtseven,Omer Yurtseven,C,MIA,15.8,"$3,600",4.39,14.01,6.0,5.7,0.9,0.3,0.5,0.8
D. Gafford,Daniel Gafford,C,SA,15.7,"$3,700",4.25,13.08,6.6,3.8,0.7,0.3,1.1,0.7
N. Noel,Nerlens Noel,C,MIA,15.6,"$3,700",4.21,17.90,3.5,4.6,0.7,0.8,1.3,0.8
L. Shamet,Landry Shamet,SG,NO,15.4,"$3,500",4.4,20.43,8.8,1.8,2.1,0.6,0.1,0.8
T. Ariza,Trevor Ariza,PF,LAC,15.4,"$3,800",4.05,20.59,6.3,3.5,1.4,0.7,0.4,0.5
S. Milton,Shake Milton,PG/SG,PHI,14.4,"$3,800",3.79,18.26,7.9,2.1,2.0,0.5,0.2,1.1
A. Reaves,Austin Reaves,SG,LAC,14.4,"$3,600",3.99,22.49,7.0,2.9,1.4,0.5,0.3,0.6
N. Reid,Naz Reid,C,PHI,14.0,"$4,400",3.18,12.89,6.8,3.2,0.7,0.3,0.7,0.7
A. Gill,Anthony Gill,PF,SA,13.9,"$3,800",3.67,15.08,6.9,3.2,1.0,0.4,0.4,0.7
S. Johnson,Stanley Johnson,SF,LAC,13.9,"$3,700",3.76,18.99,5.4,2.9,1.5,0.8,0.4,0.8
T. Jones,Tre Jones,PG,SA,13.6,"$3,800",3.59,15.90,6.3,1.9,2.9,0.5,0.0,0.8
D. Green,Danny Green,SG/SF,PHI,13.2,"$3,800",3.48,18.69,5.7,2.4,0.9,0.8,0.5,0.6
M. Beasley,Malik Beasley,SF/SG,PHI,13.2,"$3,900",3.37,15.87,8.2,2,1.1,0.4,0.1,0.6
J. Green,Josh Green,SG,DAL,12.8,"$3,500",3.65,17.97,5.3,2.8,1.4,0.7,0.2,0.7
G. Vincent,Gabe Vincent,PG,MIA,12.7,"$3,800",3.34,16.99,6.8,1.5,2.0,0.6,0.1,1.0
P. Achiuwa,Precious Achiuwa,PF/C,TOR,12.5,"$3,500",3.58,14.93,5.1,4.1,0.6,0.4,0.4,0.8
T. Forrest,Trent Forrest,SG,DAL,12.5,"$4,800",2.61,16.97,5.2,2.3,2.3,0.6,0.1,1.0
J. McLaughlin,Jordan McLaughlin,PG,PHI,12.5,"$3,500",3.57,14.87,4.2,1.7,3.1,0.7,0.1,0.8
D. House Jr.,Danuel House Jr.,SF,DAL,12.0,"$5,000",2.39,15.99,5.6,2.5,1.3,0.4,0.3,0.7
D. Howard,Dwight Howard,C,LAC,11.6,"$3,500",3.31,9.99,3.6,4.6,0.5,0.3,0.5,0.7
C. Martin,Cody Martin,SG/PG,TOR,11.5,"$3,500",3.29,14.99,4.3,2.4,1.7,0.6,0.2,0.6
M. Strus,Max Strus,SG,MIA,11.1,"$3,900",2.84,14.99,7.2,1.7,0.7,0.3,0.1,0.4
T. Snell,Tony Snell,SF/SG,NO,11.0,"$3,700",2.98,19.94,5.2,2.4,1.1,0.4,0.2,0.5
G. Niang,Georges Niang,PF/SF,PHI,11.0,"$3,700",2.96,16.72,6.4,2.3,0.8,0.3,0.1,0.6
J. Thor,JT Thor,PF,TOR,10.7,"$3,500",3.06,12.10,4.7,1.6,1.6,0.4,0.4,0.7
K. Bates-Diop,Keita Bates-Diop,SF,SA,10.7,"$3,500",3.05,13.16,4.8,2.9,0.6,0.4,0.3,0.6
D. Favors,Derrick Favors,C/PF,OKC,10.7,"$3,500",3.04,9.92,3.6,3.5,0.5,0.3,0.5,0.3
F. Korkmaz,Furkan Korkmaz,SG/SF,PHI,10.6,"$4,200",2.53,14.76,5.6,1.8,1.1,0.5,0.1,0.6
D. Washington,Duane Washington Jr.,SG,OKC,9.5,"$3,500",2.71,12.15,5.8,1.2,1.3,0.3,0.0,0.6
D. Bertans,Davis Bertans,SF,DAL,9.2,"$3,500",2.63,12.98,5.6,1.5,0.4,0.3,0.2,0.3
P. Millsap,Paul Millsap,PF/C,PHI,9.1,"$3,500",2.59,9.84,3.6,2.5,0.7,0.3,0.3,0.4
T. Satoransky,Tomas Satoransky,PG,SA,8.4,"$3,700",2.28,10.14,3.5,1.2,2.0,0.3,0.1,0.7
T. Taylor,Terry Taylor,SG,OKC,8.3,"$5,400",1.54,8.04,4.0,2.2,0.7,0.2,0.1,0.3
O. Toppin,Obi Toppin,PF,MIA,8.1,"$3,800",2.14,9.94,3.9,2.1,0.6,0.2,0.2,0.4
K. Bazemore,Kent Bazemore,SF/SG,LAC,7.7,"$3,500",2.21,10.01,3.3,1.6,0.8,0.4,0.2,0.5
T. Prince,Taurean Prince,SF/PF,PHI,7.3,"$3,500",2.08,8.92,3.6,1.4,0.6,0.3,0.2,0.4
R. Lopez,Robin Lopez,C,HOU,6.7,"$3,500",1.91,7.13,3.9,1.4,0.4,0.1,0.2,0.4
D. Banton,Dalano Banton,PF,TOR,6.4,"$3,500",1.82,7.95,2.7,1.3,1.0,0.3,0.1,0.6
C. Martin,Caleb Martin,SG/SF,MIA,5.6,"$3,700",1.52,7.00,2.7,1.2,0.4,0.3,0.1,0.3
J. Hernangomez,Juan Hernangomez,SF/PF,DAL,5.2,"$3,500",1.49,6.10,2.4,1.4,0.3,0.2,0.1,0.2
B. Boston Jr.,Brandon Boston Jr.,SG,LAC,4.7,"$3,500",1.33,5.11,2.5,0.8,0.4,0.2,0.1,0.3
L. Waters,Lindy Waters III,SG,OKC,4.3,"$3,500",1.22,4.90,2.4,0.6,0.5,0.2,0.0,0.2
A. Schofield,Admiral Schofield,SF,HOU,4.2,"$3,500",1.21,5.12,2.3,0.9,0.3,0.1,0.1,0.2
V. Carey Jr.,Vernon Carey Jr.,PF/C,SA,0.1,"$3,500",0.03,0.10,0.1,0,0.0,0.0,0.0,0.0
C. Winston,Cassius Winston,PG,SA,0.1,"$3,500",0.03,0.10,0.1,0,0.0,0.0,0.0,0.0
S. Ojeleye,Semi Ojeleye,SF,LAC,0.1,"$3,800",0.03,0.40,0.1,0,0.0,0.0,0.0,0.0
J. Landale,Jock Landale,C,SA,0.1,"$3,500",0.03,0.10,0.1,0,0.0,0.0,0.0,0.0
F. Ntilikina,Frank Ntilikina,PG,DAL,0.1,"$3,500",0.03,0.40,0.1,0,0.0,0.0,0.0,0.0
D. Nwaba,David Nwaba,SF/SG,HOU,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
B. Fernando,Bruno Fernando,PF,HOU,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Champagnie,Justin Champagnie,SF,TOR,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
M. Wagner,Moritz Wagner,PF,HOU,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Bouknight,James Bouknight,SG,TOR,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
J. McDaniels,Jalen McDaniels,PF,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Flynn,Malachi Flynn,PG/SG,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
N. Richards,Nick Richards,C,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Jones,Kai Jones,C,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Dedmon,Dewayne Dedmon,C,MIA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Gibson,Taj Gibson,C,MIA,0.0,"$4,000",0,0.01,0.0,0,0.0,0.0,0.0,0.0
U. Haslem,Udonis Haslem,PF,MIA,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
Y. Watanabe,Yuta Watanabe,SG,TOR,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
M. Morris,Markieff Morris,PF/SF,MIA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Queen,Trevelin Queen,PG,HOU,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Christopher,Josh Christopher,SG,HOU,0.0,"$3,800",0,0.01,0.0,0,0.0,0.0,0.0,0.0
D. Nix,Daishen Nix,PG,HOU,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
I. Brazdeikis,Ignas Brazdeikis,SF,HOU,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
M. Turner,Myles Turner,C/PF,OKC,0.0,"$5,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Todd,Isaiah Todd,PF,SA,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
J. Wieskamp,Joe Wieskamp,SF,SA,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
J. Ayayi,Joel Ayayi,SG,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Primo,Joshua Primo,SG,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Cacok,Devontae Cacok,PF/C,SA,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
K. Porzingis,Kristaps Porzingis,PF/C,SA,0.0,"$6,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Richardson,Josh Richardson,SF/SG,SA,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
R. Langford,Romeo Langford,SG,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Muscala,Mike Muscala,C,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
H. Highsmith,Haywood Highsmith,SF,MIA,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
C. Duarte,Chris Duarte,SF,OKC,0.0,"$5,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Sykes,Keifer Sykes,PG,OKC,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
O. Anunoby,OG Anunoby,SF/PF,TOR,0.0,"$5,400",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Giddey,Josh Giddey,SG/PG,OKC,0.0,"$8,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. Dort,Luguentz Dort,SF/SG,OKC,0.0,"$6,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Williams,Kenrich Williams,SF,OKC,0.0,"$5,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Jerome,Ty Jerome,SG,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
