contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA Showdown $100K Fadeaway [$25K to 1st] (SAS vs POR),8250,Showdown Captain Mode,119719103,15,150,1e+05,Thu 10:00PM,3673,7843,60090
NBA Showdown $15K Pull Up Jumper [$5K to 1st] (OKC vs MEM),5500,Showdown Captain Mode,119703964,10,52,15000,Thu 8:00PM,1347,1764,60086
NBA $70K Fadeaway [$20K to 1st] (Night),8250,Classic,119719092,15,150,70000,Thu 9:00PM,4382,5490,60087
NBA Showdown $10K And-One (SAS vs POR),550,Showdown Captain Mode,119703981,1,20,10000,Thu 10:00PM,6419,11890,60090
NBA $15K SLAM Jam [$5K to 1st] (Night),122100,Classic,119719091,222,2,15000,Thu 9:00PM,58,75,60087
NBA $10K And-One (Night),550,Classic,119703974,1,20,10000,Thu 9:00PM,10056,11890,60087
NBA Showdown $1K Sharpshooter (OKC vs MEM),1650,Showdown Captain Mode,119703965,3,11,1000,Thu 8:00PM,226,396,60086
NBA Showdown $1K Triple Threat (OKC vs MEM),18150,Showdown Captain Mode,119703963,33,1,1000,Thu 8:00PM,22,35,60086
NBA Showdown $15K SLAM Jam [$5K to 1st] (SAS vs POR),122100,Showdown Captain Mode,119719104,222,2,15000,Thu 10:00PM,36,75,60090
NBA Showdown $5K Sharpshooter [20 Entry Max] (SAS vs POR),1650,Showdown Captain Mode,119703984,3,20,5000,Thu 10:00PM,727,1981,60090
NBA Showdown $1.5K Posterizer [Single Entry] (OKC vs MEM),82500,Showdown Captain Mode,119755538,150,1,1500,Thu 8:00PM,10,11,60086
NBA Showdown $500 Pick and Roll [Single Entry] (OKC vs MEM),6600,Showdown Captain Mode,119703967,12,1,500,Thu 8:00PM,37,49,60086
NBA Showdown $1K Ankle Breaker [Single Entry] (OKC vs MEM),27500,Showdown Captain Mode,119744581,50,1,1000,Thu 8:00PM,19,22,60086
NBA Showdown $1K High Five [Single Entry] (OKC vs MEM),2750,Showdown Captain Mode,119703968,5,1,1000,Thu 8:00PM,212,237,60086
NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (OKC vs MEM),138,Showdown Captain Mode,119703960,0,20,1000,Thu 8:00PM,4310,4756,60086
NBA $3K Pick and Roll [Single Entry] (Night),6600,Classic,119703976,12,1,3000,Thu 9:00PM,183,294,60087
NBA $5K High Five [Single Entry] (Night),2750,Classic,119703977,5,1,5000,Thu 9:00PM,972,1189,60087
NBA $5K Four Point Play [20 Entry Max] (Night),2200,Classic,119703973,4,20,5000,Thu 9:00PM,1081,1486,60087
NBA $3K Showtime [Single Entry] (Night),55000,Classic,119703975,100,1,3000,Thu 9:00PM,24,33,60087
NBA $340 Triple Threat [Single Entry] (Night),18150,Classic,119779409,33,1,340,Thu 9:00PM,5,12,60087
NBA $4K Triple Threat [$1K to 1st] (Night),18150,Classic,119703972,33,4,4000,Thu 9:00PM,133,141,60087
NBA $400K Fadeaway [$100K to 1st],8250,Classic,119779607,15,150,4e+05,Fri 7:00PM,3,31372,60093
NBA $400K 6th Man [$100K to 1st],330000,Classic,119779606,600,22,4e+05,Fri 7:00PM,0,740,60093
NBA $150K Box Out [$50K to 1st],48400,Classic,119779605,88,58,150000,Fri 7:00PM,0,1936,60093
NBA $100K Four Point Play [20 Entry Max],2200,Classic,119779599,4,20,1e+05,Fri 7:00PM,1,29726,60093
NBA $140K Hall of Famer [$50K to 1st],1166000,Classic,119779603,2120,2,140000,Fri 7:00PM,0,70,60093
NBA Showdown $5K High Five [Single Entry] (SAS vs POR),2750,Showdown Captain Mode,119703982,5,1,5000,Thu 10:00PM,404,1189,60090
NBA Showdown $4K Triple Threat [$1K to 1st] (SAS vs POR),18150,Showdown Captain Mode,119703980,33,4,4000,Thu 10:00PM,73,141,60090
NBA Showdown $2K Pick and Roll [Single Entry] (SAS vs POR),6600,Showdown Captain Mode,119703986,12,1,2000,Thu 10:00PM,72,196,60090
NBA Showdown $4K Showtime [Single Entry] (SAS vs POR),55000,Showdown Captain Mode,119703985,100,1,4000,Thu 10:00PM,21,44,60090
NBA Showdown $3.8K 3-Ball [Single Entry] (SAS vs POR),165000,Showdown Captain Mode,119703983,300,1,3800,Thu 10:00PM,10,14,60090
NBA $2K Ankle Breaker [Single Entry] (Night),27500,Classic,119703971,50,1,2000,Thu 9:00PM,41,45,60087
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,119704884,880,1,2500,Thu 9:00PM,1,3,60087
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,119704885,880,1,2500,Thu 9:00PM,1,3,60087
NBA Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (Night),646250,Classic,119704886,1175,1,3333,Thu 9:00PM,1,3,60087
NBA $1.35K 3-Ball [Single Entry] (Night),165000,Classic,119703970,300,1,1350,Thu 9:00PM,3,5,60087
NBA $200 Quarter Jukebox (Night),138,Classic,119779305,0,20,200,Thu 9:00PM,204,951,60087
NBA $2K Quarter Jukebox [Just $0.25!] (Night),138,Classic,119703969,0,20,2000,Thu 9:00PM,8816,9512,60087
NBA $4K All Star [Single Entry] (Must Fill) (Night),583000,Classic,119734710,1060,1,4000,Thu 9:00PM,3,4,60087
"NBA $408 Winner Take All [$1.5K to 1st, Must Fill] (Night)",224400,Classic,119704881,408,1,1500,Thu 9:00PM,3,4,60087
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (OKC vs MEM),484000,Showdown Captain Mode,119704760,880,1,2500,Thu 8:00PM,0,3,60086
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (OKC vs MEM),484000,Showdown Captain Mode,119704759,880,1,2500,Thu 8:00PM,0,3,60086
NBA Showdown Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (OKC vs MEM),646250,Showdown Captain Mode,119704761,1175,1,3333,Thu 8:00PM,0,3,60086
NBA Showdown Satellite to NAS 2-20 Screaming Eagle [Must Fill] (OKC vs MEM),99550,Showdown Captain Mode,119704762,181,1,500,Thu 8:00PM,0,3,60086
NBA Showdown Satellite to NAS 2-20 Fantasy Racing Millionaire [Must Fill] (OKC vs MEM),4400,Showdown Captain Mode,119704757,8,1,36,Thu 8:00PM,0,5,60086
NBA Showdown $4K All Star [Single Entry] (Must Fill) (OKC vs MEM),583000,Showdown Captain Mode,119704754,1060,1,4000,Thu 8:00PM,3,4,60086
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (OKC vs MEM)",224400,Showdown Captain Mode,119704756,408,1,1500,Thu 8:00PM,1,4,60086
NBA Showdown $85 Winner Take All [$300 to 1st] (OKC vs MEM),46750,Showdown Captain Mode,119705632,85,1,300,Thu 8:00PM,3,4,60086
NBA Showdown $50 And-One (OKC vs MEM),550,Showdown Captain Mode,119775952,1,1,50,Thu 8:00PM,46,59,60086
NBA $15K Showtime [Single Entry],55000,Classic,119766173,100,1,15000,Fri 7:00PM,0,166,60093
NBA $50K Showtime [Single Entry],55000,Classic,119766172,100,1,50000,Fri 7:00PM,0,555,60093
NBA $5M Fantasy Basketball World Championship Qualifier #22,492250,Classic,119766201,895,2,54000,Fri 7:00PM,0,70,60093
NBA $15K Mid Range Jumper [Single Entry],22000,Classic,119766175,40,1,15000,Fri 7:00PM,0,437,60093
NBA $40K Mid Range Jumper [Single Entry],22000,Classic,119766174,40,1,40000,Fri 7:00PM,0,1166,60093
NBA Single Entry $5 Double Up,2750,Classic,119766194,5,1,8000,Fri 7:00PM,5,1839,60093
NBA Single Entry $25 Double Up ,13750,Classic,119766189,25,1,25000,Fri 7:00PM,3,1149,60093
NBA $5 Double Up,2750,Classic,119766195,5,41,6000,Fri 7:00PM,1,1379,60093
NBA $25 Double Up,13750,Classic,119766190,25,6,5000,Fri 7:00PM,0,229,60093
