name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
J. McDaniels,$5.0k,SF/PF,0,MIN,LAC,3,+3.5,215.5,106,18.0,28.7,40.3,18.3,3.65
Ben McLemore,$3.9k,SG,2,POR,ATL,21,+5,225.5,110.3,-0.5,16.8,37.5,18.3,4.68
K. Tillie,$3.3k,PF,2,MEM,BKN,2,+6.5,228.5,111,2.5,13.2,23.0,18.0,5.45
G. Hernangomez,$5.1k,C,1,NO,UTA,4,+9.5,228,109.3,3.8,19.5,24.5,17.8,3.48
O. Okongwu Q,$3.0k,PF/C,10,ATL,POR,19,-5,225.5,115.3,7.5,18.7,35.0,17.3,5.75
Amir Coffey,$4.3k,SG/SF,1,LAC,MIN,5,-3.5,215.5,109.5,20.5,25.3,35.0,17.3,4.01
J. Green,$3.7k,PF/C,1,DEN,DAL,4,+2.5,213.5,105.5,7.0,15.7,25.3,17.3,4.66
D. Bembry,$3.8k,SG/SF,1,BKN,MEM,2,-6.5,228.5,117.5,8.3,19.6,27.5,17.0,4.47
A. Iguodala,$4.1k,SF,1,GSW,MIA,10,-11,216.5,113.8,10.5,23.3,34.5,16.8,4.09
D. Wright Q,$5.6k,PG,8,ATL,POR,16,-5,225.5,115.3,5.3,21.7,37.5,16.0,2.86
Ayo Dosunmu,$3.5k,PG/SG,1,CHI,ORL,15,-14,218.5,116.3,9.5,14.2,23.0,16.0,4.57
J. Johnson,$3.4k,PF,1,BKN,MEM,22,-6.5,228.5,117.5,6.3,16.0,21.5,16.0,4.71
R. Bullock,$3.8k,SG/SF,0,DAL,DEN,15,-2.5,213.5,108,5.0,17.8,29.8,15.5,4.08
Davon Reed,$3.3k,SF,1,DEN,DAL,26,+2.5,213.5,105.5,11.5,15.5,24.5,15.5,4.7
T. Luwawu-Cabarrot Q,$3.0k,SF,16,ATL,POR,27,-5,225.5,115.3,8.5,16.7,34.0,15.3,5.08
Trey Murphy III,$3.5k,PF,1,NO,UTA,15,+9.5,228,109.3,1.3,6.1,11.8,14.8,4.21
G. Temple,$3.8k,PG/SG,1,NO,UTA,22,+9.5,228,109.3,4.0,21.6,37.5,14.8,3.88
B. Griffin,$3.7k,C,1,BKN,MEM,3,-6.5,228.5,117.5,3.8,16.7,38.8,14.5,3.92
D. Bertans,$3.7k,PF,5,WAS,CHA,11,-1.5,232.5,117,0.0,12.5,26.5,14.0,3.78
M. Chriss,$3.0k,PF/C,0,DAL,DEN,28,-2.5,213.5,108,2.8,15.9,25.3,14.0,4.67
Josh Jackson,$3.6k,PF,10,DET,MIL,25,+16,227,105.5,2.0,6.8,12.5,14.0,3.89
CJ Elleby,$3.2k,SG/SF,2,POR,ATL,21,+5,225.5,110.3,5.3,11.8,19.5,13.8,4.3
Troy Brown Jr.,$3.0k,SF/PF,1,CHI,ORL,14,-14,218.5,116.3,0.0,11.7,22.8,13.8,4.58
N. Bjelica,$3.5k,PF/C,1,GSW,MIA,18,-11,216.5,113.8,7.5,15.5,24.3,13.5,3.86
Keon Johnson,$3.0k,SG,1,LAC,MIN,5,-3.5,215.5,109.5,4.0,12.1,25.0,13.5,4.5
Gary Clark,$3.1k,PF,1,NO,UTA,15,+9.5,228,109.3,0.0,8.3,22.5,13.3,4.27
Lou Williams,$4.0k,PG/SG,2,ATL,POR,16,-5,225.5,115.3,4.5,15.8,25.8,13.3,3.31
Gary Payton II,$4.8k,PG/SG,1,GSW,MIA,7,-11,216.5,113.8,23.5,26.6,30.0,13.3,2.76
J. Winslow,$4.0k,PG/SF,1,LAC,MIN,24,-3.5,215.5,109.5,3.3,15.4,26.8,13.0,3.25
V. Cancar Q,$3.2k,SF,1,DEN,DAL,26,+2.5,213.5,105.5,7.8,13.5,19.5,13.0,4.06
N. Knight,$3.9k,C,0,MIN,LAC,30,+3.5,215.5,106,8.5,20.8,45.3,13.0,3.33
George Hill,$3.3k,PG,1,MIL,DET,25,-16,227,121.5,6.0,12.0,15.3,13.0,3.94
R. Perry,$3.0k,PF/C,2,POR,ATL,29,+5,225.5,110.3,5.3,8.4,15.5,12.5,4.17
H. Gravett,$3.9k,PG,0,ORL,CHI,9,+14,218.5,102.3,5.0,15.6,26.3,12.3,3.14
Juan Toscano-Anderson,$3.4k,PF,1,GSW,MIA,18,-11,216.5,113.8,9.5,16.1,20.3,12.0,3.53
Josh Green,$3.1k,SF,0,DAL,DEN,1,-2.5,213.5,108,10.0,16.5,32.5,11.8,3.79
Kyle Guy,$4.1k,PG,0,MIA,GSW,17,+11,216.5,102.8,2.3,17.6,35.0,11.8,2.87
S. Aldama,$3.0k,PF/C,2,MEM,BKN,2,+6.5,228.5,111,3.3,4.9,7.5,11.5,3.83
D.J. Augustin,$3.0k,PG,10,HOU,PHI,2,+14,217,101.5,8.3,12.7,17.8,10.8,3.58
Skylar Mays,$4.2k,SG,2,ATL,POR,3,-5,225.5,115.3,9.8,21.7,35.8,9.8,2.32
Tony Snell,$3.3k,SG/SF,2,POR,ATL,21,+5,225.5,110.3,6.8,9.4,12.5,9.5,2.88
C. Silva,$3.0k,C,0,MIA,GSW,18,+11,216.5,102.8,1.3,7.0,13.3,9.3,3.08
W. Matthews,$3.0k,SF,1,MIL,DET,20,-16,227,121.5,1.0,10.8,18.3,9.0,3
Ish Smith,$3.1k,PG,0,CHA,WAS,4,+1.5,232.5,115.5,7.8,17.2,28.0,8.8,2.82
H. Highsmith,$3.0k,SG,0,MIA,GSW,4,+11,216.5,102.8,3.3,5.6,11.8,8.5,2.83
J. McLaughlin,$3.3k,PG,0,MIN,LAC,18,+3.5,215.5,106,7.5,13.8,27.5,8.0,2.42
A. Schofield,$3.3k,PF,0,ORL,CHI,14,+14,218.5,102.3,1.3,13.2,23.8,8.0,2.42
T. Prince,$3.0k,SF/PF,0,MIN,LAC,3,+3.5,215.5,106,5.5,11.9,17.8,8.0,2.67
Isaiah Joe,$3.0k,SG,7,PHI,HOU,23,-14,217,115.5,4.0,6.6,8.3,8.0,2.67
J. Kuminga,$3.0k,PF,1,GSW,MIA,18,-11,216.5,113.8,5.3,9.2,13.8,7.8,2.58
S. Brown,$3.7k,SG/SF,0,DAL,DEN,15,-2.5,213.5,108,4.5,12.4,20.8,7.8,2.09
W. Gabriel,$3.0k,PF/C,1,LAC,MIN,12,-3.5,215.5,109.5,0.0,7.1,13.5,7.3,2.42
Xavier Moon,$3.0k,PG,1,LAC,MIN,24,-3.5,215.5,109.5,3.8,6.8,9.8,6.8,2.25
R. Tucker,$3.0k,SG,1,DEN,DAL,1,+2.5,213.5,105.5,0.0,5.6,13.5,6.5,2.17
R. McGruder,$3.0k,SF,12,DET,MIL,25,+16,227,105.5,1.3,8.1,18.3,6.3,2.08
A. Johnson,$3.0k,PF,1,WAS,CHA,11,-1.5,232.5,117,0.0,4.0,12.5,6.0,2
J. Robinson,$3.0k,PG,1,DET,MIL,6,+16,227,105.5,1.0,5.4,16.8,5.8,1.92
X. Sneed,$3.0k,SF,2,MEM,BKN,21,+6.5,228.5,111,1.3,1.3,1.3,5.3,1.75
Wes Iwundu,$3.3k,PF,2,ATL,POR,19,-5,225.5,115.3,1.3,9.6,20.5,4.5,1.36
Aric Holman,$3.0k,PF,"",MIA,GSW,3,+11,216.5,102.8,"","","",4.3,1.42
J. Ennis III,$3.4k,SF,1,LAC,MIN,11,-3.5,215.5,109.5,3.3,11.5,20.0,3.5,1.03
A. Sengun O,$5.1k,PF/C,2,HOU,PHI,5,+14,217,101.5,10.8,19.6,30.0,0.0,0
P.J. Tucker O,$4.6k,PF/C,14,MIA,GSW,3,+11,216.5,102.8,16.0,28.9,44.8,0.0,0
Jeff Green O,$3.6k,PF/C,5,DEN,DAL,4,+2.5,213.5,105.5,11.0,18.2,35.3,0.0,0
L. Aldridge O,$5.8k,C,1,BKN,MEM,3,-6.5,228.5,117.5,21.8,25.4,33.8,0.0,0
B. Lopez O,$4.6k,C,75,MIL,DET,27,-16,227,121.5,19.3,22.9,25.5,0.0,0
R. Lopez O,$4.1k,C,5,ORL,CHI,12,+14,218.5,102.3,5.3,21.1,39.5,0.0,0
E. Moore O,$3.0k,SG,81,ORL,CHI,24,+14,218.5,102.3,2.8,10.5,14.3,0.0,0
Brad Wanamaker O,$3.3k,PG,3,WAS,CHA,23,-1.5,232.5,117,2.3,11.6,26.5,0.0,0
I. Thomas O,$3.0k,PG,4,DAL,DEN,28,-2.5,213.5,108,7.8,14.4,25.5,0.0,0
Klay Thompson O,$6.4k,SG,934,GSW,MIA,13,-11,216.5,113.8,29.3,39.0,44.5,0.0,0
D. Lillard O,$10.4k,PG,2,POR,ATL,1,+5,225.5,110.3,32.5,44.0,56.5,0.0,0
M. Morris O,$3.1k,PF/C,55,MIA,GSW,3,+11,216.5,102.8,11.3,14.8,17.3,0.0,0
Paul George O,$11.0k,SG/SF,11,LAC,MIN,5,-3.5,215.5,109.5,42.0,44.0,46.5,0.0,0
Solomon Hill O,$3.0k,SF,28,ATL,POR,27,-5,225.5,115.3,2.8,4.0,5.8,0.0,0
John Wall O,$7.5k,PG,254,HOU,PHI,2,+14,217,101.5,11.8,36.4,56.3,0.0,0
K. Leonard O,$10.4k,PF,202,LAC,MIN,12,-3.5,215.5,109.5,37.0,51.2,66.0,0.0,0
H. Whiteside O,$3.5k,C,2,UTA,NO,1,-9.5,228,118.8,6.0,21.2,35.8,0.0,0
K. Olynyk O,$5.6k,C,53,DET,MIL,7,+16,227,105.5,15.5,23.2,36.0,0.0,0
CJ McCollum O,$8.4k,PG/SG,29,POR,ATL,1,+5,225.5,110.3,32.3,36.8,47.5,0.0,0
Joe Harris O,$4.1k,SF,49,BKN,MEM,18,-6.5,228.5,117.5,8.8,19.7,33.5,0.0,0
K. Irving O,$8.6k,PG,203,BKN,MEM,27,-6.5,228.5,117.5,23.8,37.3,48.3,0.0,0
Cory Joseph O,$5.3k,PG,10,DET,MIL,6,+16,227,105.5,7.3,20.8,44.5,0.0,0
G. Dieng O,$3.5k,C,6,ATL,POR,22,-5,225.5,115.3,2.0,17.7,25.3,0.0,0
V. Oladipo O,$4.8k,PG,269,MIA,GSW,17,+11,216.5,102.8,19.8,29.0,45.3,0.0,0
B. Marjanovic O,$3.0k,C,6,DAL,DEN,2,-2.5,213.5,108,0.8,7.3,12.0,0.0,0
A. McKinnie O,$3.0k,SF/PF,13,CHI,ORL,14,-14,218.5,116.3,1.3,9.7,27.8,0.0,0
T. Johnson O,$3.0k,PG,5,PHI,HOU,26,-14,217,115.5,2.0,7.2,12.5,0.0,0
S. Dinwiddie O,$7.0k,PG,5,WAS,CHA,23,-1.5,232.5,117,17.8,34.2,53.8,0.0,0
Anthony Gill O,$3.0k,SF/PF,1,WAS,CHA,5,-1.5,232.5,117,2.0,9.7,19.3,0.0,0
Trey Burke O,$3.5k,PG,12,DAL,DEN,28,-2.5,213.5,108,9.3,21.4,37.8,0.0,0
D. Dedmon O,$5.2k,C,10,MIA,GSW,18,+11,216.5,102.8,2.3,20.8,40.5,0.0,0
M. Carter-Williams O,$4.3k,SG,263,ORL,CHI,24,+14,218.5,102.3,14.0,22.6,35.5,0.0,0
J. Green O,$3.7k,SF,2,CHI,ORL,14,-14,218.5,116.3,11.5,17.6,27.0,0.0,0
T. Satoransky O,$3.7k,PG/SF,1,NO,UTA,22,+9.5,228,109.3,3.0,14.5,23.8,0.0,0
Alex Caruso O,$4.8k,PG/SG,13,CHI,ORL,15,-14,218.5,116.3,4.3,18.6,33.3,0.0,0
Kyle Anderson O,$5.2k,SF/PF,2,MEM,BKN,21,+6.5,228.5,111,11.0,17.0,22.3,0.0,0
M. Harrell O,$4.6k,C,7,WAS,CHA,25,-1.5,232.5,117,17.5,23.8,28.8,0.0,0
J. Grant O,$7.3k,PF,23,DET,MIL,25,+16,227,105.5,21.8,36.8,52.5,0.0,0
W. Cauley-Stein O,$3.0k,C,36,DAL,DEN,2,-2.5,213.5,108,0.8,8.3,13.8,0.0,0
