contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $5K Elbow Shot [Single Entry],1100,Classic,118382228,2,1,5000,Mon 7:00PM,2081,2972,59316
NBA $5K Daily Dollar [Single Entry],550,Classic,118382229,1,1,5000,Mon 7:00PM,4218,5945,59316
NBA $10K Sharpshooter,1650,Classic,118392688,3,20,10000,Mon 7:00PM,3224,3963,59316
NBA $1.5K Money Ball [Single Entry],183150,Classic,118437384,333,1,1500,Mon 7:00PM,1,5,59316
NBA $10K Money Ball [Single Entry],183150,Classic,118382218,333,1,10000,Mon 7:00PM,31,33,59316
NBA Showdown $100K Fadeaway [$25K to 1st] (CHI vs LAL),8250,Showdown Captain Mode,118403755,15,150,1e+05,Mon 10:30PM,2860,7843,59326
NBA Showdown $10.9K Windmill [$3K to 1st] (CHI vs LAL),99000,Showdown Captain Mode,118403754,180,2,10900,Mon 10:30PM,26,67,59326
NBA Showdown $8K And-One (CHI vs LAL),550,Showdown Captain Mode,118382330,1,20,8000,Mon 10:30PM,4353,9512,59326
NBA Showdown $6K High Five [Single Entry] (CHI vs LAL),2750,Showdown Captain Mode,118382325,5,1,6000,Mon 10:30PM,342,1426,59326
NBA Showdown $4K Sharpshooter (CHI vs LAL),1650,Showdown Captain Mode,118382329,3,20,4000,Mon 10:30PM,656,1585,59326
NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),5500,Classic,118382267,10,35,10000,Mon 7:30PM,653,1176,59320
NBA $2K And-One (Turbo),550,Classic,118420281,1,20,2000,Mon 7:30PM,1417,2378,59320
NBA $1.5K Posterizer [Single Entry] (Turbo),82500,Classic,118382268,150,1,1500,Mon 7:30PM,9,11,59320
NBA $750 High Five [Single Entry] (Turbo),2750,Classic,118423542,5,1,750,Mon 7:30PM,94,178,59320
NBA $500 Sharpshooter (Turbo),1650,Classic,118382270,3,5,500,Mon 7:30PM,133,198,59320
NBA Showdown $10K Pull Up Jumper [$2K to 1st] (IND vs NYK),5500,Showdown Captain Mode,118382276,10,35,10000,Mon 7:30PM,668,1176,59321
NBA Showdown $1.5K Posterizer [Single Entry] (IND vs NYK),82500,Showdown Captain Mode,118382277,150,1,1500,Mon 7:30PM,10,11,59321
NBA Showdown $500 Sharpshooter (IND vs NYK),1650,Showdown Captain Mode,118382279,3,5,500,Mon 7:30PM,91,198,59321
NBA Showdown $500 High Five [Single Entry] (IND vs NYK),2750,Showdown Captain Mode,118382284,5,1,500,Mon 7:30PM,97,118,59321
NBA Showdown $500 Fast Break (IND vs NYK),14850,Showdown Captain Mode,118382282,27,1,500,Mon 7:30PM,19,21,59321
NBA $7.5K Pick and Pop [3 Entry Max],41250,Classic,118382209,75,3,7500,Mon 7:00PM,105,113,59316
NBA $8K Quarter Jukebox,138,Classic,118382215,0,20,8000,Mon 7:00PM,30188,38049,59316
NBA $2.16K Swish [Single Entry],220000,Classic,118437355,400,1,2160,Mon 7:00PM,2,6,59316
NBA $8K Swish [Single Entry],220000,Classic,118382217,400,1,8000,Mon 7:00PM,21,22,59316
NBA $1.5K Buzzer Beater,11000,Classic,118435295,20,2,1500,Mon 7:00PM,18,88,59316
NBA Showdown $10K Pull Up Jumper [$2K to 1st] (DEN vs DAL),5500,Showdown Captain Mode,118382294,10,35,10000,Mon 8:00PM,623,1176,59323
NBA Showdown $500 Sharpshooter (DEN vs DAL),1650,Showdown Captain Mode,118382297,3,5,500,Mon 8:00PM,101,198,59323
NBA Showdown $1.5K Posterizer [Single Entry] (DEN vs DAL),82500,Showdown Captain Mode,118382295,150,1,1500,Mon 8:00PM,8,11,59323
NBA Showdown $500 High Five [Single Entry] (DEN vs DAL),2750,Showdown Captain Mode,118382302,5,1,500,Mon 8:00PM,101,118,59323
NBA Showdown $500 Fast Break (DEN vs DAL),14850,Showdown Captain Mode,118382300,27,1,500,Mon 8:00PM,18,21,59323
NBA $5K Finger Roll [3 Entry Max],4400,Classic,118382212,8,3,5000,Mon 7:00PM,719,735,59316
NBA $50 Double Up,27500,Classic,118382235,50,2,3000,Mon 7:00PM,44,68,59316
NBA $2 Double Up,1100,Classic,118442930,2,20,2000,Mon 7:00PM,223,1149,59316
NBA $10 Double Up,5500,Classic,118382239,10,13,4000,Mon 7:00PM,356,459,59316
NBA $25 Double Up,13750,Classic,118382237,25,6,5000,Mon 7:00PM,157,229,59316
NBA Single Entry $100 Double Up,55000,Classic,118382231,100,1,6000,Mon 7:00PM,64,66,59316
NBA Single Entry $100 Double Up,55000,Classic,118382232,100,1,5000,Mon 7:00PM,45,55,59316
NBA $5 Double Up,2750,Classic,118433659,5,10,1500,Mon 7:00PM,157,344,59316
NBA Single Entry $50 Double Up,27500,Classic,118424638,50,1,3000,Mon 7:00PM,61,68,59316
NBA Tiers $1K Ankle Breaker [Single Entry],27500,Tiers,118425091,50,1,1000,Mon 7:00PM,8,22,59318
NBA Tiers $2.57K Posterizer [Single Entry],82500,Tiers,118382248,150,1,2570,Mon 7:00PM,14,19,59318
NBA Tiers $2K Quarter Jukebox [Just $0.25!],138,Tiers,118382253,0,20,2000,Mon 7:00PM,7900,9512,59318
NBA Tiers $1K Pick and Roll [Single Entry],6600,Tiers,118382255,12,1,1000,Mon 7:00PM,77,98,59318
NBA Tiers $1K Fast Break [Single Entry],14850,Tiers,118382254,27,1,1000,Mon 7:00PM,36,43,59318
NBA $10K Mid Range Jumper [Single Entry],22000,Classic,118438383,40,1,10000,Tue 7:30PM,0,291,59490
NBA $40K Mid Range Jumper [Single Entry],22000,Classic,118438382,40,1,40000,Tue 7:30PM,0,1166,59490
NBA $10K Showtime [Single Entry],55000,Classic,118438381,100,1,10000,Tue 7:30PM,0,111,59490
NBA $40K Showtime [Single Entry],55000,Classic,118438380,100,1,40000,Tue 7:30PM,0,444,59490
NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),5500,Classic,118382285,10,35,10000,Mon 8:00PM,625,1176,59322
NBA $2.5K And-One (Turbo),550,Classic,118420628,1,20,2500,Mon 8:00PM,1423,2972,59322
NBA $1K Ankle Breaker [Single Entry] (Turbo),27500,Classic,118421143,50,1,1000,Mon 8:00PM,15,22,59322
NBA $500 Sharpshooter (Turbo),1650,Classic,118382288,3,5,500,Mon 8:00PM,122,198,59322
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Turbo),484000,Classic,118388743,880,1,2500,Mon 8:00PM,1,3,59322
NBA $10K Pick and Roll [Single Entry],6600,Classic,118438386,12,1,10000,Tue 7:30PM,1,980,59490
NBA $25K Pick and Roll [Single Entry],6600,Classic,118438385,12,1,25000,Tue 7:30PM,1,2450,59490
NBA $10K High Five [Single Entry],2750,Classic,118438388,5,1,10000,Tue 7:30PM,2,2378,59490
NBA $25K High Five [Single Entry],2750,Classic,118438387,5,1,25000,Tue 7:30PM,1,5945,59490
NBA $26K Jab Step [$5K to 1st],3300,Classic,118438372,6,150,26000,Tue 7:30PM,1,5098,59490
NBA $22K Zone [$5K to 1st],2750,Classic,118438373,5,150,22000,Tue 7:30PM,1,5231,59490
NBA Single Entry $10 Double Up,5500,Classic,118444345,10,1,1000,Mon 7:00PM,6,114,59316
NBA Single Entry $50 Double Up,27500,Classic,118443896,50,1,1000,Mon 7:00PM,1,22,59316
NBA $3K mini-MAX [150 Entry Max],275,Classic,118437509,0,150,3000,Mon 7:00PM,3692,7134,59316
NBA $620 Ankle Breaker [Single Entry],27500,Classic,118438704,50,1,620,Mon 7:00PM,7,14,59316
NBA $3K Ankle Breaker [2 Entry Max],27500,Classic,118382210,50,2,3000,Mon 7:00PM,62,68,59316
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,118438411,5,150,30000,Tue 7:30PM,10,7134,59492
NBA Tiers $8K And-One,550,Tiers,118438413,1,20,8000,Tue 7:30PM,12,9512,59492
NBA Tiers $3K Hot Shot [3 Entry Max],1650,Tiers,118438412,3,3,3000,Tue 7:30PM,1,1189,59492
NBA Tiers $2K High Five [Single Entry] ,2750,Tiers,118438417,5,1,2000,Tue 7:30PM,0,475,59492
NBA Tiers $3K Posterizer [Single Entry],82500,Tiers,118438408,150,1,3000,Tue 7:30PM,0,22,59492
NBA Showdown $40K Pull Up Jumper [$10K to 1st] (GSW vs BKN),5500,Showdown Captain Mode,118438426,10,141,40000,Tue 7:30PM,0,4705,59493
NBA Showdown $10.9K Windmill [$3K to 1st] (GSW vs BKN),99000,Showdown Captain Mode,118438423,180,2,10900,Tue 7:30PM,0,67,59493
NBA Showdown $5K And-One (GSW vs BKN),550,Showdown Captain Mode,118438427,1,20,5000,Tue 7:30PM,32,5945,59493
NBA Showdown $2K High Five [Single Entry]  (GSW vs BKN),2750,Showdown Captain Mode,118438421,5,1,2000,Tue 7:30PM,2,475,59493
NBA Showdown $3K Sharpshooter (GSW vs BKN),1650,Showdown Captain Mode,118438418,3,20,3000,Tue 7:30PM,4,1189,59493
NBA Showdown $1.35K 3-Ball [Single Entry] (BOS vs CLE),165000,Showdown Captain Mode,118382261,300,1,1350,Mon 7:00PM,1,5,59319
NBA Showdown $1K High Five [Single Entry] (BOS vs CLE),2750,Showdown Captain Mode,118382266,5,1,1000,Mon 7:00PM,215,237,59319
NBA Showdown $500 Pick and Roll [Single Entry] (BOS vs CLE),6600,Showdown Captain Mode,118382265,12,1,500,Mon 7:00PM,30,49,59319
NBA Showdown $1K Ankle Breaker [Single Entry] (BOS vs CLE),27500,Showdown Captain Mode,118382259,50,1,1000,Mon 7:00PM,16,22,59319
NBA Showdown $20 Quarter Jukebox [Just $0.25!] (BOS vs CLE),138,Showdown Captain Mode,118444183,0,2,20,Mon 7:00PM,2,95,59319
NBA Showdown $1K Quarter Jukebox [Just $0.25!]  (BOS vs CLE),138,Showdown Captain Mode,118382257,0,20,1000,Mon 7:00PM,4120,4756,59319
NBA Tiers $8K Zone [$2K to 1st] (Night),2750,Tiers,118382318,5,57,8000,Mon 10:00PM,931,1902,59395
NBA Tiers $1.25K Quarter Jukebox [Just $0.25!] (Night),138,Tiers,118382320,0,20,1250,Mon 10:00PM,2504,5945,59395
NBA Tiers $3K And-One [20 Entry Max] (Night),550,Tiers,118382316,1,20,3000,Mon 10:00PM,1398,3567,59395
NBA Tiers $750 Pick and Roll [Single Entry] (Night),6600,Tiers,118382323,12,1,750,Mon 10:00PM,24,73,59395
NBA Tiers $750 Sharpshooter (Night),1650,Tiers,118382319,3,8,750,Mon 10:00PM,116,297,59395
NBA Single Entry $5 Double Up,2750,Classic,118438400,5,1,8000,Tue 7:30PM,1,1839,59490
NBA Single Entry $25 Double Up,13750,Classic,118438396,25,1,15000,Tue 7:30PM,0,689,59490
NBA $5 Double Up,2750,Classic,118438401,5,34,5000,Tue 7:30PM,0,1149,59490
NBA $25 Double Up,13750,Classic,118438397,25,5,4000,Tue 7:30PM,0,183,59490
NBA Single Entry $10 Double Up,5500,Classic,118438398,10,1,8000,Tue 7:30PM,0,919,59490
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,118389137,880,1,2500,Mon 7:00PM,0,3,59318
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,118389138,880,1,2500,Mon 7:00PM,0,3,59318
NBA Tiers Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill],646250,Tiers,118389139,1175,1,3333,Mon 7:00PM,0,3,59318
"NBA Tiers $408 Winner Take All [$1.5K to 1st, Must Fill]",224400,Tiers,118389134,408,1,1500,Mon 7:00PM,1,4,59318
NBA Tiers $4K All Star [Single Entry] (Must Fill),583000,Tiers,118389131,1060,1,4000,Mon 7:00PM,0,4,59318
NBA $6K Four Point Play [20 Entry Max] (Night),2200,Classic,118382307,4,20,6000,Mon 10:00PM,728,1783,59324
NBA $6K Triple Threat [$1K to 1st] (Night),18150,Classic,118382306,33,6,6000,Mon 10:00PM,79,212,59324
NBA $6K All-Star [Single Entry] (Night),583000,Classic,118382304,1060,1,6000,Mon 10:00PM,5,6,59324
NBA $3K Pick and Roll [Single Entry] (Night),6600,Classic,118382311,12,1,3000,Mon 10:00PM,101,294,59324
NBA $3.8K 3-Ball [Single Entry] (Night),165000,Classic,118382305,300,1,3800,Mon 10:00PM,5,14,59324
NBA Single Entry $5 Double Up (Night),2750,Classic,118382315,5,1,1000,Mon 10:00PM,82,229,59324
NBA Single Entry $25 Double Up (Night),13750,Classic,118382313,25,1,2000,Mon 10:00PM,23,91,59324
NBA Single Entry $10 Double Up (Night),5500,Classic,118382314,10,1,1000,Mon 10:00PM,44,114,59324
 NBA Satellite to NBA $888 Mega 8's Special (12-1) (Night),8250,Classic,118387249,15,2,888,Mon 10:00PM,9,69,59324
NBA Satellite to $895 FBWC Qualifier (Night),50600,Classic,118387216,92,1,895,Mon 10:00PM,1,11,59324
NBA $620 Ankle Breaker [Single Entry] (Turbo),27500,Classic,118424592,50,1,620,Mon 7:30PM,8,14,59320
NBA $500 Fast Break (Turbo),14850,Classic,118382273,27,1,500,Mon 7:30PM,19,21,59320
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Turbo),484000,Classic,118388495,880,1,2500,Mon 7:30PM,1,3,59320
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Turbo),484000,Classic,118388496,880,1,2500,Mon 7:30PM,1,3,59320
NBA $4K All Star [Single Entry] (Must Fill) (Turbo),583000,Classic,118388490,1060,1,4000,Mon 7:30PM,3,4,59320
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (BOS vs CLE),484000,Showdown Captain Mode,118388371,880,1,2500,Mon 7:00PM,0,3,59319
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (BOS vs CLE),484000,Showdown Captain Mode,118388372,880,1,2500,Mon 7:00PM,0,3,59319
NBA Showdown Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (BOS vs CLE),646250,Showdown Captain Mode,118388373,1175,1,3333,Mon 7:00PM,0,3,59319
NBA Showdown $4K All Star [Single Entry] (Must Fill) (BOS vs CLE),583000,Showdown Captain Mode,118388366,1060,1,4000,Mon 7:00PM,3,4,59319
NBA $4K All Star [Single Entry] (Must Fill),583000,Classic,118423077,1060,1,4000,Mon 7:00PM,3,4,59316
NBA $267 Winner Take All [$1K to 1st] (Must Fill),146850,Classic,118441838,267,1,1000,Mon 7:00PM,3,4,59316
NBA Single Entry $10 Double Up,5500,Classic,118437248,10,1,1000,Mon 7:00PM,102,114,59316
NBA $2 Double Up,1100,Classic,118433341,2,20,2000,Mon 7:00PM,1118,1149,59316
NBA Single Entry $50 Double Up,27500,Classic,118436005,50,1,1000,Mon 7:00PM,10,22,59316
NBA Single Entry $50 Double Up,27500,Classic,118435053,50,1,1000,Mon 7:00PM,11,22,59316
NBA Single Entry $50 Double Up,27500,Classic,118435676,50,1,1000,Mon 7:00PM,11,22,59316
NBA $2500 MEGA Millionaire Satellite,137500,Classic,118385789,250,1,2500,Mon 7:00PM,10,11,59316
NBA Satellite to UFC 269 12-11 $555 Knockout Special,18700,Classic,118385822,34,1,555,Mon 7:00PM,3,19,59316
NBA Satellite to $895 FBWC Qualifier,50600,Classic,118385777,92,1,895,Mon 7:00PM,9,11,59316
 NBA Satellite to NBA $888 Mega 8's Special (12-1),49500,Classic,118385813,90,1,888,Mon 7:00PM,4,11,59316
 NBA Satellite to NBA $888 Mega 8's Special (12-1),5500,Classic,118385816,10,3,888,Mon 7:00PM,84,104,59316
 NBA Satellite to NBA $888 Mega 8's Special (12-1),8250,Classic,118385815,15,2,888,Mon 7:00PM,58,69,59316
 NBA Satellite to NBA $888 Mega 8's Special (12-1),24750,Classic,118385814,45,1,888,Mon 7:00PM,15,23,59316
 NBA Satellite to NBA $888 Mega 8's Special (12-1),77000,Classic,118385812,140,1,888,Mon 7:00PM,5,7,59316
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,118387922,880,1,2500,Mon 7:00PM,1,3,59316
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,118387921,880,1,2500,Mon 7:00PM,1,3,59316
NBA Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill],646250,Classic,118387923,1175,1,3333,Mon 7:00PM,1,3,59316
 NBA Satellite to NBA $888 Mega 8's Special Ticket (12-1) [Must Fill],133100,Classic,118387924,242,1,888,Mon 7:00PM,1,4,59316
NBA SUPERSat to NBA $25 Holiday BBall Millionaire [10x],1650,Classic,118385790,3,2,250,Mon 7:00PM,40,99,59316
NBA $15K And-One (Night),550,Classic,118438432,1,20,15000,Tue 10:00PM,36,17835,59494
NBA $8K High Five [Single Entry] (Night),2750,Classic,118438436,5,1,8000,Tue 10:00PM,2,1902,59494
NBA $8K Four Point Play (Night),2200,Classic,118438431,4,20,8000,Tue 10:00PM,0,2378,59494
NBA $7.5K Showtime [Single Entry] (Night),55000,Classic,118438434,100,1,7500,Tue 10:00PM,0,83,59494
NBA $7K Triple Threat (Night),18150,Classic,118438430,33,7,7000,Tue 10:00PM,0,247,59494
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (BOS vs CLE)",224400,Showdown Captain Mode,118388368,408,1,1500,Mon 7:00PM,1,4,59319
NBA Showdown $267 Winner Take All [$1K to 1st] (Must Fill) (BOS vs CLE),146850,Showdown Captain Mode,118438595,267,1,1000,Mon 7:00PM,0,4,59319
 NBA Showdown Satellite to NBA $888 Mega 8's Special Ticket (12-1) [Must Fill] (BOS vs CLE),133100,Showdown Captain Mode,118388374,242,1,888,Mon 7:00PM,0,4,59319
NBA Showdown Satellite to NAS 2-20 Fantasy Racing Millionaire [Must Fill] (BOS vs CLE),4400,Showdown Captain Mode,118388369,8,1,36,Mon 7:00PM,0,5,59319
NBA Showdown $85 Winner Take All [$300 to 1st] (BOS vs CLE),46750,Showdown Captain Mode,118426072,85,1,300,Mon 7:00PM,2,4,59319
 NBA Tiers Satellite to NBA $888 Mega 8's Special Ticket (12-1) [Must Fill],133100,Tiers,118389140,242,1,888,Mon 7:00PM,0,4,59318
NBA Tiers $267 Winner Take All [$1K to 1st] (Must Fill),146850,Tiers,118389133,267,1,1000,Mon 7:00PM,1,4,59318
NBA Tiers Satellite to NAS 2-20 Fantasy Racing Millionaire [Must Fill],4400,Tiers,118428019,8,1,36,Mon 7:00PM,0,5,59318
NBA Showdown $500 And-One (DEN vs DAL),550,Showdown Captain Mode,118428510,1,17,500,Mon 8:00PM,241,594,59323
NBA Showdown $100 Quarter Jukebox [Just $0.25!] (DEN vs DAL),138,Showdown Captain Mode,118436654,0,14,100,Mon 8:00PM,66,475,59323
NBA Showdown $500 Quarter Jukebox [Just $0.25!] (DEN vs DAL),138,Showdown Captain Mode,118382299,0,20,500,Mon 8:00PM,2356,2378,59323
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (DEN vs DAL),484000,Showdown Captain Mode,118388868,880,1,2500,Mon 8:00PM,1,3,59323
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (DEN vs DAL),484000,Showdown Captain Mode,118388869,880,1,2500,Mon 8:00PM,1,3,59323
NBA In-Game $4K Pull Up Jumper [$1K to 1st] (2H CHI vs LAL),5500,In-Game Showdown (H2),118382336,10,14,4000,Mon 11:30PM,25,470,59328
NBA In-Game $1K Showtime [Single Entry] (2H CHI vs LAL),55000,In-Game Showdown (H2),118382334,100,1,1000,Mon 11:30PM,1,11,59328
NBA In-Game $4K All Star [Single Entry] (Must Fill) (2H CHI vs LAL),583000,In-Game Showdown (H2),118389302,1060,1,4000,Mon 11:30PM,1,4,59328
NBA In-Game $267 Winner Take All [$1K to 1st] (Must Fill) (2H CHI vs LAL),146850,In-Game Showdown (H2),118389303,267,1,1000,Mon 11:30PM,1,4,59328
NBA In-Game $300 High Five [Single Entry] (2H CHI vs LAL),2750,In-Game Showdown (H2),118382341,5,1,300,Mon 11:30PM,5,71,59328
NBA Showdown $3K Showtime [Single Entry] (CHI vs LAL),55000,Showdown Captain Mode,118382331,100,1,3000,Mon 10:30PM,14,33,59326
NBA Showdown $3K 3-Ball [Single Entry] (CHI vs LAL),165000,Showdown Captain Mode,118382326,300,1,3000,Mon 10:30PM,5,11,59326
NBA Showdown $1.5K Pick and Roll [Single Entry] (CHI vs LAL),6600,Showdown Captain Mode,118382332,12,1,1500,Mon 10:30PM,55,147,59326
NBA Showdown $2K Triple Threat [2 Entry Max] (CHI vs LAL),18150,Showdown Captain Mode,118382328,33,2,2000,Mon 10:30PM,40,70,59326
NBA Showdown $1.5K Ankle Breaker [Single Entry] (CHI vs LAL),27500,Showdown Captain Mode,118382327,50,1,1500,Mon 10:30PM,17,34,59326
 NBA Satellite to NBA $888 Mega 8's Special (12-1) (Night),49500,Classic,118387248,90,1,888,Mon 10:00PM,1,11,59324
NBA $3K Ankle Breaker [2 Entry Max] (Night),27500,Classic,118382303,50,2,3000,Mon 10:00PM,23,68,59324
NBA $3K Quarter Jukebox [Just $0.25!] (Night),138,Classic,118382309,0,20,3000,Mon 10:00PM,5365,14268,59324
NBA Satellite to UFC 269 12-11 $555 Knockout Special (Night),18700,Classic,118387255,34,1,555,Mon 10:00PM,1,19,59324
 NBA Satellite to NBA $888 Mega 8's Special (12-1) (Night),77000,Classic,118387247,140,1,888,Mon 10:00PM,1,7,59324
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (IND vs NYK),484000,Showdown Captain Mode,118388619,880,1,2500,Mon 7:30PM,0,3,59321
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (IND vs NYK),484000,Showdown Captain Mode,118388620,880,1,2500,Mon 7:30PM,0,3,59321
NBA Showdown Satellite to NAS 2-20 Fantasy Racing Millionaire [Must Fill] (IND vs NYK),4400,Showdown Captain Mode,118388617,8,1,36,Mon 7:30PM,2,5,59321
NBA Showdown $4K All Star [Single Entry] (Must Fill) (IND vs NYK),583000,Showdown Captain Mode,118388614,1060,1,4000,Mon 7:30PM,1,4,59321
NBA Showdown Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (IND vs NYK),646250,Showdown Captain Mode,118388621,1175,1,3333,Mon 7:30PM,0,3,59321
NBA Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (Turbo),646250,Classic,118388497,1175,1,3333,Mon 7:30PM,1,3,59320
 NBA Satellite to NBA $888 Mega 8's Special Ticket (12-1) [Must Fill] (Turbo),133100,Classic,118388498,242,1,888,Mon 7:30PM,1,4,59320
