name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
I. Jackson,$3.0k,PF/C,0,IND,GSW,29,+12,217.5,102.8,2.0,6.4,13.0,18.0,6
Maxi Kleber,$3.9k,PF/C,0,DAL,PHO,14,+2.5,216,106.8,9.0,13.2,17.8,17.5,4.49
I. Thomas,$3.8k,PG,21,DAL,PHO,14,+2.5,216,106.8,7.8,14.4,25.5,17.0,4.47
N. Bjelica,$3.6k,PF/C,1,GSW,IND,7,-12,217.5,114.8,5.8,16.0,32.3,16.8,4.65
J. Hayes,$3.2k,C,2,NO,NY,5,+4,209.5,102.8,8.8,15.5,22.5,15.8,4.92
A. Iguodala,$3.2k,SF,3,GSW,IND,20,-12,217.5,114.8,5.5,13.1,23.5,15.5,4.84
Gary Payton II,$3.9k,PG/SG,1,GSW,IND,18,-12,217.5,114.8,5.8,14.3,25.8,15.5,3.97
Taj Gibson,$3.3k,PF/C,1,NY,NO,6,-4,209.5,106.8,5.3,11.0,15.5,14.8,4.47
D. Powell,$3.3k,C,0,DAL,PHO,27,+2.5,216,106.8,7.5,13.8,23.8,14.0,4.24
I. Quickley,$4.0k,PG/SG,1,NY,NO,15,-4,209.5,106.8,9.0,17.6,29.8,13.8,3.44
G. Temple,$3.1k,SG/SF,2,NO,NY,18,+4,209.5,102.8,2.0,9.9,22.8,13.5,4.35
F. Ntilikina,$3.0k,PG,0,DAL,PHO,14,+2.5,216,106.8,0.0,3.8,9.0,12.5,4.17
Jose Alvarado,$3.0k,PG,2,NO,NY,13,+4,209.5,102.8,11.3,15.3,26.0,11.5,3.83
R. Bullock,$3.0k,SG/SF,0,DAL,PHO,9,+2.5,216,106.8,7.5,12.9,20.5,11.3,3.75
Juan Toscano-Anderson,$3.1k,C,1,GSW,IND,17,-12,217.5,114.8,1.0,11.0,18.0,11.3,3.63
Q. Grimes,$3.1k,SG,1,NY,NO,19,-4,209.5,106.8,7.5,14.8,20.8,10.5,3.39
L. Shamet,$3.1k,SG/SF,2,PHO,DAL,25,-2.5,216,109.3,5.3,15.9,31.0,10.5,3.39
Obi Toppin,$3.0k,SF/PF,1,NY,NO,8,-4,209.5,106.8,1.5,8.4,18.5,10.5,3.5
Josh Green,$3.1k,PF,0,DAL,PHO,14,+2.5,216,106.8,0.0,7.6,16.5,10.0,3.23
Damion Lee,$3.3k,SG/SF,1,GSW,IND,21,-12,217.5,114.8,5.3,13.8,19.3,9.8,2.97
L. Stephenson,$4.1k,PG/SG,0,IND,GSW,6,+12,217.5,102.8,-0.5,12.8,23.8,8.3,2.01
M. Moody,$3.0k,SG,1,GSW,IND,21,-12,217.5,114.8,0.0,6.5,16.3,6.8,2.25
M. Turner O,$5.7k,C,5,IND,GSW,16,+12,217.5,102.8,18.8,25.4,33.0,0.0,0
D. Green O,$6.9k,PF/C,14,GSW,IND,7,-12,217.5,114.8,15.3,38.5,53.8,0.0,0
Ryan Arcidiacono O,$3.0k,PG,98,NY,NO,15,-4,209.5,106.8,2.5,11.5,23.5,0.0,0
D. Saric O,$3.0k,C,197,PHO,DAL,10,-2.5,216,109.3,1.3,7.4,10.8,0.0,0
Zion Williamson O,$8.5k,C,260,NO,NY,5,+4,209.5,102.8,26.0,47.1,60.8,0.0,0
Cam Reddish O,$4.7k,SF/PF,10,NY,NO,8,-4,209.5,106.8,0.0,12.8,29.5,0.0,0
Derrick Rose O,$6.4k,PG,34,NY,NO,15,-4,209.5,106.8,2.8,23.9,37.0,0.0,0
T.J. Warren O,$4.2k,PF,386,IND,GSW,29,+12,217.5,102.8,7.8,24.4,35.0,0.0,0
F. Kaminsky O,$4.8k,C,65,PHO,DAL,10,-2.5,216,109.3,6.8,23.4,46.8,0.0,0
Kira Lewis Jr. O,$3.0k,PG,42,NO,NY,13,+4,209.5,102.8,6.5,11.4,16.8,0.0,0
Otto Porter Jr. O,$5.6k,SF/PF,1,GSW,IND,20,-12,217.5,114.8,12.8,25.7,37.3,0.0,0
S. Brown O,$3.0k,SG/SF,2,DAL,PHO,9,+2.5,216,106.8,-0.5,4.1,8.8,0.0,0
D. Hommes O,$3.0k,SF,100,NO,NY,17,+4,209.5,102.8,1.3,5.8,9.5,0.0,0
J. Wiseman O,$4.5k,C,284,GSW,IND,17,-12,217.5,114.8,9.3,20.3,32.0,0.0,0
Nerlens Noel O,$3.7k,C,7,NY,NO,20,-4,209.5,106.8,9.8,17.4,25.5,0.0,0
A. Nader O,$3.0k,SF/PF,61,PHO,DAL,16,-2.5,216,109.3,0.0,7.2,23.0,0.0,0
D. Ayton O,$7.3k,C,3,PHO,DAL,10,-2.5,216,109.3,10.5,29.2,50.0,0.0,0
E. Omoruyi O,$3.0k,SF/PF,47,DAL,PHO,6,+2.5,216,106.8,1.3,6.3,12.3,0.0,0
T.J. McConnell O,$3.4k,PG,49,IND,GSW,6,+12,217.5,102.8,0.0,18.1,28.3,0.0,0
Solomon Hill O,$3.0k,SF/PF,45,NY,NO,8,-4,209.5,106.8,2.8,4.0,5.8,0.0,0
D. Sabonis O,$10.0k,PF/C,0,IND,GSW,29,+12,217.5,102.8,37.0,48.0,56.5,0.0,0
