nba_id,player_name,gametime,pos,opp,sal,proj,l3,l5,ceil,lopp,opp_rank,pts,ast,reb,current_time
62961204,Dennis Schroder,8:30 PM EST @ MIL,PG,MIL,$6.8K,35,29.4,32.5,43.6,47.5,22,16.1,8,2.7,"Wed, November 15th at 8:06 PM EST"
66946529,Caris LeVert,11:00 PM EST vs POR,SG,POR,$6.4K,34.8,31.9,33,45.1,12.5,12,19.2,3.9,4.4,"Wed, November 15th at 8:06 PM EST"
215117447,Franz Wagner,9:00 PM EST vs CHI,SF,CHI,$7.0K,34.5,33.2,33.9,41.6,27.75,10,18.5,3.4,5.8,"Wed, November 15th at 8:06 PM EST"
65865293,Rudy Gobert,10:00 PM EST vs PHX,C,PHX,$6.9K,33.5,35.2,35,41.7,29.75,15,11.1,1.2,12,"Wed, November 15th at 8:06 PM EST"
191392634,Skylar Mays,11:00 PM EST @ CLE,PG,CLE,$7.0K,32.9,27.4,20.6,43.1,1.5,23,13.1,8.4,2.9,"Wed, November 15th at 8:06 PM EST"
63848372,Tobias Harris,8:30 PM EST @ BOS,SF,BOS,$6.6K,32.3,34.2,34.6,40.4,32.25,12,18,2.5,6,"Wed, November 15th at 8:06 PM EST"
95335905,Derrick White,8:30 PM EST vs PHI,PG,PHI,$6.0K,32.2,25.4,26.7,40.6,38,28,13.8,5,4.1,"Wed, November 15th at 8:06 PM EST"
190283674,Deni Avdija,8:00 PM EST @ DAL,SF,DAL,$6.2K,31.5,29.1,28.3,39.5,37.5,14,13.5,4.2,6.5,"Wed, November 15th at 8:06 PM EST"
63425581,Bobby Portis,8:30 PM EST vs TOR,PF,TOR,$5.7K,30.5,28.8,25.3,39,22.5,5,14.6,1.9,7.3,"Wed, November 15th at 8:06 PM EST"
95294319,Jarrett Allen,11:00 PM EST vs POR,C,POR,$5.9K,30.1,25.4,27.9,38.6,47.5,30,13.8,2.1,8.3,"Wed, November 15th at 8:06 PM EST"
269907002,Keegan Murray,11:00 PM EST vs LAL,PF,LAL,$6.4K,29.8,29.9,31,37.6,41.5,19,13.9,1.8,6.4,"Wed, November 15th at 8:06 PM EST"
62981997,Tim Hardaway Jr.,8:00 PM EST vs WAS,SG,WAS,$5.9K,29.6,24.9,25.2,37.7,15.25,25,19.6,1.3,4.4,"Wed, November 15th at 8:06 PM EST"
242869171,Austin Reaves,11:00 PM EST @ SAC,SG,SAC,$6.3K,29.5,33.6,28.4,38.9,11.5,1,13.7,4.5,4.6,"Wed, November 15th at 8:06 PM EST"
63709752,Jusuf Nurkic,10:00 PM EST @ MIN,C,MIN,$6.9K,29.4,35.2,32.6,39,30.5,5,8.8,4,8,"Wed, November 15th at 8:06 PM EST"
119081511,RJ Barrett,8:30 PM EST vs ATL,SF,ATL,$6.4K,29,32.4,33.4,37.7,40.75,23,18.9,2.6,2.9,"Wed, November 15th at 8:06 PM EST"
215200619,Jalen Johnson,8:30 PM EST @ NYK,PF,NYK,$6.7K,28.8,32.6,30.9,36.9,27.75,4,13,2.2,7.2,"Wed, November 15th at 8:06 PM EST"
63196858,Brook Lopez,8:30 PM EST vs TOR,C,TOR,$5.4K,28.6,20.6,22.2,36.7,15.75,22,12,0.9,5.3,"Wed, November 15th at 8:06 PM EST"
105462096,Kevin Huerter,11:00 PM EST vs LAL,SG,LAL,$5.8K,28.4,29.9,25.6,36.4,32.25,14,13.3,2.7,5.5,"Wed, November 15th at 8:06 PM EST"
64784057,Tyus Jones,8:00 PM EST @ DAL,PG,DAL,$5.7K,28.3,21.4,22.9,36.6,30,24,11.4,6.2,3.1,"Wed, November 15th at 8:06 PM EST"
70155582,Jakob Poeltl,8:30 PM EST @ MIL,C,MIL,$6.0K,28,24.9,25.2,36.8,37.75,16,11.1,2,8.5,"Wed, November 15th at 8:06 PM EST"
215096654,Jalen Suggs,9:00 PM EST vs CHI,PG,CHI,$5.8K,27.8,28.4,26.7,36.3,8,5,12.2,2.7,4.3,"Wed, November 15th at 8:06 PM EST"
62947342,Al Horford,8:30 PM EST vs PHI,PF,PHI,$5.5K,27.7,17.7,18.6,35.6,17.75,4,7.5,3.2,9.2,"Wed, November 15th at 8:06 PM EST"
95225009,Malik Monk,11:00 PM EST vs LAL,PG,LAL,$5.9K,27.5,29.9,26,36.7,31.25,14,13.3,5.1,2.6,"Wed, November 15th at 8:06 PM EST"
119164683,Coby White,9:00 PM EST @ ORL,PG,ORL,$5.5K,27.5,31.2,25.7,36.2,21,26,13.1,4.5,3.1,"Wed, November 15th at 8:06 PM EST"
106155196,De'Anthony Melton,8:30 PM EST @ BOS,PG,BOS,$5.5K,27.2,26.4,24.3,35.6,13,9,11.2,4.6,3.7,"Wed, November 15th at 8:06 PM EST"
105919542,Mitchell Robinson,8:30 PM EST vs ATL,C,ATL,$5.5K,27.2,25.2,26.1,35.1,40.25,10,6.8,0.5,11.7,"Wed, November 15th at 8:06 PM EST"
119739956,Max Strus,11:00 PM EST vs POR,SG,POR,$5.6K,27.1,28.9,30.4,35.6,36.25,12,12.5,3,5.2,"Wed, November 15th at 8:06 PM EST"
64021647,Clint Capela,8:30 PM EST @ NYK,C,NYK,$5.7K,26.9,28.2,28.2,35.5,33.75,1,9.1,0.8,9.8,"Wed, November 15th at 8:06 PM EST"
64430576,Mike Conley,10:00 PM EST vs PHX,PG,PHX,$5.4K,25.8,25.9,25.3,32.8,26.25,18,10.7,5.3,3.2,"Wed, November 15th at 8:06 PM EST"
192155044,Immanuel Quickley,8:30 PM EST vs ATL,PG,ATL,$5.6K,24.8,24.4,26.1,34.8,28,9,13.4,3.5,3.4,"Wed, November 15th at 8:06 PM EST"
119622129,Daniel Gafford,8:00 PM EST @ DAL,C,DAL,$5.4K,24.4,27.1,27.6,32.2,23.75,25,8.1,1.1,6.8,"Wed, November 15th at 8:06 PM EST"
65671225,Kyle Anderson,10:00 PM EST vs PHX,SF,PHX,$4.6K,23.6,18.3,20.8,31.6,23,13,8.1,4.4,4.2,"Wed, November 15th at 8:06 PM EST"
119143890,De'Andre Hunter,8:30 PM EST @ NYK,SF,NYK,$5.3K,23.5,18.8,24.4,30.6,39.5,17,13.1,1.6,3.8,"Wed, November 15th at 8:06 PM EST"
191226290,Cole Anthony,9:00 PM EST vs CHI,PG,CHI,$5.3K,23.4,19.6,24,31.8,38.5,5,12.3,2.5,3.8,"Wed, November 15th at 8:06 PM EST"
119497371,Goga Bitadze,9:00 PM EST vs CHI,C,CHI,$5.2K,23.2,24.1,19.1,31.3,2.5,24,8.7,1.3,6.1,"Wed, November 15th at 8:06 PM EST"
189507402,Onyeka Okongwu,8:30 PM EST @ NYK,C,NYK,$4.9K,23.2,24,23.5,31.4,16,14,9.1,1.6,6.7,"Wed, November 15th at 8:06 PM EST"
95134906,Bogdan Bogdanovic,8:30 PM EST @ NYK,SG,NYK,$5.4K,23.1,27.2,25.7,31.5,24.75,4,11.8,2.6,2.4,"Wed, November 15th at 8:06 PM EST"
64693954,Khris Middleton,8:30 PM EST vs TOR,SG,TOR,$5.6K,22.4,26.2,22,30.7,15.25,15,10.8,3.6,3.3,"Wed, November 15th at 8:06 PM EST"
70321926,Derrick Jones Jr.,8:00 PM EST vs WAS,SF,WAS,$4.9K,22,19.4,17.2,28.5,0,27,11.8,1.1,4.4,"Wed, November 15th at 8:06 PM EST"
95342836,Josh Hart,8:30 PM EST vs ATL,SF,ATL,$5.7K,21.6,24.4,21,29.6,9.75,23,7.1,2.5,6.5,"Wed, November 15th at 8:06 PM EST"
119802335,Naz Reid,10:00 PM EST vs PHX,PF,PHX,$4.8K,21.5,18.9,21.9,29.5,28,23,12.5,0.8,4,"Wed, November 15th at 8:06 PM EST"
758736570,Dereck Lively II,8:00 PM EST vs WAS,C,WAS,$5.2K,21.5,20.9,21.3,29.2,0,28,8.2,1.1,6.8,"Wed, November 15th at 8:06 PM EST"
191482737,Patrick Williams,9:00 PM EST @ ORL,PF,ORL,$3.9K,21.3,17.1,15,27.8,11.5,9,8,1.7,4.1,"Wed, November 15th at 8:06 PM EST"
105503682,Moritz Wagner,9:00 PM EST vs CHI,PF,CHI,$4.8K,21.1,25.5,21.1,29.1,20,18,11.8,1,4.5,"Wed, November 15th at 8:06 PM EST"
215165964,Corey Kispert,8:00 PM EST @ DAL,SG,DAL,$4.0K,21,17.4,17.6,27.3,26.25,20,12.3,1.7,3.1,"Wed, November 15th at 8:06 PM EST"
191988700,Jaden McDaniels,10:00 PM EST vs PHX,SF,PHX,$4.5K,20.8,15.4,16.3,28,9.75,23,11.7,1.5,2.9,"Wed, November 15th at 8:06 PM EST"
191247083,Saddiq Bey,8:30 PM EST @ NYK,SF,NYK,$4.8K,20.6,22.1,22.8,30.1,9.75,17,10,1,4.9,"Wed, November 15th at 8:06 PM EST"
96063660,Alex Caruso,9:00 PM EST @ ORL,PG,ORL,$4.5K,20.4,18.1,19.9,26.9,17.5,6,7.3,2.3,3.7,"Wed, November 15th at 8:06 PM EST"
250236824,Sam Hauser,8:30 PM EST vs PHI,SF,PHI,$4.4K,20.3,21.4,17.5,27.3,23.5,30,11,0.5,3.8,"Wed, November 15th at 8:06 PM EST"
276096385,Marjon Beauchamp,8:30 PM EST vs TOR,SG,TOR,$3.5K,20.3,13.3,13.8,27.3,11.5,10,11,1.6,4,"Wed, November 15th at 8:06 PM EST"
105475958,Grayson Allen,10:00 PM EST @ MIN,SG,MIN,$5.5K,20.2,27.1,25.6,27.4,13.5,5,9.3,2.2,4.1,"Wed, November 15th at 8:06 PM EST"
192979833,Precious Achiuwa,8:30 PM EST @ MIL,C,MIL,$4.5K,20,18.1,21.6,27.9,35.75,7,7.2,2.1,7,"Wed, November 15th at 8:06 PM EST"
63903820,Harrison Barnes,11:00 PM EST vs LAL,SF,LAL,$4.9K,20,13.6,18.6,27.6,15.5,22,11.9,1.3,3.3,"Wed, November 15th at 8:06 PM EST"
119178545,Rui Hachimura,11:00 PM EST @ SAC,PF,SAC,$4.9K,19.9,29.1,21.8,27.2,21,20,11.3,0.7,3.3,"Wed, November 15th at 8:06 PM EST"
119698370,Grant Williams,8:00 PM EST vs WAS,PF,WAS,$4.8K,19.9,11.8,19.3,26.8,20,28,10.9,1,3.4,"Wed, November 15th at 8:06 PM EST"
191656012,Josh Green,8:00 PM EST vs WAS,SF,WAS,$4.0K,19.8,13.5,16.1,26.9,23.75,25,8.6,2.7,2.9,"Wed, November 15th at 8:06 PM EST"
95412146,Chris Boucher,8:30 PM EST @ MIL,PF,MIL,$4.1K,18.8,16.3,16.1,28.4,15.75,7,7.9,0.7,5.7,"Wed, November 15th at 8:06 PM EST"
95578490,Torrey Craig,9:00 PM EST @ ORL,PF,ORL,$4.0K,18.8,17.8,16.1,26.2,23.75,6,5.4,1.7,6.4,"Wed, November 15th at 8:06 PM EST"
64818712,Eric Gordon,10:00 PM EST @ MIN,PG,MIN,$5.1K,18.7,22.7,22.6,26.2,1.25,5,10.2,2.3,1.7,"Wed, November 15th at 8:06 PM EST"
192113458,Payton Pritchard,8:30 PM EST vs PHI,PG,PHI,$3.6K,18.7,16.2,14.8,26.9,8,28,5.8,4.5,4.2,"Wed, November 15th at 8:06 PM EST"
758715777,Bilal Coulibaly,8:00 PM EST @ DAL,SF,DAL,$4.5K,18.6,23.1,19.4,27,0,14,7.6,1.7,3.4,"Wed, November 15th at 8:06 PM EST"
65539536,Pat Connaughton,8:30 PM EST vs TOR,SF,TOR,$3.8K,18.6,14.5,13.8,25.1,6.5,15,7.1,3,3.7,"Wed, November 15th at 8:06 PM EST"
106203713,Drew Eubanks,10:00 PM EST @ MIN,C,MIN,$4.5K,18.3,18.8,19.6,26.2,30.75,6,6.6,1.8,4.6,"Wed, November 15th at 8:06 PM EST"
119185476,Cam Reddish,11:00 PM EST @ SAC,SG,SAC,$4.8K,18,22.6,15.9,26.1,1.25,20,8.2,1.2,3.2,"Wed, November 15th at 8:06 PM EST"
70231823,Malik Beasley,8:30 PM EST vs TOR,SG,TOR,$4.3K,17.7,14.9,17.5,26.4,29.5,15,8.2,1.4,3.6,"Wed, November 15th at 8:06 PM EST"
215325377,Ayo Dosunmu,9:00 PM EST @ ORL,SG,ORL,$4.0K,17.5,12.4,11.5,25.5,12.5,6,9.3,1.7,2.3,"Wed, November 15th at 8:06 PM EST"
70432822,Georges Niang,11:00 PM EST vs POR,SF,POR,$3.9K,17.5,13.1,13.2,23.7,18.75,11,8.1,1.3,5,"Wed, November 15th at 8:06 PM EST"
63675097,Danilo Gallinari,8:00 PM EST @ DAL,PF,DAL,$3.7K,17.4,16.9,17.6,25.6,19.75,14,9.7,1.9,2.7,"Wed, November 15th at 8:06 PM EST"
63605787,Dwight Powell,8:00 PM EST vs WAS,C,WAS,$4.5K,17.2,19.2,16.3,24.3,37.75,28,6.7,1.5,4.6,"Wed, November 15th at 8:06 PM EST"
63779062,Andre Drummond,9:00 PM EST @ ORL,C,ORL,$4.5K,16.9,19.6,16.9,30.1,14.75,6,6.2,0.7,5.3,"Wed, November 15th at 8:06 PM EST"
276117178,Jaden Hardy,8:00 PM EST vs WAS,PG,WAS,$4.7K,16.8,12.7,15.8,26.4,0,25,10.1,1.8,2.2,"Wed, November 15th at 8:06 PM EST"
771059888,Toumani Camara,11:00 PM EST @ CLE,SF,CLE,$3.8K,16.6,16.4,16.3,19.7,0,17,5.6,1.3,4.6,"Wed, November 15th at 8:06 PM EST"
70384305,Taurean Prince,11:00 PM EST @ SAC,SF,SAC,$4.7K,16.2,15.2,16.6,24.2,30.75,20,9.3,1,1.9,"Wed, November 15th at 8:06 PM EST"
191607495,Malachi Flynn,8:30 PM EST @ MIL,PG,MIL,$3.6K,16,16.1,12.4,25.3,16.25,11,6.8,2.3,2.1,"Wed, November 15th at 8:06 PM EST"
105912611,Isaiah Hartenstein,8:30 PM EST vs ATL,C,ATL,$4.3K,16,15,16.4,23.8,15.5,27,6.1,1,4.2,"Wed, November 15th at 8:06 PM EST"
64035509,Patrick Beverley,8:30 PM EST @ BOS,PG,BOS,$3.9K,15.9,11.8,11.6,23.4,14.25,10,3.1,2.8,4.6,"Wed, November 15th at 8:06 PM EST"
770789579,Gradey Dick,8:30 PM EST @ MIL,SG,MIL,$3.5K,15.7,6.3,7.8,21.5,6.75,22,7.1,1.9,3.5,"Wed, November 15th at 8:06 PM EST"
65338537,Christian Wood,11:00 PM EST @ SAC,C,SAC,$5.9K,15.6,14.9,18.9,26.5,19.75,21,5.7,0.8,5.3,"Wed, November 15th at 8:06 PM EST"
63578063,JaVale McGee,11:00 PM EST vs LAL,C,LAL,$3.0K,15.3,12.7,12.8,22.4,7.5,8,8.3,0.3,4.1,"Wed, November 15th at 8:06 PM EST"
105448234,Donte DiVincenzo,8:30 PM EST vs ATL,SG,ATL,$4.6K,15.2,14.2,15.8,23,24.5,23,6.7,1.5,2.7,"Wed, November 15th at 8:06 PM EST"
105510613,Landry Shamet,8:00 PM EST @ DAL,PG,DAL,$3.3K,14.6,12.4,14.4,21.7,17.75,24,8.1,1.3,1.5,"Wed, November 15th at 8:06 PM EST"
215235274,Quentin Grimes,8:30 PM EST vs ATL,SG,ATL,$4.5K,14.6,15.1,13.5,23.4,9.25,9,8.3,1.2,1.5,"Wed, November 15th at 8:06 PM EST"
270024829,Jabari Walker,11:00 PM EST @ CLE,PF,CLE,$3.3K,14.6,16.1,14.6,20.4,7.25,17,5.8,0.4,3.9,"Wed, November 15th at 8:06 PM EST"
96077522,Luke Kornet,8:30 PM EST vs PHI,C,PHI,$4.6K,14.4,12.7,11.7,21.2,0,22,5,0.9,4.9,"Wed, November 15th at 8:06 PM EST"
119733025,Matisse Thybulle,11:00 PM EST @ CLE,SF,CLE,$4.0K,14.3,18.4,13.1,20.6,7.5,7,6.7,1.1,1.4,"Wed, November 15th at 8:06 PM EST"
65290020,Robert Covington,8:30 PM EST @ BOS,PF,BOS,$4.6K,14.1,11.7,11.7,22.4,13.25,4,3.6,1.2,2.5,"Wed, November 15th at 8:06 PM EST"
65934603,Joe Ingles,9:00 PM EST vs CHI,SF,CHI,$3.5K,13.8,18.9,13.3,21.7,19.25,28,3.4,3.1,2.6,"Wed, November 15th at 8:06 PM EST"
193264004,Paul Reed,8:30 PM EST @ BOS,C,BOS,$4.4K,13.3,12.8,12.4,21.3,14.5,12,4.2,1,4.7,"Wed, November 15th at 8:06 PM EST"
770768786,Anthony Black,9:00 PM EST vs CHI,SG,CHI,$3.8K,13.2,13.4,0,19.1,0,5,6.1,1.6,2,"Wed, November 15th at 8:06 PM EST"
66010844,Otto Porter Jr.,8:30 PM EST @ MIL,SF,MIL,$4.0K,12.9,10.9,12.7,20.9,14.25,29,4.7,0.2,3.5,"Wed, November 15th at 8:06 PM EST"
119268648,Nickeil Alexander-Walker,10:00 PM EST vs PHX,PG,PHX,$3.9K,12.9,16.9,14.4,22,1.25,11,4,2.2,1.7,"Wed, November 15th at 8:06 PM EST"
65906879,Dante Exum,8:00 PM EST vs WAS,PG,WAS,$3.7K,12.8,12.4,8.8,18.3,11.75,25,5.7,1.6,2.4,"Wed, November 15th at 8:06 PM EST"
106175989,Keita Bates-Diop,10:00 PM EST @ MIN,SF,MIN,$4.7K,12.7,19.9,22.7,20.3,35.25,12,4.9,0.9,3.1,"Wed, November 15th at 8:06 PM EST"
95183423,Jonathan Isaac,9:00 PM EST vs CHI,PF,CHI,$3.7K,12.2,16,14.6,22.3,6.5,28,4.5,0.3,2.9,"Wed, November 15th at 8:06 PM EST"
372215493,Jamaree Bouyea,11:00 PM EST @ CLE,PG,CLE,$3.3K,12.2,9.8,0,19.2,0,23,4.4,2.2,3.6,"Wed, November 15th at 8:06 PM EST"
105995783,Jevon Carter,9:00 PM EST @ ORL,PG,ORL,$3.4K,11.9,13.5,12.4,19.7,37.5,26,6.9,1.1,0.6,"Wed, November 15th at 8:06 PM EST"
65109814,Cameron Payne,8:30 PM EST vs TOR,PG,TOR,$4.6K,11.7,16.8,11.9,19.8,7.5,2,5.9,2,0.9,"Wed, November 15th at 8:06 PM EST"
837472730,Duop Reath,11:00 PM EST @ CLE,C,CLE,$3.2K,11.5,0,0,20.5,0,23,5.3,1.4,1.9,"Wed, November 15th at 8:06 PM EST"
63702821,Gary Harris,9:00 PM EST vs CHI,SG,CHI,$3.2K,11.5,14.6,13,18,24.5,10,6.1,1.1,1.7,"Wed, November 15th at 8:06 PM EST"
266309813,Sasha Vezenkov,11:00 PM EST vs LAL,SF,LAL,$3.4K,11.4,8.2,0,15.7,20.5,19,6.3,0.3,2,"Wed, November 15th at 8:06 PM EST"
119289441,Oshae Brissett,8:30 PM EST vs PHI,PF,PHI,$3.4K,11.3,6.8,9.4,20.6,19.25,30,3.5,0.5,3.8,"Wed, November 15th at 8:06 PM EST"
65615777,Seth Curry,8:00 PM EST vs WAS,SG,WAS,$3.0K,10.8,6.8,7.2,19.6,16,29,3.5,1.3,2.1,"Wed, November 15th at 8:06 PM EST"
119726094,Dean Wade,11:00 PM EST vs POR,PF,POR,$3.5K,10.2,8.8,11.9,17.6,7.75,26,3.2,0.5,3.2,"Wed, November 15th at 8:06 PM EST"
105773991,Shake Milton,10:00 PM EST vs PHX,PG,PHX,$3.8K,10.1,9.3,10.7,19,19.5,18,4.4,1.2,1.7,"Wed, November 15th at 8:06 PM EST"
770948992,Andre Jackson Jr.,8:30 PM EST vs TOR,PG,TOR,$3.0K,9.7,5.5,0,11.9,9.75,15,2.8,1,2.8,"Wed, November 15th at 8:06 PM EST"
63550339,Tristan Thompson,11:00 PM EST vs POR,C,POR,$3.4K,9.2,4.7,8.7,17.9,8.75,30,3,0.7,3.1,"Wed, November 15th at 8:06 PM EST"
105469027,Josh Okogie,10:00 PM EST @ MIN,SF,MIN,$4.1K,9.1,14.9,16.1,16.8,27.75,5,4.2,0.7,1.9,"Wed, November 15th at 8:06 PM EST"
371466945,Keon Ellis,11:00 PM EST vs LAL,PG,LAL,$3.9K,9,13.8,8,15.7,0,14,3.6,0.6,1.3,"Wed, November 15th at 8:06 PM EST"
276193419,AJ Green,8:30 PM EST vs TOR,PG,TOR,$3.0K,8.8,8,6.4,13.8,4.75,15,3.8,1.9,1.3,"Wed, November 15th at 8:06 PM EST"
63016652,Mike Muscala,8:00 PM EST @ DAL,C,DAL,$3.0K,8.5,7.7,13.6,15,11.25,27,3.4,0.8,2.4,"Wed, November 15th at 8:06 PM EST"
70509063,Danuel House Jr.,8:30 PM EST @ BOS,SF,BOS,$3.5K,8.4,4.6,9.4,16.2,0,4,3.6,0.6,1.9,"Wed, November 15th at 8:06 PM EST"
65983120,Markieff Morris,8:00 PM EST vs WAS,PF,WAS,$3.0K,7.4,10.4,6.7,14.5,1.25,28,0,0,5.9,"Wed, November 15th at 8:06 PM EST"
63813717,Marcus Morris Sr.,8:30 PM EST @ BOS,SF,BOS,$3.0K,7,7.5,11.7,15.4,30,12,2.4,0.5,2.4,"Wed, November 15th at 8:06 PM EST"
215152102,Chris Duarte,11:00 PM EST vs LAL,SG,LAL,$3.1K,7,8.3,8.5,15.4,8.5,14,3.2,0.7,1.1,"Wed, November 15th at 8:06 PM EST"
106009645,Yuta Watanabe,10:00 PM EST @ MIN,PF,MIN,$3.2K,6.7,9.4,11.5,13,1.25,12,3.2,0.3,1.5,"Wed, November 15th at 8:06 PM EST"
269172316,AJ Griffin,8:30 PM EST @ NYK,SG,NYK,$3.5K,5.2,4.5,9.4,11.5,9.5,17,3.3,0.3,0.7,"Wed, November 15th at 8:06 PM EST"
215380825,Dalano Banton,8:30 PM EST vs PHI,PG,PHI,$3.0K,5,10.8,7.8,11.1,8,2,2.6,0.4,1.2,"Wed, November 15th at 8:06 PM EST"
837140042,Craig Porter Jr.,11:00 PM EST vs POR,PG,POR,$3.0K,4.8,8.1,0,11,0,20,1.7,0.7,0.9,"Wed, November 15th at 8:06 PM EST"
