name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
T. Satoransky,$3.1k,PG/SF,2,NO,DEN,2,+2,212.5,105.3,5.8,9.4,14.5,8.5,2.74
A. Nesmith,$3.1k,SG/SF,0,BOS,LAC,21,+3.5,209.5,103,2.5,9.8,22.8,8.5,2.74
A. Holiday,$3.0k,PG/SG,1,WAS,DET,29,-5,210,107.5,4.0,14.7,25.3,8.3,2.75
J. Carter,$3.0k,PG,0,BKN,HOU,23,-3,224,113.5,-0.5,1.6,3.3,8.0,2.67
Josh Jackson,$3.0k,PF,1,DET,WAS,25,+5,210,102.5,6.5,9.9,13.3,8.0,2.67
Ty Jerome,$3.5k,PG/SG,1,OKC,TOR,11,+7.5,206,99.3,0.0,9.9,22.5,7.5,2.14
M. Mulder,$3.2k,PG/SG,1,ORL,SAC,18,+7,222.5,107.8,0.0,3.6,8.8,6.0,1.88
Josh Okogie,$3.2k,SF,1,MIN,UTA,12,+6.5,220,106.8,0.0,7.3,19.8,5.8,1.8
W. Matthews,$3.0k,SF,1,MIL,MIA,6,-6,216.5,111.3,6.3,11.9,24.0,5.5,1.83
Saben Lee,$3.3k,PG,1,DET,WAS,4,+5,210,102.5,0.8,16.1,34.8,5.3,1.59
Davon Reed,$3.3k,SG/SF,1,DEN,NO,17,-2,212.5,107.3,0.0,9.6,23.3,4.5,1.36
CJ Elleby,$3.0k,SG/SF,1,POR,GSW,4,+14.5,216,100.8,0.0,3.5,6.3,4.3,1.42
KZ Okpala,$3.0k,PF,1,MIA,MIL,6,+6,216.5,105.3,0.0,2.7,10.8,3.5,1.17
Dean Wade,$4.5k,PF,13,CLE,CHI,2,-3,211,107,0.0,18.5,36.8,3.5,0.78
M. Flynn,$3.0k,PG/SG,2,TOR,OKC,25,-7.5,206,106.8,1.3,9.9,18.3,3.3,1.08
C. Kispert,$3.1k,SG/SF,1,WAS,DET,25,-5,210,107.5,1.5,7.3,15.0,3.3,1.05
K. Tillie,$3.0k,PF/C,1,MEM,DAL,8,-2.5,218,110.3,-0.5,6.7,14.5,3.0,1
Rodney Hood,$3.0k,SG,1,MIL,MIA,11,-6,216.5,111.3,1.3,6.0,14.8,2.8,0.92
Luka Garza,$3.0k,C,1,DET,WAS,29,+5,210,102.5,1.8,6.7,12.3,2.8,0.92
L. Stevens,$3.2k,SF/PF,1,CLE,CHI,28,-3,211,107,3.3,10.4,23.8,2.3,0.7
Trey Burke,$3.3k,PG,3,DAL,MEM,3,+2.5,218,107.8,4.3,12.3,21.8,2.0,0.61
J. Smart,$3.0k,PG,1,MIL,MIA,13,-6,216.5,111.3,7.3,14.1,21.0,1.3,0.42
J. Culver,$3.0k,SG/SF,1,MEM,DAL,16,-2.5,218,110.3,2.0,10.1,29.5,0.3,0.08
Semi Ojeleye O,$3.0k,PF,18,MIL,MIA,26,-6,216.5,111.3,3.5,10.3,16.8,0.0,0
T. Rozier O,$7.3k,PG/SG,6,CHA,PHI,5,+6,214,104,28.8,41.8,53.3,0.0,0
Matt Thomas O,$3.0k,SG,1,CHI,CLE,7,+3,211,104,0.0,4.8,9.3,0.0,0
E. Sumner O,$3.0k,PG,201,BKN,HOU,23,-3,224,113.5,4.5,12.0,20.0,0.0,0
D. Russell O,$9.2k,PG/SG,4,MIN,UTA,16,+6.5,220,106.8,32.5,44.4,60.5,0.0,0
S. Brown O,$3.0k,SG/SF,3,DAL,MEM,12,+2.5,218,107.8,7.5,12.8,17.8,0.0,0
W. Cauley-Stein O,$3.0k,C,10,DAL,MEM,3,+2.5,218,107.8,0.8,8.3,13.8,0.0,0
Nerlens Noel O,$4.1k,C,0,NY,IND,8,+5,209,102,3.8,15.3,24.3,0.0,0
Alex Caruso O,$5.0k,PG/SG,3,CHI,CLE,19,+3,211,104,10.3,25.6,37.3,0.0,0
D. House Jr. O,$3.0k,SF,2,HOU,BKN,1,+3,224,110.5,6.0,11.9,22.5,0.0,0
T.J. Warren O,$4.5k,PF,343,IND,NY,13,-5,209,107,7.8,24.4,35.0,0.0,0
J. Green O,$3.3k,SF/PF,5,CHI,CLE,23,+3,211,104,9.8,15.6,23.5,0.0,0
J. Brown O,$8.8k,SG/SF,6,BOS,LAC,21,+3.5,209.5,103,18.5,24.5,28.5,0.0,0
Ben Simmons O,$7.9k,PG/SF,170,PHI,CHA,8,-6,214,110,25.8,34.0,45.0,0.0,0
PJ Dozier O,$3.0k,SG,14,DEN,NO,17,-2,212.5,107.3,1.5,11.6,26.0,0.0,0
M. Carter-Williams O,$4.3k,PG,237,ORL,SAC,18,+7,222.5,107.8,14.0,22.6,35.5,0.0,0
D. DiVincenzo O,$4.6k,PG,194,MIL,MIA,13,-6,216.5,111.3,2.5,21.6,31.3,0.0,0
J. Murray O,$7.5k,SG,239,DEN,NO,17,-2,212.5,107.3,28.0,38.1,52.0,0.0,0
B. Clarke O,$3.7k,PF/C,5,MEM,DAL,8,-2.5,218,110.3,12.8,21.2,27.5,0.0,0
G. Riller O,$3.0k,PG,203,PHI,CHA,8,-6,214,110,0.0,4.9,9.0,0.0,0
T. Bryant O,$4.6k,C,332,WAS,DET,22,-5,210,107.5,0.0,23.7,45.0,0.0,0
M. Diakite O,$3.0k,SF/PF,161,OKC,TOR,26,+7.5,206,99.3,0.0,2.7,6.3,0.0,0
OG Anunoby O,$7.2k,SF,22,TOR,OKC,27,-7.5,206,106.8,22.5,32.7,48.5,0.0,0
Cody Zeller O,$3.2k,C,1,POR,GSW,14,+14.5,216,100.8,7.3,15.8,22.3,0.0,0
Khem Birch O,$4.6k,C,16,TOR,OKC,11,-7.5,206,106.8,11.8,20.5,34.8,0.0,0
A. Iguodala O,$3.0k,SF,21,GSW,POR,20,-14.5,216,115.3,7.3,14.9,23.5,0.0,0
J. Isaac O,$3.0k,PF/C,492,ORL,SAC,28,+7,222.5,107.8,5.3,26.9,48.8,0.0,0
A. Rivers O,$3.0k,SG,8,DEN,NO,17,-2,212.5,107.3,0.0,12.1,20.3,0.0,0
U. Azubuike O,$3.0k,C,19,UTA,MIN,27,-6.5,220,113.3,0.0,2.4,4.0,0.0,0
V. Oladipo O,$5.3k,PG,243,MIA,MIL,14,+6,216.5,105.3,19.8,29.0,45.3,0.0,0
M. Fultz O,$5.0k,PG,335,ORL,SAC,18,+7,222.5,107.8,5.0,22.6,35.0,0.0,0
J. McDaniels O,$3.5k,PF,6,CHA,PHI,22,+6,214,104,15.0,18.8,27.0,0.0,0
Sam Merrill O,$3.0k,SG,19,MEM,DAL,16,-2.5,218,110.3,1.3,6.5,12.5,0.0,0
T.J. McConnell O,$4.2k,PG,6,IND,NY,12,-5,209,107,0.0,18.1,28.3,0.0,0
Bam Adebayo O,$8.9k,C,8,MIA,MIL,5,+6,216.5,105.3,25.5,33.1,48.3,0.0,0
K. Irving O,$8.3k,PG,177,BKN,HOU,23,-3,224,113.5,23.8,37.3,48.3,0.0,0
C. Smith O,$3.0k,SG,"",DET,WAS,14,+5,210,102.5,"","","",0.0,0
C. Sexton O,$5.6k,PG,30,CLE,CHI,21,-3,211,107,8.3,20.4,32.3,0.0,0
Joe Harris O,$4.4k,SF,23,BKN,HOU,11,-3,224,113.5,8.8,19.7,33.5,0.0,0
CJ McCollum O,$9.0k,PG/SG,3,POR,GSW,7,+14.5,216,100.8,32.3,36.8,47.5,0.0,0
M. Porter Jr. O,$5.5k,PF,31,DEN,NO,5,-2,212.5,107.3,7.0,22.0,28.3,0.0,0
Ja Morant O,$9.6k,PG,11,MEM,DAL,26,-2.5,218,110.3,6.8,34.1,52.5,0.0,0
K. Olynyk O,$4.8k,C,27,DET,WAS,29,+5,210,102.5,15.5,23.2,36.0,0.0,0
H. Whiteside O,$3.3k,C,4,UTA,MIN,27,-6.5,220,113.3,3.3,9.9,19.8,0.0,0
K. Leonard O,$10.1k,PF,176,LAC,BOS,14,-3.5,209.5,106.5,37.0,51.2,66.0,0.0,0
M. Plumlee O,$4.3k,C,13,CHA,PHI,10,+6,214,104,12.0,22.2,33.8,0.0,0
John Wall O,$7.6k,PG,228,HOU,BKN,15,+3,224,110.5,11.8,36.4,56.3,0.0,0
M. Morris O,$3.0k,PF/C,29,MIA,MIL,6,+6,216.5,105.3,11.3,14.8,17.3,0.0,0
A. Simons O,$5.2k,PG/SG,5,POR,GSW,7,+14.5,216,100.8,1.5,24.4,37.0,0.0,0
Zion Williamson O,$9.9k,C,217,NO,DEN,13,+2,212.5,105.3,26.0,47.1,60.8,0.0,0
D. Lillard O,$10.2k,PG,8,POR,GSW,7,+14.5,216,100.8,26.0,41.3,56.5,0.0,0
J. Butler O,$9.7k,SF,1,MIA,MIL,30,+6,216.5,105.3,27.3,36.1,44.8,0.0,0
Klay Thompson O,$5.3k,SG,908,GSW,POR,2,-14.5,216,115.3,29.3,39.0,44.5,0.0,0
D. DeRozan O,$9.4k,PF,3,CHI,CLE,15,+3,211,104,36.8,42.0,49.0,0.0,0
G. Dragic O,$3.0k,PG/SG,24,TOR,OKC,25,-7.5,206,106.8,7.5,16.9,31.8,0.0,0
K. Porter Jr. O,$7.8k,PG,4,HOU,BKN,15,+3,224,110.5,17.8,34.1,54.0,0.0,0
J. Preston O,$3.0k,PG,"",LAC,BOS,24,-3.5,209.5,106.5,"","","",0.0,0
Coby White O,$3.5k,PG/SG,8,CHI,CLE,19,+3,211,104,7.8,15.9,30.5,0.0,0
Didi Louzada O,$3.0k,SG,32,NO,DEN,28,+2,212.5,105.3,1.3,4.8,15.3,0.0,0
D. Hommes O,$3.0k,PF,"",NO,DEN,24,+2,212.5,105.3,"","","",0.0,0
P. Williams O,$3.2k,SF,40,CHI,CLE,23,+3,211,104,6.8,12.4,16.0,0.0,0
J. Wiseman O,$4.3k,C,241,GSW,POR,25,-14.5,216,115.3,9.3,20.3,32.0,0.0,0
P. Achiuwa O,$4.6k,C,2,TOR,OKC,11,-7.5,206,106.8,10.8,21.3,33.0,0.0,0
E. Moore O,$3.0k,SG/SF,160,ORL,SAC,30,+7,222.5,107.8,2.8,6.9,12.8,0.0,0
J. Holiday O,$3.9k,SG/SF,8,IND,NY,8,-5,209,107,8.5,22.5,29.5,0.0,0
B. Lopez O,$5.1k,C,49,MIL,MIA,20,-6,216.5,111.3,15.5,18.5,23.3,0.0,0
Ish Smith O,$3.6k,PG,2,CHA,PHI,5,+6,214,104,1.5,10.0,37.3,0.0,0
K. Durant O,$11.3k,SF/PF,0,BKN,HOU,11,-3,224,113.5,40.3,52.3,69.8,0.0,0
Z. Williams O,$3.0k,SG/SF,1,MEM,DAL,16,-2.5,218,110.3,-0.5,8.6,15.0,0.0,0
Aron Baynes O,$3.0k,C,205,TOR,OKC,11,-7.5,206,106.8,7.3,18.7,31.0,0.0,0
J. Suggs O,$5.1k,PG,8,ORL,SAC,18,+7,222.5,107.8,11.5,25.5,32.5,0.0,0
LaMelo Ball O,$10.4k,PG/SG,6,CHA,PHI,5,+6,214,104,34.0,49.6,64.3,0.0,0
L. Aldridge O,$5.5k,C,0,BKN,HOU,7,-3,224,113.5,20.5,24.6,30.8,0.0,0
J. Green O,$4.5k,PG/SF,13,HOU,BKN,15,+3,224,110.5,11.0,19.8,30.8,0.0,0
