abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
L. Walker,Lonnie Walker,SG/SF,NY,15.8,"$4,300",3.67,20.90,9.1,2.4,1.6,0.5,0.3,1.0
J. Johnson,James Johnson,SF/PF,BKN,14.9,"$4,300",3.47,18.25,5.7,3.3,1.7,0.6,0.6,0.9
N. Noel,Nerlens Noel,C,NY,14.9,"$4,900",3.04,16.18,3.4,4.3,0.5,0.7,1.4,0.7
G. Williams,Grant Williams,PF,BOS,13.9,"$4,600",3.03,20.23,6.4,3.4,1.1,0.5,0.4,0.9
B. Brown,Bruce Brown Jr.,SG,BKN,13.5,"$4,200",3.21,16.23,5.4,3.6,1.1,0.6,0.3,0.6
C. Thomas,Cameron Thomas,SG,BKN,13.2,"$3,900",3.38,17.94,6.8,2.1,1.5,0.5,0.3,0.8
D. Powell,Dwight Powell,C/PF,BKN,13.1,"$4,300",3.05,15.09,5.0,3.5,1.0,0.5,0.5,0.6
W. Ellington,Wayne Ellington,SG,BOS,12.6,"$4,700",2.69,19.94,7.6,1.7,1.2,0.4,0.2,0.6
O. Toppin,Obi Toppin,PF,NY,12.6,"$4,200",2.99,15.02,5.6,3.3,0.8,0.4,0.4,0.6
N. Claxton,Nicolas Claxton,C/PF,BKN,11.9,"$3,500",3.4,12.40,3.9,3.5,0.6,0.4,0.7,0.4
J. Primo,Joshua Primo,SG,NY,11.6,"$3,500",3.32,14.50,6.6,1.9,1.3,0.4,0.1,0.7
R. Langford,Romeo Langford,SG,BOS,11.3,"$3,700",3.06,18.24,5.5,2.7,0.8,0.5,0.2,0.7
B. Forbes,Bryn Forbes,SG,NY,11.2,"$3,900",2.87,16.05,8.0,1.4,0.6,0.4,0.0,0.6
T. Jones,Tre Jones,PG,NY,11.2,"$3,700",3.02,14.28,5.6,1.4,2.2,0.5,0.0,0.9
B. Marjanovic,Boban Marjanovic,C,BKN,10.8,"$3,500",3.1,9.30,4.8,3.7,0.4,0.2,0.3,0.5
P. Millsap,Paul Millsap,PF/C,BKN,10.0,"$3,600",2.76,10.65,4.0,2.5,0.9,0.4,0.3,0.5
A. Reaves,Austin Reaves,SG,BOS,9.5,"$3,600",2.63,16.17,5.1,1.6,1.1,0.4,0.1,0.7
J. Parker,Jabari Parker,PF,BOS,9.3,"$3,500",2.67,10.06,4.5,2.4,0.7,0.3,0.2,0.6
P. Pritchard,Payton Pritchard,PG/SG,BOS,7.9,"$3,500",2.25,10.06,4.1,1.3,1.0,0.3,0.1,0.5
S. Brown,Sterling Brown,SG,BKN,4.4,"$3,800",1.16,5.65,1.9,1,0.4,0.2,0.1,0.2
K. Bates-Diop,Keita Bates-Diop,SF,NY,4.0,"$3,600",1.12,5.19,1.7,1.1,0.2,0.2,0.1,0.2
D. Sharpe,Day'Ron Sharpe,PF,BKN,0.7,"$3,500",0.19,0.67,0.3,0.3,0.0,0.0,0.0,0.0
M. Brown,Moses Brown,C,BKN,0.7,"$3,500",0.19,0.83,0.3,0.3,0.0,0.0,0.0,0.0
R. Rondo,Rajon Rondo,PG,BOS,0.5,"$4,100",0.11,0.57,0.2,0.1,0.1,0.0,0.0,0.0
J. McLaughlin,JaQuori McLaughlin,PG,BKN,0.4,"$3,500",0.1,0.37,0.2,0,0.1,0.0,0.0,0.0
J. Wieskamp,Joe Wieskamp,SF,NY,0.3,"$3,500",0.09,0.40,0.2,0.1,0.0,0.0,0.0,0.0
J. Huff,Jay Huff,C,BOS,0.2,"$3,500",0.06,0.30,0.1,0.1,0.0,0.0,0.0,0.0
E. Omoruyi,Eugene Omoruyi,SF,BKN,0.2,"$3,500",0.06,0.37,0.1,0.1,0.0,0.0,0.0,0.0
T. Burke,Trey Burke,PG/SG,BKN,0.1,"$3,800",0.03,0.24,0.1,0,0.0,0.0,0.0,0.0
D. Cacok,Devontae Cacok,PF/C,NY,0.1,"$3,500",0.03,0.16,0.1,0,0.0,0.0,0.0,0.0
D. Eubanks,Drew Eubanks,C/PF,NY,0.1,"$3,600",0.03,0.16,0.1,0,0.0,0.0,0.0,0.0
K. Walker,Kemba Walker,PG,NY,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
W. Selden Jr.,Wayne Selden Jr.,SG,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
K. Knox,Kevin Knox,SF/PF,NY,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
D. Vassell,Devin Vassell,SG,NY,0.0,"$5,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. Samanic,Luka Samanic,PF,NY,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Gibson,Taj Gibson,C,NY,0.0,"$3,800",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Green,Josh Green,SG,BKN,0.0,"$3,500",0,0.12,0.0,0,0.0,0.0,0.0,0.0
W. Cauley-Stein,Willie Cauley-Stein,C/PF,BKN,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
B. Griffin,Blake Griffin,PF/C,BKN,0.0,"$3,600",0,0.05,0.0,0,0.0,0.0,0.0,0.0
F. Ntilikina,Frank Ntilikina,PG,BKN,0.0,"$3,600",0,0.08,0.0,0,0.0,0.0,0.0,0.0
Q. Grimes,Quentin Grimes,SG,NY,0.0,"$3,700",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Carter,Jevon Carter,PG/SG,BKN,0.0,"$3,700",0,0.09,0.0,0,0.0,0.0,0.0,0.0
K. Edwards,Kessler Edwards,SF,BKN,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
B. Fernando,Bruno Fernando,PF,BOS,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Hernangomez,Juan Hernangomez,SF/PF,BOS,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Brown,Jaylen Brown,SF/SG,BOS,0.0,"$7,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
A. Nesmith,Aaron Nesmith,SG,BOS,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
B. Thomas,Brodric Thomas,SG,BOS,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
S. Hauser,Sam Hauser,PF,BOS,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Bazemore,Kent Bazemore,SF/SG,BOS,0.0,"$3,700",0,0.05,0.0,0,0.0,0.0,0.0,0.0
A. Bradley,Avery Bradley,SG,BOS,0.0,"$4,000",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Sims,Jericho Sims,C,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Landale,Jock Landale,C,NY,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
E. Kanter,Enes Kanter,C,BOS,0.0,"$3,800",0,0.01,0.0,0,0.0,0.0,0.0,0.0
D. Jordan,DeAndre Jordan,C,BOS,0.0,"$4,100",0,0.09,0.0,0,0.0,0.0,0.0,0.0
M. McBride,Miles McBride,PG,NY,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
