name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
S. Curry,$11.4k,PG,1,GSW,PHO,10,+3.5,221.5,109,27.0,51.2,62.3,50.0,4.39
J. Harden,$11.3k,PG,2,BKN,NY,14,-7.5,216.5,112,47.5,56.0,70.5,49.8,4.4
K. Durant,$11.1k,SF/PF,2,BKN,NY,12,-7.5,216.5,112,29.8,45.4,70.3,49.0,4.41
A. Davis Q,$10.6k,PF/C,1,LAL,SAC,12,-4,227,115.5,32.5,50.6,70.0,46.3,4.36
L. James Q,$10.4k,PG/SF,1,LAL,SAC,27,-4,227,115.5,18.3,45.3,59.8,46.3,4.45
CJ McCollum,$7.9k,PG/SG,0,POR,DET,24,-6.5,210.5,108.5,28.8,35.4,46.8,45.3,5.73
Fred VanVleet,$8.7k,PG/SG,1,TOR,MEM,29,-3.5,216.5,110,27.3,39.8,48.5,44.5,5.11
R. Westbrook,$10.8k,PG,1,LAL,SAC,27,-4,227,115.5,36.8,54.6,67.8,42.3,3.91
J. Randle,$9.4k,PF/C,2,NY,BKN,4,+7.5,216.5,104.5,26.5,39.5,50.5,41.0,4.36
P. Siakam,$8.5k,PF/C,1,TOR,MEM,16,-3.5,216.5,110,31.3,38.0,47.0,40.3,4.74
De'Aaron Fox,$8.4k,PG,1,SAC,LAL,26,+4,227,111.5,20.8,32.8,54.5,39.3,4.67
Chris Paul,$8.0k,PG,2,PHO,GSW,18,-3.5,221.5,112.5,21.0,32.9,40.0,37.8,4.72
D. Booker,$8.6k,PG/SG,2,PHO,GSW,18,-3.5,221.5,112.5,32.8,39.1,45.5,37.5,4.36
Cade Cunningham,$7.7k,PG/SG,1,DET,POR,20,+6.5,210.5,102,19.3,32.3,49.0,36.3,4.71
J. Nurkic,$6.4k,C,0,POR,DET,18,-6.5,210.5,108.5,22.3,37.5,59.3,36.0,5.63
J. Grant,$7.3k,PF,1,DET,POR,15,+6.5,210.5,102,23.5,40.0,49.5,36.0,4.93
D. Green,$7.2k,PF/C,1,GSW,PHO,6,+3.5,221.5,109,25.5,34.3,48.5,34.5,4.79
D. Ayton,$7.1k,C,2,PHO,GSW,8,-3.5,221.5,112.5,16.5,32.4,45.5,34.0,4.79
S. Barnes,$7.0k,SF/PF,1,TOR,MEM,4,-3.5,216.5,110,23.8,34.6,40.8,33.8,4.82
B. Hield,$6.6k,SG/SF,1,SAC,LAL,28,+4,227,111.5,23.5,31.9,44.5,32.5,4.92
A. Simons,$4.0k,PG/SG,0,POR,DET,24,-6.5,210.5,108.5,11.8,23.9,37.0,32.5,8.13
P. Achiuwa,$4.4k,C,1,TOR,MEM,29,-3.5,216.5,110,14.8,21.7,28.5,32.3,7.33
T. Haliburton,$6.9k,PG/SG,1,SAC,LAL,26,+4,227,111.5,8.8,27.8,51.0,32.3,4.67
J. Jackson Jr.,$6.7k,PF/C,1,MEM,TOR,27,+3.5,216.5,106.5,20.5,29.8,46.0,31.5,4.7
A. Wiggins,$6.8k,SG/SF,1,GSW,PHO,15,+3.5,221.5,109,29.8,37.4,48.0,30.3,4.45
Saddiq Bey,$5.8k,SF/PF,1,DET,POR,13,+6.5,210.5,102,13.5,22.4,27.8,30.0,5.17
Alec Burks,$5.6k,SG/SF,2,NY,BKN,1,+7.5,216.5,104.5,15.8,29.8,43.8,29.8,5.31
J. Poole,$6.5k,PG/SG,1,GSW,PHO,10,+3.5,221.5,109,24.5,34.8,45.5,29.5,4.54
