abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
D. Ayton,Deandre Ayton,C,LAC,34.6,"$7,200",4.81,30.97,16.8,9.7,1.6,0.7,1.1,1.6
B. Hield,Buddy Hield,SG/SF,IND,34.6,"$6,000",5.77,39.05,20.7,5.3,3.5,1.1,0.4,2.2
T. Harris,Tobias Harris,PF/SF,BOS,34.3,"$8,300",4.13,35.82,16.2,7.5,4.3,0.8,0.7,1.9
J. Allen,Jarrett Allen,C/PF,CLE,34.1,"$7,400",4.61,31.85,13.8,10.9,1.7,0.7,1.4,1.6
B. Portis,Bobby Portis,PF/C,IND,33.7,"$6,600",5.11,32.18,15.9,9.7,1.6,1.0,0.7,1.3
E. Mobley,Evan Mobley,C/PF,CLE,33.3,"$7,000",4.75,35.16,13.7,8.5,2.5,0.8,1.7,1.9
R. Jackson,Reggie Jackson,PG,LAC,32.2,"$6,800",4.73,32.25,18.3,3.8,5.4,0.9,0.2,2.1
C. Capela,Clint Capela,C,CLE,32.1,"$6,500",4.94,26.97,10.0,12.2,1.0,0.7,1.6,0.9
D. Bane,Desmond Bane,SG/SF,MEM,32.1,"$6,300",5.09,31.96,19.7,4.5,2.9,1.0,0.4,1.6
O. Brissett,Oshae Brissett,SF,IND,31.6,"$6,800",4.64,37.05,14.6,8.1,1.5,1.2,0.9,1.3
J. Brunson,Jalen Brunson,PG/SG,DAL,31.3,"$6,000",5.21,33.99,17.0,4.4,5.2,0.9,0.1,1.8
K. Lowry,Kyle Lowry,PG,DAL,31.1,"$5,900",5.27,34.96,12.0,5,7.6,1.1,0.4,2.8
J. Smith,Jalen Smith,PF/C,IND,30.3,"$5,700",5.32,26.81,16.4,8.3,0.7,0.5,1.0,1.6
A. Horford,Al Horford,PF/C,BOS,29.9,"$6,500",4.6,31.96,9.8,7.6,3.9,0.8,1.3,1.2
L. Stephenson,Lance Stephenson,SF,IND,29.7,"$5,100",5.83,27.04,16.6,4.3,4.9,0.8,0.1,2.1
L. Kennard,Luke Kennard,SG/SF,LAC,29.3,"$4,500",6.52,30.25,18.5,3.9,3.1,0.7,0.2,1.2
M. Smart,Marcus Smart,SG/PG,BOS,29.0,"$7,200",4.03,33.96,11.2,4,6.0,1.6,0.4,2.0
T. Jones,Tyus Jones,PG,MEM,29.0,"$3,800",7.63,28.96,12.1,3.4,6.6,1.3,0.1,1.3
B. Bogdanovic,Bogdan Bogdanovic,SF/SG,CLE,28.9,"$6,700",4.31,32.96,15.6,4.3,3.5,1.1,0.3,1.3
T. Maxey,Tyrese Maxey,PG/SG,BOS,28.6,"$8,100",3.53,33.83,14.9,3.6,4.9,0.7,0.4,1.3
D. White,Derrick White,PG,BOS,28.3,"$6,100",4.64,29.96,12.7,3.5,5.0,0.9,0.9,1.5
M. Harrell,Montrezl Harrell,C/PF,CHA,27.9,"$5,600",4.97,25.27,15.1,6.5,1.5,0.6,0.7,1.2
P. Beverley,Patrick Beverley,PG,CHA,27.9,"$5,500",5.06,28.84,11.0,4.5,4.5,1.1,0.9,1.3
M. Bridges,Mikal Bridges,SF/PF,LAC,27.8,"$5,900",4.71,36.88,13.6,4.7,2.5,1.2,0.7,0.9
D. Hunter,De'Andre Hunter,SF,CLE,27.2,"$5,200",5.23,35.96,15.3,5.1,1.9,1.0,0.5,1.6
K. Love,Kevin Love,PF/C,CLE,26.9,"$5,600",4.8,23.92,13.8,7.5,2.2,0.5,0.2,1.3
J. Vanderbilt,Jarred Vanderbilt,PF,CHA,26.7,"$4,500",5.92,26.84,8.1,9,1.7,1.3,0.8,1.1
K. Oubre,Kelly Oubre,SF/SG,CHA,26.4,"$5,800",4.56,26.88,16.0,4.4,1.1,1.0,0.5,1.0
M. Morris,Marcus Morris,PF/SF,LAC,26.3,"$5,700",4.61,28.22,16.3,4.5,1.9,0.7,0.3,1.3
S. Dinwiddie,Spencer Dinwiddie,PG,DAL,26.1,"$5,600",4.65,27.99,12.0,4.3,5.2,0.7,0.2,1.6
H. Jones,Herbert Jones,PF,MEM,26.0,"$5,500",4.72,32.90,11.0,4.4,2.4,1.5,1.0,1.4
D. Melton,De'Anthony Melton,SG/PG,MEM,25.9,"$5,600",4.63,23.97,11.8,4.2,3.4,1.3,0.6,1.7
D. Finney-Smith,Dorian Finney-Smith,SF/SG,DAL,25.7,"$4,900",5.24,35.99,11.4,5.8,2.0,1.2,0.6,1.1
I. Zubac,Ivica Zubac,C,LAC,25.6,"$5,800",4.41,26.21,9.8,8.5,1.8,0.5,1.0,1.6
K. Anderson,Kyle Anderson,SF/PF,MEM,25.1,"$4,900",5.13,22.97,10.6,5.1,3.2,1.0,0.6,1.2
T. Mann,Terance Mann,SG/SF,LAC,25.0,"$6,000",4.16,30.25,11.8,5.6,3.1,0.8,0.2,1.2
S. Adams,Steven Adams,C,MEM,24.7,"$6,900",3.58,24.97,7.9,8.5,2.6,0.8,0.6,1.5
K. Huerter,Kevin Huerter,SG/SF,CLE,23.7,"$5,300",4.47,31.96,11.8,3.5,3.4,1.0,0.3,1.3
G. Bitadze,Goga Bitadze,C,IND,23.3,"$4,200",5.54,20.02,10.0,5,1.3,0.5,1.6,1.0
P. Washington,PJ Washington,PF/C,CHA,23.1,"$4,800",4.82,25.60,10.0,5.2,2.0,0.8,1.0,1.5
I. Hartenstein,Isaiah Hartenstein,PF,LAC,23.1,"$3,700",6.24,16.13,10.7,4.7,2.1,0.6,1.0,1.2
D. Graham,Devonte' Graham,PG/SG,MEM,23.1,"$4,900",4.71,27.92,11.5,2.4,4.8,0.9,0.1,1.5
B. Clarke,Brandon Clarke,PF,MEM,23.0,"$5,700",4.04,20.97,10.6,5.2,1.6,0.7,0.8,0.7
R. Covington,Robert Covington,PF/SF,LAC,22.9,"$5,000",4.59,24.20,9.8,4.9,1.5,1.1,0.9,1.0
M. Plumlee,Mason Plumlee,C,CHA,22.9,"$5,200",4.4,25.49,5.9,7.9,3.0,0.8,0.7,1.5
G. Allen,Grayson Allen,SG,IND,22.7,"$4,300",5.29,32.07,11.7,3.7,2.4,1.0,0.3,0.9
J. McGee,JaVale McGee,C,LAC,22.1,"$5,000",4.41,16.97,9.7,6.6,0.9,0.4,1.1,1.4
D. Gallinari,Danilo Gallinari,SF/PF,CLE,21.5,"$5,000",4.31,25.97,11.9,4.7,1.6,0.6,0.2,0.8
D. Robinson,Duncan Robinson,SG,DAL,21.2,"$5,000",4.24,30.01,13.0,3.3,1.7,0.6,0.3,1.0
M. Thybulle,Matisse Thybulle,SF,BOS,21.2,"$4,800",4.41,31.95,6.0,3,1.7,2.0,1.3,0.9
J. Crowder,Jae Crowder,PF/SF,LAC,21.0,"$5,200",4.04,27.00,9.3,4.9,1.9,0.9,0.4,0.9
G. Williams,Grant Williams,PF,BOS,20.8,"$3,800",5.48,31.96,8.4,5.2,1.8,0.8,0.8,1.3
N. Batum,Nicolas Batum,SF/PF,LAC,20.8,"$3,700",5.62,27.22,7.6,4.7,2.5,1.0,0.6,1.0
G. Vincent,Gabe Vincent,PG,DAL,20.6,"$4,300",4.79,27.01,10.9,2.3,3.3,1.0,0.2,1.6
D. Powell,Dwight Powell,C/PF,DAL,20.5,"$4,000",5.12,24.99,7.9,5.8,1.4,0.8,0.7,1.0
J. Green,Josh Green,SG,DAL,20.2,"$3,700",5.46,25.01,9.5,4,2.0,1.0,0.3,1.0
J. Hayes,Jaxson Hayes,PF,MEM,20.1,"$3,700",5.44,20.94,9.8,5.2,0.8,0.5,0.8,1.0
M. Kleber,Maxi Kleber,PF,DAL,19.9,"$4,600",4.33,26.99,6.9,5.9,1.3,0.6,1.0,0.8
L. Wigginton,Lindell Wigginton,PG,IND,19.7,"$3,500",5.62,22.05,9.6,2.3,3.6,0.8,0.3,1.4
D. Green,Danny Green,SG/SF,BOS,19.3,"$3,700",5.22,27.86,7.8,3.5,1.8,1.2,0.7,1.1
Z. Williams,Ziaire Williams,SF,MEM,19.3,"$3,700",5.21,28.96,11.5,2.7,1.5,0.8,0.3,1.0
J. Konchar,John Konchar,SF/SG,MEM,19.0,"$3,800",4.99,21.97,7.5,4.9,2.0,0.8,0.3,0.7
A. Coffey,Amir Coffey,SF/SG,LAC,18.8,"$3,800",4.94,20.17,11.4,2.7,1.9,0.6,0.1,0.8
S. Ibaka,Serge Ibaka,PF/C,IND,18.8,"$4,300",4.37,19.10,8.0,5.1,1.5,0.3,0.8,0.9
M. Strus,Max Strus,SG,DAL,18.7,"$3,700",5.04,25.01,11.8,3,1.3,0.5,0.2,0.8
P. Tucker,P.J. Tucker,PF/C,DAL,18.3,"$4,000",4.56,29.01,7.1,5,1.7,0.8,0.4,1.0
T. Craig,Torrey Craig,SG,LAC,18.2,"$5,300",3.43,19.89,8.6,4.2,1.3,0.6,0.5,0.7
I. Okoro,Isaac Okoro,SF/SG,CLE,18.0,"$3,900",4.6,28.87,9.5,3,1.7,0.8,0.3,1.0
C. Johnson,Cameron Johnson,SF,LAC,17.8,"$4,400",4.05,21.88,9.8,3.3,1.3,0.7,0.2,0.6
J. Nwora,Jordan Nwora,PF/SF,IND,17.7,"$3,500",5.07,21.05,9.2,3.9,1.1,0.7,0.4,1.1
O. Okongwu,Onyeka Okongwu,C,CLE,17.7,"$4,300",4.11,17.98,6.5,4.8,0.8,0.6,1.1,0.9
J. Bouknight,James Bouknight,SG,CHA,17.6,"$3,800",4.64,20.29,10.7,2.9,1.5,0.6,0.1,0.9
J. Alvarado,Jose Alvarado,PG,MEM,17.5,"$3,900",4.49,17.95,7.8,2.1,3.0,1.0,0.2,0.9
M. Beasley,Malik Beasley,SF/SG,CHA,17.5,"$4,700",3.71,19.81,11.2,2.5,1.5,0.5,0.1,0.8
G. Niang,Georges Niang,PF/SF,BOS,16.7,"$3,700",4.5,24.96,8.8,3.5,1.7,0.5,0.2,1.0
E. Payton,Elfrid Payton,PG,LAC,15.9,"$4,400",3.62,15.91,8.3,2.4,2.5,0.6,0.1,1.1
S. Milton,Shake Milton,PG/SG,BOS,15.7,"$3,700",4.25,19.97,8.1,2.2,2.8,0.5,0.2,1.3
D. Wade,Dean Wade,PF/SF,CLE,15.6,"$3,900",4.01,21.17,7.3,3.6,1.2,0.6,0.3,0.5
T. Thompson,Tristan Thompson,C/PF,IND,15.4,"$3,500",4.41,15.02,7.2,4.9,0.7,0.3,0.4,0.8
T. Prince,Taurean Prince,SF/PF,CHA,15.1,"$3,500",4.3,17.84,7.7,2.8,1.4,0.6,0.3,0.8
J. McDaniels,Jaden McDaniels,PF,CHA,14.4,"$3,900",3.7,19.93,6.5,3.2,1.0,0.5,0.6,0.7
C. Osman,Cedi Osman,SF/PF,CLE,14.4,"$4,300",3.34,16.92,7.9,2.1,1.7,0.6,0.1,0.7
T. Taylor,Terry Taylor,SG,IND,14.1,"$4,400",3.21,12.02,7.8,3.3,1.1,0.3,0.1,0.5
O. Yurtseven,Omer Yurtseven,C,DAL,14.1,"$3,500",4.03,12.09,5.3,4.8,0.9,0.3,0.5,0.7
D. Wright,Delon Wright,PG/SG,CLE,14.1,"$3,800",3.71,15.98,4.9,2.5,2.4,0.9,0.2,0.7
L. Williams,Lou Williams,SG/PG,CLE,13.6,"$3,500",3.88,15.98,7.3,1.7,2.3,0.5,0.1,1.0
D. Theis,Daniel Theis,PF/C,BOS,13.5,"$3,600",3.74,15.98,5.4,3.8,1.0,0.4,0.5,0.7
G. Monroe,Greg Monroe,C,IND,13.3,"$4,200",3.16,13.03,4.8,3.8,1.2,0.4,0.5,0.6
J. McLaughlin,Jordan McLaughlin,PG,CHA,13.2,"$3,800",3.48,14.92,4.5,1.7,3.4,0.7,0.1,0.8
R. Rondo,Rajon Rondo,PG,CLE,13.1,"$4,100",3.2,13.94,4.9,2.1,3.2,0.6,0.1,1.2
D. Washington,Duane Washington Jr.,SG,IND,12.8,"$3,800",3.38,14.02,8.7,1.4,1.3,0.4,0.0,0.7
N. Reid,Naz Reid,C,CHA,12.4,"$4,600",2.7,11.06,6.2,2.7,0.6,0.3,0.6,0.6
F. Korkmaz,Furkan Korkmaz,SG/SF,BOS,12.1,"$3,900",3.09,16.97,6.0,2,1.7,0.5,0.1,0.7
W. Hernangomez,Willy Hernangomez,PF/C,MEM,11.4,"$3,700",3.09,10.00,4.7,3.9,0.7,0.2,0.3,0.5
D. Bertans,Davis Bertans,SF,DAL,10.3,"$3,500",2.95,13.00,6.6,1.6,0.4,0.3,0.2,0.3
F. Ntilikina,Frank Ntilikina,PG,DAL,9.8,"$3,500",2.8,12.00,5.1,1.3,1.1,0.5,0.2,0.6
P. Millsap,Paul Millsap,PF/C,BOS,9.1,"$3,500",2.59,9.98,3.4,2.5,0.9,0.3,0.3,0.5
P. Pritchard,Payton Pritchard,PG/SG,BOS,8.7,"$3,500",2.49,12.03,4.2,1.5,1.4,0.3,0.1,0.6
K. Sykes,Keifer Sykes,PG,IND,8.6,"$3,500",2.46,9.93,5.2,1.1,1.0,0.3,0.1,0.6
K. Jones,Kai Jones,C,CHA,8.3,"$3,500",2.38,8.01,3.9,2.1,0.6,0.2,0.3,0.5
K. Guy,Kyle Guy,SG,DAL,7.7,"$3,500",2.2,10.00,4.2,1.2,1.1,0.3,0.0,0.5
N. Marshall,Naji Marshall,SF,MEM,7.0,"$3,600",1.94,7.98,3.0,1.6,0.9,0.3,0.1,0.5
G. Clark,Gary Clark,PF,MEM,7.0,"$3,600",1.93,10.00,2.6,2,0.5,0.3,0.2,0.3
G. Temple,Garrett Temple,SF,MEM,6.6,"$3,500",1.89,10.00,3.0,1.1,0.8,0.3,0.2,0.4
A. Nesmith,Aaron Nesmith,SG,BOS,6.6,"$3,500",1.88,9.99,2.9,1.9,0.4,0.3,0.1,0.4
B. Boston Jr.,Brandon Boston Jr.,SG,LAC,5.2,"$3,500",1.5,5.04,3.2,0.7,0.4,0.2,0.1,0.3
P. Reed,Paul Reed,PF/C,BOS,4.7,"$4,700",0.99,4.99,1.5,1.5,0.3,0.2,0.2,0.3
J. Culver,Jarrett Culver,SF/SG,MEM,4.5,"$3,500",1.28,4.99,2.2,0.9,0.4,0.2,0.1,0.3
S. Brown,Sterling Brown,SG,DAL,2.8,"$3,500",0.81,4.00,1.6,0.7,0.2,0.1,0.0,0.2
N. Richards,Nick Richards,C,CHA,0.3,"$3,500",0.09,0.41,0.2,0.1,0.0,0.0,0.0,0.0
I. Joe,Isaiah Joe,PG,BOS,0.2,"$3,500",0.06,0.55,0.2,0,0.0,0.0,0.0,0.0
J. Nowell,Jaylen Nowell,PG,CHA,0.1,"$3,500",0.03,0.13,0.1,0,0.0,0.0,0.0,0.0
S. Mays,Skylar Mays,SG,CLE,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
L. Stevens,Lamar Stevens,PF,CLE,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
D. Windler,Dylan Windler,SG,CLE,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
K. Knox,Kevin Knox,SF/PF,CLE,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Collins,John Collins,PF/C,CLE,0.0,"$7,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Johnson,Jalen Johnson,SF,CLE,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
B. Goodwin,Brandon Goodwin,PG,CLE,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
S. Cooper,Sharife Cooper,PG,CLE,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
C. Brown,Charlie Brown Jr.,SF,BOS,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
B. Thomas,Brodric Thomas,SG,BOS,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
R. Williams,Robert Williams,PF/C,BOS,0.0,"$7,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Harden,James Harden,SG/SF,BOS,0.0,"$9,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
R. Nembhard,RJ Nembhard Jr.,SG,CLE,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
K. Pangos,Kevin Pangos,SG,CLE,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
L. Markkanen,Lauri Markkanen,PF/SF,CLE,0.0,"$4,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,SF/SG,CLE,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
D. Dedmon,Dewayne Dedmon,C,DAL,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
B. Marjanovic,Boban Marjanovic,C,DAL,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
R. Bullock,Reggie Bullock,SG,DAL,0.0,"$4,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Burke,Trey Burke,PG/SG,DAL,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Morris,Markieff Morris,PF/SF,DAL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
U. Haslem,Udonis Haslem,PF,DAL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Chriss,Marquese Chriss,PF,DAL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Pinson,Theo Pinson,SG/SF,DAL,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
E. Davis,Ed Davis,C,CLE,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
G. Dieng,Gorgui Dieng,C,CLE,0.0,"$4,000",0,0.07,0.0,0,0.0,0.0,0.0,0.0
C. Martin,Caleb Martin,SG/SF,DAL,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Silva,Chris Silva,PF,DAL,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
T. Herro,Tyler Herro,SG/SF,DAL,0.0,"$6,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Bassey,Charles Bassey,C,BOS,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
W. Matthews,Wesley Matthews,SG,IND,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
S. Mamukelashvili,Sandro Mamukelashvili,PF/C,IND,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
C. Duarte,Chris Duarte,SF,IND,0.0,"$5,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Jackson,Isaiah Jackson,PF,IND,0.0,"$5,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Brogdon,Malcolm Brogdon,PG/SG,IND,0.0,"$6,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Hill,George Hill,PG,IND,0.0,"$3,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Antetokounmpo,Thanasis Antetokounmpo,SF/PF,IND,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
B. Biyombo,Bismack Biyombo,C,LAC,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
R. Hood,Rodney Hood,SG/SF,LAC,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Scrubb,Jay Scrubb,SG,LAC,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
I. Wainright,Ish Wainright,SF,LAC,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
A. Holiday,Aaron Holiday,PG,LAC,0.0,"$3,600",0,0.02,0.0,0,0.0,0.0,0.0,0.0
S. Ojeleye,Semi Ojeleye,SF,LAC,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
C. Payne,Cameron Payne,PG/SG,LAC,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
Y. Pons,Yves Pons,SF,MEM,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Murphy III,Trey Murphy III,SF,MEM,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
N. Knight,Nathan Knight,PF,CHA,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
J. Thor,JT Thor,PF,CHA,0.0,"$3,700",0,0.10,0.0,0,0.0,0.0,0.0,0.0
J. McDaniels,Jalen McDaniels,PF,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Martin,Cody Martin,SG/PG,CHA,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Layman,Jake Layman,SF/PF,CHA,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Okogie,Josh Okogie,SF/SG,CHA,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
M. Wright,McKinley Wright IV,PG,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Snell,Tony Snell,SF/SG,MEM,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
K. Tillie,Killian Tillie,PF,MEM,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
S. Aldama,Santi Aldama,PF,MEM,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
X. Tillman,Xavier Tillman,PF,MEM,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Terry,Tyrell Terry,PG,MEM,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Morant,Ja Morant,PG,MEM,0.0,"$10,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Powell,Myles Powell,SG,BOS,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
