abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
N. Jokic,Nikola Jokic,C,DEN,60.2,"$11,800",5.1,34.93,27.0,13.3,9.3,1.3,0.9,3.3
J. Harden,James Harden,SG/SF,LAL,58.5,"$10,500",5.57,37.98,28.8,8.3,12.0,1.3,0.7,4.3
J. Embiid,Joel Embiid,C,NO,55.2,"$11,200",4.93,31.66,31.3,10.3,5.2,0.9,1.3,2.9
L. James,LeBron James,SF/PF,LAL,50.8,"$10,700",4.74,36.67,27.4,8.1,6.9,1.3,0.9,3.3
P. Siakam,Pascal Siakam,PF,CHA,50.5,"$9,100",5.55,40.19,25.9,9.8,6.6,1.2,0.7,2.8
L. Doncic,Luka Doncic,PG/SG,DAL,49.0,"$11,400",4.3,35.65,25.7,8.2,8.6,1.2,0.5,4.5
D. Murray,Dejounte Murray,PG/SG,SA,46.9,"$10,300",4.55,34.83,20.7,7.9,8.6,1.8,0.2,2.2
K. Towns,Karl-Anthony Towns,C,MIN,44.5,"$9,500",4.68,34.31,24.4,9,4.3,0.9,1.1,3.2
J. Tatum,Jayson Tatum,SF/PF,SAC,44.3,"$9,100",4.87,35.97,26.9,7.8,4.1,1.0,0.5,2.6
S. Curry,Stephen Curry,PG,DAL,42.1,"$9,800",4.3,34.92,24.6,5.3,6.7,1.2,0.3,3.4
J. Nurkic,Jusuf Nurkic,C,MIN,41.2,"$8,500",4.84,31.64,16.4,12.1,4.1,1.3,1.0,2.8
R. Westbrook,Russell Westbrook,PG,LAL,40.6,"$8,100",5.01,30.88,17.3,8.7,8.1,1.1,0.3,3.5
L. Ball,LaMelo Ball,PG,CHA,40.1,"$7,800",5.14,32.99,18.4,6.8,7.3,1.5,0.4,3.1
J. Brown,Jaylen Brown,SF/SG,SAC,39.8,"$8,500",4.68,36.97,24.4,6.6,3.4,1.2,0.5,2.7
B. Beal,Bradley Beal,SG,LAC,39.4,"$9,000",4.38,36.12,23.6,4.7,5.9,1.1,0.4,3.2
C. Wood,Christian Wood,PF/C,SA,39.3,"$8,300",4.73,30.92,19.8,10.5,2.0,0.8,1.1,1.8
T. Haliburton,Tyrese Haliburton,PG/SG,SAC,38.1,"$7,700",4.95,35.84,16.6,3.9,8.1,1.7,0.6,2.2
K. Porzingis,Kristaps Porzingis,PF/C,DAL,37.9,"$8,200",4.62,31.69,19.2,8.7,1.9,0.7,1.6,1.5
O. Anunoby,OG Anunoby,SF/PF,CHA,37.4,"$6,300",5.94,39.79,20.5,6.1,3.0,1.7,0.7,2.1
M. Bridges,Miles Bridges,SF,CHA,37.1,"$8,500",4.36,35.99,20.3,7.2,3.1,0.9,0.9,1.9
C. McCollum,C.J. McCollum,SG,MIN,36.6,"$7,900",4.64,34.76,20.9,4.1,5.2,1.1,0.5,1.8
T. Harris,Tobias Harris,PF/SF,NO,36.5,"$8,000",4.56,36.48,18.1,7.4,4.2,0.9,0.8,1.9
R. Williams,Robert Williams,PF/C,SAC,35.6,"$6,900",5.16,31.97,10.7,10.6,2.5,1.0,2.3,1.5
D. Russell,D'Angelo Russell,SG/PG,MIN,35.3,"$7,600",4.65,32.32,18.5,3.4,7.1,1.1,0.5,2.7
J. Poeltl,Jakob Poeltl,C,SA,35.1,"$7,700",4.56,30.85,12.9,10.1,2.2,0.8,2.0,1.6
A. Edwards,Anthony Edwards,SF/SG,MIN,35.1,"$6,700",5.23,35.18,20.9,5.1,3.5,1.3,0.5,2.6
J. Alvarado,Jose Alvarado,PG,NO,34.5,"$4,100",8.42,31.74,17.2,3.8,6.3,1.5,0.2,1.8
T. Rozier,Terry Rozier,SG/PG,CHA,33.8,"$8,000",4.22,34.99,18.9,4.3,4.4,1.2,0.4,1.7
T. Davis,Terence Davis II,SG/SF,SAC,33.4,"$6,700",4.98,33.89,18.9,5.1,3.1,1.4,0.5,2.0
D. White,Derrick White,PG,SA,33.1,"$6,900",4.79,29.85,15.7,3.3,6.0,1.0,1.0,1.6
N. Alexander-Walker,Nickeil Alexander-Walker,SG/SF,NO,33.0,"$3,800",8.68,33.72,18.9,4.7,3.9,1.1,0.5,2.2
T. Maxey,Tyrese Maxey,PG/SG,NO,32.7,"$5,900",5.54,37.47,18.1,3.8,4.9,0.9,0.5,1.5
K. Kuzma,Kyle Kuzma,SF/PF,LAC,32.4,"$8,000",4.05,31.25,15.9,8.8,2.6,0.6,0.7,1.9
C. Cunningham,Cade Cunningham,PG/SG,DEN,32.2,"$6,800",4.73,31.97,15.9,5.4,5.0,1.2,0.6,3.1
J. Hayes,Jaxson Hayes,PF,NO,32.0,"$3,900",8.21,28.76,16.8,7.5,1.2,0.7,1.2,1.3
C. Boucher,Chris Boucher,C/PF,CHA,31.3,"$7,100",4.41,28.13,14.0,7.7,1.1,0.8,1.7,1.1
K. Porter,Kevin Porter Jr.,SF/PG,SA,30.8,"$6,200",4.96,30.92,15.6,4.3,6.2,1.0,0.3,3.2
A. Gordon,Aaron Gordon,PF,DEN,30.3,"$6,700",4.52,33.98,15.2,5.3,3.8,0.8,0.9,2.1
R. Jackson,Reggie Jackson,PG,LAC,30.2,"$6,800",4.44,32.46,17.7,3.8,4.6,0.9,0.1,2.0
A. Davis,Anthony Davis,PF/C,LAL,29.9,"$9,000",3.33,25.28,13.4,6.9,2.1,0.8,1.4,1.5
A. Simons,Anfernee Simons,PG/SG,MIN,29.9,"$7,800",3.83,34.76,18.4,3.8,4.0,0.7,0.2,1.8
S. Dinwiddie,Spencer Dinwiddie,PG,LAC,29.6,"$6,700",4.42,30.24,13.3,4.5,6.4,0.8,0.2,1.7
H. Barnes,Harrison Barnes,SF/PF,SAC,29.5,"$6,000",4.92,34.84,15.3,6.4,3.5,0.8,0.2,1.7
P. Achiuwa,Precious Achiuwa,PF/C,CHA,29.3,"$4,100",7.15,34.10,11.3,9.5,1.8,0.9,1.0,1.8
M. Smart,Marcus Smart,SG/PG,SAC,29.1,"$6,300",4.62,32.97,12.9,3.7,5.5,1.5,0.3,1.9
R. Holmes,Richaun Holmes,C/PF,SAC,29.0,"$5,900",4.92,27.87,12.2,8.1,1.8,0.6,1.3,1.3
J. Brunson,Jalen Brunson,PG/SG,DAL,29.0,"$5,400",5.36,33.67,14.8,4.3,5.2,1.0,0.0,1.8
A. Wiggins,Andrew Wiggins,SF,DAL,28.9,"$6,300",4.59,31.81,16.2,4.5,2.4,0.9,0.9,1.7
N. Powell,Norman Powell,SF/SG,MIN,28.4,"$7,400",3.84,31.70,19.0,3,2.2,1.1,0.3,1.7
R. Covington,Robert Covington,PF/SF,MIN,28.2,"$5,500",5.13,33.77,10.0,6.8,1.9,1.5,1.3,1.2
H. Jones,Herbert Jones,PF,NO,28.2,"$5,900",4.77,34.71,12.8,4.6,2.7,1.4,1.0,1.4
T. Mann,Terance Mann,SG/SF,LAC,27.7,"$4,200",6.6,30.46,15.4,5.7,2.6,0.7,0.2,1.1
P. Washington,PJ Washington,PF/C,CHA,27.5,"$4,800",5.73,28.99,12.1,6.1,2.4,0.9,1.2,1.8
S. Bey,Saddiq Bey,SF,DEN,27.5,"$5,600",4.9,32.97,15.4,5.8,2.0,0.9,0.2,1.2
J. Tate,Jae'Sean Tate,SF/PF,SA,27.4,"$5,700",4.81,27.93,12.5,5.8,2.9,1.1,0.6,1.5
K. Johnson,Keldon Johnson,PF/SF,SA,27.4,"$5,300",5.16,31.84,15.1,6.5,1.7,0.8,0.3,1.4
L. Aldridge,LaMarcus Aldridge,C/PF,LAL,27.4,"$5,700",4.8,24.98,14.7,5.5,1.5,0.5,1.1,1.0
J. Vanderbilt,Jarred Vanderbilt,PF,MIN,27.1,"$5,600",4.84,28.04,7.5,9.4,1.8,1.4,0.9,1.3
I. Zubac,Ivica Zubac,C,LAC,26.9,"$5,800",4.64,27.36,10.4,9,1.6,0.5,1.1,1.5
K. Oubre,Kelly Oubre,SF/SG,CHA,26.6,"$5,300",5.02,28.99,15.2,4.9,1.3,1.0,0.6,1.2
P. Beverley,Patrick Beverley,PG,MIN,26.3,"$6,000",4.38,29.07,9.7,4.5,4.3,1.1,0.9,1.3
A. Horford,Al Horford,PF/C,SAC,26.2,"$5,500",4.77,26.98,9.3,6.7,3.2,0.7,1.0,1.0
B. Hield,Buddy Hield,SG/SF,SAC,26.0,"$5,400",4.81,28.07,15.0,3.9,3.0,0.8,0.3,1.5
W. Hernangomez,Willy Hernangomez,PF/C,NO,25.6,"$3,500",7.31,19.83,11.5,8.2,1.5,0.5,0.5,1.0
C. Martin,Cody Martin,SG/PG,CHA,25.5,"$3,600",7.09,32.99,9.7,5.4,3.3,1.4,0.5,1.3
G. Trent,Gary Trent Jr.,SG/SF,CHA,25.5,"$5,000",5.11,35.16,15.2,2.9,2.1,1.4,0.2,1.1
M. Bagley III,Marvin Bagley III,PF/C,SAC,25.3,"$5,700",4.44,24.69,13.4,7.3,1.1,0.5,0.4,1.2
M. Morris,Monte Morris,PG,DEN,25.0,"$4,400",5.69,29.98,12.6,2.9,4.5,0.8,0.3,1.1
N. Batum,Nicolas Batum,SF/PF,LAC,24.6,"$6,200",3.97,30.16,9.8,5.3,2.5,1.2,0.7,1.0
O. Porter,Otto Porter,SF/PF,DAL,24.6,"$5,900",4.17,28.93,8.6,6.9,2.6,1.1,0.5,1.0
F. Korkmaz,Furkan Korkmaz,SG/SF,NO,24.6,"$4,400",5.58,35.50,12.0,4.1,3.3,1.2,0.2,1.5
N. Claxton,Nicolas Claxton,C/PF,LAL,24.3,"$4,700",5.16,22.99,9.7,6.3,1.2,0.7,1.3,0.8
I. Stewart,Isaiah Stewart,PF,DEN,23.9,"$5,500",4.34,23.98,8.8,7.6,1.1,0.5,1.3,1.1
P. Mills,Patrick Mills,SG/PG,LAL,23.7,"$5,200",4.56,33.98,13.9,2.4,3.3,0.9,0.2,1.3
J. Green,Jeff Green,PF/SF,DEN,23.2,"$4,600",5.05,31.98,11.8,4.8,2.1,0.6,0.6,1.1
G. Temple,Garrett Temple,SF,NO,23.2,"$3,600",6.43,32.73,10.7,4,2.9,1.0,0.6,1.5
K. Edwards,Kessler Edwards,SF,LAL,23.1,"$4,200",5.49,33.98,9.7,5.8,1.4,1.1,0.8,1.4
E. Gordon,Eric Gordon,SF/SG,SA,22.9,"$4,900",4.68,30.92,13.5,2.4,3.3,0.7,0.5,2.0
D. Finney-Smith,Dorian Finney-Smith,SF/SG,DAL,22.3,"$4,300",5.19,31.69,9.7,5.1,1.8,1.1,0.5,1.0
M. Harrell,Montrezl Harrell,C/PF,LAC,22.3,"$5,400",4.13,20.20,11.2,5.5,1.4,0.5,0.6,0.9
T. Lyles,Trey Lyles,PF,DEN,22.3,"$5,400",4.12,24.03,11.1,6,1.3,0.5,0.5,1.0
T. Hardaway Jr.,Tim Hardaway Jr.,SG/SF,DAL,22.2,"$5,000",4.45,27.73,14.2,3.2,1.8,0.7,0.1,0.9
J. Green,Jalen Green,SG/PG,SA,21.9,"$4,700",4.66,29.93,13.4,3.6,2.4,0.7,0.2,2.1
L. Kennard,Luke Kennard,SG/SF,LAC,21.9,"$4,600",4.75,27.56,12.6,3.5,2.3,0.7,0.2,1.1
C. Anthony,Carmelo Anthony,SF/PF,LAL,21.8,"$5,400",4.04,25.98,12.0,3.8,1.3,0.7,0.7,0.9
J. Poole,Jordan Poole,PG/SG,DAL,21.7,"$5,300",4.1,24.94,13.2,2.4,2.9,0.7,0.3,1.7
B. Brown,Bruce Brown Jr.,SG,LAL,21.6,"$4,400",4.92,24.98,8.5,5.7,1.8,1.0,0.5,0.9
K. Looney,Kevon Looney,C/PF,DAL,21.5,"$5,000",4.29,21.95,5.5,8.3,2.2,0.5,0.7,0.9
D. Vassell,Devin Vassell,SG,SA,21.4,"$4,900",4.38,25.03,10.6,4.2,1.2,1.0,0.6,0.8
C. Thomas,Cameron Thomas,SG,LAL,21.1,"$5,400",3.91,25.98,12.3,3.6,1.8,0.8,0.2,1.2
N. Little,Nassir Little,SF,MIN,21.1,"$5,500",3.83,24.05,9.8,5.9,1.2,0.5,0.6,0.9
A. Coffey,Amir Coffey,SF/SG,LAC,21.0,"$5,700",3.68,30.86,9.8,4.1,2.7,0.9,0.2,1.1
K. Thompson,Klay Thompson,SG,DAL,21.0,"$6,500",3.22,23.94,11.3,3.3,2.4,0.8,0.4,1.5
C. Joseph,Cory Joseph,PG,DEN,20.9,"$5,000",4.19,25.03,9.5,2.7,4.0,0.9,0.3,1.4
D. Mitchell,Davion Mitchell,PG,SAC,20.8,"$4,900",4.24,23.89,10.2,2.3,3.8,0.8,0.3,1.2
M. Plumlee,Mason Plumlee,C,CHA,20.5,"$4,200",4.88,21.89,5.7,6.8,2.7,0.6,0.7,1.3
H. Diallo,Hamidou Diallo,SG/SF,DEN,20.4,"$5,300",3.85,19.98,10.6,4.2,1.5,0.8,0.4,1.1
M. Monk,Malik Monk,SG,LAL,20.4,"$4,300",4.74,25.98,11.5,3.1,2.3,0.7,0.3,1.3
K. Hayes,Killian Hayes,PG,DEN,20.4,"$4,100",4.96,25.98,7.6,3,4.5,1.1,0.4,2.1
K. Caldwell-Pope,Kentavious Caldwell-Pope,SG/SF,LAC,20.4,"$4,700",4.33,28.09,10.5,3,2.1,1.0,0.4,1.1
B. Boston Jr.,Brandon Boston Jr.,SG,LAC,20.1,"$4,100",4.91,20.98,12.3,3.1,1.4,0.7,0.3,1.0
A. Sengun,Alperen Sengun,C/PF,SA,19.6,"$4,000",4.9,15.96,8.2,4.5,2.2,0.6,0.8,1.5
A. Drummond,Andre Drummond,C,NO,19.4,"$4,500",4.31,15.78,6.3,6.9,1.4,0.7,0.7,1.5
D. Schroder,Dennis Schroder,PG/SG,SAC,19.3,"$6,200",3.11,20.98,10.4,2.3,3.5,0.7,0.1,1.5
J. Nowell,Jaylen Nowell,PG,MIN,18.9,"$4,400",4.3,20.96,9.9,2.8,2.3,0.7,0.3,0.8
D. Jones,Damian Jones,C,SAC,18.8,"$3,700",5.08,19.76,8.3,5,1.4,0.4,0.8,1.2
G. Payton II,Gary Payton II,SG,DAL,18.6,"$4,100",4.53,18.95,8.1,3.9,1.4,1.2,0.3,0.8
M. Kleber,Maxi Kleber,PF,DAL,18.5,"$4,100",4.5,26.84,6.5,5.5,1.3,0.6,0.8,0.8
M. Thybulle,Matisse Thybulle,SF,NO,18.4,"$4,200",4.37,25.65,5.4,2.5,1.3,1.7,1.2,0.7
E. Bledsoe,Eric Bledsoe,SG/PG,LAC,18.2,"$4,000",4.55,18.07,10.0,2.2,2.7,0.7,0.2,1.2
K. Martin,Kenyon Martin Jr.,SF/PF,SA,18.2,"$4,200",4.32,18.95,8.3,4.3,1.2,0.5,0.7,0.7
G. Clark,Gary Clark,PF,NO,18.2,"$3,500",5.19,24.79,8.8,4.8,1.4,0.5,0.3,0.9
A. Rivers,Austin Rivers,SG/PG,DEN,18.1,"$4,000",4.53,29.09,8.9,2.9,2.7,0.9,0.1,1.3
N. Marshall,Naji Marshall,SF,NO,18.0,"$3,500",5.13,17.85,8.4,4,2.3,0.6,0.2,1.1
N. Hyland,Nah'Shon Hyland,PG,DEN,17.8,"$4,600",3.86,19.99,8.7,3,2.5,0.7,0.3,1.3
D. McDermott,Doug McDermott,PF/SF,SA,17.4,"$3,900",4.47,25.87,11.2,3.2,1.2,0.4,0.1,0.9
J. Champagnie,Justin Champagnie,SF,CHA,17.3,"$3,500",4.95,22.06,7.8,4.8,1.1,0.7,0.3,0.9
L. Walker,Lonnie Walker,SG/SF,SA,17.1,"$4,600",3.72,20.90,11.0,2.3,1.5,0.5,0.2,1.0
G. Niang,Georges Niang,PF/SF,NO,17.0,"$3,800",4.46,23.66,9.7,3.3,1.4,0.5,0.2,0.9
I. Hartenstein,Isaiah Hartenstein,PF,LAC,16.9,"$5,200",3.24,11.98,7.6,3.5,1.3,0.5,0.8,0.8
T. Horton-Tucker,Talen Horton-Tucker,SG/SF,LAL,16.7,"$4,200",3.99,20.98,7.6,2.7,2.4,0.8,0.4,1.3
T. Bryant,Thomas Bryant,C/PF,LAC,16.7,"$5,000",3.33,16.18,8.0,4,1.1,0.4,0.6,0.8
G. Mathews,Garrison Mathews,SF,SA,16.4,"$3,800",4.33,23.94,9.8,2.7,0.8,0.7,0.2,0.5
M. Beasley,Malik Beasley,SF/SG,MIN,16.2,"$3,500",4.61,19.95,9.9,2.5,1.5,0.5,0.1,0.8
R. McGruder,Rodney McGruder,SG,DEN,16.0,"$4,400",3.64,19.98,8.9,2.8,1.5,0.6,0.2,0.9
T. Young,Thaddeus Young,PF,SA,16.0,"$3,500",4.57,14.35,6.7,3.5,2.2,0.7,0.3,1.2
J. Richardson,Josh Richardson,SF/SG,SAC,16.0,"$4,300",3.71,20.98,8.6,2.3,1.6,0.7,0.3,0.8
F. Campazzo,Facundo Campazzo,PG,DEN,16.0,"$4,300",3.71,18.99,5.2,2,3.7,1.0,0.3,1.1
J. Jackson,Josh Jackson,SG,DEN,15.9,"$3,800",4.19,16.99,8.4,2.9,1.5,0.5,0.5,1.2
G. Williams,Grant Williams,PF,SAC,15.7,"$4,200",3.74,22.98,7.2,3.6,1.2,0.6,0.5,0.9
