abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
E. Gordon,Eric Gordon,SF/SG,HOU,25.1,"$5,600",4.47,31.87,15.6,2.5,3.5,0.7,0.5,2.4
S. Adams,Steven Adams,C,OKC,24.9,"$5,500",4.53,27.37,7.3,9.2,2.2,0.9,0.7,1.5
K. Anderson,Kyle Anderson,SF/PF,OKC,24.7,"$5,800",4.25,23.64,9.8,5.3,3.0,1.0,0.7,1.1
J. Clarkson,Jordan Clarkson,PG/SG,CHA,24.0,"$5,200",4.62,25.02,14.7,3.5,2.4,0.8,0.2,1.5
D. Bazley,Darius Bazley,PF/SF,OKC,22.9,"$5,600",4.09,25.91,11.7,5.8,1.5,0.6,0.6,1.6
R. O'Neale,Royce O'Neale,SF/PF,CHA,22.8,"$4,700",4.86,31.01,8.3,6.1,2.6,1.0,0.5,1.2
M. Thybulle,Matisse Thybulle,SF,PHI,22.8,"$4,200",5.42,31.73,7.3,3.1,1.7,2.0,1.4,1.0
D. Melton,De'Anthony Melton,SG/PG,OKC,22.5,"$6,300",3.58,22.66,9.9,3.7,2.8,1.2,0.6,1.4
P. Reed,Paul Reed,PF/C,PHI,22.4,"$3,800",5.89,21.22,8.3,6.1,1.5,0.8,1.1,1.2
C. White,Coby White,PG/SG,HOU,22.3,"$5,100",4.38,24.65,13.0,3.2,3.4,0.5,0.2,1.7
N. Batum,Nicolas Batum,SF/PF,SA,22.1,"$4,700",4.7,26.83,9.1,4.6,2.1,1.1,0.6,0.8
J. Green,Javonte Green,SG/SF,HOU,22.1,"$4,000",5.52,31.44,9.4,5.3,1.2,1.3,0.6,1.2
D. Vassell,Devin Vassell,SG,SA,21.5,"$4,900",4.38,25.10,10.2,4.1,1.7,1.0,0.5,0.7
G. Payton II,Gary Payton II,SG,SAC,21.5,"$4,200",5.11,20.01,11.0,3.8,1.4,1.2,0.4,1.0
I. Smith,Ish Smith,PG/SG,CHA,21.2,"$4,400",4.82,18.11,11.2,2.6,3.6,0.6,0.2,0.9
R. Gay,Rudy Gay,PF/SF,CHA,21.2,"$4,200",5.04,20.01,11.2,4.4,1.4,0.7,0.5,1.0
J. Ingles,Joe Ingles,SG/SF,CHA,21.1,"$4,200",5.02,24.02,10.7,3,4.0,0.6,0.1,1.3
G. Mathews,Garrison Mathews,SF,HOU,21.1,"$4,800",4.39,33.86,11.9,3.4,1.2,1.0,0.3,0.6
K. Williams,Kenrich Williams,SF,OKC,21.0,"$4,900",4.29,23.02,9.6,4.2,2.6,0.9,0.3,1.1
D. Lee,Damion Lee,SG,SAC,21.0,"$3,900",5.38,26.01,11.6,4,1.6,0.8,0.2,0.8
M. Harkless,Maurice Harkless,SF/PF,SAC,20.8,"$3,500",5.93,28.43,10.5,3.5,1.5,1.0,0.6,1.0
I. Joe,Isaiah Joe,PG,PHI,20.4,"$3,800",5.37,28.44,11.9,3,2.0,0.8,0.2,1.1
M. Plumlee,Mason Plumlee,C,CHA,19.9,"$5,100",3.91,19.59,6.2,6.2,2.6,0.6,0.6,1.2
T. Jones,Tyus Jones,PG,OKC,19.1,"$5,500",3.47,20.69,7.4,2.5,4.2,1.0,0.1,0.9
J. Robinson-Earl,Jeremiah Robinson-Earl,PF,OKC,19.1,"$4,100",4.66,24.02,8.0,6.2,1.1,0.6,0.4,1.0
A. Iguodala,Andre Iguodala,SF/SG,SAC,18.9,"$3,800",4.96,24.01,6.7,3.8,2.6,0.9,0.7,1.1
L. Walker,Lonnie Walker,SG/SF,SA,18.4,"$5,300",3.46,19.84,11.8,2.3,1.8,0.5,0.2,1.0
K. Looney,Kevon Looney,C/PF,SAC,18.4,"$4,600",3.99,18.01,6.2,6.5,1.5,0.4,0.5,0.6
K. Martin,Kenyon Martin Jr.,SF/PF,HOU,18.3,"$5,300",3.46,18.92,8.9,4.2,1.2,0.5,0.6,0.7
S. Ibaka,Serge Ibaka,PF/C,SA,18.0,"$3,500",5.13,16.89,8.0,4.6,1.3,0.3,0.8,0.8
D. McDermott,Doug McDermott,PF/SF,SA,17.3,"$4,300",4.02,24.29,10.6,3.2,1.5,0.4,0.1,0.9
T. Thompson,Tristan Thompson,C/PF,SAC,16.7,"$5,100",3.28,15.23,7.8,5.2,0.8,0.4,0.4,0.9
T. Mann,Tre Mann,PG,OKC,16.5,"$4,000",4.14,19.01,9.8,2.2,1.4,0.7,0.3,1.0
D. Jones,Damian Jones,C,SAC,16.2,"$3,600",4.5,15.07,7.9,3.8,0.9,0.4,0.7,0.9
J. Toscano-Anderson,Juan Toscano-Anderson,SF/PF,SAC,16.2,"$3,800",4.26,18.01,6.4,3.5,2.2,0.6,0.5,1.0
E. Bledsoe,Eric Bledsoe,SG/PG,SA,16.1,"$5,400",2.98,18.88,8.0,2.3,2.5,0.7,0.2,1.1
A. Brooks,Armoni Brooks,SG,HOU,15.8,"$4,500",3.52,17.93,8.9,2.4,1.7,0.6,0.2,0.9
N. Bjelica,Nemanja Bjelica,PF,SAC,15.7,"$4,100",3.82,15.01,7.7,3.5,1.5,0.5,0.3,0.9
J. Winslow,Justise Winslow,SF,SA,14.9,"$3,700",4.03,15.90,6.1,3.5,1.6,0.6,0.5,1.1
M. Muscala,Mike Muscala,C,OKC,14.8,"$3,900",3.78,14.02,8.5,3,0.7,0.3,0.4,0.5
D. Favors,Derrick Favors,C/PF,OKC,14.6,"$3,900",3.74,13.02,5.4,4.5,0.6,0.4,0.7,0.4
A. McKinnie,Alfonzo McKinnie,SF,HOU,14.4,"$3,900",3.7,17.41,8.3,3.1,0.6,0.5,0.2,0.6
H. Whiteside,Hassan Whiteside,C,CHA,14.2,"$5,200",2.72,10.96,5.8,4.3,0.4,0.2,0.9,0.7
R. Langford,Romeo Langford,SG,PHI,14.0,"$4,200",3.34,23.53,6.2,3.3,1.1,0.6,0.4,0.8
A. Nesmith,Aaron Nesmith,SG,PHI,13.8,"$3,600",3.84,20.92,6.4,3.6,0.8,0.6,0.3,0.8
D. Augustin,D.J. Augustin,PG/SG,HOU,13.8,"$4,400",3.14,15.94,7.1,1.5,3.2,0.4,0.0,1.1
J. Kuminga,Jonathan Kuminga,SF,SAC,13.7,"$3,900",3.52,15.01,7.6,2.9,0.7,0.5,0.3,0.8
A. Henry,Aaron Henry,SF,PHI,13.7,"$3,500",3.91,16.69,6.8,2.9,1.2,0.5,0.3,0.8
J. Thor,JT Thor,PF,CHA,12.5,"$4,100",3.05,11.07,7.5,1.3,1.5,0.4,0.2,0.6
B. Forbes,Bryn Forbes,SG,SA,12.3,"$4,000",3.08,16.08,8.8,1.5,0.8,0.4,0.0,0.7
B. Fernando,Bruno Fernando,PF,PHI,12.1,"$3,500",3.45,15.35,4.2,4.4,0.8,0.4,0.4,1.0
T. Bradley,Tony Bradley,PF/C,HOU,11.7,"$4,100",2.86,11.27,4.6,3.8,0.5,0.2,0.6,0.6
D. Eubanks,Drew Eubanks,C/PF,SA,11.1,"$3,900",2.85,9.69,4.2,3.1,0.8,0.3,0.6,0.7
J. Primo,Joshua Primo,SG,SA,10.6,"$3,500",3.03,12.10,5.5,1.5,1.2,0.4,0.3,0.6
J. Konchar,John Konchar,SG,OKC,10.2,"$4,000",2.56,11.73,3.8,2.7,1.0,0.5,0.2,0.4
D. Nwaba,David Nwaba,SF/SG,HOU,9.7,"$3,900",2.49,9.96,4.7,2,0.6,0.4,0.3,0.4
M. Moody,Moses Moody,SG,SAC,9.4,"$3,900",2.42,11.91,5.7,1.4,0.7,0.3,0.2,0.5
K. Tillie,Killian Tillie,PF,OKC,9.4,"$3,800",2.46,11.73,4.3,1.8,0.6,0.3,0.5,0.4
A. Wiggins,Aaron Wiggins,SG,OKC,8.9,"$3,600",2.46,11.96,4.9,1.3,1.0,0.4,0.1,0.6
P. Pritchard,Payton Pritchard,PG/SG,PHI,8.1,"$4,000",2.02,10.96,4.0,1.3,1.2,0.3,0.1,0.5
A. Pokusevski,Aleksej Pokusevski,PF,OKC,7.9,"$4,100",1.93,8.97,3.5,2,0.8,0.2,0.3,0.7
J. Ramsey,Jahmi'us Ramsey,PG,SAC,6.5,"$3,500",1.87,7.11,4.2,0.7,0.6,0.2,0.1,0.3
T. Jones,Tre Jones,PG,SA,6.0,"$3,800",1.58,7.06,2.9,0.8,1.3,0.2,0.0,0.4
T. Cook,Tyler Cook,PF,HOU,5.8,"$3,700",1.56,7.49,2.9,1.6,0.3,0.2,0.1,0.4
D. Dotson,Devon Dotson,SG,HOU,4.5,"$3,700",1.21,5.12,2.4,0.6,0.7,0.2,0.0,0.3
C. Bassey,Charles Bassey,C,PHI,0.3,"$5,100",0.06,0.50,0.2,0.1,0.0,0.0,0.0,0.0
V. Carey Jr.,Vernon Carey Jr.,PF/C,CHA,0.1,"$3,500",0.03,0.08,0.1,0,0.0,0.0,0.0,0.0
N. Richards,Nick Richards,C,CHA,0.1,"$3,700",0.03,0.07,0.1,0,0.0,0.0,0.0,0.0
X. Tillman,Xavier Tillman,PF,OKC,0.0,"$4,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Deck,Gabriel Deck,SF,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Maledon,Theo Maledon,PG,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
P. Watson,Paul Watson,SG,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
Z. Williams,Ziaire Williams,SF,OKC,0.0,"$3,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
Y. Pons,Yves Pons,SF,OKC,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
E. Paschall,Eric Paschall,C/PF,CHA,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
G. Hayward,Gordon Hayward,SF/SG,CHA,0.0,"$7,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Roby,Isaiah Roby,PF/C,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
V. Krejci,Vit Krejci,PG,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
S. Aldama,Santi Aldama,PF,OKC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Nix,Daishen Nix,PG,HOU,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Springer,Jaden Springer,PG,PHI,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Riller,Grant Riller,SG,PHI,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Maxey,Tyrese Maxey,PG/SG,PHI,0.0,"$6,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
R. Williams,Robert Williams,PF/C,PHI,0.0,"$5,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Theis,Daniel Theis,PF/C,HOU,0.0,"$4,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Oni,Miye Oni,SG,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
B. Clarke,Brandon Clarke,PF,OKC,0.0,"$4,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Culver,Jarrett Culver,SF/SG,OKC,0.0,"$3,600",0,0.04,0.0,0,0.0,0.0,0.0,0.0
U. Garuba,Usman Garuba,PF,HOU,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Green,Jalen Green,SG/PG,HOU,0.0,"$5,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Jerome,Ty Jerome,SG,OKC,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Cacok,Devontae Cacok,PF/C,SA,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
K. Bates-Diop,Keita Bates-Diop,SF,SA,0.0,"$3,700",0,0.02,0.0,0,0.0,0.0,0.0,0.0
I. Hartenstein,Isaiah Hartenstein,PF,SA,0.0,"$5,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Young,Thaddeus Young,PF,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Dowtin,Jeff Dowtin,PG,SAC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
A. Coffey,Amir Coffey,PF,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Scrubb,Jay Scrubb,SG,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Landale,Jock Landale,C,SA,0.0,"$3,500",0,0.06,0.0,0,0.0,0.0,0.0,0.0
B. Boston Jr.,Brandon Boston Jr.,SG,SA,0.0,"$3,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Wieskamp,Joe Wieskamp,SF,SA,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
K. Johnson,Keon Johnson,SG,SA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
N. Queta,Neemias Queta,C,SAC,0.0,"$4,000",0,0.02,0.0,0,0.0,0.0,0.0,0.0
R. Woodard II,Robert Woodard II,PF,SAC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Butler,Jared Butler,SG,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Jones,Kai Jones,C,CHA,0.0,"$3,600",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Bouknight,James Bouknight,SG,CHA,0.0,"$4,200",0,0.03,0.0,0,0.0,0.0,0.0,0.0
T. Forrest,Trent Forrest,SG,CHA,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
S. Lewis,Scottie Lewis,SG,CHA,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
M. Bagley III,Marvin Bagley III,PF/C,SAC,0.0,"$4,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. King,Louis King,SF/PF,SAC,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Davis,Terence Davis II,SG/SF,SAC,0.0,"$5,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Chiozza,Chris Chiozza,PG,SAC,0.0,"$3,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
E. Hughes,Elijah Hughes,SF,CHA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
