name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
M. Bridges,$8.1k,SF/PF,1,CHA,GSW,28,+6,226.5,110.3,38.5,42.9,45.5,34.3,4.23
M. Harrell,$6.6k,C,1,WAS,TOR,18,-3.5,212,107.8,23.8,38.8,56.3,34.3,5.19
Cole Anthony,$7.6k,PG,1,ORL,BOS,5,+7,212,102.5,33.8,41.8,61.3,34.3,4.51
Kyle Kuzma,$7.1k,SF/PF,1,WAS,TOR,3,-3.5,212,107.8,23.0,33.4,45.3,34.0,4.79
M. Porter Jr.,$6.1k,SF,1,DEN,MEM,18,-1,215,108,18.8,26.7,32.3,33.5,5.49
C. Capela,$7.1k,C,1,ATL,BKN,12,+4.5,221,108.3,19.5,27.5,40.0,33.3,4.68
D. DeRozan,$8.5k,PF,1,CHI,PHI,23,+2,215.5,106.8,36.8,42.9,52.5,33.0,3.88
R. Holmes,$6.3k,C,0,SAC,NO,16,-4.5,220,112.3,30.5,35.4,43.8,33.0,5.24
S. Dinwiddie,$7.2k,PG,1,WAS,TOR,10,-3.5,212,107.8,28.3,39.2,57.5,33.0,4.58
Evan Mobley,$7.0k,PF/C,1,CLE,POR,5,+5.5,217.5,106,13.0,29.1,39.5,33.0,4.71
J. Nurkic,$7.5k,C,1,POR,CLE,21,-5.5,217.5,111.5,15.0,32.4,45.8,33.0,4.4
R. Jackson,$6.2k,PG,1,LAC,MIN,7,-2.5,212,107.3,21.0,25.5,31.3,32.8,5.28
C. Sexton,$6.3k,PG/SG,1,CLE,POR,17,+5.5,217.5,106,8.3,24.4,39.8,32.8,5.2
T. Rozier,$6.8k,PG/SG,1,CHA,GSW,23,+6,226.5,110.3,12.0,34.2,53.8,32.8,4.82
D. White,$6.3k,PG/SG,1,SA,DAL,13,+2,217,107.5,25.3,28.9,38.0,32.5,5.16
J. Allen,$6.4k,C,1,CLE,POR,8,+5.5,217.5,106,16.0,32.0,56.0,32.5,5.08
D. Garland,$6.4k,PG,1,CLE,POR,17,+5.5,217.5,106,24.3,29.7,37.8,32.3,5.04
A. Wiggins,$6.2k,SG/SF,3,GSW,CHA,21,-6,226.5,116.3,22.0,28.7,39.0,32.0,5.16
John Collins Q,$7.0k,PF/C,1,ATL,BKN,9,+4.5,221,108.3,25.8,36.9,48.0,31.5,4.5
D. Graham,$6.3k,PG,0,NO,SAC,30,+4.5,220,107.8,28.8,35.4,40.8,31.3,4.96
Lonzo Ball,$7.4k,PG,1,CHI,PHI,18,+2,215.5,106.8,21.0,28.5,34.0,30.8,4.16
W. Carter Jr.,$6.1k,PF/C,1,ORL,BOS,4,+7,212,102.5,19.5,31.7,39.5,30.8,5.04
G. Hayward,$7.3k,SF/PF,1,CHA,GSW,28,+6,226.5,110.3,18.8,29.9,42.8,30.5,4.18
T. Haliburton,$6.0k,PG/SG,0,SAC,NO,29,-4.5,220,112.3,28.3,31.1,34.3,30.3,5.04
RJ Barrett,$6.9k,PG/SF,1,NY,IND,6,+1,216,107.5,19.3,33.2,56.5,30.3,4.38
J. Brunson,$5.1k,PG/SG,0,DAL,SA,11,-2,217,109.5,11.8,27.7,37.8,30.0,5.88
N. Alexander-Walker,$6.6k,PG/SG,0,NO,SAC,30,+4.5,220,107.8,16.3,24.7,32.8,29.0,4.39
J. Jackson Jr.,$5.5k,PF/C,1,MEM,DEN,12,+1,215,107,15.0,22.4,31.0,28.8,5.23
M. Plumlee,$6.0k,C,1,CHA,GSW,2,+6,226.5,110.3,12.3,24.2,37.8,28.5,4.75
B. Hield,$5.9k,SG/SF,0,SAC,NO,14,-4.5,220,112.3,15.5,30.2,43.3,28.5,4.83
M. Smart,$5.6k,PG/SG,1,BOS,ORL,1,-7,212,109.5,12.5,22.8,29.0,28.3,5.04
Tim Hardaway Jr.,$6.5k,SG,0,DAL,SA,25,-2,217,109.5,13.3,22.5,29.3,28.3,4.35
Seth Curry,$5.6k,SG,1,PHI,CHI,11,-2,215.5,108.8,6.5,25.1,41.8,28.0,5
R. Rubio,$5.5k,PG,1,CLE,POR,17,+5.5,217.5,106,19.5,25.7,37.5,28.0,5.09
M. Turner,$6.1k,C,1,IND,NY,24,-1,216,108.5,13.0,29.4,41.8,28.0,4.59
Will Barton,$5.4k,SG/SF,1,DEN,MEM,12,-1,215,108,18.0,25.9,33.0,27.8,5.15
J. Suggs,$5.4k,PG/SG,1,ORL,BOS,5,+7,212,102.5,20.3,25.7,32.0,27.5,5.09
K. Walker,$5.9k,PG,1,NY,IND,6,+1,216,107.5,15.5,30.9,40.0,27.5,4.66
R. Williams,$5.9k,C,1,BOS,ORL,22,-7,212,109.5,11.3,26.4,44.5,27.5,4.66
M. Beasley,$4.1k,SG/SF,1,MIN,LAC,1,+2.5,212,104.8,10.0,18.1,28.0,27.5,6.71
Gary Trent Jr.,$5.1k,SG/SF,1,TOR,WAS,8,+3.5,212,104.3,16.8,29.8,41.0,27.3,5.34
Desmond Bane,$5.4k,SF,1,MEM,DEN,5,+1,215,107,21.0,28.5,33.8,27.3,5.05
B. Bogdanovic Q,$5.1k,PG/SG,1,ATL,BKN,3,+4.5,221,108.3,20.3,26.1,34.5,27.0,5.29
C. LeVert,$7.0k,SG/SF,1,IND,NY,27,-1,216,108.5,22.8,35.9,57.3,27.0,3.86
Evan Fournier,$5.8k,SG/SF,1,NY,IND,24,+1,216,107.5,15.8,22.8,30.8,27.0,4.66
T. Maxey,$5.8k,PG,1,PHI,CHI,9,-2,215.5,108.8,15.0,24.1,35.5,27.0,4.66
D. Melton,$5.6k,PG/SG,1,MEM,DEN,26,+1,215,107,15.8,26.9,38.3,26.8,4.78
F. Wagner,$5.5k,SF/PF,1,ORL,BOS,22,+7,212,102.5,19.5,28.8,44.5,26.5,4.82
G. Hernangomez,$5.2k,C,170,NO,SAC,28,+4.5,220,107.8,22.8,32.1,41.3,25.8,4.95
S. Adams,$4.5k,C,1,MEM,DEN,13,+1,215,107,12.8,24.1,42.5,25.8,5.72
D. Finney-Smith,$4.7k,SF/PF,0,DAL,SA,8,-2,217,109.5,3.3,19.7,30.0,25.6,5.45
J. Poole,$5.9k,PG/SG,3,GSW,CHA,25,-6,226.5,116.3,15.0,25.1,38.3,25.5,4.32
C. Duarte,$5.8k,SG,1,IND,NY,27,-1,216,108.5,23.0,27.2,29.5,25.5,4.4
G. Niang,$3.8k,SF/PF,1,PHI,CHI,11,-2,215.5,108.8,12.0,20.8,37.8,25.3,6.64
K. Johnson,$5.3k,PF,1,SA,DAL,8,+2,217,107.5,19.0,25.6,34.8,25.3,4.76
N. Powell,$4.6k,SF,1,POR,CLE,20,-5.5,217.5,111.5,19.5,22.4,28.3,25.0,5.43
A. Gordon,$5.0k,PF,1,DEN,MEM,21,-1,215,108,23.8,28.2,32.3,24.8,4.95
T. Young,$4.1k,PF/C,1,SA,DAL,8,+2,217,107.5,1.0,16.8,37.3,24.8,6.04
P. Achiuwa,$4.4k,C,1,TOR,WAS,3,+3.5,212,104.3,10.3,18.5,28.8,24.5,5.57
F. Korkmaz,$4.3k,SG/SF,1,PHI,CHI,11,-2,215.5,108.8,8.8,17.6,28.0,24.5,5.7
M. Robinson,$4.7k,C,1,NY,IND,6,+1,216,107.5,13.8,22.7,35.0,24.5,5.21
Joe Harris,$4.6k,SG/SF,2,BKN,ATL,28,-4.5,221,112.8,12.0,18.6,25.0,24.3,5.27
D. Schroder,$5.7k,PG/SG,1,BOS,ORL,1,-7,212,109.5,29.3,34.9,46.0,24.3,4.25
Khem Birch,$4.0k,C,1,TOR,WAS,3,+3.5,212,104.3,15.0,19.1,25.5,24.3,6.06
Eric Bledsoe,$4.4k,PG/SG,1,LAC,MIN,7,-2.5,212,107.3,7.5,20.4,37.5,23.8,5.4
N. Batum,$4.3k,SF/PF,1,LAC,MIN,23,-2.5,212,107.3,14.0,22.7,33.5,23.5,5.47
S. Milton,$3.9k,PG/SG,1,PHI,CHI,9,-2,215.5,108.8,0.0,13.2,24.3,23.5,6.03
Cedi Osman,$3.6k,SG/SF,1,CLE,POR,30,+5.5,217.5,106,0.0,13.2,32.3,23.5,6.53
Damion Lee,$4.1k,PG/SG,5,GSW,CHA,25,-6,226.5,116.3,16.3,20.5,26.8,22.8,5.55
Terrence Ross,$4.1k,SF,1,ORL,BOS,22,+7,212,102.5,1.5,13.9,22.3,22.5,5.49
Terance Mann,$4.5k,SG/SF,1,LAC,MIN,16,-2.5,212,107.3,17.0,23.1,36.8,22.5,5
D. Mitchell,$3.8k,PG,0,SAC,NO,29,-4.5,220,112.3,11.5,19.9,29.8,22.5,5.92
D. Hunter,$4.0k,SF,1,ATL,BKN,16,+4.5,221,108.3,9.3,15.7,18.3,22.5,5.63
D. Powell,$3.8k,C,0,DAL,SA,14,-2,217,109.5,10.5,19.4,27.5,22.3,5.87
A. Drummond,$6.0k,C,1,PHI,CHI,10,-2,215.5,108.8,7.0,26.2,56.8,22.0,3.67
I. Zubac,$4.2k,C,1,LAC,MIN,29,-2.5,212,107.3,9.3,18.6,29.5,22.0,5.24
B. Brown,$4.7k,SG/SF,2,BKN,ATL,28,-4.5,221,112.8,16.0,20.4,26.3,22.0,4.68
Luke Kennard,$4.6k,SG/SF,1,LAC,MIN,16,-2.5,212,107.3,13.5,24.0,37.0,22.0,4.78
K. Oubre Jr.,$5.6k,SG/SF,1,CHA,GSW,6,+6,226.5,110.3,6.5,26.8,48.8,21.5,3.84
Svi Mykhailiuk,$3.7k,SG/SF,1,TOR,WAS,8,+3.5,212,104.3,7.3,17.6,33.8,21.5,5.81
D. Bacon,$4.6k,SG,170,NY,IND,24,+1,216,107.5,8.8,17.8,26.8,21.5,4.67
Drew Eubanks,$3.0k,C,1,SA,DAL,30,+2,217,107.5,6.8,11.7,16.5,21.5,7.17
Kyle Anderson,$4.1k,SF/PF,1,MEM,DEN,5,+1,215,107,6.5,20.7,27.3,21.3,5.18
T.J. McConnell,$5.1k,PG,1,IND,NY,8,-1,216,108.5,11.8,20.7,38.3,21.3,4.17
L. Aldridge,$5.0k,C,2,BKN,ATL,23,-4.5,221,112.8,11.3,24.7,34.5,21.3,4.25
M. Morris,$4.2k,PG,1,DEN,MEM,27,-1,215,108,12.5,21.9,30.5,21.3,5.06
L. Walker IV,$4.4k,SG/SF,1,SA,DAL,20,+2,217,107.5,14.3,22.5,34.0,21.0,4.77
K. Caldwell-Pope,$3.7k,SG/SF,1,WAS,TOR,18,-3.5,212,107.8,15.0,22.0,37.5,20.8,5.61
Derrick Rose,$4.4k,PG/SG,1,NY,IND,6,+1,216,107.5,7.8,18.9,39.3,20.5,4.66
Josh Hart,$4.9k,SF/PF,0,NO,SAC,4,+4.5,220,107.8,9.0,27.2,42.8,20.5,4.18
C. Boucher,$4.1k,PF/C,1,TOR,WAS,25,+3.5,212,104.3,4.8,13.3,18.5,20.5,5
Alex Caruso,$4.0k,PG/SG,1,CHI,PHI,18,+2,215.5,106.8,16.5,23.7,30.0,20.0,5
R. Covington,$4.2k,PF/C,1,POR,CLE,14,-5.5,217.5,111.5,4.8,13.8,24.5,20.0,4.76
M. Chriss,$4.0k,PF,312,POR,CLE,14,-5.5,217.5,111.5,14.8,31.7,45.0,20.0,5
Cam Reddish,$4.4k,SG/SF,1,ATL,BKN,26,+4.5,221,108.3,10.8,23.4,30.0,19.8,4.49
J. Ennis III,$4.2k,SF,186,ORL,BOS,22,+7,212,102.5,4.5,18.5,36.0,19.8,4.7
C. Okeke,$4.0k,SF/PF,1,ORL,BOS,22,+7,212,102.5,5.3,23.1,34.8,19.8,4.94
D. Jeffries,$4.1k,SG,176,ATL,BKN,26,+4.5,221,108.3,5.5,21.0,38.3,19.5,4.76
PJ Washington,$5.2k,PF/C,1,CHA,GSW,7,+6,226.5,110.3,17.5,23.1,29.0,19.3,3.7
B. Griffin,$4.3k,PF/C,2,BKN,ATL,2,-4.5,221,112.8,8.3,13.3,18.8,19.3,4.48
D. Gafford,$4.7k,C,1,WAS,TOR,18,-3.5,212,107.8,11.5,18.0,25.8,19.3,4.1
M. Thybulle,$4.0k,SF,1,PHI,CHI,11,-2,215.5,108.8,10.5,18.8,31.8,19.0,4.75
Moe Harkless,$3.2k,SF/PF,0,SAC,NO,2,-4.5,220,112.3,8.3,12.7,22.8,19.0,5.94
J. McLaughlin,$3.0k,PG,1,MIN,LAC,28,+2.5,212,104.8,0.0,7.2,14.0,19.0,6.33
J. Holiday,$4.0k,SG/SF,1,IND,NY,27,-1,216,108.5,7.3,19.4,28.5,19.0,4.75
Doug McDermott,$4.0k,SF/PF,7,SA,DAL,14,+2,217,107.5,5.3,16.6,36.5,18.8,4.69
I. Hartenstein,$3.0k,C,1,LAC,MIN,29,-2.5,212,107.3,10.8,18.3,24.0,18.5,6.17
Dean Wade,$3.1k,SF/PF,1,CLE,POR,30,+5.5,217.5,106,1.3,6.1,14.5,18.5,5.97
P. Beverley Q,$3.7k,PG,3,MIN,LAC,28,+2.5,212,104.8,20.8,23.5,26.5,18.3,4.93
S. Johnson,$3.7k,PF,170,CHI,PHI,23,+2,215.5,106.8,2.0,32.3,65.5,18.3,4.93
J. Vanderbilt,$3.6k,PF/C,1,MIN,LAC,17,+2.5,212,104.8,-0.5,17.9,33.8,18.3,5.08
P. Mills,$4.1k,PG/SG,2,BKN,ATL,2,-4.5,221,112.8,10.5,17.3,31.5,18.0,4.39
D. Vassell,$4.0k,SG/SF,1,SA,DAL,20,+2,217,107.5,8.8,22.1,37.3,17.8,4.44
A. Iguodala,$3.2k,SF,3,GSW,CHA,25,-6,226.5,116.3,15.8,17.4,19.5,17.5,5.47
Marc Gasol,$3.7k,C,152,MEM,DEN,13,+1,215,107,10.3,18.0,35.5,17.3,4.66
J. McDaniels,$3.3k,SF/PF,1,MIN,LAC,12,+2.5,212,104.8,8.0,13.8,21.3,17.3,5.23
Tyus Jones,$3.7k,PG,1,MEM,DEN,26,+1,215,107,7.3,18.2,39.0,17.0,4.59
Otto Porter Jr.,$3.6k,SF/PF,3,GSW,CHA,25,-6,226.5,116.3,14.3,18.0,28.8,17.0,4.72
A. Simons,$4.0k,PG/SG,1,POR,CLE,14,-5.5,217.5,111.5,15.3,23.4,29.8,16.8,4.19
J. Green,$3.2k,SF/PF,1,CHI,PHI,7,+2,215.5,106.8,5.8,12.9,17.5,16.8,5.23
Trey Murphy III,$3.2k,SG,0,NO,SAC,5,+4.5,220,107.8,5.8,12.1,18.3,16.8,5.23
Raul Neto,$3.5k,PG,1,WAS,TOR,10,-3.5,212,107.8,6.8,18.1,32.3,16.5,4.71
Cody Zeller,$3.5k,C,1,POR,CLE,21,-5.5,217.5,111.5,3.8,15.3,24.3,16.5,4.71
K. Huerter,$3.6k,SG/SF,3,ATL,BKN,26,+4.5,221,108.3,6.5,12.2,23.8,16.5,4.58
Cody Martin,$3.7k,SG/SF,1,CHA,GSW,6,+6,226.5,110.3,8.8,21.3,30.5,16.3,4.39
L. Nance Jr.,$3.4k,PF/C,1,POR,CLE,14,-5.5,217.5,111.5,9.0,16.9,23.8,16.0,4.71
F. Gillespie,$3.3k,SF/PF,170,TOR,WAS,17,+3.5,212,104.3,13.8,19.9,27.8,16.0,4.85
W. Cauley-Stein,$3.0k,C,0,DAL,SA,14,-2,217,109.5,4.8,7.7,14.5,16.0,5.33
K. Looney,$3.3k,C,3,GSW,CHA,26,-6,226.5,116.3,7.3,16.6,24.0,15.8,4.77
Deni Avdija,$3.3k,SF/PF,1,WAS,TOR,3,-3.5,212,107.8,12.3,15.4,17.0,15.8,4.77
R. Bullock,$3.6k,SG/SF,0,DAL,SA,25,-2,217,109.5,8.0,14.9,24.5,15.5,4.31
B. Hyland,$3.3k,PG/SG,1,DEN,MEM,27,-1,215,108,11.0,14.8,17.5,15.5,4.7
J. Hayes,$3.3k,C,0,NO,SAC,28,+4.5,220,107.8,10.0,15.0,18.8,15.5,4.7
N. Bjelica,$3.4k,PF/C,3,GSW,CHA,10,-6,226.5,116.3,4.0,13.2,24.0,15.3,4.49
Josh Richardson,$3.8k,SG/SF,1,BOS,ORL,22,-7,212,109.5,3.5,11.8,25.8,14.5,3.82
X. Tillman,$3.1k,PF/C,1,MEM,DEN,12,+1,215,107,6.5,15.7,23.3,14.5,4.68
Ayo Dosunmu,$3.3k,PG/SG,1,CHI,PHI,18,+2,215.5,106.8,2.5,9.8,22.0,14.5,4.39
T. Craig,$3.0k,SF/PF,1,IND,NY,26,-1,216,108.5,1.3,15.6,48.8,14.5,4.83
D. Gallinari,$3.5k,PF,1,ATL,BKN,9,+4.5,221,108.3,7.8,16.8,24.5,14.3,4.07
G. Dieng,$3.1k,C,1,ATL,BKN,12,+4.5,221,108.3,7.8,12.9,24.0,14.3,4.6
D. Banton,$3.1k,PG,1,TOR,WAS,16,+3.5,212,104.3,5.3,13.2,23.3,14.3,4.6
Alec Burks,$3.4k,SG/SF,1,NY,IND,24,+1,216,107.5,8.8,14.6,19.5,14.0,4.12
Kira Lewis Jr.,$3.1k,PG/SG,0,NO,SAC,30,+4.5,220,107.8,4.3,10.5,19.8,14.0,4.52
D. Jones Jr.,$3.1k,SF/PF,1,CHI,PHI,7,+2,215.5,106.8,0.0,8.5,20.5,13.8,4.44
F. Campazzo,$3.1k,PG,1,DEN,MEM,27,-1,215,108,4.8,9.6,13.3,13.8,4.44
F. Ntilikina,$3.0k,PG/SG,0,DAL,SA,11,-2,217,109.5,3.0,11.7,21.8,13.8,4.58
Jeff Green,$3.0k,SF/PF,1,DEN,MEM,18,-1,215,108,0.0,11.0,18.8,13.8,4.58
N. Little,$3.6k,SF/PF,1,POR,CLE,20,-5.5,217.5,111.5,14.5,19.4,25.0,13.5,3.75
R.J. Hampton,$3.6k,PG/SG,1,ORL,BOS,5,+7,212,102.5,2.0,11.6,30.0,13.5,3.75
G. Temple,$3.0k,SG,0,NO,SAC,5,+4.5,220,107.8,6.8,13.7,23.8,13.5,4.5
Tony Bradley,$3.0k,C,1,CHI,PHI,4,+2,215.5,106.8,4.8,11.8,22.3,13.5,4.5
Naz Reid,$3.8k,PF/C,1,MIN,LAC,17,+2.5,212,104.8,6.0,15.0,24.3,13.5,3.55
Juan Toscano-Anderson,$3.0k,PF,3,GSW,CHA,10,-6,226.5,116.3,6.0,9.2,12.0,13.3,4.42
I. Quickley,$3.0k,PG,1,NY,IND,6,+1,216,107.5,4.0,8.7,17.5,13.3,4.42
Z. Williams,$3.0k,SG/SF,1,MEM,DEN,3,+1,215,107,6.8,9.6,12.8,13.3,4.42
Naji Marshall,$3.5k,PF,0,NO,SAC,1,+4.5,220,107.8,6.5,12.0,16.5,13.0,3.71
PJ Dozier,$3.2k,SG/SF,1,DEN,MEM,12,-1,215,108,4.0,10.4,14.5,12.8,3.98
Alex Len,$3.4k,C,0,SAC,NO,16,-4.5,220,112.3,1.3,13.6,20.8,12.5,3.68
K. Bates-Diop,$3.1k,SF/PF,1,SA,DAL,14,+2,217,107.5,6.5,13.1,19.8,12.3,3.95
Ish Smith,$3.4k,PG,1,CHA,GSW,23,+6,226.5,110.3,6.8,12.5,20.0,12.0,3.53
D. Bembry,$4.3k,SF,2,BKN,ATL,21,-4.5,221,112.8,0.0,13.2,28.8,12.0,2.79
Josh Okogie,$3.1k,SF,1,MIN,LAC,12,+2.5,212,104.8,0.0,11.7,20.3,11.8,3.81
J. Carter,$3.2k,PG,2,BKN,ATL,2,-4.5,221,112.8,2.8,9.5,14.8,11.8,3.67
T. Prince,$3.0k,SF/PF,1,MIN,LAC,12,+2.5,212,104.8,-1.0,5.5,8.8,11.5,3.83
D. Wright,$3.3k,PG,1,ATL,BKN,3,+4.5,221,108.3,1.5,8.4,18.3,11.3,3.41
J. Green,$3.1k,PF/C,1,DEN,MEM,21,-1,215,108,2.3,9.6,18.3,11.3,3.63
Isaiah Joe,$3.0k,SG,1,PHI,CHI,11,-2,215.5,108.8,0.0,3.9,8.3,11.0,3.67
Lou Williams,$3.2k,PG/SG,1,ATL,BKN,3,+4.5,221,108.3,6.3,9.7,18.5,10.8,3.36
S. Brown,$3.1k,SG/SF,0,DAL,SA,25,-2,217,109.5,0.8,6.0,10.3,10.6,3.42
Obi Toppin,$3.1k,SF/PF,1,NY,IND,29,+1,216,107.5,5.5,11.6,22.5,10.5,3.39
T. Thompson,$3.6k,PF/C,2,SAC,NO,26,-4.5,220,112.3,2.5,16.4,29.8,10.0,2.78
Bryn Forbes,$3.2k,SG,1,SA,DAL,20,+2,217,107.5,-0.5,11.5,20.5,10.0,3.13
John Konchar,$3.0k,PG,1,MEM,DEN,26,+1,215,107,1.5,7.8,23.3,10.0,3.33
A. Holiday,$3.4k,PG/SG,1,WAS,TOR,10,-3.5,212,107.8,6.5,12.9,18.0,10.0,2.94
Nerlens Noel Q,$4.1k,C,153,NY,IND,6,+1,216,107.5,3.0,12.3,28.5,9.8,2.38
G. Williams,$3.3k,PF/C,1,BOS,ORL,20,-7,212,109.5,6.0,14.7,27.3,9.5,2.88
Paul Millsap,$3.0k,PF/C,4,BKN,ATL,2,-4.5,221,112.8,6.3,12.9,17.8,9.0,3
D. Windler,$3.3k,SG,3,CLE,POR,30,+5.5,217.5,106,0.0,4.8,16.5,8.8,2.65
M. Flynn,$4.3k,PG/SG,1,TOR,WAS,16,+3.5,212,104.3,0.0,11.9,47.0,8.5,1.98
Paul Reed,$3.1k,PF/C,1,PHI,CHI,22,-2,215.5,108.8,0.0,5.9,15.3,8.5,2.74
J. Winslow,$3.0k,PG/SF,1,LAC,MIN,7,-2.5,212,107.3,0.0,9.5,24.8,8.0,2.67
M. Wagner,$3.5k,PF/C,1,ORL,BOS,4,+7,212,102.5,0.8,8.4,22.8,8.0,2.29
C. Kispert,$3.1k,SG/SF,1,WAS,TOR,18,-3.5,212,107.8,0.0,6.3,10.0,7.5,2.42
A. Schofield,$3.0k,SF,448,ORL,BOS,22,+7,212,102.5,1.3,7.2,13.8,7.0,2.33
C. Edwards,$3.0k,PG,161,MEM,DEN,26,+1,215,107,0.0,6.4,15.0,7.0,2.33
P. Pritchard,$3.1k,PG,1,BOS,ORL,1,-7,212,109.5,2.3,9.0,14.8,6.8,2.18
L. Stevens,$3.0k,SF/PF,3,CLE,POR,30,+5.5,217.5,106,0.0,5.0,11.5,6.8,2.25
Taj Gibson Q,$3.3k,PF/C,1,NY,IND,11,+1,216,107.5,1.5,12.9,26.8,6.5,1.97
R. Perry,$3.0k,PF,138,TOR,WAS,25,+3.5,212,104.3,0.0,5.3,10.5,6.3,2.08
M. Moody,$3.0k,SG,3,GSW,CHA,21,-6,226.5,116.3,3.0,5.9,10.3,6.3,2.08
J. Champagnie,$3.0k,SF,1,TOR,WAS,17,+3.5,212,104.3,0.0,3.7,9.8,6.3,2.08
J. Johnson,$3.0k,PF/C,2,BKN,ATL,2,-4.5,221,112.8,2.0,4.9,10.0,6.0,2
I. Brazdeikis,$3.0k,PF,3,ORL,BOS,4,+7,212,102.5,0.0,4.6,8.8,5.8,1.92
D. Sharpe,$3.0k,C,2,BKN,ATL,23,-4.5,221,112.8,0.0,2.5,8.0,5.5,1.83
J. Kuminga,$3.0k,SF,3,GSW,CHA,25,-6,226.5,116.3,4.5,4.5,4.5,5.5,1.83
Tony Snell,$3.2k,SG/SF,1,POR,CLE,4,-5.5,217.5,111.5,-0.5,2.5,8.3,5.3,1.64
B. Bowen II,$3.0k,SF,197,MIN,LAC,12,+2.5,212,104.8,0.0,1.4,4.3,5.3,1.75
R. Langford,$3.2k,SF,1,BOS,ORL,19,-7,212,109.5,5.5,14.4,30.8,5.3,1.64
T. Davis,$3.5k,SG/SF,2,SAC,NO,14,-4.5,220,112.3,2.8,5.5,11.3,5.0,1.43
Brad Wanamaker,$3.0k,PG,1,IND,NY,8,-1,216,108.5,1.0,9.7,19.3,4.5,1.5
