name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
N. Alexander-Walker,$6.5k,PG/SG,1,NO,CHI,8,+6.5,222.5,108,21.5,33.9,51.3,31.3,4.81
RJ Barrett,$5.8k,PG/SF,1,NY,ORL,28,-8,212.5,110.3,20.5,31.7,39.5,30.8,5.3
R. Holmes,$6.4k,C,1,SAC,UTA,1,+6.5,227,110.3,14.5,28.6,45.3,30.3,4.73
T. Rozier Q,$6.8k,PG/SG,156,CHA,CLE,20,-2.5,225.5,114,25.5,37.7,53.8,30.3,4.45
K. Walker,$6.4k,PG,1,NY,ORL,28,-8,212.5,110.3,19.3,29.1,48.8,30.3,4.73
S. Barnes,$4.5k,SF/PF,1,TOR,BOS,27,+6.5,218,105.8,23.8,23.8,23.8,30.0,6.67
Cole Anthony,$6.3k,PG,1,ORL,NY,26,+8,212.5,102.3,21.3,29.6,50.5,29.8,4.72
Will Barton,$5.7k,SG/SF,1,DEN,SA,23,-7.5,221,114.3,18.8,30.5,39.0,29.5,5.18
H. Barnes,$7.3k,SF/PF,1,SAC,UTA,28,+6.5,227,110.3,30.5,40.9,58.3,29.5,4.04
R. Williams,$6.2k,C,1,BOS,TOR,12,-6.5,218,112.3,0.0,25.1,50.5,29.5,4.76
T. Haliburton,$6.0k,PG/SG,1,SAC,UTA,4,+6.5,227,110.3,12.0,30.7,50.5,29.3,4.88
B. Hield,$6.4k,SG/SF,1,SAC,UTA,30,+6.5,227,110.3,21.5,31.5,37.3,29.0,4.53
T. Maxey,$5.3k,PG,1,PHI,BKN,1,+2,226,112,0.0,15.8,36.8,29.0,5.47
K. Thomas,$5.8k,SG,160,HOU,OKC,28,-3.5,220,111.8,25.8,34.7,52.8,28.5,4.91
C. Duarte,$6.0k,SG,1,IND,WAS,7,-1,227,114,39.3,39.3,39.3,28.5,4.75
D. Bazley,$6.0k,PF/C,1,OKC,HOU,11,+3.5,220,108.3,10.5,24.1,30.8,28.3,4.71
J. Poeltl,$5.7k,C,1,SA,DEN,11,+7.5,221,106.8,23.3,33.3,39.8,28.3,4.96
J. Green,$4.8k,PG/SG,1,HOU,OKC,5,-3.5,220,111.8,22.5,22.5,22.5,28.0,5.83
D. Gafford,$5.2k,C,1,WAS,IND,28,+1,227,113,23.5,25.9,29.0,27.3,5.24
KJ Martin Jr.,$5.6k,PF,1,HOU,OKC,7,-3.5,220,111.8,13.0,29.8,43.5,27.3,4.87
M. Bridges,$6.8k,SF/PF,1,CHA,CLE,24,-2.5,225.5,114,27.5,36.6,46.8,27.3,4.01
J. Clarkson,$5.9k,PG/SG,1,UTA,SAC,21,-6.5,227,116.8,16.8,23.2,31.5,27.3,4.62
M. Harrell,$5.4k,C,1,WAS,IND,28,+1,227,113,2.5,15.1,36.8,27.0,5
M. Smart Q,$6.4k,PG/SG,1,BOS,TOR,6,-6.5,218,112.3,29.3,37.0,41.0,27.0,4.22
B. Bogdanovic,$5.6k,SF/PF,1,UTA,SAC,19,-6.5,227,116.8,15.0,28.0,38.8,26.8,4.78
M. Robinson,$5.6k,C,1,NY,ORL,14,-8,212.5,110.3,4.8,24.1,41.8,26.5,4.73
Josh Giddey,$4.1k,SF,1,OKC,HOU,10,+3.5,220,108.3,20.5,20.5,20.5,26.5,6.46
A. Gordon,$5.1k,PF,1,DEN,SA,14,-7.5,221,114.3,6.8,19.3,31.5,26.5,5.2
W. Carter Jr.,$5.6k,PF/C,1,ORL,NY,19,+8,212.5,102.3,17.0,24.6,31.0,26.5,4.73
Seth Curry,$5.4k,SG,1,PHI,BKN,11,+2,226,112,15.5,31.5,51.8,26.3,4.86
M. Bridges,$5.0k,SG/SF,1,PHO,LAL,26,+1,221.5,110.3,9.5,19.9,26.8,26.0,5.2
D. Graham,$5.5k,PG,1,NO,CHI,8,+6.5,222.5,108,15.0,25.6,42.8,26.0,4.73
T. Young,$5.3k,SF/PF,158,SA,DEN,21,+7.5,221,106.8,19.3,31.2,44.8,26.0,4.91
T.J. McConnell,$5.9k,PG,1,IND,WAS,18,-1,227,114,17.0,33.1,50.3,25.8,4.36
Evan Fournier,$6.5k,SG/SF,1,NY,ORL,21,-8,212.5,110.3,21.8,31.4,56.5,25.8,3.96
J. Suggs,$4.0k,PG/SG,1,ORL,NY,26,+8,212.5,102.3,13.8,13.8,13.8,25.5,6.38
R. Rubio,$5.3k,PG,1,CLE,CHA,16,+2.5,225.5,111.5,15.5,25.5,36.8,25.3,4.76
Raul Neto,$3.9k,PG/SG,1,WAS,IND,24,+1,227,113,4.5,13.6,21.3,25.2,6.46
L. Markkanen,$5.2k,SF/PF,1,CLE,CHA,11,+2.5,225.5,111.5,15.0,25.2,37.8,24.8,4.76
D. Schroder,$5.9k,PG/SG,1,BOS,TOR,6,-6.5,218,112.3,6.5,23.9,32.8,24.8,4.19
F. Wagner,$4.5k,SF/PF,1,ORL,NY,2,+8,212.5,102.3,26.0,26.0,26.0,24.8,5.5
Luguentz Dort,$5.1k,SG,1,OKC,HOU,25,+3.5,220,108.3,16.0,19.8,23.5,23.5,4.61
Jae'Sean Tate,$4.9k,SF,1,HOU,OKC,15,-3.5,220,111.8,7.8,22.3,31.8,23.5,4.8
K. Johnson,$5.0k,PF,1,SA,DEN,4,+7.5,221,106.8,19.0,22.0,28.3,23.5,4.7
G. Dragic,$4.8k,PG,1,TOR,BOS,30,+6.5,218,105.8,19.3,24.4,31.5,23.3,4.84
R.J. Hampton,$4.7k,PG/SG,1,ORL,NY,26,+8,212.5,102.3,20.8,30.1,39.3,23.3,4.95
Terrence Ross,$5.1k,SF,1,ORL,NY,2,+8,212.5,102.3,10.0,16.2,25.3,23.3,4.56
K. Caldwell-Pope,$3.5k,SG/SF,1,WAS,IND,13,+1,227,113,5.8,12.6,23.8,23.2,6.63
Joe Harris,$5.0k,SG/SF,2,BKN,PHI,4,-2,226,114,10.8,16.0,25.3,23.0,4.6
N. Claxton,$3.8k,C,"",BKN,PHI,16,-2,226,114,"","","",23.0,6.05
J. Holiday Q,$4.9k,SF,1,IND,WAS,29,-1,227,114,10.8,19.0,26.3,22.8,4.64
O. Brissett,$4.6k,PF/C,154,IND,WAS,1,-1,227,114,16.3,30.7,52.0,22.8,4.95
Derrick Rose,$6.1k,PG/SG,1,NY,ORL,28,-8,212.5,110.3,17.3,32.0,47.5,22.3,3.65
G. Hernangomez,$4.4k,C,158,NO,CHI,17,+6.5,222.5,108,22.8,32.1,41.3,22.3,5.06
Chimezie Metu,$4.5k,PF,158,SAC,UTA,16,+6.5,227,110.3,18.0,25.4,31.3,22.3,4.94
Jeremy Lamb Q,$3.7k,SG/SF,1,IND,WAS,7,-1,227,114,8.0,19.6,34.0,22.0,5.95
P. Mills,$4.8k,PG/SG,2,BKN,PHI,27,-2,226,114,10.0,18.3,34.0,22.0,4.58
M. Morris,$4.6k,PG,1,DEN,SA,10,-7.5,221,114.3,14.3,21.6,32.0,21.8,4.73
K. Oubre Jr.,$5.5k,SG/SF,1,CHA,CLE,6,-2.5,225.5,114,16.8,30.1,46.0,21.8,3.95
D. Green,$4.2k,SF,1,PHI,BKN,22,+2,226,112,0.0,12.4,27.3,21.5,5.12
Joe Ingles,$5.2k,SG/SF,1,UTA,SAC,18,-6.5,227,116.8,8.5,25.6,32.0,21.5,4.13
Jae Crowder,$5.5k,PF,1,PHO,LAL,6,+1,221.5,110.3,16.5,31.7,42.8,21.5,3.91
D. Favors,$3.6k,C,1,OKC,HOU,30,+3.5,220,108.3,2.8,8.8,18.3,21.5,5.97
Kent Bazemore,$4.5k,SF,2,LAL,PHO,17,-1,221.5,111.3,9.3,19.6,27.0,21.3,4.72
A. Brooks,$4.3k,PG/SG,1,HOU,OKC,5,-3.5,220,111.8,6.5,25.0,36.5,21.3,4.94
C. Boucher,$5.5k,PF/C,1,TOR,BOS,5,+6.5,218,105.8,12.8,28.6,57.5,21.3,3.86
R. O'Neale,$4.9k,PF,1,UTA,SAC,9,-6.5,227,116.8,12.0,25.7,38.0,21.0,4.29
T. Craig Q,$3.5k,PF,1,IND,WAS,1,-1,227,114,3.0,9.0,21.5,20.8,5.93
Kevin Love,$5.4k,PF/C,1,CLE,CHA,27,+2.5,225.5,111.5,13.3,32.4,59.0,20.5,3.8
Eric Gordon,$5.5k,SG/SF,1,HOU,OKC,28,-3.5,220,111.8,9.5,20.4,26.5,20.5,3.73
Al Horford Q,$5.6k,PF/C,211,BOS,TOR,26,-6.5,218,112.3,20.0,30.5,43.3,20.3,3.62
A. Drummond,$5.5k,C,1,PHI,BKN,6,+2,226,112,17.0,27.1,37.8,20.3,3.68
Obi Toppin,$4.3k,SF/PF,1,NY,ORL,3,-8,212.5,110.3,5.8,13.4,21.8,20.0,4.65
F. Gillespie,$4.1k,SF/PF,158,TOR,BOS,27,+6.5,218,105.8,13.8,19.9,27.8,19.8,4.82
A. Sengun,$3.9k,C,1,HOU,OKC,27,-3.5,220,111.8,26.0,26.0,26.0,19.8,5.06
Trey Murphy III,$3.1k,SG/SF,1,NO,CHI,8,+6.5,222.5,108,10.0,10.0,10.0,19.8,6.37
D. Theis,$5.0k,PF/C,1,HOU,OKC,7,-3.5,220,111.8,17.3,24.4,30.8,19.8,3.95
Deni Avdija,$3.6k,SF/PF,1,WAS,IND,12,+1,227,113,11.3,16.3,26.3,19.8,5.5
L. Walker IV,$4.7k,SG/SF,1,SA,DEN,24,+7.5,221,106.8,9.3,19.6,34.5,19.5,4.15
P. Achiuwa,$3.6k,C,1,TOR,BOS,10,+6.5,218,105.8,2.8,15.6,42.0,19.5,5.42
B. Griffin,$5.2k,PF/C,2,BKN,PHI,17,-2,226,114,13.8,24.1,37.3,19.5,3.75
Khem Birch,$5.6k,C,1,TOR,BOS,10,+6.5,218,105.8,19.3,28.0,44.5,19.5,3.48
S. Johnson,$4.0k,PF,158,CHI,NO,20,-6.5,222.5,114.5,2.0,32.3,65.5,19.5,4.88
D. Mitchell,$3.4k,PG,1,SAC,UTA,4,+6.5,227,110.3,10.3,10.3,10.3,19.5,5.74
Gary Trent Jr.,$4.4k,SG/SF,1,TOR,BOS,15,+6.5,218,105.8,5.3,20.5,34.3,19.5,4.43
P. Williams,$4.1k,SF/PF,1,CHI,NO,9,-6.5,222.5,114.5,6.8,19.6,37.3,19.5,4.76
D. Bacon,$4.2k,SG,158,NY,ORL,21,-8,212.5,110.3,8.8,17.8,26.8,19.5,4.64
Alex Caruso,$4.2k,PG/SG,1,CHI,NO,23,-6.5,222.5,114.5,4.8,12.6,22.8,19.3,4.58
Doug McDermott,$4.4k,SF/PF,1,SA,DEN,21,+7.5,221,106.8,13.0,22.8,29.8,19.3,4.38
Moe Harkless Q,$4.0k,SF/PF,1,SAC,UTA,28,+6.5,227,110.3,4.3,19.5,32.5,19.3,4.81
J. Ennis III,$4.1k,SF,174,ORL,NY,2,+8,212.5,102.3,4.5,18.5,36.0,19.3,4.7
C. Anthony,$4.6k,SF/PF,2,LAL,PHO,17,-1,221.5,111.3,17.5,20.8,27.8,19.0,4.13
C. Johnson,$4.0k,SF/PF,1,PHO,LAL,25,+1,221.5,110.3,11.3,15.6,22.3,18.5,4.63
K. Williams,$3.9k,SF,1,OKC,HOU,10,+3.5,220,108.3,8.5,25.2,42.0,18.5,4.74
PJ Washington,$6.3k,PF/C,1,CHA,CLE,23,-2.5,225.5,114,18.0,23.4,34.8,18.5,2.94
D. Vassell,$4.6k,SG/SF,1,SA,DEN,24,+7.5,221,106.8,5.3,18.1,34.5,18.3,3.97
M. Wagner,$3.7k,PF/C,1,ORL,NY,19,+8,212.5,102.3,11.8,20.6,37.3,17.8,4.8
A. Holiday,$3.3k,PG,1,WAS,IND,24,+1,227,113,2.3,10.1,13.0,17.7,5.36
F. Campazzo,$3.8k,PG,1,DEN,SA,10,-7.5,221,114.3,11.0,17.6,32.0,17.5,4.61
T. Thompson,$4.7k,PF/C,1,SAC,UTA,16,+6.5,227,110.3,11.8,25.6,37.3,17.5,3.72
Naji Marshall,$5.1k,PF,1,NO,CHI,25,+6.5,222.5,108,13.5,30.5,41.8,17.5,3.43
F. Korkmaz,$4.4k,SG/SF,1,PHI,BKN,11,+2,226,112,9.5,19.1,33.0,17.0,3.86
Anthony Lamb,$3.7k,SF,158,HOU,OKC,15,-3.5,220,111.8,8.3,18.8,28.8,17.0,4.59
Malik Monk,$3.7k,SG,2,LAL,PHO,5,-1,221.5,111.3,2.8,10.9,18.3,16.8,4.53
B. Brown,$3.7k,SG/SF,2,BKN,PHI,4,-2,226,114,3.3,11.8,29.0,16.8,4.53
Theo Maledon,$3.8k,SG,1,OKC,HOU,25,+3.5,220,108.3,9.0,17.3,29.8,16.6,4.37
J. Hayes,$4.3k,C,1,NO,CHI,17,+6.5,222.5,108,13.0,22.6,29.0,16.5,3.84
R. Rondo,$3.6k,PG,2,LAL,PHO,2,-1,221.5,111.3,0.5,12.8,25.3,16.3,4.51
D. Bertans,$3.4k,PF,1,WAS,IND,15,+1,227,113,2.5,13.0,25.8,15.6,4.59
J. Johnson,$3.3k,PF,2,BKN,PHI,17,-2,226,114,6.0,17.0,31.3,15.5,4.7
I. Okoro,$4.6k,SF,1,CLE,CHA,11,+2.5,225.5,111.5,15.3,29.3,45.0,15.5,3.37
H. Whiteside,$4.8k,C,1,UTA,SAC,29,-6.5,227,116.8,5.5,21.2,29.0,15.5,3.23
Alec Burks,$3.8k,SG/SF,1,NY,ORL,21,-8,212.5,110.3,10.3,19.5,26.0,15.5,4.08
L. Aldridge,$3.6k,C,2,BKN,PHI,16,-2,226,114,7.8,22.0,32.8,15.3,4.24
Kira Lewis Jr.,$4.0k,PG/SG,1,NO,CHI,8,+6.5,222.5,108,15.0,19.0,23.3,15.0,3.75
Drew Eubanks,$3.3k,C,1,SA,DEN,11,+7.5,221,106.8,0.0,15.6,32.8,15.0,4.55
J. McGee,$3.1k,C,1,PHO,LAL,7,+1,221.5,110.3,9.8,16.3,26.0,14.8,4.76
PJ Dozier,$3.9k,SG/SF,1,DEN,SA,23,-7.5,221,114.3,7.5,16.5,22.3,14.8,3.78
Isaiah Roby,$4.5k,PF/C,1,OKC,HOU,11,+3.5,220,108.3,8.8,15.9,24.3,14.5,3.22
A. Pokusevski,$4.9k,SF/PF,1,OKC,HOU,10,+3.5,220,108.3,9.3,21.9,41.5,14.5,2.96
Jeff Green,$3.5k,SF/PF,1,DEN,SA,13,-7.5,221,114.3,2.8,18.4,38.3,14.3,4.07
D. Dotson,$3.0k,SG,158,SA,DEN,24,+7.5,221,106.8,3.3,13.5,22.3,14.0,4.67
C. Payne,$3.6k,PG/SG,1,PHO,LAL,12,+1,221.5,110.3,10.3,16.1,21.0,14.0,3.89
M. Thybulle,$3.3k,SF,1,PHI,BKN,22,+2,226,112,7.5,12.1,18.8,13.5,4.09
Ryan Arcidiacono,$3.0k,PG,158,BOS,TOR,6,-6.5,218,112.3,0.0,9.1,23.5,13.5,4.5
Josh Christopher,$3.2k,SG/SF,1,HOU,OKC,28,-3.5,220,111.8,11.8,11.8,11.8,13.5,4.22
Cody Martin,$3.6k,SG/SF,1,CHA,CLE,6,-2.5,225.5,114,2.8,18.8,28.5,13.3,3.68
D. Howard,$4.1k,C,2,LAL,PHO,3,-1,221.5,111.3,4.5,9.8,18.5,13.3,3.23
Cedi Osman,$4.2k,SG/SF,1,CLE,CHA,12,+2.5,225.5,111.5,16.3,25.2,39.8,13.0,3.1
D.J. Augustin,$3.8k,PG,1,HOU,OKC,5,-3.5,220,111.8,5.5,21.7,33.5,13.0,3.42
G. Niang,$3.0k,SF/PF,1,PHI,BKN,22,+2,226,112,1.3,5.7,16.0,12.8,4.25
T. Davis,$4.6k,SG/SF,1,SAC,UTA,30,+6.5,227,110.3,13.0,29.1,43.3,12.5,2.72
G. Williams,$4.1k,PF/C,1,BOS,TOR,26,-6.5,218,112.3,9.5,15.6,31.8,12.5,3.05
J. Green,$3.3k,PF/C,1,DEN,SA,14,-7.5,221,114.3,3.8,11.0,27.8,12.3,3.71
Ish Smith,$4.3k,PG,1,CHA,CLE,20,-2.5,225.5,114,15.3,19.5,25.5,12.3,2.85
D. Jordan,$3.5k,C,2,LAL,PHO,3,-1,221.5,111.3,5.8,14.7,28.8,12.3,3.5
A. Johnson,$3.0k,SF/PF,1,CHI,NO,9,-6.5,222.5,114.5,1.3,5.0,8.5,12.0,4
D. Nwaba,$3.5k,SG,1,HOU,OKC,28,-3.5,220,111.8,8.8,16.7,23.5,12.0,3.43
Josh Richardson Q,$4.0k,SG/SF,137,BOS,TOR,19,-6.5,218,112.3,-1.0,5.6,11.3,11.8,2.94
L. Shamet Q,$3.4k,SG/SF,1,PHO,LAL,26,+1,221.5,110.3,1.3,8.4,16.5,11.8,3.46
Tre Mann,$3.3k,PG/SG,1,OKC,HOU,11,+3.5,220,108.3,14.5,14.5,14.5,11.0,3.33
J. Green,$3.2k,PF,1,CHI,NO,20,-6.5,222.5,114.5,1.3,10.3,20.0,11.0,3.44
Svi Mykhailiuk,$3.2k,SG/SF,1,TOR,BOS,15,+6.5,218,105.8,7.3,23.9,30.5,10.8,3.36
J. Carter,$3.0k,PG,2,BKN,PHI,27,-2,226,114,1.5,2.5,5.0,10.8,3.58
I. Brazdeikis,$3.4k,PF,1,ORL,NY,19,+8,212.5,102.3,8.8,20.5,35.0,10.8,3.16
G. Temple,$3.5k,SG/SF,1,NO,CHI,8,+6.5,222.5,108,2.8,14.1,24.5,10.5,3
B. Rachal,$3.0k,PG/SG,"",BKN,PHI,27,-2,226,114,"","","",10.3,3.42
B. Brown,$3.0k,PG,"",BKN,PHI,27,-2,226,114,"","","",10.3,3.42
J. Bowden,$3.0k,SG,"",BKN,PHI,4,-2,226,114,"","","",10.3,3.42
J. Robinson-Earl,$3.0k,PF,1,OKC,HOU,11,+3.5,220,108.3,13.5,13.5,13.5,9.5,3.17
R. Langford,$3.2k,SG/SF,1,BOS,TOR,19,-6.5,218,112.3,10.0,16.8,30.8,9.0,2.81
D. House Jr.,$4.2k,SG/SF,164,HOU,OKC,28,-3.5,220,111.8,6.8,12.4,20.5,9.0,2.14
R. Lopez,$3.3k,C,1,ORL,NY,19,+8,212.5,102.3,4.0,10.9,26.3,9.0,2.73
K. Bates-Diop,$3.0k,PF,1,SA,DEN,4,+7.5,221,106.8,3.5,11.5,19.3,8.8,2.92
Ayo Dosunmu,$3.4k,PG/SG,1,CHI,NO,23,-6.5,222.5,114.5,11.5,11.5,11.5,8.5,2.5
P. Pritchard,$3.1k,PG,1,BOS,TOR,6,-6.5,218,112.3,0.0,12.0,21.5,8.3,2.66
M. Frazier Jr.,$3.0k,SF,434,OKC,HOU,10,+3.5,220,108.3,-0.5,8.6,18.8,8.0,2.67
Eric Paschall,$3.3k,SF/PF,1,UTA,SAC,19,-6.5,227,116.8,8.8,14.2,23.0,7.5,2.27
J. McDaniels,$3.7k,PF,1,CHA,CLE,23,-2.5,225.5,114,4.5,18.6,38.0,7.5,2.03
D. Banton,$3.0k,PG,1,TOR,BOS,30,+6.5,218,105.8,16.0,16.0,16.0,7.4,2.47
A. Schofield,$3.0k,SF,436,ORL,NY,2,+8,212.5,102.3,1.3,7.2,13.8,7.0,2.33
I. Quickley,$3.1k,PG,1,NY,ORL,28,-8,212.5,110.3,4.0,7.7,14.5,6.8,2.18
T. Satoransky,$3.3k,PG,1,NO,CHI,8,+6.5,222.5,108,4.5,11.2,20.8,6.8,2.05
Jericho Sims,$3.0k,C,1,NY,ORL,14,-8,212.5,110.3,2.3,2.3,2.3,6.3,2.08
Isaiah Joe,$3.0k,SG,1,PHI,BKN,11,+2,226,112,-1.0,6.0,29.3,6.3,2.08
R. Perry,$3.0k,PF,126,TOR,BOS,5,+6.5,218,105.8,0.0,5.3,10.5,6.3,2.08
Paul Millsap,$3.5k,PF/C,2,BKN,PHI,17,-2,226,114,5.3,12.5,25.5,6.0,1.71
M. Bolden,$3.0k,C,282,UTA,SAC,29,-6.5,227,116.8,1.5,4.3,10.5,5.8,1.92
A. Nader,$3.2k,SF/PF,1,PHO,LAL,25,+1,221.5,110.3,0.0,3.4,6.8,5.8,1.8
A. Rivers,$3.4k,PG/SG,1,DEN,SA,10,-7.5,221,114.3,1.5,8.4,16.3,5.5,1.62
T. Black,$3.0k,C,1250,DEN,SA,20,-7.5,221,114.3,1.3,2.4,4.5,5.3,1.75
Bryn Forbes,$3.1k,SG,1,SA,DEN,24,+7.5,221,106.8,0.0,4.9,11.0,4.8,1.53
A. Bradley,$3.0k,SG/SF,2,LAL,PHO,5,-1,221.5,111.3,7.5,10.5,14.3,4.5,1.5
J. Primo,$3.2k,SG,1,SA,DEN,24,+7.5,221,106.8,3.5,3.5,3.5,4.5,1.41
U. Garuba,$3.1k,PF/C,1,HOU,OKC,7,-3.5,220,111.8,14.0,14.0,14.0,4.5,1.45
D. Bembry,$3.0k,SG/SF,2,BKN,PHI,4,-2,226,114,0.0,24.9,40.8,4.3,1.42
A. Nesmith,$3.0k,SF,1,BOS,TOR,16,-6.5,218,112.3,2.5,6.5,14.5,4.0,1.33
C. Kispert,$3.0k,SG/SF,"",WAS,IND,13,+1,227,113,"","","",3.9,1.3
Troy Brown Jr.,$3.0k,SG/SF,1,CHI,NO,9,-6.5,222.5,114.5,0.0,8.2,12.0,3.8,1.25
Tre Jones,$3.0k,PG,1,SA,DEN,19,+7.5,221,106.8,1.5,10.8,21.5,3.5,1.17
J. Butler,$3.2k,PG/SG,1,UTA,SAC,21,-6.5,227,116.8,2.3,2.3,2.3,2.0,0.63
T. Ariza O,$3.9k,PF,145,LAL,PHO,30,-1,221.5,111.3,7.3,16.7,29.0,0.0,0
Yuta Watanabe O,$3.7k,SG,161,TOR,BOS,15,+6.5,218,105.8,5.5,15.7,19.5,0.0,0
P. Siakam O,$7.8k,PF/C,166,TOR,BOS,5,+6.5,218,105.8,26.8,47.4,70.8,0.0,0
S. Milton O,$3.0k,PG,123,PHI,BKN,1,+2,226,112,0.0,7.1,12.5,0.0,0
E. Sumner O,$3.0k,PG,154,BKN,PHI,27,-2,226,114,4.5,12.0,20.0,0.0,0
K. Martin O,$3.5k,SF/PF,154,IND,WAS,29,-1,227,114,19.5,24.2,31.3,0.0,0
