name,salary,pos,rest,team,opp,l5_dv_p,sprd,o_u,tm_pts,fp_min,fp_avg,fp_max,dk_fp_projected,value_projected
J. Butler,$8.9k,SF/PF,7,MIA,NY,16,-6,211.5,108.8,23.5,39.3,52.0,41.0,4.61
CJ McCollum,$8.6k,PG/SG,7,NO,PHO,21,+6.5,230,111.8,33.3,47.6,57.3,40.8,4.74
Bam Adebayo,$8.4k,C,7,MIA,NY,19,-6,211.5,108.8,36.3,44.0,50.0,39.5,4.7
J. Valanciunas,$7.8k,C,7,NO,PHO,20,+6.5,230,111.8,28.5,37.0,48.0,39.3,5.03
Christian Wood,$7.9k,C,7,HOU,ORL,29,+4,234.5,115.3,29.3,36.2,44.8,39.0,4.94
Rudy Gobert,$8.4k,C,8,UTA,DAL,17,-6,216,111,23.8,38.5,51.5,38.5,4.58
W. Carter Jr.,$7.4k,PF/C,8,ORL,HOU,16,-4,234.5,119.3,31.8,39.7,53.0,38.3,5.17
B. Ingram,$7.7k,SG/SF,7,NO,PHO,4,+6.5,230,111.8,20.3,29.8,42.3,38.0,4.94
M. Bridges,$7.8k,SF/PF,7,CHA,TOR,30,+2,225,111.5,23.3,40.5,57.8,37.8,4.84
R. Jackson,$7.6k,PG,7,LAC,LAL,15,+3,222.5,109.8,31.0,39.7,48.8,36.8,4.84
D. Russell,$7.3k,PG/SG,0,MIN,PHI,8,+2.5,229.5,113.5,24.8,36.8,54.5,36.5,5
T. Rozier,$8.2k,PG/SG,7,CHA,TOR,9,+2,225,111.5,16.0,42.9,66.5,36.0,4.39
D. Ayton,$6.8k,C,0,PHO,NO,16,-6.5,230,118.3,21.0,32.3,39.3,35.8,5.26
B. Hield,$6.3k,SG/SF,8,IND,OKC,25,-7,226,116.5,14.8,33.3,49.0,35.0,5.56
Cole Anthony,$7.0k,PG,8,ORL,HOU,13,-4,234.5,119.3,13.8,33.0,50.8,34.8,4.96
J. Poeltl,$7.3k,C,8,SA,WAS,1,-3.5,225,114.3,29.3,35.9,52.8,34.8,4.76
A. Edwards,$7.4k,SG/SF,0,MIN,PHI,11,+2.5,229.5,113.5,10.8,33.4,61.3,34.8,4.7
T. Harris,$7.2k,PF,7,PHI,MIN,30,-2.5,229.5,116,15.8,31.3,43.8,34.5,4.79
J. Suggs,$6.0k,PG/SG,8,ORL,HOU,13,-4,234.5,119.3,1.5,27.8,45.0,33.8,5.63
J. Brunson,$6.9k,PG/SG,7,DAL,UTA,22,+6,216,105,22.3,31.5,40.0,32.8,4.75
Kyle Lowry,$6.8k,PG,7,MIA,NY,20,-6,211.5,108.8,26.0,36.9,55.8,32.3,4.74
D. Bazley,$6.4k,PF/C,0,OKC,IND,8,+7,226,109.5,10.8,29.7,45.0,32.0,5
RJ Barrett Q,$6.7k,SF,16,NY,MIA,15,+6,211.5,102.8,16.0,33.8,56.0,32.0,4.78
K. Porter Jr.,$6.7k,PG,10,HOU,ORL,12,+4,234.5,115.3,12.3,31.4,49.3,30.8,4.59
Gary Trent Jr.,$6.5k,SG/SF,8,TOR,CHA,17,-2,225,113.5,7.8,31.7,59.3,30.8,4.73
F. Wagner,$5.7k,SF,8,ORL,HOU,23,-4,234.5,119.3,17.3,29.0,46.5,30.5,5.35
M. Morris Sr.,$6.4k,SF/PF,7,LAC,LAL,29,+3,222.5,109.8,15.5,28.7,40.3,30.3,4.73
M. Harrell,$5.6k,C,7,CHA,TOR,15,+2,225,111.5,16.3,28.8,38.3,29.5,5.27
K. Johnson,$5.7k,PF,8,SA,WAS,26,-3.5,225,114.3,21.3,31.2,42.8,29.3,5.13
S. Barnes,$5.8k,SF/PF,8,TOR,CHA,19,-2,225,113.5,12.0,24.9,30.3,29.0,5
I. Zubac,$5.0k,C,7,LAC,LAL,11,+3,222.5,109.8,11.8,29.5,38.8,28.0,5.6
M. Bridges,$6.1k,SG/SF,0,PHO,NO,6,-6.5,230,118.3,24.5,29.9,37.8,28.0,4.59
P. Beverley,$5.2k,PG,0,MIN,PHI,8,+2.5,229.5,113.5,20.0,28.0,40.5,27.5,5.29
Mo Bamba,$4.5k,C,8,ORL,HOU,24,-4,234.5,119.3,5.3,22.6,33.0,27.5,6.11
Jae'Sean Tate,$5.7k,PF,7,HOU,ORL,2,+4,234.5,115.3,18.3,28.6,36.0,27.5,4.82
B. Bogdanovic,$5.8k,SF,8,UTA,DAL,20,-6,216,111,18.0,26.0,32.0,27.5,4.74
T. Maxey,$6.4k,PG,7,PHI,MIN,19,-2.5,229.5,116,15.0,25.4,33.8,27.3,4.26
C. Johnson,$4.8k,SF/PF,0,PHO,NO,2,-6.5,230,118.3,14.5,26.4,37.0,27.0,5.63
Mike Conley,$6.2k,PG,8,UTA,DAL,4,-6,216,111,18.0,26.6,34.8,27.0,4.35
PJ Washington,$5.3k,PF/C,7,CHA,TOR,9,+2,225,111.5,14.0,25.3,39.5,26.8,5.05
T. Herro,$5.9k,PG/SG,12,MIA,NY,20,-6,211.5,108.8,20.5,29.9,41.3,26.5,4.49
Malik Monk,$5.6k,SG,8,LAL,LAC,16,-3,222.5,112.8,13.0,24.9,33.8,26.5,4.73
Terance Mann,$5.4k,SG/SF,7,LAC,LAL,20,+3,222.5,109.8,12.3,31.4,46.3,26.5,4.91
D. Vassell,$5.0k,SG/SF,8,SA,WAS,27,-3.5,225,114.3,10.0,27.6,33.8,26.3,5.25
Tre Mann,$5.0k,PG/SG,0,OKC,IND,14,+7,226,109.5,3.3,25.8,39.5,26.3,5.25
M. Brogdon,$7.1k,PG,36,IND,OKC,3,-7,226,116.5,5.3,24.3,46.0,26.3,3.7
J. Hayes,$4.8k,PF/C,7,NO,PHO,28,+6.5,230,111.8,4.8,16.5,26.3,26.0,5.42
C. Okeke,$4.7k,SF/PF,8,ORL,HOU,23,-4,234.5,119.3,21.0,28.0,34.0,26.0,5.53
O. Brissett,$5.7k,PF/C,8,IND,OKC,27,-7,226,116.5,12.0,32.9,47.3,26.0,4.56
A. Pokusevski,$4.7k,SF/PF,0,OKC,IND,21,+7,226,109.5,10.5,22.0,34.5,25.8,5.48
Evan Fournier,$6.2k,SG/SF,8,NY,MIA,5,+6,211.5,102.8,17.3,32.5,50.5,25.5,4.11
Alec Burks,$4.9k,PG/SF,8,NY,MIA,24,+6,211.5,102.8,18.8,25.3,31.5,25.5,5.2
M. Robinson,$5.6k,C,8,NY,MIA,4,+6,211.5,102.8,8.0,31.9,58.3,25.0,4.46
L. Walker IV,$3.9k,PG/SG,8,SA,WAS,7,-3.5,225,114.3,3.5,17.9,33.3,25.0,6.41
Deni Avdija,$5.1k,SG/SF,7,WAS,SA,10,+3.5,225,110.8,21.3,29.0,38.3,24.8,4.85
K. Oubre Jr.,$6.0k,SG/SF,7,CHA,TOR,8,+2,225,111.5,16.0,22.1,26.3,24.3,4.04
J. Green,$5.0k,PG/SG,7,HOU,ORL,12,+4,234.5,115.3,21.8,24.2,28.0,23.8,4.75
J. Vanderbilt,$4.6k,PF/C,0,MIN,PHI,25,+2.5,229.5,113.5,13.3,20.3,30.0,23.8,5.16
K. Caldwell-Pope,$4.9k,SG/SF,7,WAS,SA,10,+3.5,225,110.8,18.3,25.9,40.3,23.5,4.8
C. Kispert,$4.5k,SG/SF,7,WAS,SA,10,+3.5,225,110.8,15.5,21.7,33.8,23.3,5.17
Ish Smith,$4.2k,PG,7,WAS,SA,27,+3.5,225,110.8,10.5,21.4,29.0,23.3,5.54
D. Finney-Smith,$4.6k,SF/PF,7,DAL,UTA,3,+6,216,105,7.5,22.9,28.3,23.3,5.05
C. Anthony Q,$4.9k,PF,21,LAL,LAC,1,-3,222.5,112.8,11.5,25.9,43.0,23.0,4.69
M. Plumlee,$5.2k,C,7,CHA,TOR,15,+2,225,111.5,10.8,27.3,48.8,23.0,4.42
Raul Neto,$4.7k,PG/SG,7,WAS,SA,27,+3.5,225,110.8,19.0,25.9,30.3,23.0,4.89
J. Clarkson,$5.7k,PG/SG,8,UTA,DAL,4,-6,216,111,17.3,23.4,30.5,23.0,4.04
Isaiah Roby,$4.3k,C,0,OKC,IND,12,+7,226,109.5,5.0,21.1,43.5,22.8,5.29
J. McGee,$4.3k,C,0,PHO,NO,16,-6.5,230,118.3,14.0,19.7,22.3,22.8,5.29
A. Wiggins,$3.6k,SG/SF,0,OKC,IND,28,+7,226,109.5,9.0,13.7,17.8,22.8,6.32
A. Sengun,$4.3k,PF/C,7,HOU,ORL,2,+4,234.5,115.3,12.0,24.0,49.5,22.5,5.23
H. Jones,$4.5k,SF/PF,7,NO,PHO,14,+6.5,230,111.8,14.5,20.3,28.5,22.5,5
T. Young,$3.6k,PF/C,8,TOR,CHA,22,-2,225,113.5,5.3,16.2,24.0,22.3,6.18
I. Hartenstein,$4.4k,C,7,LAC,LAL,11,+3,222.5,109.8,8.5,19.5,40.5,22.3,5.06
Jae Crowder,$4.6k,SF/PF,0,PHO,NO,2,-6.5,230,118.3,22.5,26.0,37.8,22.3,4.84
T. Bryant,$4.6k,C,7,WAS,SA,25,+3.5,225,110.8,16.3,23.4,31.5,22.0,4.78
S. Dinwiddie,$5.4k,PG/SG,7,DAL,UTA,22,+6,216,105,10.0,22.4,46.0,22.0,4.07
Rui Hachimura,$4.0k,PF,7,WAS,SA,5,+3.5,225,110.8,9.8,21.0,29.5,21.5,5.38
T. Horton-Tucker,$4.5k,SG/SF,8,LAL,LAC,16,-3,222.5,112.8,15.0,24.8,35.8,21.5,4.78
R. O'Neale,$4.8k,SF/PF,8,UTA,DAL,20,-6,216,111,13.5,21.4,31.0,21.5,4.48
I. Jackson,$5.6k,PF/C,13,IND,OKC,27,-7,226,116.5,16.0,27.3,46.5,21.3,3.79
Luke Kennard,$4.0k,PG/SG,7,LAC,LAL,15,+3,222.5,109.8,8.5,20.7,36.5,21.3,5.31
Doug McDermott,$4.3k,SF,8,SA,WAS,9,-3.5,225,114.3,9.0,19.7,26.5,21.0,4.88
C. Boucher,$4.5k,PF,8,TOR,CHA,22,-2,225,113.5,10.3,19.3,24.8,21.0,4.67
Eric Gordon,$4.0k,SG/SF,8,HOU,ORL,29,+4,234.5,115.3,12.3,19.4,28.0,20.5,5.13
R. Bullock Q,$4.7k,SG/SF,12,DAL,UTA,9,+6,216,105,18.5,26.4,42.8,20.5,4.36
D. Gafford,$3.4k,C,7,WAS,SA,25,+3.5,225,110.8,4.5,14.3,22.3,20.5,6.03
P.J. Tucker,$4.1k,PF/C,7,MIA,NY,13,-6,211.5,108.8,9.8,18.8,34.0,20.5,5
H. Whiteside,$5.6k,C,8,UTA,DAL,17,-6,216,111,14.5,33.2,50.3,20.5,3.66
Maxi Kleber,$4.8k,PF/C,7,DAL,UTA,3,+6,216,105,11.0,24.2,39.5,20.5,4.27
D. Graham,$4.4k,PG,7,NO,PHO,21,+6.5,230,111.8,9.8,17.7,33.5,20.3,4.6
L. Stephenson,$4.4k,PG/SF,8,IND,OKC,3,-7,226,116.5,12.0,28.7,46.8,20.0,4.55
J. Smith,$4.8k,PF,8,IND,OKC,27,-7,226,116.5,4.5,20.8,36.0,20.0,4.17
Amir Coffey,$3.7k,SG/SF,7,LAC,LAL,20,+3,222.5,109.8,3.5,13.2,21.0,19.8,5.34
Goga Bitadze,$4.6k,C,9,IND,OKC,28,-7,226,116.5,5.0,16.9,30.0,19.8,4.29
J. McDaniels,$3.7k,SF/PF,0,MIN,PHI,24,+2.5,229.5,113.5,13.3,23.6,40.3,19.5,5.27
Gary Harris,$4.1k,SG/SF,8,ORL,HOU,30,-4,234.5,119.3,8.3,19.0,35.3,19.3,4.7
Q. Grimes,$4.1k,SG,8,NY,MIA,5,+6,211.5,102.8,5.0,21.0,35.8,19.3,4.7
N. Batum,$4.1k,PF/C,7,LAC,LAL,24,+3,222.5,109.8,2.0,20.9,36.3,19.3,4.7
D. Schroder,$5.3k,PG/SG,7,HOU,ORL,12,+4,234.5,115.3,16.8,27.5,46.0,18.5,3.49
D. Powell,$3.8k,C,7,DAL,UTA,13,+6,216,105,15.5,17.5,20.3,18.0,4.74
Zach Collins,$3.4k,C,8,SA,WAS,1,-3.5,225,114.3,9.5,17.5,26.8,17.8,5.22
D. Robinson,$4.7k,SG,7,MIA,NY,19,-6,211.5,108.8,8.3,20.7,36.0,17.5,3.72
R. Covington,$3.5k,PF/C,7,LAC,LAL,24,+3,222.5,109.8,8.0,16.2,26.0,17.5,5
KJ Martin,$3.6k,PF/C,7,HOU,ORL,2,+4,234.5,115.3,12.8,17.3,21.0,17.0,4.72
L. Shamet,$3.0k,SG/SF,0,PHO,NO,6,-6.5,230,118.3,2.8,12.5,31.0,17.0,5.67
S. Johnson,$3.6k,SF/PF,8,LAL,LAC,4,-3,222.5,112.8,6.8,17.7,25.0,16.8,4.65
M. Thybulle,$3.7k,SF/PF,7,PHI,MIN,6,-2.5,229.5,116,4.3,15.0,27.0,16.8,4.53
I. Quickley,$4.3k,PG/SG,8,NY,MIA,24,+6,211.5,102.8,6.5,13.4,34.5,16.8,3.9
E. Payton,$3.7k,PG,8,PHO,NO,29,-6.5,230,118.3,2.8,13.0,33.5,16.5,4.46
G. Mathews,$3.9k,SF,7,HOU,ORL,18,+4,234.5,115.3,9.5,18.2,29.5,16.5,4.23
A. Reaves,$3.4k,PG,8,LAL,LAC,28,-3,222.5,112.8,9.8,16.0,24.3,16.0,4.71
Omer Yurtseven,$3.3k,C,7,MIA,NY,19,-6,211.5,108.8,0.0,11.1,22.0,15.8,4.77
Terrence Ross,$3.5k,SG/SF,8,ORL,HOU,30,-4,234.5,119.3,4.5,13.0,19.0,15.8,4.5
G. Niang,$3.8k,PF,7,PHI,MIN,30,-2.5,229.5,116,11.5,17.4,30.5,15.8,4.14
T. Craig,$4.0k,PF/C,0,PHO,NO,15,-6.5,230,118.3,8.3,17.9,28.3,15.8,3.94
Naz Reid,$3.3k,PF/C,0,MIN,PHI,25,+2.5,229.5,113.5,6.0,16.9,25.8,15.5,4.7
D. Howard,$3.0k,C,8,LAL,LAC,5,-3,222.5,112.8,7.0,12.7,20.3,15.5,5.17
Nerlens Noel Q,$3.0k,C,17,NY,MIA,4,+6,211.5,102.8,5.3,12.0,21.3,14.3,4.75
M. Beasley,$3.4k,SG,0,MIN,PHI,11,+2.5,229.5,113.5,1.3,14.4,22.5,14.3,4.19
Khem Birch,$3.1k,C,8,TOR,CHA,27,-2,225,113.5,4.3,13.3,17.5,14.3,4.6
P. Achiuwa,$3.2k,C,8,TOR,CHA,27,-2,225,113.5,1.3,13.4,20.5,14.3,4.45
D. Favors,$3.4k,C,0,OKC,IND,12,+7,226,109.5,3.8,15.5,34.8,13.8,4.04
Gabe Vincent,$4.3k,PG,7,MIA,NY,20,-6,211.5,108.8,12.8,20.2,38.0,13.0,3.02
T. Ariza,$3.2k,PF,8,LAL,LAC,1,-3,222.5,112.8,4.5,14.6,28.5,13.0,4.06
K. Bates-Diop,$3.0k,PF,8,SA,WAS,26,-3.5,225,114.3,3.5,9.0,15.3,13.0,4.33
Cody Martin Q,$3.8k,SG/SF,19,CHA,TOR,8,+2,225,111.5,10.8,16.1,19.0,13.0,3.42
Tre Jones,$3.1k,PG,10,SA,WAS,7,-3.5,225,114.3,8.0,16.0,25.8,12.8,4.11
Vit Krejci,$3.0k,SG,0,OKC,IND,28,+7,226,109.5,0.8,5.3,14.5,12.8,4.25
Theo Maledon,$3.2k,PG,0,OKC,IND,14,+7,226,109.5,2.0,16.0,34.8,12.5,3.91
T. Taylor,$4.7k,C,8,IND,OKC,28,-7,226,116.5,13.3,21.9,30.8,12.3,2.61
Josh Green,$3.2k,SF,7,DAL,UTA,3,+6,216,105,8.8,12.1,17.3,12.0,3.75
F. Korkmaz,$3.4k,SG/SF,7,PHI,MIN,14,-2.5,229.5,116,11.0,15.7,25.8,11.5,3.38
S. Milton,$3.6k,PG/SG,7,PHI,MIN,19,-2.5,229.5,116,11.0,15.7,21.0,11.5,3.19
D. Washington Jr.,$3.4k,SG,8,IND,OKC,25,-7,226,116.5,1.3,10.7,26.5,11.0,3.24
Max Strus,$3.4k,SG/SF,7,MIA,NY,19,-6,211.5,108.8,3.3,11.6,17.0,11.0,3.24
R.J. Hampton Q,$3.0k,PG/SG,36,ORL,HOU,13,-4,234.5,119.3,8.3,14.8,17.0,10.8,3.58
D. Green,$3.2k,SF,7,PHI,MIN,6,-2.5,229.5,116,3.3,7.1,13.8,10.8,3.36
J. McLaughlin,$3.1k,PG,0,MIN,PHI,8,+2.5,229.5,113.5,2.8,8.7,14.5,10.5,3.39
Josh Christopher,$3.7k,SG/SF,7,HOU,ORL,29,+4,234.5,115.3,1.3,13.0,29.5,10.3,2.77
G. Temple,$3.2k,PG/SG,7,NO,PHO,21,+6.5,230,111.8,2.0,9.0,18.0,10.3,3.2
C. Martin,$3.6k,SG/SF,17,MIA,NY,19,-6,211.5,108.8,9.8,19.6,24.5,10.3,2.85
D. House Jr.,$3.2k,SF/PF,8,UTA,DAL,20,-6,216,111,4.5,17.7,36.8,10.0,3.13
Obi Toppin,$3.3k,PF,8,NY,MIA,19,+6,211.5,102.8,0.8,10.7,18.3,9.8,2.95
Eric Paschall,$3.1k,PF,8,UTA,DAL,7,-6,216,111,6.8,11.3,19.8,9.8,3.15
T. Forrest,$3.3k,SG/SF,8,UTA,DAL,1,-6,216,111,2.8,15.5,23.8,9.5,2.88
D. Banton,$3.0k,PG,8,TOR,CHA,17,-2,225,113.5,3.5,10.0,21.0,9.3,3.08
T. Prince,$3.6k,SF/PF,0,MIN,PHI,24,+2.5,229.5,113.5,4.0,8.1,14.3,9.0,2.5
Paul Millsap,$3.3k,C,7,PHI,MIN,18,-2.5,229.5,116,1.3,12.5,27.5,9.0,2.73
D. Nwaba,$3.2k,SF/PF,7,HOU,ORL,18,+4,234.5,115.3,2.8,7.4,10.3,8.5,2.66
Anthony Gill,$3.5k,SF,7,WAS,SA,12,+3.5,225,110.8,6.8,15.6,25.0,8.5,2.43
Tony Snell,$3.3k,SF/PF,7,NO,PHO,14,+6.5,230,111.8,6.5,17.3,31.5,8.3,2.5
JT Thor,$3.0k,PF,7,CHA,TOR,9,+2,225,111.5,0.0,8.2,11.8,8.0,2.67
B. Boston Jr.,$3.1k,PG/SG,7,LAC,LAL,15,+3,222.5,109.8,2.0,8.6,16.5,7.8,2.5
D. Bertans,$3.7k,PF,7,DAL,UTA,3,+6,216,105,0.5,7.5,18.8,7.8,2.09
B. Fernando,$3.1k,C,7,HOU,ORL,29,+4,234.5,115.3,0.8,5.9,15.8,6.5,2.1
Semi Ojeleye,$3.0k,PF,7,LAC,LAL,24,+3,222.5,109.8,-1.0,4.1,10.0,6.0,2
Cam Reddish,$3.5k,SF/PF,8,NY,MIA,15,+6,211.5,102.8,2.0,9.0,20.5,5.0,1.43
Rodney Hood,$3.5k,SG/SF,7,LAC,LAL,20,+3,222.5,109.8,1.3,3.0,6.5,3.0,0.86
W. Ellington,$3.0k,SG,8,LAL,LAC,16,-3,222.5,112.8,4.8,10.5,18.3,2.3,0.75
Kent Bazemore,$3.0k,SG/SF,8,LAL,LAC,16,-3,222.5,112.8,1.5,7.2,18.5,2.0,0.67
R. Rubio O,$3.0k,PG,58,IND,OKC,3,-7,226,116.5,27.8,41.6,67.3,0.0,0
V. Oladipo O,$4.6k,PG,322,MIA,NY,20,-6,211.5,108.8,19.8,29.0,45.3,0.0,0
PJ Dozier O,$3.1k,PG,93,ORL,HOU,13,-4,234.5,119.3,1.5,11.6,26.0,0.0,0
G. Hayward O,$5.7k,SF/PF,17,CHA,TOR,30,+2,225,111.5,4.8,17.1,33.8,0.0,0
Zion Williamson O,$8.1k,C,296,NO,PHO,20,+6.5,230,111.8,26.0,47.1,60.8,0.0,0
A. Holiday O,$5.0k,PG/SG,0,PHO,NO,29,-6.5,230,118.3,8.5,19.6,30.0,0.0,0
Paul George O,$9.1k,SG,64,LAC,LAL,20,+3,222.5,109.8,42.0,44.0,46.5,0.0,0
M. Morris O,$3.0k,PF,108,MIA,NY,13,-6,211.5,108.8,11.3,14.8,17.3,0.0,0
M. Wagner O,$3.0k,PF/C,18,ORL,HOU,16,-4,234.5,119.3,9.8,15.3,21.5,0.0,0
K. Walker O,$4.2k,PG,8,NY,MIA,24,+6,211.5,102.8,13.5,21.2,29.3,0.0,0
K. Porzingis O,$8.0k,PF/C,26,WAS,SA,5,+3.5,225,110.8,6.3,28.3,41.0,0.0,0
A. Davis O,$9.4k,C,8,LAL,LAC,5,-3,222.5,112.8,29.0,45.3,68.3,0.0,0
Kira Lewis Jr. O,$3.0k,PG/SG,78,NO,PHO,21,+6.5,230,111.8,6.5,11.4,16.8,0.0,0
L. Nance Jr. O,$4.9k,C,50,NO,PHO,20,+6.5,230,111.8,17.8,25.9,45.3,0.0,0
Luguentz Dort O,$6.1k,SF/PF,12,OKC,IND,21,+7,226,109.5,21.5,32.3,39.0,0.0,0
Bol Bol O,$3.0k,C,50,ORL,HOU,24,-4,234.5,119.3,0.0,5.7,15.8,0.0,0
J. Butler O,$3.0k,PG/SG,10,UTA,DAL,4,-6,216,111,-0.5,7.9,19.5,0.0,0
Josh Richardson O,$3.8k,SG/SF,8,SA,WAS,27,-3.5,225,114.3,7.5,17.7,33.5,0.0,0
J. Preston O,$3.0k,PG,"",LAC,LAL,15,+3,222.5,109.8,"","","",0.0,0
R. Langford O,$3.0k,SF,16,SA,WAS,9,-3.5,225,114.3,0.0,3.9,9.5,0.0,0
Derrick Rose O,$6.2k,PG,70,NY,MIA,24,+6,211.5,102.8,2.8,23.9,37.0,0.0,0
M. Turner O,$5.4k,C,41,IND,OKC,28,-7,226,116.5,18.8,25.4,33.0,0.0,0
Tim Hardaway Jr. O,$4.2k,SF,30,DAL,UTA,3,+6,216,105,12.0,17.8,23.8,0.0,0
E. Moore O,$3.0k,SG,134,ORL,HOU,30,-4,234.5,119.3,2.8,10.5,14.3,0.0,0
K. Williams O,$4.4k,SF/PF,10,OKC,IND,21,+7,226,109.5,22.5,28.1,33.0,0.0,0
Trey Burke O,$3.0k,PG,12,DAL,UTA,22,+6,216,105,0.0,8.4,25.8,0.0,0
J. Robinson-Earl O,$3.0k,PF/C,27,OKC,IND,8,+7,226,109.5,9.5,22.1,35.3,0.0,0
D. Dedmon O,$3.8k,C,12,MIA,NY,19,-6,211.5,108.8,15.0,19.5,23.3,0.0,0
Aron Baynes O,$3.0k,C,284,TOR,CHA,27,-2,225,113.5,7.3,18.7,31.0,0.0,0
Theo Pinson O,$3.0k,SF,16,DAL,UTA,3,+6,216,105,0.0,1.8,4.0,0.0,0
Rudy Gay O,$4.1k,PF,20,UTA,DAL,7,-6,216,111,5.0,15.9,27.3,0.0,0
F. Kaminsky O,$4.7k,PF/C,101,PHO,NO,15,-6.5,230,118.3,6.8,23.4,46.8,0.0,0
C. Duarte O,$5.5k,SG/SF,11,IND,OKC,25,-7,226,116.5,2.3,24.8,36.5,0.0,0
J. Primo O,$3.0k,SG,8,SA,WAS,27,-3.5,225,114.3,5.3,11.7,23.0,0.0,0
D. Saric O,$3.0k,PF/C,233,PHO,NO,15,-6.5,230,118.3,1.3,7.4,10.8,0.0,0
Bradley Beal O,$3.0k,PG/SG,26,WAS,SA,27,+3.5,225,110.8,32.5,40.6,48.5,0.0,0
C. Payne O,$4.1k,PG,33,PHO,NO,29,-6.5,230,118.3,13.5,21.2,34.3,0.0,0
M. Carter-Williams O,$3.4k,PG,316,ORL,HOU,13,-4,234.5,119.3,14.0,22.6,35.5,0.0,0
N. Powell O,$6.6k,PG,14,LAC,LAL,15,+3,222.5,109.8,27.0,34.7,43.3,0.0,0
Kendrick Nunn O,$3.0k,PG,137,LAL,LAC,28,-3,222.5,112.8,4.3,17.3,23.8,0.0,0
A. Nader O,$3.0k,PF,97,PHO,NO,15,-6.5,230,118.3,0.0,7.2,23.0,0.0,0
T.J. Warren O,$3.0k,SF/PF,422,IND,OKC,5,-7,226,116.5,7.8,24.4,35.0,0.0,0
Jay Scrubb O,$3.0k,SG,25,LAC,LAL,20,+3,222.5,109.8,0.0,5.2,14.0,0.0,0
Chris Paul O,$9.0k,PG,8,PHO,NO,29,-6.5,230,118.3,22.5,42.9,58.8,0.0,0
U. Garuba O,$3.0k,C,45,HOU,ORL,29,+4,234.5,115.3,0.0,5.9,12.5,0.0,0
Josh Giddey O,$8.3k,PG/SG,0,OKC,IND,14,+7,226,109.5,25.8,43.5,62.8,0.0,0
Luka Samanic O,$3.0k,PF,137,NY,MIA,19,+6,211.5,102.8,1.5,8.4,18.0,0.0,0
F. Ntilikina O,$3.0k,PG/SG,9,DAL,UTA,22,+6,216,105,1.5,5.6,11.3,0.0,0
T.J. McConnell O,$4.0k,PG,85,IND,OKC,3,-7,226,116.5,0.0,18.1,28.3,0.0,0
M. Fultz O,$3.3k,PG,414,ORL,HOU,13,-4,234.5,119.3,5.0,22.6,35.0,0.0,0
E. Omoruyi O,$3.0k,SF/PF,83,DAL,UTA,3,+6,216,105,1.3,6.3,12.3,0.0,0
M. Garrett O,$3.0k,PG/SG,58,MIA,NY,20,-6,211.5,108.8,3.3,9.7,18.8,0.0,0
Mike Muscala O,$3.0k,C,20,OKC,IND,12,+7,226,109.5,13.5,16.8,20.5,0.0,0
M. Wright IV O,$3.0k,PG,32,MIN,PHI,8,+2.5,229.5,113.5,0.0,3.2,9.5,0.0,0
KZ Okpala O,$3.0k,SF,58,OKC,IND,21,+7,226,109.5,6.0,11.6,22.3,0.0,0
Ty Jerome O,$3.8k,PG/SG,10,OKC,IND,14,+7,226,109.5,8.5,16.4,26.3,0.0,0
A. Bradley O,$3.3k,SG/SF,12,LAL,LAC,16,-3,222.5,112.8,0.8,7.9,15.8,0.0,0
