abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
J. Harden,James Harden,SG/PG,BKN,55.8,"$10,200",5.47,35.96,28.6,7.8,10.5,1.3,0.7,3.9
N. Jokic,Nikola Jokic,C,DEN,53.9,"$11,000",4.9,33.92,25.4,11.4,7.8,1.2,0.8,2.9
J. Embiid,Joel Embiid,C,PHI,52.0,"$10,400",5,32.60,26.8,13.5,3.4,0.9,1.4,3.0
G. Antetokounmpo,Giannis Antetokounmpo,PF/SF,MIL,50.3,"$11,200",4.49,32.53,25.0,10.8,5.6,1.0,1.3,3.0
L. Doncic,Luka Doncic,PG/SG,DAL,47.9,"$9,900",4.84,33.79,25.7,7.4,8.5,1.1,0.5,4.2
J. Tatum,Jayson Tatum,SF/PF,BOS,46.8,"$9,700",4.82,36.49,28.6,8.2,4.1,1.1,0.5,2.6
S. Curry,Stephen Curry,PG,POR,45.9,"$10,700",4.29,34.48,28.7,5.4,6.0,1.3,0.3,3.1
K. Towns,Karl-Anthony Towns,C,UTAH,44.8,"$9,500",4.72,32.52,24.2,9.3,4.5,0.9,1.0,3.0
Z. LaVine,Zach LaVine,SG/PG,CHI,44.4,"$9,100",4.88,37.54,28.9,5.2,5.5,0.9,0.5,3.2
R. Gobert,Rudy Gobert,C,UTAH,42.5,"$8,800",4.83,32.71,15.1,14.2,1.3,0.7,2.7,1.8
P. Siakam,Pascal Siakam,PF,OKC,42.0,"$8,000",5.25,37.61,22.8,7.9,4.5,1.1,0.7,2.4
N. Vucevic,Nikola Vucevic,C,CHI,42.0,"$9,000",4.66,35.38,17.8,11.5,4.5,1.0,0.8,1.8
P. George,Paul George,SG/SF,BOS,40.9,"$8,900",4.59,34.14,23.2,6.7,5.1,1.4,0.4,3.4
D. Sabonis,Domantas Sabonis,PF/C,NY,40.0,"$8,800",4.54,36.16,16.5,12,4.9,1.1,0.5,3.1
D. Mitchell,Donovan Mitchell,SG/PG,UTAH,39.7,"$8,400",4.73,33.64,24.8,4.4,5.3,1.2,0.3,2.8
J. Randle,Julius Randle,PF/C,NY,39.6,"$8,700",4.56,33.38,20.7,9.2,5.0,0.8,0.3,2.9
D. Fox,De'Aaron Fox,PG,ORL,39.1,"$7,800",5.01,34.72,21.9,3.8,6.5,1.4,0.5,2.8
C. Anthony,Cole Anthony,PG/SG,ORL,39.1,"$8,200",4.76,34.81,22.0,6.1,5.7,1.0,0.4,3.0
B. Beal,Bradley Beal,SG,WSH,38.8,"$8,500",4.56,36.22,23.4,4.9,5.4,1.1,0.4,3.1
J. Allen,Jarrett Allen,C/PF,CHI,38.8,"$8,500",4.56,36.08,16.4,11.8,2.2,0.8,1.5,2.0
B. Ingram,Brandon Ingram,SF,DEN,38.8,"$7,700",5.03,36.12,22.9,5.5,5.3,0.7,0.6,2.6
F. VanVleet,Fred VanVleet,PG,OKC,38.7,"$7,900",4.89,37.76,19.0,4.8,6.4,1.6,0.6,2.3
