draft_group,draftableId,firstName,lastName,displayName,shortName,playerId,playerDkId,position,rosterSlotId,salary,status,isSwappable,isDisabled,newsStatus,playerImage50,playerImage160,altPlayerImage50,altPlayerImage160,competition.competitionId,competition.name,competition.nameDisplay.value,competition.nameDisplay.isEmphasized,competition.nameDisplay.value.1,competition.nameDisplay.value.2,competition.startTime,competitions.competitionId,competitions.name,competitions.nameDisplay.value,competitions.nameDisplay.isEmphasized,competitions.nameDisplay.value.1,competitions.nameDisplay.value.2,competitions.startTime,draftStatAttributes.id,draftStatAttributes.value,draftStatAttributes.sortValue,draftStatAttributes.id.1,draftStatAttributes.value.1,draftStatAttributes.sortValue.1,draftStatAttributes.quality,teamId,teamAbbreviation,playerGameHash
60034,20400001,Ty-Shon,Alexander,Ty-Shon Alexander,T. Alexander,1060385,528600,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/528600.png,https://dkn.gs/sports/images/nba/players/160/528600.png,"","",5777385,GSW @ PHX,GSW,TRUE, @ ,PHX,2021-12-01T03:00:00.0000000Z,5777385,GSW @ PHX,GSW,TRUE, @ ,PHX,2021-12-01T03:00:00.0000000Z,-2,3rd,3,219,-,"",Low,21,PHX,1060385-5777385
60034,20399743,Aamir,Simms,Aamir Simms,A. Simms,1060906,591859,SF/PF,460,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591859.png,https://dkn.gs/sports/images/nba/players/160/591859.png,"","",5771199,NYK @ BKN,NYK,TRUE, @ ,BKN,2021-12-01T00:30:00.0000000Z,5771199,NYK @ BKN,NYK,TRUE, @ ,BKN,2021-12-01T00:30:00.0000000Z,-2,21st,21,219,-,"",High,18,NYK,1060906-5771199
60034,20399452,Gary,Trent Jr.,Gary Trent Jr.,G. Trent Jr.,1060908,33331,SG/SF,459,5400,Q,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/33331.png,https://dkn.gs/sports/images/nba/players/160/33331.png,"","",5776965,MEM @ TOR,MEM,TRUE, @ ,TOR,2021-12-01T00:30:00.0000000Z,5776965,MEM @ TOR,MEM,TRUE, @ ,TOR,2021-12-01T00:30:00.0000000Z,219,29.2,29.2,-2,24th,24,High,28,TOR,1060908-5776965
60034,20400025,Chaundee,Brown Jr.,Chaundee Brown Jr.,C. Brown Jr.,1060954,591153,SG,459,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/591153.png,https://dkn.gs/sports/images/nba/players/160/591153.png,"","",5773797,LAL @ SAC,LAL,TRUE, @ ,SAC,2021-12-01T03:00:00.0000000Z,5773797,LAL @ SAC,LAL,TRUE, @ ,SAC,2021-12-01T03:00:00.0000000Z,-2,26th,26,219,-,"",High,13,LAL,1060954-5773797
60034,20399717,Luka,Garza,Luka Garza,L. Garza,1061057,591056,C,462,3000,None,TRUE,FALSE,Breaking,https://dkn.gs/sports/images/nba/players/50/591056.png,https://dkn.gs/sports/images/nba/players/160/591056.png,"","",5777787,DET @ POR,DET,TRUE, @ ,POR,2021-12-01T03:00:00.0000000Z,5777787,DET @ POR,DET,TRUE, @ ,POR,2021-12-01T03:00:00.0000000Z,219,9.4,9.4,-2,17th,17,Medium,8,DET,1061057-5777787
60034,20399388,Deandre,Ayton,Deandre Ayton,D. Ayton,1061507,33312,C,462,7100,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/33312.png,https://dkn.gs/sports/images/nba/players/160/33312.png,"","",5777385,GSW @ PHX,GSW,TRUE, @ ,PHX,2021-12-01T03:00:00.0000000Z,5777385,GSW @ PHX,GSW,TRUE, @ ,PHX,2021-12-01T03:00:00.0000000Z,219,34.5,34.5,-2,1st,1,Low,21,PHX,1061507-5777385
60034,20400037,Chris,Smith,Chris Smith,C. Smith,1061552,592409,SG,459,3000,Q,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/592409.png,https://dkn.gs/sports/images/nba/players/160/592409.png,"","",5777787,DET @ POR,DET,TRUE, @ ,POR,2021-12-01T03:00:00.0000000Z,5777787,DET @ POR,DET,TRUE, @ ,POR,2021-12-01T03:00:00.0000000Z,-2,15th,15,219,-,"",Medium,8,DET,1061552-5777787
60034,20399570,Davion,Mitchell,Davion Mitchell,D. Mitchell,1061659,591009,PG,458,3900,None,TRUE,FALSE,Recent,https://dkn.gs/sports/images/nba/players/50/591009.png,https://dkn.gs/sports/images/nba/players/160/591009.png,"","",5773797,LAL @ SAC,LAL,TRUE, @ ,SAC,2021-12-01T03:00:00.0000000Z,5773797,LAL @ SAC,LAL,TRUE, @ ,SAC,2021-12-01T03:00:00.0000000Z,219,19.6,19.6,-2,30th,30,High,23,SAC,1061659-5773797
60034,20399697,Nicolas,Claxton,Nicolas Claxton,N. Claxton,1061682,32924,C,462,3000,None,TRUE,FALSE,None,https://dkn.gs/sports/images/nba/players/50/32924.png,https://dkn.gs/sports/images/nba/players/160/32924.png,"","",5771199,NYK @ BKN,NYK,TRUE, @ ,BKN,2021-12-01T00:30:00.0000000Z,5771199,NYK @ BKN,NYK,TRUE, @ ,BKN,2021-12-01T00:30:00.0000000Z,219,16.1,16.1,-2,26th,26,High,17,BKN,1061682-5771199
60034,20399783,Brandon,Rachal,Brandon Rachal,B. Rachal,1061693,591887,PG/SG,458,3000,None,TRUE,FALSE,,https://dkn.gs/sports/images/nba/teams/50/32902.png,https://dkn.gs/sports/images/nba/teams/160/32902.png,"","",5771199,NYK @ BKN,NYK,TRUE, @ ,BKN,2021-12-01T00:30:00.0000000Z,5771199,NYK @ BKN,NYK,TRUE, @ ,BKN,2021-12-01T00:30:00.0000000Z,-2,30th,30,219,-,"",High,17,BKN,1061693-5771199
