abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
J. Nurkic,Jusuf Nurkic,C,POR,34.4,"$6,300",5.47,26.29,13.5,10.2,3.2,1.0,1.0,2.1
A. Burks,Alec Burks,SG/SF,DET,33.9,"$5,600",6.05,38.01,18.2,6.2,3.3,1.2,0.4,1.5
C. LeVert,Caris LeVert,SG/SF,IND,33.8,"$6,500",5.2,33.92,18.1,4.3,4.7,1.3,0.6,2.2
M. Turner,Myles Turner,C/PF,IND,33.4,"$6,500",5.14,32.92,12.7,7.4,1.3,0.8,3.0,1.5
T. Herro,Tyler Herro,SG/SF,IND,30.5,"$6,200",4.92,31.93,17.0,5.1,4.2,0.8,0.3,2.2
J. Hart,Josh Hart,SG/SF,POR,30.3,"$6,600",4.59,34.64,12.1,8.6,3.7,1.0,0.3,1.6
E. Fournier,Evan Fournier,SF/SG,DET,29.8,"$5,200",5.73,37.88,16.9,3.8,3.5,1.3,0.4,2.0
N. Powell,Norman Powell,SF/SG,POR,29.5,"$6,300",4.68,32.82,20.0,3.2,2.1,1.1,0.3,1.7
I. Stewart,Isaiah Stewart,PF,DET,29.4,"$5,600",5.25,32.06,9.3,9.8,1.5,0.8,1.7,1.4
D. Finney-Smith,Dorian Finney-Smith,SF/SG,MIN,28.4,"$6,000",4.74,36.24,13.9,5.9,2.1,1.2,0.6,1.1
S. Bey,Saddiq Bey,SF,DET,28.4,"$5,200",5.45,35.06,15.6,6,2.1,1.0,0.2,1.2
D. Dedmon,Dewayne Dedmon,C,IND,27.7,"$5,700",4.87,26.99,9.5,10.2,1.8,0.8,0.8,1.5
D. Graham,Devonte' Graham,PG/SG,POR,27.0,"$6,400",4.23,31.23,13.8,2.7,5.6,1.0,0.1,1.7
G. Vincent,Gabe Vincent,PG,IND,26.6,"$5,800",4.59,32.09,13.9,3,4.6,1.2,0.2,2.0
N. Alexander-Walker,Nickeil Alexander-Walker,SG/SF,POR,26.1,"$4,700",5.54,28.33,13.9,3.8,3.0,1.1,0.5,1.7
O. Yurtseven,Omer Yurtseven,C,IND,25.4,"$4,500",5.65,22.06,10.6,6.7,1.8,0.6,1.2,1.3
M. Bridges,Mikal Bridges,SF/PF,PHX,25.2,"$4,900",5.13,35.04,11.2,4.5,2.1,1.3,0.8,0.9
L. Nance Jr.,Larry Nance Jr.,PF/SF,POR,24.9,"$5,400",4.61,28.94,8.8,6.7,2.7,1.3,0.5,1.4
C. Joseph,Cory Joseph,PG,DET,24.8,"$3,800",6.53,27.97,12.0,2.9,4.5,1.1,0.3,1.6
M. Beasley,Malik Beasley,SF/SG,MIN,24.3,"$5,300",4.59,28.98,14.8,3.9,2.1,0.8,0.2,1.3
R. Covington,Robert Covington,PF/SF,POR,24.2,"$6,000",4.04,30.54,8.0,6.1,1.6,1.3,1.2,1.0
H. Diallo,Hamidou Diallo,SG/SF,DET,24.2,"$4,500",5.38,27.03,11.3,5.5,2.2,0.9,0.6,1.5
A. Simons,Anfernee Simons,PG/SG,POR,23.0,"$5,000",4.6,30.08,13.7,3.6,2.6,0.6,0.2,1.3
D. Robinson,Duncan Robinson,SG,IND,22.9,"$4,700",4.88,29.24,14.0,3.4,1.9,0.7,0.3,1.0
S. Lee,Saben Lee,PG,DET,22.8,"$4,800",4.74,21.98,9.8,2.8,4.8,0.9,0.4,1.5
D. Howard,Dwight Howard,C,PHX,22.5,"$4,900",4.59,19.94,6.6,9.1,0.9,0.6,1.1,1.5
J. Crowder,Jae Crowder,PF/SF,PHX,22.1,"$5,000",4.43,27.99,9.9,4.9,1.9,1.0,0.5,1.0
N. Noel,Nerlens Noel,C,DET,21.8,"$5,000",4.36,24.92,5.6,6.4,0.8,1.0,1.8,1.1
I. Thomas,Isaiah Thomas,PG,PHX,21.8,"$5,500",3.96,26.81,10.8,3.1,3.7,1.0,0.2,1.9
H. Jones,Herbert Jones,PF,POR,21.6,"$5,600",3.86,29.87,8.7,3.7,2.1,1.3,0.9,1.3
T. Pinson,Theo Pinson,SG/SF,MIN,21.3,"$3,800",5.6,27.18,11.9,3.7,2.3,0.8,0.2,1.5
T. Burke,Trey Burke,PG/SG,MIN,20.9,"$4,300",4.85,24.28,12.5,1.8,2.8,0.9,0.2,1.3
C. Anthony,Carmelo Anthony,SF/PF,PHX,20.6,"$5,300",3.89,25.36,11.5,3.5,1.2,0.7,0.6,0.8
M. Robinson,Mitchell Robinson,C,DET,20.2,"$5,000",4.04,22.22,6.8,6.5,0.6,0.6,1.2,0.7
M. Strus,Max Strus,SG,IND,20.1,"$5,700",3.52,27.77,12.1,3.2,1.7,0.7,0.1,0.8
N. Reid,Naz Reid,C,MIN,20.0,"$4,000",5,19.93,9.1,5,1.0,0.5,1.0,1.1
N. Little,Nassir Little,SF,POR,19.9,"$5,700",3.49,25.42,8.9,5.4,1.0,0.6,0.7,0.9
S. Brown,Sterling Brown,SG,MIN,19.9,"$3,800",5.23,25.17,9.5,4.8,1.6,0.8,0.3,1.1
D. Powell,Dwight Powell,C/PF,MIN,19.8,"$4,200",4.71,25.17,6.2,6.1,1.7,0.8,0.8,1.1
J. McGee,JaVale McGee,C,PHX,19.8,"$4,700",4.2,16.00,7.9,6.3,0.8,0.4,1.1,1.4
J. Nowell,Jaylen Nowell,PG,MIN,19.7,"$4,000",4.94,24.99,10.0,3.2,2.2,0.8,0.4,1.0
J. McDaniels,Jaden McDaniels,PF,MIN,19.6,"$3,800",5.16,29.98,7.3,5.2,1.3,0.8,0.9,1.0
T. Ariza,Trevor Ariza,PF,PHX,19.6,"$4,100",4.78,25.92,8.1,4.4,1.6,0.9,0.6,0.7
C. Payne,Cameron Payne,PG/SG,PHX,19.5,"$5,500",3.54,20.00,9.1,2.8,3.6,0.7,0.3,1.4
O. Brissett,Oshae Brissett,SF,IND,19.4,"$4,400",4.4,23.26,8.7,4.8,1.0,0.8,0.6,0.8
F. Jackson,Frank Jackson,PG,DET,18.8,"$4,300",4.38,26.06,12.5,2.4,1.5,0.7,0.1,1.2
T. Horton-Tucker,Talen Horton-Tucker,SG/SF,PHX,18.7,"$5,600",3.34,22.73,8.4,3.1,2.6,1.0,0.4,1.5
C. Duarte,Chris Duarte,SF,IND,18.5,"$5,100",3.62,24.99,10.2,3.3,2.0,0.8,0.1,1.4
W. Hernangomez,Willy Hernangomez,PF/C,POR,18.5,"$4,600",4.01,16.01,7.2,6.3,1.2,0.4,0.5,0.8
J. Holiday,Justin Holiday,SF/SG,IND,18.1,"$4,100",4.4,26.93,9.1,3,1.7,0.8,0.4,0.8
T. Lyles,Trey Lyles,PF,DET,17.9,"$4,500",3.98,19.87,9.7,4.9,0.9,0.4,0.2,0.8
T. Gibson,Taj Gibson,C,DET,17.6,"$3,900",4.52,20.93,5.7,5.4,0.9,0.6,1.0,0.7
R. Rondo,Rajon Rondo,PG,PHX,17.5,"$4,000",4.38,19.94,5.7,3,4.4,0.9,0.2,1.7
F. Ntilikina,Frank Ntilikina,PG,MIN,16.3,"$3,500",4.65,20.23,8.0,2.3,2.0,0.9,0.3,1.1
W. Ellington,Wayne Ellington,SG,PHX,15.5,"$3,900",3.97,24.92,9.3,2.1,1.3,0.6,0.2,0.7
C. Johnson,Cameron Johnson,SF,PHX,15.4,"$5,300",2.91,21.00,8.2,3.1,1.2,0.6,0.2,0.7
J. Jackson,Josh Jackson,SG,DET,15.3,"$3,500",4.37,14.90,8.7,2.4,1.4,0.5,0.4,1.1
M. Brown,Moses Brown,C,MIN,14.8,"$3,900",3.81,13.09,5.7,5.2,0.2,0.4,0.7,0.7
K. Okpala,KZ Okpala,SF,IND,13.7,"$4,000",3.44,19.16,5.5,3.2,1.2,0.6,0.5,0.7
M. Chriss,Marquese Chriss,PF,MIN,13.5,"$4,000",3.38,13.09,5.9,3.8,0.9,0.3,0.5,0.7
J. McLaughlin,Jordan McLaughlin,PG,MIN,12.8,"$3,500",3.65,15.99,4.0,1.8,3.2,0.8,0.1,0.9
G. Temple,Garrett Temple,SF,POR,12.1,"$3,700",3.27,17.08,5.3,2,1.4,0.6,0.4,0.7
T. Satoransky,Tomas Satoransky,PG,POR,11.8,"$3,700",3.2,14.90,4.8,1.7,3.0,0.4,0.1,1.0
J. McLaughlin,JaQuori McLaughlin,PG,MIN,11.8,"$3,500",3.36,12.08,5.9,1.5,2.3,0.4,0.1,0.9
M. Garrett,Marcus Garrett,SG,IND,11.4,"$3,700",3.08,13.05,5.6,1.7,1.7,0.4,0.2,0.6
J. Layman,Jake Layman,SF/PF,MIN,10.4,"$3,500",2.96,15.05,4.6,2,0.7,0.6,0.4,0.7
B. McLemore,Ben McLemore,SG/PG,POR,10.3,"$3,900",2.65,14.59,6.4,1.6,0.8,0.4,0.1,0.7
L. Shamet,Landry Shamet,SG,PHX,10.3,"$3,900",2.64,15.00,5.9,1.4,1.2,0.4,0.1,0.6
W. Selden Jr.,Wayne Selden Jr.,SG,DET,10.0,"$3,600",2.77,11.52,5.5,1.3,1.4,0.4,0.1,0.7
B. Marjanovic,Boban Marjanovic,C,MIN,9.9,"$3,500",2.82,8.05,4.6,3.3,0.4,0.1,0.3,0.5
L. Bolmaro,Leandro Bolmaro,SF,MIN,9.8,"$3,500",2.81,14.99,3.9,2.9,0.9,0.5,0.1,0.7
M. Wright,McKinley Wright IV,PG,MIN,8.8,"$3,500",2.52,10.03,3.9,1.3,1.7,0.4,0.1,0.7
N. Knight,Nathan Knight,PF,MIN,8.6,"$3,500",2.47,10.02,3.5,2.7,0.4,0.3,0.3,0.5
T. Snell,Tony Snell,SF/SG,POR,8.1,"$3,500",2.31,13.99,3.6,1.7,0.9,0.3,0.2,0.4
T. Craig,Torrey Craig,SG,IND,8.0,"$3,500",2.28,10.02,3.2,2.2,0.7,0.3,0.2,0.4
J. Lamb,Jeremy Lamb,SG/SF,IND,8.0,"$4,100",1.94,8.91,3.9,1.5,0.7,0.3,0.2,0.3
D. Dotson,Damyean Dotson,SG,DET,7.5,"$4,000",1.87,10.96,4.0,1.2,1.1,0.2,0.1,0.5
B. Wanamaker,Brad Wanamaker,PG,IND,6.4,"$3,800",1.69,8.20,2.5,0.9,1.5,0.3,0.1,0.6
E. Payton,Elfrid Payton,PG,PHX,4.9,"$3,600",1.36,6.00,2.4,0.9,0.8,0.2,0.0,0.4
P. Tucker,P.J. Tucker,PF/C,IND,0.0,"$5,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
U. Haslem,Udonis Haslem,PF,IND,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
G. Bitadze,Goga Bitadze,C,IND,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
J. Butler,Jimmy Butler,SF/SG,IND,0.0,"$8,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Jackson,Isaiah Jackson,PF,IND,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
D. Washington,Duane Washington Jr.,SG,IND,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
M. Morris,Markieff Morris,PF/SF,IND,0.0,"$4,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Martin,Kelan Martin,SF/SG,IND,0.0,"$3,600",0,0.05,0.0,0,0.0,0.0,0.0,0.0
C. Martin,Caleb Martin,SG/SF,IND,0.0,"$4,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. Garza,Luka Garza,C,DET,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. Samanic,Luka Samanic,PF,DET,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
R. Barrett,RJ Barrett,SF/SG,DET,0.0,"$5,400",0,0.00,0.0,0,0.0,0.0,0.0,0.0
R. McGruder,Rodney McGruder,SG,DET,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Rose,Derrick Rose,PG/SG,DET,0.0,"$6,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Hayes,Killian Hayes,PG,DET,0.0,"$4,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
O. Toppin,Obi Toppin,PF,DET,0.0,"$4,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Sims,Jericho Sims,C,DET,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Zeller,Cody Zeller,C,POR,0.0,"$3,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Livers,Isaiah Livers,PF,DET,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Pickett,Jamorko Pickett,SF,DET,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Clark,Gary Clark,PF,POR,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
D. Jordan,DeAndre Jordan,C,PHX,0.0,"$4,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
E. Omoruyi,Eugene Omoruyi,SF,MIN,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
L. Doncic,Luka Doncic,PG/SG,MIN,0.0,"$10,000",0,0.00,0.0,0,0.0,0.0,0.0,0.0
W. Cauley-Stein,Willie Cauley-Stein,C/PF,MIN,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
A. Nader,Abdel Nader,SF,PHX,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
C. Hutchison,Chandler Hutchison,SF,PHX,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
I. Wainright,Ish Wainright,SF,PHX,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
J. Huff,Jay Huff,C,PHX,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
J. Smith,Jalen Smith,PF/C,PHX,0.0,"$3,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Porzingis,Kristaps Porzingis,PF/C,MIN,0.0,"$8,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Watford,Trendon Watford,PF,POR,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
C. Elleby,C.J. Elleby,SF,POR,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
J. Hayes,Jaxson Hayes,PF,POR,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
D. Smith,Dennis Smith,PG,POR,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
K. Blevins,Keljin Blevins,PG/SG,POR,0.0,"$3,500",0,0.10,0.0,0,0.0,0.0,0.0,0.0
N. Marshall,Naji Marshall,SF,POR,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
J. Alvarado,Jose Alvarado,PG,POR,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
T. Murphy III,Trey Murphy III,SF,POR,0.0,"$3,500",0,0.09,0.0,0,0.0,0.0,0.0,0.0
G. Brown,Greg Brown,SG,POR,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
C. McCollum,C.J. McCollum,SG,POR,0.0,"$8,100",0,0.00,0.0,0,0.0,0.0,0.0,0.0
