abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
A. Davis,Anthony Davis,PF/C,LAL,46.8,"$10,300",4.54,35.35,23.4,9.7,2.9,1.3,1.8,1.9
S. Curry,Stephen Curry,PG,GS,46.2,"$10,800",4.28,34.44,29.2,5.5,6.0,1.3,0.2,3.1
R. Westbrook,Russell Westbrook,PG,LAL,46.2,"$9,600",4.81,35.30,19.7,9.5,9.5,1.3,0.3,4.0
J. Harden,James Harden,SG/PG,NY,46.1,"$10,000",4.61,35.26,21.5,7.6,9.0,1.2,0.7,3.7
K. Durant,Kevin Durant,SF/PF,NY,45.9,"$11,000",4.17,34.36,27.0,7.4,5.0,0.8,1.0,2.9
L. James,LeBron James,SF/PF,LAL,45.4,"$10,600",4.28,35.23,24.7,6.9,6.8,1.2,0.6,3.2
J. Randle,Julius Randle,PF/C,NY,39.9,"$8,500",4.7,33.81,20.4,9.2,5.4,0.8,0.3,2.9
P. Siakam,Pascal Siakam,PF,MEM,39.6,"$7,500",5.29,35.91,20.7,7.7,4.4,1.1,0.7,2.3
F. VanVleet,Fred VanVleet,PG,MEM,39.5,"$8,400",4.7,36.06,19.8,4.5,6.4,1.6,0.7,2.2
C. McCollum,C.J. McCollum,SG,DET,39.0,"$7,200",5.41,36.14,23.3,4.3,5.2,1.0,0.5,1.8
C. Paul,Chris Paul,PG,GS,38.2,"$8,000",4.77,30.38,16.1,4.1,9.3,1.5,0.3,2.2
D. Fox,De'Aaron Fox,PG,LAL,37.8,"$7,600",4.97,34.69,21.9,3.6,6.1,1.4,0.4,3.0
D. Booker,Devin Booker,SG,GS,37.8,"$7,900",4.78,33.27,25.3,4.3,4.6,0.9,0.2,2.9
J. Nurkic,Jusuf Nurkic,C,DET,36.2,"$6,700",5.4,27.40,13.7,10.8,3.6,1.1,1.0,2.2
R. Holmes,Richaun Holmes,C/PF,LAL,35.6,"$6,700",5.31,32.42,16.2,9.9,1.6,0.7,1.5,1.5
D. Ayton,Deandre Ayton,C,GS,35.0,"$7,800",4.48,32.60,15.2,11.4,1.6,0.7,1.1,1.7
J. Jackson,Jaren Jackson Jr.,PF/C,MEM,34.7,"$6,500",5.33,29.70,17.8,6.8,1.4,0.9,1.9,1.8
J. Grant,Jerami Grant,PF,DET,34.6,"$8,100",4.27,34.85,20.0,5.1,2.9,0.9,1.1,1.9
C. Cunningham,Cade Cunningham,PG/SG,DET,33.4,"$6,900",4.84,33.97,15.8,6.7,4.9,1.2,0.5,2.9
D. Green,Draymond Green,PF/C,GS,33.2,"$7,100",4.67,31.52,7.6,7.3,8.4,1.4,0.9,2.7
S. Barnes,Scottie Barnes,SF/PF,MEM,33.0,"$6,700",4.93,35.54,14.8,8.4,3.3,1.1,0.6,1.9
A. Wiggins,Andrew Wiggins,SF,GS,32.2,"$6,400",5.03,32.59,19.4,4.8,2.2,0.9,0.9,1.7
D. Brooks,Dillon Brooks,SG/SF,MEM,30.6,"$5,800",5.27,31.63,19.8,3.4,2.8,1.1,0.4,2.0
A. Simons,Anfernee Simons,PG/SG,DET,30.3,"$4,000",7.56,31.83,19.8,4,2.9,0.7,0.2,1.4
G. Trent,Gary Trent Jr.,SG/SF,MEM,28.4,"$5,900",4.81,35.33,18.2,3.2,1.7,1.3,0.3,1.0
J. Poole,Jordan Poole,PG/SG,GS,28.4,"$6,000",4.73,31.60,17.9,3.1,3.3,0.9,0.3,1.8
R. Barrett,RJ Barrett,SF/SG,NY,27.9,"$5,800",4.81,32.88,15.9,5.5,2.8,0.7,0.3,1.8
L. Aldridge,LaMarcus Aldridge,C/PF,NY,27.6,"$6,100",4.53,27.66,13.8,6.1,1.6,0.5,1.2,1.0
T. Jones,Tyus Jones,PG,MEM,27.5,"$4,600",5.97,29.40,9.7,3.6,6.9,1.3,0.2,1.4
S. Bey,Saddiq Bey,SF,DET,27.3,"$5,400",5.06,34.17,14.2,6.2,2.0,1.0,0.3,1.2
A. Burks,Alec Burks,SG/SF,NY,27.3,"$6,200",4.41,29.31,14.9,5.1,2.6,0.9,0.3,1.2
T. Haliburton,Tyrese Haliburton,PG/SG,LAL,27.3,"$6,300",4.33,32.35,11.2,3.5,5.1,1.5,0.5,1.8
P. Achiuwa,Precious Achiuwa,PF/C,MEM,27.2,"$5,200",5.22,32.51,10.4,8.5,1.7,0.8,1.1,1.7
D. Bane,Desmond Bane,SG,MEM,27.0,"$5,400",5.01,29.86,16.2,4.2,2.6,0.8,0.3,1.4
M. Bridges,Mikal Bridges,SF/PF,GS,27.0,"$5,900",4.58,36.92,11.9,4.8,2.5,1.3,0.9,1.0
D. Rose,Derrick Rose,PG/SG,NY,26.7,"$4,600",5.8,26.21,14.1,2.8,4.4,1.0,0.4,1.6
K. Anderson,Kyle Anderson,SF/PF,MEM,23.9,"$4,700",5.09,21.74,10.4,4.8,3.1,0.8,0.6,1.1
D. Melton,De'Anthony Melton,SG/PG,MEM,23.4,"$5,500",4.25,25.00,9.6,3.9,3.4,1.2,0.7,1.7
E. Fournier,Evan Fournier,SF/SG,NY,23.4,"$5,000",4.67,29.13,13.0,3,2.9,1.0,0.3,1.5
