abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
P. George,Paul George,SG/SF,MIA,45.2,"$10,300",4.38,35.12,27.4,6.8,4.8,1.4,0.5,3.3
A. Drummond,Andre Drummond,C,TOR,43.3,"$9,100",4.76,33.98,13.7,15.7,3.1,1.6,1.5,3.2
D. Sabonis,Domantas Sabonis,PF/C,IND,42.7,"$8,800",4.85,33.37,19.6,10.6,5.9,1.1,0.4,3.0
B. Adebayo,Bam Adebayo,C/PF,MIA,41.9,"$8,200",5.1,34.40,19.5,10,4.1,1.2,1.1,2.7
M. Brogdon,Malcolm Brogdon,PG/SG,IND,40.0,"$8,000",5,35.50,22.8,5.4,6.2,0.9,0.3,2.2
R. Gobert,Rudy Gobert,C,IND,39.4,"$8,900",4.43,33.22,12.4,14.5,1.2,0.7,2.5,1.8
D. Mitchell,Donovan Mitchell,SG/PG,IND,39.2,"$8,600",4.56,34.18,25.7,4.4,4.5,1.1,0.3,2.7
F. VanVleet,Fred VanVleet,SG/PG,TOR,39.1,"$8,100",4.83,37.49,19.1,4.5,6.8,1.6,0.6,2.2
T. Herro,Tyler Herro,SG/SF,MIA,36.3,"$6,400",5.67,35.03,21.5,5.9,4.4,0.8,0.3,2.2
K. Lowry,Kyle Lowry,PG,MIA,35.8,"$6,500",5.51,34.50,15.8,5.3,8.1,1.1,0.3,2.7
M. Turner,Myles Turner,C/PF,IND,35.5,"$7,400",4.8,32.54,14.7,7.2,1.2,0.9,3.1,1.6
T. Harris,Tobias Harris,PF/SF,TOR,35.1,"$7,400",4.74,31.00,18.5,6.5,3.8,0.8,0.8,1.7
O. Anunoby,OG Anunoby,SF/PF,TOR,33.7,"$7,600",4.43,37.18,17.5,6.3,2.6,1.5,0.7,1.9
R. Jackson,Reggie Jackson,PG/SG,MIA,31.1,"$6,300",4.94,35.16,18.2,4.2,4.2,1.0,0.1,1.7
S. Barnes,Scottie Barnes,SF/PF,TOR,30.4,"$6,800",4.47,34.18,15.3,8,2.2,0.9,0.5,2.0
T. McConnell,T.J. McConnell,PG/SG,IND,29.7,"$6,000",4.96,28.83,10.2,3.9,7.3,1.7,0.3,2.1
M. Conley,Mike Conley,PG,IND,29.6,"$6,400",4.63,30.19,15.1,3.4,5.1,1.4,0.2,2.0
T. Maxey,Tyrese Maxey,PG/SG,TOR,29.0,"$7,000",4.14,31.08,15.9,3.4,4.4,0.8,0.5,1.5
P. Achiuwa,Precious Achiuwa,PF/C,TOR,27.1,"$4,900",5.52,30.03,10.5,9.1,1.5,0.8,0.9,1.7
D. Dedmon,Dewayne Dedmon,C,MIA,26.5,"$3,700",7.17,21.08,11.6,8.4,1.3,0.7,0.7,1.3
I. Zubac,Ivica Zubac,C,MIA,26.1,"$5,400",4.83,29.67,10.4,8,1.6,0.6,1.1,1.4
G. Trent,Gary Trent Jr.,SG/SF,TOR,25.6,"$6,300",4.06,34.04,16.1,3.1,1.7,1.2,0.2,1.0
T. Mann,Terance Mann,SG/SF,MIA,25.5,"$5,000",5.1,33.30,11.2,6.1,2.6,1.0,0.4,1.1
B. Bogdanovic,Bojan Bogdanovic,SF/PF,IND,25.5,"$5,400",4.72,32.15,17.1,4.1,1.7,0.8,0.1,1.8
N. Batum,Nicolas Batum,SF/PF,MIA,24.1,"$6,100",3.95,29.60,10.6,5,2.2,1.1,0.6,0.9
S. Curry,Seth Curry,PG/SG,TOR,24.0,"$5,600",4.29,32.17,13.9,2.7,3.4,0.9,0.2,1.5
S. Milton,Shake Milton,PG/SG,TOR,23.5,"$6,200",3.79,26.34,13.1,2.8,3.9,0.7,0.3,1.8
D. Robinson,Duncan Robinson,SG/SF,MIA,22.9,"$3,900",5.86,34.34,13.1,4.1,2.1,0.7,0.3,1.3
J. Clarkson,Jordan Clarkson,PG/SG,IND,22.8,"$5,200",4.39,24.15,14.7,3.4,1.9,0.8,0.1,1.5
C. Duarte,Chris Duarte,SF,IND,22.5,"$5,100",4.42,29.51,13.4,3.7,2.2,0.9,0.1,1.6
T. Craig,Torrey Craig,SG,IND,21.8,"$4,100",5.32,23.48,10.0,5.4,1.5,0.7,0.6,0.8
F. Korkmaz,Furkan Korkmaz,SG/SF,TOR,21.4,"$5,800",3.69,25.77,11.8,2.7,2.5,1.0,0.3,1.3
J. Holiday,Justin Holiday,SF/SG,IND,20.7,"$4,200",4.93,32.86,9.5,3.8,1.9,1.1,0.5,1.0
R. O'Neale,Royce O'Neale,SF/PF,IND,20.4,"$5,300",3.85,31.18,6.9,6.3,2.1,0.9,0.4,1.1
E. Bledsoe,Eric Bledsoe,SG/PG,MIA,20.2,"$4,900",4.13,25.70,10.3,2.9,3.1,0.8,0.3,1.5
D. Green,Danny Green,SG/SF,TOR,20.0,"$4,600",4.35,26.81,7.8,3.5,1.8,1.2,0.9,1.0
I. Hartenstein,Isaiah Hartenstein,PF,MIA,19.6,"$4,000",4.91,17.79,7.3,5.4,1.5,0.6,1.0,1.2
L. Kennard,Luke Kennard,SG/SF,MIA,19.2,"$4,300",4.47,27.25,10.6,3.4,2.1,0.6,0.2,1.0
C. Boucher,Chris Boucher,C/PF,TOR,19.2,"$4,400",4.36,16.72,8.6,4.7,0.7,0.4,1.1,0.6
M. Strus,Max Strus,SG,MIA,18.7,"$3,600",5.2,24.11,11.9,2.4,1.5,0.7,0.1,0.7
G. Niang,Georges Niang,PF/SF,TOR,18.3,"$4,800",3.81,23.56,10.3,3.6,1.5,0.5,0.3,1.0
J. Ingles,Joe Ingles,SG/SF,IND,17.5,"$4,300",4.06,24.18,7.8,3.1,3.3,0.6,0.2,1.4
S. Mykhailiuk,Sviatoslav Mykhailiuk,SG,TOR,17.3,"$4,400",3.94,22.27,9.4,2.9,1.9,0.8,0.2,1.4
D. Banton,Dalano Banton,PF,TOR,17.1,"$3,800",4.5,18.49,7.9,3,2.6,0.7,0.3,1.3
H. Whiteside,Hassan Whiteside,C,IND,17.0,"$5,000",3.39,14.38,6.3,5.6,0.5,0.3,1.1,1.0
P. Tucker,P.J. Tucker,PF/C,MIA,16.5,"$3,700",4.46,30.27,5.3,4.8,1.7,0.9,0.4,1.0
C. Martin,Caleb Martin,SG/SF,MIA,13.9,"$3,600",3.87,16.09,6.4,2.7,1.6,0.7,0.2,0.8
E. Paschall,Eric Paschall,C/PF,IND,12.8,"$3,600",3.54,16.14,6.9,3,0.9,0.4,0.2,0.9
J. Lamb,Jeremy Lamb,SG/SF,IND,12.6,"$3,800",3.3,12.55,6.8,2,0.9,0.5,0.3,0.4
K. Martin,Kelan Martin,SF/SG,IND,11.4,"$3,500",3.26,11.17,6.0,2.3,0.7,0.4,0.3,0.5
P. Reed,Paul Reed,PF/C,TOR,8.9,"$4,900",1.82,8.04,3.0,2.4,0.7,0.3,0.5,0.4
M. Flynn,Malachi Flynn,PG/SG,TOR,7.9,"$3,600",2.2,9.06,3.5,1.1,1.4,0.4,0.1,0.5
K. Okpala,KZ Okpala,SF,MIA,7.1,"$3,500",2.03,10.03,3.2,1.7,0.5,0.3,0.2,0.4
J. Winslow,Justise Winslow,SF,MIA,5.8,"$3,700",1.56,6.37,2.5,1.3,0.6,0.2,0.2,0.4
J. Champagnie,Justin Champagnie,SF,TOR,0.3,"$3,500",0.09,0.43,0.2,0.1,0.0,0.0,0.0,0.0
J. Springer,Jaden Springer,PG,TOR,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
C. Bassey,Charles Bassey,C,TOR,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
A. Henry,Aaron Henry,SF,TOR,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
D. Johnson,David Johnson,SF,TOR,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
B. Wanamaker,Brad Wanamaker,PG,IND,0.0,"$3,800",0,0.06,0.0,0,0.0,0.0,0.0,0.0
C. LeVert,Caris LeVert,SG/SF,IND,0.0,"$7,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Bitadze,Goga Bitadze,C,IND,0.0,"$3,800",0,0.02,0.0,0,0.0,0.0,0.0,0.0
Y. Watanabe,Yuta Watanabe,SG,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
K. Birch,Khem Birch,C/PF,TOR,0.0,"$4,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
P. Siakam,Pascal Siakam,PF,TOR,0.0,"$8,300",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Dragic,Goran Dragic,PG,TOR,0.0,"$3,700",0,0.07,0.0,0,0.0,0.0,0.0,0.0
I. Bonga,Isaac Bonga,PF,TOR,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
M. Oni,Miye Oni,SG,IND,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
I. Joe,Isaiah Joe,PG,TOR,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Thybulle,Matisse Thybulle,SF,TOR,0.0,"$4,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Riller,Grant Riller,SG,TOR,0.0,"$3,500",0,0.08,0.0,0,0.0,0.0,0.0,0.0
J. Butler,Jared Butler,SG,IND,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
A. Coffey,Amir Coffey,PF,MIA,0.0,"$3,500",0,0.04,0.0,0,0.0,0.0,0.0,0.0
U. Haslem,Udonis Haslem,PF,MIA,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
J. Butler,Jimmy Butler,SF/SG,MIA,0.0,"$9,700",0,0.00,0.0,0,0.0,0.0,0.0,0.0
G. Vincent,Gabe Vincent,PG,MIA,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
J. Scrubb,Jay Scrubb,SG,MIA,0.0,"$3,500",0,0.01,0.0,0,0.0,0.0,0.0,0.0
O. Yurtseven,Omer Yurtseven,C,MIA,0.0,"$3,500",0,0.02,0.0,0,0.0,0.0,0.0,0.0
K. Johnson,Keon Johnson,SG,MIA,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
M. Morris,Markieff Morris,PF/SF,MIA,0.0,"$3,600",0,0.00,0.0,0,0.0,0.0,0.0,0.0
S. Ibaka,Serge Ibaka,PF/C,MIA,0.0,"$4,200",0,0.00,0.0,0,0.0,0.0,0.0,0.0
T. Forrest,Trent Forrest,SG,IND,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
E. Hughes,Elijah Hughes,SF,IND,0.0,"$3,500",0,0.07,0.0,0,0.0,0.0,0.0,0.0
I. Jackson,Isaiah Jackson,PF,IND,0.0,"$3,500",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Washington,Duane Washington Jr.,SG,IND,0.0,"$3,500",0,0.03,0.0,0,0.0,0.0,0.0,0.0
M. Morris,Marcus Morris,PF/SF,MIA,0.0,"$4,800",0,0.00,0.0,0,0.0,0.0,0.0,0.0
D. Jarreau,DeJon Jarreau,SG,IND,0.0,"$3,500",0,0.05,0.0,0,0.0,0.0,0.0,0.0
O. Brissett,Oshae Brissett,SF,IND,0.0,"$3,900",0,0.00,0.0,0,0.0,0.0,0.0,0.0
