contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA Showdown $175K Fadeaway [$50K to 1st] (POR vs LAC),8250,Showdown Captain Mode,117933535,15,150,175000,Tue 10:00PM,10213,13725,58954
NBA $8K Fadeaway [$2K to 1st] (Night),8250,Classic,117977255,15,18,8000,Tue 9:00PM,317,627,58952
NBA $33.4K SLAM Jam [$10K to 1st] (Night),122100,Classic,117933520,222,5,33400,Tue 9:00PM,155,167,58952
NBA Showdown $26K Jab Step [$5K to 1st] (POR vs LAC),3300,Showdown Captain Mode,117933534,6,150,26000,Tue 10:00PM,2923,5098,58954
NBA Showdown $26.8K Slam Jam [$5K to 1st] (POR vs LAC),122100,Showdown Captain Mode,117933533,222,4,26800,Tue 10:00PM,63,134,58954
NBA Showdown $8K Sharpshooter (POR vs LAC),1650,Showdown Captain Mode,117893334,3,20,8000,Tue 10:00PM,1821,3170,58954
"NBA $450K Fadeaway [$100K to 1st, 2x Crowns]",8250,Classic,117975382,30,150,450000,Wed 7:00PM,340,35294,58962
NBA $1M Autumn Hoops Special [$200K to 1st],825000,Classic,117488198,1500,22,1e+06,Wed 7:00PM,39,740,58962
NBA $3K 3-Ball [Single Entry] (Night),165000,Classic,117893318,300,1,3000,Tue 9:00PM,6,11,58952
LAST SHOT: NBA $1M Autumn Hoops Special (11-10) (Night),14300,Classic,117951650,26,2,1500,Tue 9:00PM,20,67,58952
LAST SHOT: NBA $1M Autumn Hoops Special (11-10) (Night),183150,Classic,117951652,333,1,1500,Tue 9:00PM,1,5,58952
LAST SHOT: NBA $1M Autumn Hoops Special (11-10) (Night),83050,Classic,117951651,151,1,1500,Tue 9:00PM,3,11,58952
NBA $5K Pick and Roll [Single Entry] (Night),6600,Classic,117893325,12,1,5000,Tue 9:00PM,439,490,58952
"NBA $540 Showtime [Single Entry, Top 2 Win] (Night)",55000,Classic,117977719,100,1,540,Tue 9:00PM,0,6,58952
NBA $6K Showtime [Single Entry] (Night),55000,Classic,117893324,100,1,6000,Tue 9:00PM,62,66,58952
NBA Showdown $200 And-One (POR vs LAC),550,Showdown Captain Mode,117977237,1,7,200,Tue 10:00PM,70,237,58954
NBA Showdown $15K And-One (POR vs LAC),550,Showdown Captain Mode,117893335,1,20,15000,Tue 10:00PM,14558,17835,58954
NBA Showdown $5K Triple Threat (POR vs LAC),18150,Showdown Captain Mode,117893328,33,5,5000,Tue 10:00PM,118,176,58954
NBA Showdown $6K All-Star [Single Entry] (POR vs LAC),583000,Showdown Captain Mode,117893331,1060,1,6000,Tue 10:00PM,3,6,58954
NBA Showdown $3.8K 3-Ball [Single Entry] (POR vs LAC),165000,Showdown Captain Mode,117893332,300,1,3800,Tue 10:00PM,8,14,58954
NBA $400 High Five [Single Entry] (Night),2750,Classic,117977690,5,1,400,Tue 9:00PM,10,95,58952
NBA $1.5K High Five [Single Entry] (Night),2750,Classic,117976481,5,1,1500,Tue 9:00PM,353,356,58952
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,117894329,880,1,2500,Tue 9:00PM,1,3,58952
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,117894330,880,1,2500,Tue 9:00PM,1,3,58952
LAST SHOT: NBA $1M Autumn Hoops Special (11-10) [Must Fill] (Night),291500,Classic,117894331,530,1,1500,Tue 9:00PM,1,3,58952
NBA In-Game $8K Pull Up Jumper [$2K to 1st] (2H POR vs LAC),5500,In-Game Showdown (H2),117944354,10,28,8000,Tue 11:00PM,45,941,58955
NBA In-Game $2.2K Posterizer [Single Entry] (2H POR vs LAC),82500,In-Game Showdown (H2),117944355,150,1,2200,Tue 11:00PM,2,16,58955
NBA In-Game $750 And-One [20 Entry Max] (2H POR vs LAC),550,In-Game Showdown (H2),117944348,1,20,750,Tue 11:00PM,93,891,58955
NBA In-Game $500 Sharpshooter (2H POR vs LAC),1650,In-Game Showdown (H2),117944347,3,5,500,Tue 11:00PM,34,198,58955
NBA In-Game $1.35K 3-Ball [Single Entry] (2H POR vs LAC),165000,In-Game Showdown (H2),117944352,300,1,1350,Tue 11:00PM,2,5,58955
