contest_name,crownAmount,gameType,id,entry_fee,entry_max,prizeAmount,start_time,total_entries,max_total_entries,draft_group
NBA $400K Fadeaway [$100K to 1st],8250,Classic,120072106,15,150,4e+05,Tue 7:30PM,21414,31372,60325
NBA $300K Alley Oop [$100K to 1st],305250,Classic,120072103,555,18,3e+05,Tue 7:30PM,485,600,60325
NBA $100K Four Point Play [20 Entry Max],2200,Classic,120072099,4,20,1e+05,Tue 7:30PM,20299,29726,60325
NBA $100K Fadeaway [$25K to 1st] (Night),8250,Classic,120094198,15,150,1e+05,Tue 8:30PM,2291,7843,60330
NBA Showdown $175K Fadeaway [$50K to 1st] (BOS vs LAL),8250,Showdown Captain Mode,120094234,15,150,175000,Tue 10:00PM,3851,13725,60333
NBA Showdown $26K Jab Step [$5K to 1st] (BOS vs LAL),3300,Showdown Captain Mode,120094233,6,150,26000,Tue 10:00PM,1496,5098,60333
NBA $100K Halfcourt Heave [$20K to 1st],41250,Classic,120072109,75,45,1e+05,Tue 7:30PM,942,1515,60325
NBA $4K Showtime [Single Entry],55000,Classic,120114297,100,1,4000,Tue 7:30PM,14,44,60325
NBA $50K Showtime [Single Entry],55000,Classic,120056482,100,1,50000,Tue 7:30PM,396,555,60325
NBA $30K Excellent 8's [2x Min Cash],4400,Classic,120072107,8,132,30000,Tue 7:30PM,2558,4411,60325
NBA $6K Mid Range Jumper [Single Entry],22000,Classic,120113031,40,1,6000,Tue 7:30PM,66,174,60325
NBA $40K Mid Range Jumper [Single Entry],22000,Classic,120056484,40,1,40000,Tue 7:30PM,783,1166,60325
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,120056514,5,150,30000,Tue 7:30PM,5289,7134,60328
NBA Tiers $3K Posterizer [Single Entry],82500,Tiers,120056511,150,1,3000,Tue 7:30PM,14,22,60328
NBA Tiers $3K Hot Shot [3 Entry Max],1650,Tiers,120056515,3,3,3000,Tue 7:30PM,673,1189,60328
NBA Tiers $8K And-One,550,Tiers,120056516,1,20,8000,Tue 7:30PM,7853,9512,60328
NBA Tiers $2K High Five [Single Entry] ,2750,Tiers,120056519,5,1,2000,Tue 7:30PM,337,475,60328
NBA $50K Splash [3 Entry Max],110000,Classic,120072104,200,3,50000,Tue 7:30PM,237,277,60325
NBA $40K And-One [20 Entry Max],550,Classic,120072102,1,20,40000,Tue 7:30PM,35747,47562,60325
NBA Single Entry $5 Double Up,2750,Classic,120056504,5,1,8000,Tue 7:30PM,1254,1839,60325
NBA Single Entry $25 Double Up,13750,Classic,120056499,25,1,15000,Tue 7:30PM,538,689,60325
NBA Showdown $40K Pull Up Jumper [$10K to 1st] (BKN vs DAL),5500,Showdown Captain Mode,120056528,10,141,40000,Tue 7:30PM,3062,4705,60329
NBA Showdown $9.25K Posterizer [2 Entry Max] (BKN vs DAL),82500,Showdown Captain Mode,120056525,150,2,9250,Tue 7:30PM,21,68,60329
NBA Showdown $5K And-One (BKN vs DAL),550,Showdown Captain Mode,120056529,1,20,5000,Tue 7:30PM,4217,5945,60329
NBA Showdown $2K Triple Threat [2 Entry Max] (BKN vs DAL),18150,Showdown Captain Mode,120056527,33,2,2000,Tue 7:30PM,40,70,60329
NBA Showdown $3K Sharpshooter (BKN vs DAL),1650,Showdown Captain Mode,120056520,3,20,3000,Tue 7:30PM,750,1189,60329
$2.25M Holiday Basketball Millionaire [$1M to 1st + ToC Entry],13750,Classic,120113923,25,150,2271052.63,Sat 12:00PM,6,106873,60618
NBA $30K SLAM Jam [$10K to 1st] (Night),122100,Classic,120094199,222,4,30000,Tue 8:30PM,42,150,60330
NBA $12.5K And-One (Night),550,Classic,120056534,1,20,12500,Tue 8:30PM,6003,14863,60330
NBA $6K Four Point Play [20 Entry Max] (Night),2200,Classic,120056533,4,20,6000,Tue 8:30PM,811,1783,60330
NBA $5K Showtime [Single Entry] (Night),55000,Classic,120056536,100,1,5000,Tue 8:30PM,19,55,60330
NBA $7.5K High Five [Single Entry] (Night),2750,Classic,120056538,5,1,7500,Tue 8:30PM,550,1783,60330
NBA Showdown $17.5K And-One (BOS vs LAL),550,Showdown Captain Mode,120056548,1,20,17500,Tue 10:00PM,7193,20808,60333
NBA Showdown $30K SLAM Jam [$10K to 1st] (BOS vs LAL),122100,Showdown Captain Mode,120094232,222,4,30000,Tue 10:00PM,39,150,60333
NBA Showdown $8K Sharpshooter (BOS vs LAL),1650,Showdown Captain Mode,120056547,3,20,8000,Tue 10:00PM,843,3170,60333
NBA Showdown $7.5K High Five [Single Entry] (BOS vs LAL),2750,Showdown Captain Mode,120056541,5,1,7500,Tue 10:00PM,496,1783,60333
NBA Showdown $5K Triple Threat (BOS vs LAL),18150,Showdown Captain Mode,120056545,33,5,5000,Tue 10:00PM,48,176,60333
NBA $5 Double Up,2750,Classic,120056506,5,27,4000,Tue 7:30PM,717,919,60325
NBA $25 Double Up,13750,Classic,120056501,25,4,3000,Tue 7:30PM,76,137,60325
NBA $100 Double Up,55000,Classic,120056497,100,2,7000,Tue 7:30PM,43,77,60325
"NBA Satellite to $3,650 FBWC MEGAQual",202400,Classic,120121692,368,1,3650,Tue 7:30PM,0,11,60325
FINAL STRETCH: NBA Satellite to NFL Showdown MEGA Millionaire (12-13),226050,Classic,120107307,411,1,3333,Tue 7:30PM,3,9,60325
NBA $2500 MEGA Millionaire Satellite,15950,Classic,120058282,29,3,2500,Tue 7:30PM,52,100,60325
NBA $10K Pick and Roll [Single Entry],6600,Classic,120056488,12,1,10000,Tue 7:30PM,748,980,60325
NBA $20K Pick and Roll [Single Entry],6600,Classic,120056487,12,1,20000,Tue 7:30PM,1379,1960,60325
NBA $10K High Five [Single Entry],2750,Classic,120056490,5,1,10000,Tue 7:30PM,1929,2378,60325
NBA $20K High Five [Single Entry],2750,Classic,120056489,5,1,20000,Tue 7:30PM,3341,4756,60325
NBA $10K Sharpshooter,1650,Classic,120072100,3,20,10000,Tue 7:30PM,2130,3963,60325
NBA $26K Jab Step [$5K to 1st],3300,Classic,120056474,6,150,26000,Tue 7:30PM,4122,5098,60325
NBA $8K Swish [Single Entry],220000,Classic,120056480,400,1,8000,Tue 7:30PM,16,22,60325
NBA $22K Zone [$5K to 1st],2750,Classic,120056475,5,150,22000,Tue 7:30PM,4645,5231,60325
NBA $10K Hot Shot [3 Entry Max],1650,Classic,120056476,3,3,10000,Tue 7:30PM,2607,3963,60325
NBA $15K All-Star [$8K to 1st],583000,Classic,120072108,1060,1,15000,Tue 7:30PM,11,15,60325
NBA $1.5K Money Ball [Single Entry],183150,Classic,120121757,333,1,1500,Tue 7:30PM,0,5,60325
NBA $10K Money Ball [Single Entry],183150,Classic,120056481,333,1,10000,Tue 7:30PM,31,33,60325
NBA $5K Finger Roll [3 Entry Max],4400,Classic,120056473,8,3,5000,Tue 7:30PM,492,735,60325
NBA $10K mini-MAX [150 Entry Max],1100,Classic,120056477,2,150,10000,Tue 7:30PM,4837,5945,60325
NBA $8K Quarter Jukebox,138,Classic,120056478,0,20,8000,Tue 7:30PM,28801,38049,60325
NBA $2.5K Fast Break [Single Entry],14850,Classic,120114286,27,1,2500,Tue 7:30PM,34,107,60325
NBA $7.5K Pick and Pop [3 Entry Max],41250,Classic,120056471,75,3,7500,Tue 7:30PM,82,113,60325
NBA $7.5K mini-MAX [150 Entry Max],275,Classic,120109572,0,150,7500,Tue 7:30PM,13710,17835,60325
NBA Single Entry $10 Double Up,5500,Classic,120056502,10,1,8000,Tue 7:30PM,753,919,60325
NBA Single Entry $50 Double Up,27500,Classic,120056509,50,1,5000,Tue 7:30PM,80,113,60325
NBA $2 Double Up,1100,Classic,120056507,2,20,5000,Tue 7:30PM,1985,2873,60325
NBA Single Entry $100 Double Up,55000,Classic,120056496,100,1,4000,Tue 7:30PM,29,44,60325
NBA Single Entry $50 Double Up,27500,Classic,120056510,50,1,5000,Tue 7:30PM,77,113,60325
NBA $1.5K Buzzer Beater,11000,Classic,120121570,20,2,1500,Tue 7:30PM,1,88,60325
NBA $5K Buzzer Beater [3 Entry Max],11000,Classic,120056472,20,3,5000,Tue 7:30PM,258,294,60325
NBA $4K Elbow Shot [Single Entry],1100,Classic,120056491,2,1,4000,Tue 7:30PM,1794,2378,60325
NBA $4K Daily Dollar [Single Entry] ,550,Classic,120056492,1,1,4000,Tue 7:30PM,4023,4756,60325
NBA $4K All Star [Single Entry] (Must Fill),583000,Classic,120117221,1060,1,4000,Tue 7:30PM,2,4,60325
NBA Single Entry $100 Double Up,55000,Classic,120056495,100,1,5000,Tue 7:30PM,42,55,60325
NBA $10 Double Up,5500,Classic,120056503,10,6,2000,Tue 7:30PM,144,229,60325
NBA Single Entry $50 Double Up,27500,Classic,120056498,50,1,5000,Tue 7:30PM,95,113,60325
NBA Single Entry $50 Double Up,27500,Classic,120056508,50,1,5000,Tue 7:30PM,108,113,60325
NBA Single Entry $50 Double Up,27500,Classic,120116148,50,1,2000,Tue 7:30PM,11,45,60325
NBA $25 Double Up,13750,Classic,120056500,25,5,4000,Tue 7:30PM,124,183,60325
NBA $5 Double Up,2750,Classic,120056505,5,34,5000,Tue 7:30PM,1040,1149,60325
NBA $5 Double Up,2750,Classic,120118235,5,6,1000,Tue 7:30PM,40,229,60325
NBA Single Entry $25 Double Up,13750,Classic,120120251,25,1,750,Tue 7:30PM,4,34,60325
NBA $2500 MEGA Millionaire Satellite,137500,Classic,120057789,250,1,2500,Tue 7:30PM,7,11,60325
NBA $15K Mid Range Jumper [Single Entry],22000,Classic,120117923,40,1,15000,Wed 7:00PM,0,437,60509
NBA $40K Mid Range Jumper [Single Entry],22000,Classic,120117922,40,1,40000,Wed 7:00PM,1,1166,60509
NBA $15K Showtime [Single Entry],55000,Classic,120117921,100,1,15000,Wed 7:00PM,0,166,60509
NBA $50K Showtime [Single Entry],55000,Classic,120117920,100,1,50000,Wed 7:00PM,0,555,60509
NBA $2500 MEGA Millionaire Satellite,305250,Classic,120058283,555,1,2500,Tue 7:30PM,4,5,60325
NBA $2500 MEGA Millionaire Satellite,23100,Classic,120057788,42,2,2500,Tue 7:30PM,45,69,60325
NBA Satellite to $895 FBWC Qualifier,50600,Classic,120057780,92,1,895,Tue 7:30PM,9,11,60325
NBA Satellite to NBA $888 Mega 8's Special (12-17),8250,Classic,120058286,15,2,888,Tue 7:30PM,58,69,60325
NBA Satellite to NBA $888 Mega 8's Special (12-17),49500,Classic,120058328,90,1,888,Tue 7:30PM,6,11,60325
NBA Showdown $2K Quarter Jukebox [Just $0.25!] (BKN vs DAL),138,Showdown Captain Mode,120056521,0,20,2000,Tue 7:30PM,5837,9512,60329
NBA Showdown $2K High Five [Single Entry]  (BKN vs DAL),2750,Showdown Captain Mode,120056523,5,1,2000,Tue 7:30PM,374,475,60329
NBA Showdown $1.35K 3-Ball [Single Entry] (BKN vs DAL),165000,Showdown Captain Mode,120112413,300,1,1350,Tue 7:30PM,1,5,60329
NBA Showdown $1K Pick and Roll [Single Entry] (BKN vs DAL),6600,Showdown Captain Mode,120056522,12,1,1000,Tue 7:30PM,61,98,60329
NBA Showdown $500 Ankle Breaker [Single Entry] (BKN vs DAL),27500,Showdown Captain Mode,120114202,50,1,500,Tue 7:30PM,2,11,60329
NBA $10K Pick and Roll [Single Entry],6600,Classic,120117926,12,1,10000,Wed 7:00PM,1,980,60509
NBA $20K Pick and Roll [Single Entry],6600,Classic,120117925,12,1,20000,Wed 7:00PM,2,1960,60509
NBA $10K High Five [Single Entry],2750,Classic,120117928,5,1,10000,Wed 7:00PM,2,2378,60509
NBA $20K High Five [Single Entry],2750,Classic,120117927,5,1,20000,Wed 7:00PM,2,4756,60509
NBA $26K Jab Step [$5K to 1st],3300,Classic,120117912,6,150,26000,Wed 7:00PM,1,5098,60509
NBA $25K Zone [$5K to 1st],2750,Classic,120117913,5,150,25000,Wed 7:00PM,1,5945,60509
NBA Single Entry $5 Double Up,2750,Classic,120117942,5,1,10000,Wed 7:00PM,3,2298,60509
NBA Single Entry $25 Double Up ,13750,Classic,120117937,25,1,25000,Wed 7:00PM,2,1149,60509
NBA $5 Double Up,2750,Classic,120117943,5,68,10000,Wed 7:00PM,1,2298,60509
NBA $25 Double Up,13750,Classic,120117938,25,6,5000,Wed 7:00PM,1,229,60509
NBA Single Entry $10 Double Up,5500,Classic,120117940,10,1,12000,Wed 7:00PM,2,1379,60509
NBA Tiers $30K Zone [$5K to 1st],2750,Tiers,120117953,5,150,30000,Wed 7:00PM,0,7134,60511
NBA Tiers $7K And-One,550,Tiers,120117955,1,20,7000,Wed 7:00PM,4,8323,60511
NBA Tiers $2K High Five [Single Entry] ,2750,Tiers,120117958,5,1,2000,Wed 7:00PM,0,475,60511
NBA Tiers $2.5K Hot Shot [3 Entry Max],1650,Tiers,120117954,3,3,2500,Wed 7:00PM,0,990,60511
NBA Tiers $3K Posterizer [Single Entry],82500,Tiers,120117950,150,1,3000,Wed 7:00PM,0,22,60511
NBA Tiers $1.6K Crossover,14850,Tiers,120056513,27,2,1600,Tue 7:30PM,46,69,60328
NBA Tiers $620 Ankle Breaker [Single Entry],27500,Tiers,120115392,50,1,620,Tue 7:30PM,3,14,60328
NBA Tiers $1K Pick and Roll [Single Entry],6600,Tiers,120056518,12,1,1000,Tue 7:30PM,71,98,60328
NBA Tiers $200 Quarter Jukebox,138,Tiers,120116261,0,20,200,Tue 7:30PM,181,951,60328
NBA Tiers $2K Quarter Jukebox [Just $0.25!],138,Tiers,120056517,0,20,2000,Tue 7:30PM,8893,9512,60328
NBA $5M Fantasy Basketball World Championship MEGAQual #25-28,2007500,Classic,120045906,3650,2,211500,Fri 7:00PM,5,67,60495
NBA $3K Quarter Jukebox [Just $0.25!] (Night),138,Classic,120056535,0,20,3000,Tue 8:30PM,6113,14268,60330
NBA $3K Pick and Roll [Single Entry] (Night),6600,Classic,120056537,12,1,3000,Tue 8:30PM,105,294,60330
NBA $4K Triple Threat [$1K to 1st] (Night),18150,Classic,120056532,33,4,4000,Tue 8:30PM,72,141,60330
NBA $2K Ankle Breaker [Single Entry] (Night),27500,Classic,120056531,50,1,2000,Tue 8:30PM,22,45,60330
NBA Satellite to $895 FBWC Qualifier (Night),50600,Classic,120057938,92,1,895,Tue 8:30PM,2,11,60330
NBA Showdown $20K Pull Up Jumper [$5K to 1st] (PHI vs CHA),5500,Showdown Captain Mode,120117963,10,70,20000,Wed 7:00PM,0,2352,60512
NBA Showdown $3K Posterizer [Single Entry] (PHI vs CHA),82500,Showdown Captain Mode,120117960,150,1,3000,Wed 7:00PM,0,22,60512
NBA Showdown $4K And-One (PHI vs CHA),550,Showdown Captain Mode,120117965,1,20,4000,Wed 7:00PM,3,4756,60512
NBA Showdown $2K Sharpshooter [20 Entry Max] (PHI vs CHA),1650,Showdown Captain Mode,120117964,3,20,2000,Wed 7:00PM,0,792,60512
NBA Showdown $1K High Five [Single Entry] (PHI vs CHA),2750,Showdown Captain Mode,120117967,5,1,1000,Wed 7:00PM,0,237,60512
NBA Satellite to NBA $888 Mega 8's Special (12-17),49500,Classic,120058284,90,1,888,Tue 7:30PM,6,11,60325
NBA Satellite to NBA $888 Mega 8's Special (12-17),24750,Classic,120058285,45,1,888,Tue 7:30PM,20,23,60325
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,120056996,880,1,2500,Tue 7:30PM,1,3,60325
NBA $2500 MEGA Millionaire Satellite [Must Fill],484000,Classic,120056997,880,1,2500,Tue 7:30PM,1,3,60325
NBA Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill],646250,Classic,120056998,1175,1,3333,Tue 7:30PM,2,3,60325
NBA Showdown $7K Showtime [2 Entry Max] (BOS vs LAL),55000,Showdown Captain Mode,120056549,100,2,7000,Tue 10:00PM,28,77,60333
NBA Showdown $3K Pick and Roll [Single Entry] (BOS vs LAL),6600,Showdown Captain Mode,120056540,12,1,3000,Tue 10:00PM,85,294,60333
NBA Showdown $6K All-Star [Single Entry] (BOS vs LAL),583000,Showdown Captain Mode,120056542,1060,1,6000,Tue 10:00PM,4,6,60333
NBA Showdown Satellite to $895 FBWC Qualifier (BOS vs LAL),50600,Showdown Captain Mode,120058014,92,1,895,Tue 10:00PM,2,11,60333
NBA Showdown Satellite to NBA $888 Mega 8's Special (12-17) (BOS vs LAL),49500,Showdown Captain Mode,120106091,90,1,888,Tue 10:00PM,1,11,60333
NBA $17.5K And-One (Night),550,Classic,120118009,1,20,17500,Wed 10:00PM,0,20808,60517
NBA $10K Four Point Play [20 Entry Max] (Night),2200,Classic,120118008,4,20,10000,Wed 10:00PM,0,2972,60517
NBA $10K Showtime [Single Entry] (Night),55000,Classic,120118011,100,1,10000,Wed 10:00PM,0,111,60517
NBA $10K Triple Threat (Night),18150,Classic,120118007,33,10,10000,Wed 10:00PM,0,353,60517
NBA $8K High Five [Single Entry] (Night),2750,Classic,120118014,5,1,8000,Wed 10:00PM,0,1902,60517
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,120057262,880,1,2500,Tue 7:30PM,0,3,60328
NBA Tiers $2500 MEGA Millionaire Satellite [Must Fill],484000,Tiers,120057261,880,1,2500,Tue 7:30PM,0,3,60328
NBA Tiers Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill],646250,Tiers,120057263,1175,1,3333,Tue 7:30PM,0,3,60328
"NBA Tiers $408 Winner Take All [$1.5K to 1st, Must Fill]",224400,Tiers,120057258,408,1,1500,Tue 7:30PM,0,4,60328
NBA Tiers $4K All Star [Single Entry] (Must Fill),583000,Tiers,120057256,1060,1,4000,Tue 7:30PM,0,4,60328
NBA In-Game $6K Pull Up Jumper [$2K to 1st] (2H BOS vs LAL),5500,In-Game Showdown (H2),120056553,10,21,6000,Tue 11:00PM,50,705,60334
NBA In-Game $1.9K Posterizer [Single Entry] (2H BOS vs LAL),82500,In-Game Showdown (H2),120056551,150,1,1900,Tue 11:00PM,0,14,60334
NBA In-Game $1.35K 3-Ball [Single Entry] (2H BOS vs LAL),165000,In-Game Showdown (H2),120056550,300,1,1350,Tue 11:00PM,0,5,60334
NBA In-Game $300 High Five [Single Entry] (2H BOS vs LAL),2750,In-Game Showdown (H2),120056559,5,1,300,Tue 11:00PM,9,71,60334
NBA In-Game $4K All Star [Single Entry] (Must Fill) (2H BOS vs LAL),583000,In-Game Showdown (H2),120057574,1060,1,4000,Tue 11:00PM,0,4,60334
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (BKN vs DAL),484000,Showdown Captain Mode,120057138,880,1,2500,Tue 7:30PM,0,3,60329
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (BKN vs DAL),484000,Showdown Captain Mode,120057137,880,1,2500,Tue 7:30PM,0,3,60329
NBA Showdown Satellite to NFL Showdown MEGA Millionaire (12-13) [Must Fill] (BKN vs DAL),646250,Showdown Captain Mode,120057139,1175,1,3333,Tue 7:30PM,0,3,60329
NBA Showdown $4K All Star [Single Entry] (Must Fill) (BKN vs DAL),583000,Showdown Captain Mode,120112335,1060,1,4000,Tue 7:30PM,2,4,60329
"NBA Showdown $408 Winner Take All [$1.5K to 1st, Must Fill] (BKN vs DAL)",224400,Showdown Captain Mode,120057134,408,1,1500,Tue 7:30PM,1,4,60329
NBA Showdown $2500 MEGA Millionaire Satellite [Must Fill] (BOS vs LAL),484000,Showdown Captain Mode,120057509,880,1,2500,Tue 10:00PM,1,3,60333
NBA Showdown $1K Four Point Play (BOS vs LAL),2200,Showdown Captain Mode,120056546,4,8,1000,Tue 10:00PM,73,297,60333
NBA Showdown $3.8K 3-Ball [Single Entry] (BOS vs LAL),165000,Showdown Captain Mode,120056543,300,1,3800,Tue 10:00PM,7,14,60333
NBA Showdown $3K Ankle Breaker [2 Entry Max] (BOS vs LAL),27500,Showdown Captain Mode,120056544,50,2,3000,Tue 10:00PM,29,68,60333
NBA Showdown $3K Quarter Jukebox [Just $0.25!] (BOS vs LAL),138,Showdown Captain Mode,120056539,0,20,3000,Tue 10:00PM,7023,14268,60333
NBA Satellite to NBA $888 Mega 8's Special (12-17) (Night),49500,Classic,120106092,90,1,888,Tue 8:30PM,1,11,60330
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,120057385,880,1,2500,Tue 8:30PM,1,3,60330
NBA $1.9K 3-Ball [Single Entry] (Night),165000,Classic,120056530,300,1,1900,Tue 8:30PM,5,7,60330
NBA $2500 MEGA Millionaire Satellite [Must Fill] (Night),484000,Classic,120057386,880,1,2500,Tue 8:30PM,1,3,60330
NBA $4K All Star [Single Entry] (Must Fill) (Night),583000,Classic,120098476,1060,1,4000,Tue 8:30PM,2,4,60330
NBA Satellite to NBA $888 Mega 8's Special Ticket (12-17) [Must Fill],133100,Classic,120058327,242,1,888,Tue 7:30PM,1,4,60325
NBA Satellite to NAS 2-20 Screaming Eagle [Must Fill],99550,Classic,120097187,181,1,500,Tue 7:30PM,0,3,60325
NBA Satellite to NAS 2-20 Screaming Eagle [Must Fill],99550,Classic,120056999,181,1,500,Tue 7:30PM,1,3,60325
NBA SUPERSat to NBA $25 Holiday BBall Millionaire [10x],1650,Classic,120057790,3,2,250,Tue 7:30PM,64,99,60325
NBA $267 Winner Take All [$1K to 1st] (Must Fill),146850,Classic,120119997,267,1,1000,Tue 7:30PM,1,4,60325
NBA Tiers Satellite to NAS 2-20 Screaming Eagle [Must Fill],99550,Tiers,120057264,181,1,500,Tue 7:30PM,0,3,60328
NBA Tiers Satellite to NAS 2-20 Screaming Eagle [Must Fill],99550,Tiers,120120887,181,1,500,Tue 7:30PM,0,3,60328
NBA Tiers $267 Winner Take All [$1K to 1st] (Must Fill),146850,Tiers,120121782,267,1,1000,Tue 7:30PM,0,4,60328
NBA Tiers Satellite to NAS 2-20 Fantasy Racing Millionaire [Must Fill],4400,Tiers,120116903,8,1,36,Tue 7:30PM,0,5,60328
