abbrev_name,full_name,pos,team,fp,salary,value,min,pts,reb,ast,stl,blk,to
N. Jokic,Nikola Jokic,C,DEN,54.9,"$11,500",4.78,34.37,26.6,11.6,7.4,1.3,0.8,3.0
A. Davis,Anthony Davis,PF/C,CHI,51.0,"$10,700",4.76,34.49,25.8,11.4,2.8,1.2,1.9,2.0
L. Doncic,Luka Doncic,PG/SG,DEN,47.7,"$10,600",4.5,34.99,25.1,8,8.1,1.1,0.6,4.3
K. Towns,Karl-Anthony Towns,C,PHX,44.0,"$9,800",4.49,36.10,22.1,10.2,4.4,1.0,1.1,3.2
R. Westbrook,Russell Westbrook,PG/SG,CHI,43.9,"$9,700",4.53,34.44,17.7,10,9.0,1.3,0.3,4.1
J. Tatum,Jayson Tatum,SF/PF,BOS,43.5,"$9,500",4.58,37.86,25.4,7.9,4.1,1.2,0.5,2.6
J. Morant,Ja Morant,PG,HOU,43.0,"$10,000",4.3,34.85,24.7,5.5,7.4,1.1,0.2,3.3
J. Randle,Julius Randle,PF/C,IND,42.9,"$9,200",4.67,36.14,22.2,9.9,5.3,0.9,0.4,3.0
B. Adebayo,Bam Adebayo,C/PF,MIA,42.2,"$8,400",5.02,34.45,19.3,10.7,3.9,1.2,1.1,2.7
T. Young,Trae Young,PG,ORL,42.2,"$9,600",4.39,34.41,24.8,3.9,8.8,0.9,0.2,3.8
J. Valanciunas,Jonas Valanciunas,C,NO,41.9,"$8,800",4.76,34.39,18.9,13.2,2.3,0.8,1.1,2.0
J. Butler,Jimmy Butler,SF/SG,MIA,40.7,"$9,700",4.19,34.30,17.7,6.7,6.5,2.0,0.4,2.0
Z. LaVine,Zach LaVine,SG/PG,CHI,39.9,"$8,200",4.87,34.75,26.1,5.4,4.5,0.8,0.4,3.0
C. Wood,Christian Wood,PF/C,HOU,39.2,"$7,600",5.16,34.73,19.0,10.9,2.1,0.9,1.1,2.0
D. Sabonis,Domantas Sabonis,PF/C,IND,39.0,"$8,700",4.48,36.65,16.4,10.6,5.3,1.2,0.5,3.2
D. Fox,De'Aaron Fox,PG,SAC,38.9,"$7,600",5.12,35.41,20.7,3.8,7.1,1.5,0.5,3.0
E. Mobley,Evan Mobley,C/PF,BOS,38.9,"$7,500",5.19,38.52,17.9,9.5,2.8,1.0,1.5,2.1
C. Paul,Chris Paul,PG,PHX,38.4,"$8,900",4.31,32.03,15.3,4.6,9.7,1.5,0.3,2.4
D. DeRozan,DeMar DeRozan,SG/SF,CHI,38.1,"$8,500",4.48,35.13,24.6,5.1,3.6,1.0,0.3,1.9
A. Edwards,Anthony Edwards,SF/SG,PHX,38.1,"$8,400",4.53,35.99,23.8,5.4,3.2,1.3,0.5,2.4
F. VanVleet,Fred VanVleet,SG/PG,TOR,37.9,"$8,500",4.46,36.64,18.0,4.6,6.6,1.6,0.6,2.1
C. McCollum,C.J. McCollum,SG,TOR,37.6,"$7,700",4.88,35.02,22.5,4,4.8,1.0,0.6,1.7
M. Brogdon,Malcolm Brogdon,PG/SG,IND,37.3,"$8,600",4.34,34.59,20.1,5.4,6.1,0.9,0.3,2.0
S. Dinwiddie,Spencer Dinwiddie,SG/PG,NO,37.1,"$6,500",5.7,33.16,18.1,5.6,7.1,1.0,0.3,2.3
D. Booker,Devin Booker,SG,PHX,36.8,"$8,100",4.54,33.38,24.3,4.5,4.6,0.9,0.2,3.1
M. Bamba,Mohamed Bamba,C,ORL,36.8,"$7,000",5.25,30.02,15.9,9.9,1.6,0.7,2.0,1.5
D. Lillard,Damian Lillard,PG,TOR,36.4,"$8,200",4.44,35.59,19.5,4.2,7.7,0.9,0.2,3.0
C. Capela,Clint Capela,C,ORL,36.0,"$6,400",5.63,32.46,12.7,12.3,0.9,0.8,2.0,1.2
B. Ingram,Brandon Ingram,SF,NO,35.7,"$8,100",4.41,33.71,21.0,5,4.6,0.8,0.6,2.4
C. LeVert,Caris LeVert,SG/SF,IND,35.3,"$6,800",5.18,31.54,18.5,4.5,5.3,1.2,0.6,2.0
S. Gilgeous-Alexander,Shai Gilgeous-Alexander,SG/PG,MIA,35.2,"$7,900",4.46,34.52,20.2,4.9,4.7,1.0,0.6,2.7
C. Anthony,Cole Anthony,PG/SG,ORL,35.0,"$7,600",4.61,34.54,18.3,6.2,5.2,1.0,0.4,2.7
M. Turner,Myles Turner,C/PF,IND,35.0,"$7,700",4.54,33.63,13.0,8,1.3,0.8,3.2,1.6
J. Nurkic,Jusuf Nurkic,C,TOR,34.6,"$7,100",4.87,28.03,11.5,10.9,3.6,1.1,1.2,2.3
J. Grant,Jerami Grant,PF,SAC,34.4,"$7,800",4.41,33.97,20.8,4.9,2.9,0.8,1.0,2.0
R. Williams,Robert Williams,PF/C,BOS,34.1,"$6,500",5.25,29.85,10.1,10,2.2,1.1,2.3,1.5
K. Porzingis,Kristaps Porzingis,PF/C,DEN,33.4,"$7,400",4.51,28.93,16.8,8.3,1.5,0.6,1.3,1.3
O. Anunoby,OG Anunoby,SF/PF,TOR,33.4,"$7,400",4.51,37.33,16.9,6.3,2.6,1.5,0.8,1.9
J. Collins,John Collins,PF/C,ORL,33.2,"$6,900",4.81,33.70,17.0,8.6,1.5,0.7,1.0,1.5
D. Russell,D'Angelo Russell,SG/PG,PHX,33.0,"$7,200",4.58,31.81,18.0,3.2,6.1,1.2,0.4,2.8
L. Ball,Lonzo Ball,PG,CHI,33.0,"$5,700",5.78,35.15,13.0,5.8,5.8,1.5,0.7,2.3
P. Siakam,Pascal Siakam,PF,TOR,32.8,"$8,200",4,29.40,17.4,6.2,3.6,0.9,0.6,1.9
R. Holmes,Richaun Holmes,C/PF,SAC,32.7,"$7,300",4.48,31.93,13.2,9.7,1.8,0.7,1.5,1.4
D. Garland,Darius Garland,PG/SG,BOS,32.6,"$6,200",5.25,35.55,18.3,2.9,6.6,1.3,0.1,3.3
K. Lowry,Kyle Lowry,PG,MIA,32.2,"$7,400",4.35,34.15,14.0,5.1,7.0,1.1,0.3,2.6
H. Barnes,Harrison Barnes,SF/PF,SAC,32.1,"$7,500",4.27,36.28,16.6,7.3,3.4,0.9,0.2,1.7
W. Carter,Wendell Carter Jr.,PF/C,ORL,32.0,"$6,200",5.16,32.09,12.5,10.3,2.5,0.8,0.9,1.7
J. Jackson,Jaren Jackson Jr.,PF/C,HOU,31.7,"$6,700",4.73,30.17,15.3,6.1,1.4,1.0,1.9,1.7
A. Horford,Al Horford,PF/C,BOS,31.1,"$6,800",4.57,29.21,12.5,7.5,3.0,0.9,1.2,1.2
D. Schroder,Dennis Schroder,PG/SG,BOS,30.8,"$5,700",5.4,33.19,16.5,3.7,5.5,1.2,0.2,2.6
S. Barnes,Scottie Barnes,SF/PF,TOR,29.8,"$7,000",4.26,33.31,13.7,7.8,2.5,1.0,0.6,1.8
D. Ayton,Deandre Ayton,C,PHX,29.8,"$7,800",3.82,28.29,12.3,9.8,1.4,0.7,1.0,1.5
I. Stewart,Isaiah Stewart,PF,SAC,29.7,"$5,100",5.83,29.14,10.8,9.3,1.3,0.8,1.6,1.4
M. Harrell,Montrezl Harrell,C/PF,NO,29.5,"$8,000",3.69,26.03,15.3,7.3,1.5,0.7,0.8,1.3
K. Kuzma,Kyle Kuzma,SF/PF,NO,29.4,"$6,800",4.32,31.88,14.7,7.3,2.4,0.7,0.7,1.9
N. Alexander-Walker,Nickeil Alexander-Walker,SG/SF,NO,29.3,"$6,400",4.58,32.16,14.9,4.7,3.1,1.3,0.7,1.9
D. Graham,Devonte' Graham,PG/SG,NO,28.6,"$5,800",4.93,31.85,14.8,2.9,5.6,1.1,0.1,1.7
T. Haliburton,Tyrese Haliburton,PG/SG,SAC,28.5,"$6,700",4.26,31.20,12.2,3.3,5.5,1.4,0.5,1.6
K. Porter,Kevin Porter Jr.,SF/PG,HOU,28.4,"$6,000",4.74,33.91,13.1,4.3,6.5,1.0,0.3,3.5
A. Gordon,Aaron Gordon,PF,DEN,28.4,"$5,300",5.35,30.17,13.2,6.3,3.0,0.8,0.9,2.0
S. Bey,Saddiq Bey,SF,SAC,28.1,"$6,100",4.61,34.29,15.0,6.1,2.0,1.0,0.3,1.1
R. Barrett,RJ Barrett,SF/SG,IND,28.1,"$5,600",5.01,34.06,16.1,5.6,2.7,0.7,0.3,1.8
J. Giddey,Josh Giddey,SG,MIA,28.0,"$5,700",4.92,29.50,9.9,5.9,5.5,1.2,0.5,2.3
R. Rubio,Ricky Rubio,PG/SG,BOS,28.0,"$6,600",4.24,27.05,11.5,3.8,6.4,1.3,0.1,1.9
E. Gordon,Eric Gordon,SF/SG,HOU,27.4,"$4,500",6.1,26.54,19.9,2.2,2.4,0.6,0.4,1.7
D. Brooks,Dillon Brooks,SG/SF,HOU,27.4,"$5,800",4.72,30.13,17.4,3.1,2.3,1.1,0.4,1.7
C. Cunningham,Cade Cunningham,PG/SG,SAC,27.3,"$5,800",4.7,32.08,14.3,5.3,3.2,1.0,0.4,2.4
M. Bridges,Mikal Bridges,SF/PF,PHX,26.7,"$5,100",5.23,33.18,13.1,4.3,2.2,1.1,0.9,0.9
M. Smart,Marcus Smart,SG/PG,BOS,26.6,"$5,900",4.51,34.15,10.5,3.6,5.2,1.6,0.4,2.0
D. Melton,De'Anthony Melton,SG/PG,HOU,26.5,"$4,900",5.4,26.56,11.9,4.1,3.1,1.4,0.8,1.6
N. Powell,Norman Powell,SF/SG,TOR,26.2,"$5,800",4.51,30.37,17.4,3,1.9,1.0,0.3,1.6
T. Herro,Tyler Herro,SG/SF,MIA,26.1,"$6,900",3.78,30.88,14.0,4.9,3.4,0.7,0.3,1.9
S. Adams,Steven Adams,C,HOU,25.9,"$5,800",4.47,25.85,8.9,9.5,1.8,0.8,0.6,1.3
J. Brunson,Jalen Brunson,PG/SG,DEN,25.8,"$5,800",4.44,29.32,13.8,4.1,4.1,0.8,0.0,1.5
D. Gafford,Daniel Gafford,C,NO,25.6,"$4,600",5.57,21.66,10.2,6.1,1.0,0.7,1.9,1.2
C. Osman,Cedi Osman,SF/PF,BOS,25.5,"$4,600",5.54,31.19,13.0,4.6,3.3,1.0,0.2,1.6
J. Green,Jalen Green,SG/PG,HOU,25.3,"$5,000",5.05,34.69,13.8,3.8,3.4,1.0,0.4,2.4
D. Rose,Derrick Rose,PG/SG,IND,25.0,"$5,000",5.01,25.03,13.7,2.7,3.8,1.0,0.3,1.5
D. Wade,Dean Wade,PF/SF,BOS,25.0,"$3,600",6.95,32.88,10.8,6.6,2.0,0.9,0.5,0.9
K. Walker,Kemba Walker,PG,IND,25.0,"$5,000",5,28.20,13.0,3.4,4.0,1.0,0.2,1.7
G. Trent,Gary Trent Jr.,SG/SF,TOR,24.9,"$7,000",3.56,34.17,15.6,3.1,1.6,1.2,0.2,1.0
A. Caruso,Alex Caruso,PG/SG,CHI,24.9,"$4,400",5.65,31.12,9.5,4.4,4.0,1.6,0.4,1.9
B. Hield,Buddy Hield,SG/SF,SAC,24.9,"$5,800",4.29,29.30,13.5,4.3,3.0,0.8,0.3,1.6
C. Anthony,Carmelo Anthony,SF/PF,CHI,24.8,"$5,600",4.43,28.61,14.6,3.7,1.5,0.8,0.7,1.0
J. Tate,Jae'Sean Tate,SF/PF,HOU,24.7,"$5,500",4.5,29.26,10.3,5.7,2.6,1.2,0.5,1.4
K. Huerter,Kevin Huerter,SG/SF,ORL,24.7,"$4,200",5.88,32.28,12.4,3.7,3.3,1.1,0.3,1.3
B. Bogdanovic,Bogdan Bogdanovic,SF/SG,ORL,24.6,"$4,800",5.12,30.54,12.9,3.8,3.0,1.0,0.3,1.3
F. Wagner,Franz Wagner,SF/SG,ORL,24.5,"$5,100",4.81,31.60,12.6,4.2,2.0,1.2,0.5,1.2
J. Suggs,Jalen Suggs,PG/SG,ORL,24.4,"$4,700",5.18,27.55,13.7,3.3,3.8,0.9,0.3,2.6
A. Sengun,Alperen Sengun,C/PF,HOU,24.3,"$4,500",5.39,19.26,12.5,5.1,2.1,0.8,0.6,1.7
T. McConnell,T.J. McConnell,PG/SG,IND,24.2,"$6,500",3.73,23.88,7.8,3.4,6.1,1.3,0.3,1.6
M. Morris,Monte Morris,PG,DEN,23.9,"$4,200",5.69,31.29,12.6,2.7,3.7,0.9,0.3,1.1
E. Fournier,Evan Fournier,SF/SG,IND,23.6,"$4,800",4.92,31.16,12.1,3.3,3.1,1.1,0.4,1.6
T. Hardaway Jr.,Tim Hardaway Jr.,SG/SF,DEN,23.5,"$5,200",4.52,32.03,14.6,3.6,2.0,0.7,0.2,1.1
D. Bazley,Darius Bazley,PF/SF,MIA,23.4,"$5,600",4.19,28.97,11.3,6.7,1.6,0.7,0.5,1.9
T. Horton-Tucker,Talen Horton-Tucker,SG/SF,CHI,23.4,"$4,400",5.32,28.92,10.6,3.7,3.5,1.2,0.5,2.0
K. Anderson,Kyle Anderson,SF/PF,HOU,23.3,"$5,300",4.39,22.90,9.7,4.9,2.8,0.9,0.6,1.0
T. Ross,Terrence Ross,SG/SF,ORL,23.2,"$4,100",5.65,25.58,14.7,2.9,2.0,0.8,0.3,1.3
C. Duarte,Chris Duarte,SF,IND,22.9,"$4,900",4.68,29.60,13.6,3.9,2.3,0.8,0.1,1.5
J. Crowder,Jae Crowder,PF/SF,PHX,22.7,"$5,000",4.55,29.49,9.5,5.2,2.4,1.0,0.5,1.1
J. Hart,Josh Hart,SG/SF,NO,22.7,"$5,200",4.36,26.69,8.9,6.9,2.2,0.8,0.3,1.1
L. Dort,Luguentz Dort,SF/SG,MIA,22.7,"$5,700",3.98,31.52,13.3,3.9,1.8,0.9,0.3,1.6
M. Monk,Malik Monk,SG,CHI,22.5,"$4,400",5.12,30.53,13.1,3.3,2.7,0.8,0.2,1.6
N. Noel,Nerlens Noel,C,IND,22.4,"$4,500",4.97,24.08,5.8,6.5,0.7,1.0,1.9,1.0
M. Robinson,Mitchell Robinson,C,IND,22.2,"$4,900",4.53,24.06,7.5,7.3,0.7,0.7,1.2,0.8
C. Metu,Chimezie Metu,C,SAC,22.1,"$4,100",5.4,24.77,9.7,5.9,1.5,0.7,0.8,1.4
D. Bane,Desmond Bane,SG,HOU,22.1,"$4,300",5.14,28.59,12.3,3.8,2.1,0.8,0.3,1.2
R. Covington,Robert Covington,PF/SF,TOR,22.1,"$4,600",4.8,29.90,6.6,6,1.6,1.2,1.1,1.0
K. Caldwell-Pope,Kentavious Caldwell-Pope,PG,NO,22.0,"$4,900",4.5,31.10,11.3,3.2,2.4,1.1,0.4,1.2
A. Holiday,Aaron Holiday,SG/PG,NO,22.0,"$4,400",5,27.10,11.5,2.3,3.5,1.0,0.4,1.7
A. Simons,Anfernee Simons,PG/SG,TOR,21.9,"$4,000",5.46,24.48,14.0,3,2.1,0.5,0.2,1.0
T. Bradley,Tony Bradley,PF/C,CHI,21.8,"$3,900",5.58,25.20,6.5,7.6,1.3,0.5,1.3,1.2
J. Green,Jeff Green,PF/SF,DEN,21.5,"$4,200",5.13,32.29,10.7,4.7,1.8,0.7,0.5,1.1
D. Avdija,Deni Avdija,SF/PF,NO,21.5,"$3,900",5.52,28.11,8.5,6.1,1.8,0.8,0.5,0.9
M. Muscala,Mike Muscala,C,MIA,21.4,"$3,700",5.79,23.52,11.5,5.2,1.0,0.5,0.5,0.8
N. Hyland,Nah'Shon Hyland,PG,DEN,21.4,"$4,500",4.75,23.13,10.9,2.6,3.3,1.0,0.3,1.5
P. Beverley,Patrick Beverley,PG,PHX,21.1,"$4,700",4.49,29.11,6.9,4.3,3.3,1.0,0.8,1.3
D. Mitchell,Davion Mitchell,PG,SAC,21.0,"$4,600",4.56,26.36,9.7,2.8,4.0,0.9,0.2,1.4
R. Neto,Raul Neto,PG,NO,21.0,"$3,900",5.37,24.00,10.1,2.8,3.2,1.2,0.1,1.2
D. Finney-Smith,Dorian Finney-Smith,SF/SG,DEN,20.7,"$4,800",4.31,32.00,8.3,5.4,1.6,1.0,0.5,1.0
A. Rivers,Austin Rivers,SG/PG,DEN,20.5,"$3,500",5.85,30.20,10.8,3.1,2.7,1.0,0.1,1.4
D. Theis,Daniel Theis,PF/C,HOU,20.3,"$4,400",4.61,25.18,7.4,5.7,1.7,0.7,0.8,1.0
J. Richardson,Josh Richardson,SF/SG,BOS,20.2,"$5,100",3.97,29.16,10.1,3.2,2.2,1.0,0.4,1.2
K. Hayes,Killian Hayes,PG,SAC,20.1,"$5,200",3.87,26.01,7.8,2.8,4.9,1.1,0.3,2.6
D. Powell,Dwight Powell,C/PF,DEN,20.1,"$4,300",4.66,23.12,7.7,5.5,1.3,0.8,0.8,1.0
D. Robinson,Duncan Robinson,SG/SF,MIA,20.0,"$5,500",3.64,30.39,11.5,3.5,1.6,0.7,0.3,1.1
J. McDaniels,Jaden McDaniels,PF,PHX,19.9,"$4,000",4.98,29.57,7.8,4.8,1.3,0.8,1.0,1.0
J. Vanderbilt,Jarred Vanderbilt,PF,PHX,19.9,"$4,300",4.63,20.85,5.7,6.8,1.3,1.0,0.7,1.0
N. Reid,Naz Reid,C,PHX,19.8,"$4,400",4.51,19.08,9.5,4.7,1.0,0.5,0.9,1.0
M. Beasley,Malik Beasley,SF/SG,PHX,19.4,"$4,100",4.73,23.34,11.8,3,1.8,0.7,0.1,1.1
P. Achiuwa,Precious Achiuwa,PF/C,TOR,19.1,"$5,500",3.47,20.60,7.4,6.4,1.0,0.5,0.7,1.1
D. Gallinari,Danilo Gallinari,SF/PF,ORL,19.1,"$3,600",5.29,22.39,11.1,3.8,1.2,0.6,0.2,0.8
I. Okoro,Isaac Okoro,SF,BOS,19.0,"$3,600",5.27,30.79,9.5,3.4,1.8,0.9,0.4,1.2
C. Reddish,Cam Reddish,SG/SF,ORL,18.9,"$4,400",4.28,25.29,10.3,3.5,1.1,1.0,0.3,1.2
D. Windler,Dylan Windler,SG,BOS,18.7,"$3,700",5.05,22.91,8.5,4.7,1.7,0.7,0.4,1.3
H. Jones,Herbert Jones,PF,NO,18.7,"$4,400",4.24,26.73,8.2,3.5,1.9,1.0,0.6,1.4
J. McGee,JaVale McGee,C,PHX,18.4,"$4,400",4.17,15.52,7.2,5.5,0.9,0.4,1.1,1.3
R. Hampton,R.J. Hampton,PG/SG,ORL,17.9,"$3,900",4.59,19.94,9.5,3.7,2.1,0.5,0.2,1.3
J. Jackson,Josh Jackson,SG,SAC,17.7,"$4,700",3.77,19.17,9.4,3.2,1.8,0.6,0.5,1.5
C. White,Coby White,PG/SG,CHI,17.1,"$4,100",4.17,20.08,9.0,2.9,3.0,0.4,0.1,1.4
T. Lyles,Trey Lyles,PF,SAC,17.0,"$3,700",4.59,20.09,7.8,5.2,1.1,0.5,0.2,0.8
K. Martin,Kenyon Martin Jr.,SF/PF,HOU,16.9,"$3,700",4.57,16.11,9.0,3.6,0.8,0.5,0.5,0.6
J. Holiday,Justin Holiday,SF/SG,IND,16.9,"$4,200",4.02,24.38,8.7,2.9,1.4,0.7,0.4,0.7
P. Dozier,P.J. Dozier,SG/SF,DEN,16.9,"$3,800",4.44,21.16,7.6,3.6,1.7,0.7,0.4,0.9
K. Birch,Khem Birch,C/PF,TOR,16.8,"$4,100",4.11,20.10,5.9,5.2,1.2,0.6,0.6,0.7
C. Johnson,Cameron Johnson,SF,PHX,16.8,"$3,900",4.32,22.83,8.6,3.2,1.4,0.7,0.3,0.7
K. Williams,Kenrich Williams,SF,MIA,16.6,"$3,900",4.25,21.10,7.0,3.9,2.0,0.8,0.2,1.1
W. Ellington,Wayne Ellington,SG,CHI,16.2,"$3,600",4.51,25.61,9.6,2.2,1.6,0.6,0.2,0.8
B. Clarke,Brandon Clarke,PF,HOU,16.2,"$3,900",4.16,16.80,6.7,3.9,1.1,0.6,0.6,0.4
D. Howard,Dwight Howard,C,CHI,16.2,"$4,300",3.76,14.79,4.8,6.6,0.7,0.4,0.8,1.2
G. Harris,Gary Harris,SG/SF,ORL,16.0,"$3,600",4.45,22.98,9.8,1.8,1.7,0.6,0.2,0.9
C. Payne,Cameron Payne,PG/SG,PHX,15.8,"$3,900",4.06,15.56,7.1,2.1,3.2,0.6,0.2,1.0
T. Fall,Tacko Fall,C,BOS,15.3,"$3,500",4.37,11.96,5.1,4.7,0.5,0.3,1.2,0.7
A. Len,Alex Len,C/PF,SAC,15.3,"$3,800",4.02,15.31,5.7,4.1,0.9,0.4,1.0,0.9
A. Burks,Alec Burks,SG/SF,IND,15.2,"$4,300",3.53,16.51,8.1,2.9,1.4,0.5,0.2,0.6
D. Dedmon,Dewayne Dedmon,C,MIA,15.0,"$3,700",4.06,14.11,5.7,5.3,0.7,0.4,0.5,0.8
P. Tucker,P.J. Tucker,PF/C,MIA,15.0,"$4,200",3.57,28.32,4.8,4.5,1.4,0.8,0.4,0.9
J. Green,JaMychal Green,PF/C,DEN,14.9,"$3,800",3.93,16.46,6.9,4.2,0.8,0.5,0.4,0.9
